Sport,Season,Rank,Team,W,L
WVB,2008-09,1,Penn St.,38,0
WVB,2008-09,2,Stanford,31,4
WVB,2008-09,3,Nebraska,31,3
WVB,2008-09,4,Texas,29,4
WVB,2008-09,5,Washington,27,5
WVB,2008-09,6,Illinois,26,8
WVB,2008-09,7,Minnesota,27,7
WVB,2008-09,8,St. Louis,29,5
WVB,2008-09,9,California,26,7
WVB,2008-09,10,Hawaii,31,4
WVB,2008-09,11,Purdue,26,9
WVB,2008-09,12,Florida,27,4
WVB,2008-09,13,Tulane,28,6
WVB,2008-09,14,Oregon,25,9
WVB,2008-09,15,Utah,26,6
WVB,2008-09,16,Michigan,26,9
WVB,2008-09,17,San Diego,23,5
WVB,2008-09,18,Southern California,17,12
WVB,2008-09,19,Wichita St.,30,2
WVB,2008-09,20,UCLA,22,11
WVB,2008-09,21,Colorado St.,23,7
WVB,2008-09,22,UAB,27,8
WVB,2008-09,23,Ohio,24,8
WVB,2008-09,24,Middle Tenn.,27,8
WVB,2008-09,25,Long Beach St.,26,6
WVB,2008-09,25,Western Mich.,28,7
WVB,2008-09,27,FIU,28,7
WVB,2008-09,28,Duke,25,9
WVB,2008-09,29,Kansas St.,24,8
WVB,2008-09,30,Yale,21,6
WVB,2008-09,31,Rice,23,8
WVB,2008-09,32,Iowa St.,22,13
WVB,2008-09,33,New Mexico St.,26,9
WVB,2008-09,34,Western Ky.,26,10
WVB,2008-09,35,Cincinnati,27,7
WVB,2008-09,36,Santa Clara,18,10
WVB,2008-09,37,North Carolina,22,11
WVB,2008-09,38,Clemson,23,10
WVB,2008-09,39,Kentucky,26,6
WVB,2008-09,40,Pepperdine,20,8
WVB,2008-09,41,Miami (Fla.),26,6
WVB,2008-09,42,San Francisco,22,8
WVB,2008-09,43,Houston,20,12
WVB,2008-09,44,St. Mary's (Cal.),20,8
WVB,2008-09,45,Dayton,21,13
WVB,2008-09,46,Creighton,18,9
WVB,2008-09,47,Indiana,17,15
WVB,2008-09,48,UNI,25,9
WVB,2008-09,49,Miami (Ohio),21,12
WVB,2008-09,50,Tennessee,22,10
WVB,2008-09,51,LSU,18,10
WVB,2008-09,52,Florida St.,21,9
WVB,2008-09,53,Albany (N.Y.),23,9
WVB,2008-09,54,Cal Poly,16,13
WVB,2008-09,55,Denver,25,7
WVB,2008-09,56,Louisville,19,11
WVB,2008-09,57,Texas A&M,16,14
WVB,2008-09,58,Wisconsin,17,15
WVB,2008-09,59,Bowling Green,25,9
WVB,2008-09,60,New Orleans,22,10
WVB,2008-09,61,Baylor,18,13
WVB,2008-09,62,Samford,28,5
WVB,2008-09,63,South Carolina,21,9
WVB,2008-09,64,Arizona St.,13,18
WVB,2008-09,65,Georgia Tech,20,10
WVB,2008-09,66,New Mexico,22,7
WVB,2008-09,67,Valparaiso,25,7
WVB,2008-09,68,Michigan St.,15,16
WVB,2008-09,69,Milwaukee,23,9
WVB,2008-09,70,Army,26,4
WVB,2008-09,71,Col. of Charleston,27,7
WVB,2008-09,72,Princeton,17,4
WVB,2008-09,73,Wake Forest,19,13
WVB,2008-09,74,Oklahoma,12,16
WVB,2008-09,75,St. John's (N.Y.),22,9
WVB,2008-09,76,Missouri St.,23,13
WVB,2008-09,77,Arizona,16,14
WVB,2008-09,78,Georgia,17,14
WVB,2008-09,79,Tulsa,22,11
WVB,2008-09,80,North Dakota St.,24,4
WVB,2008-09,81,Liberty,25,9
WVB,2008-09,82,Oregon St.,14,17
WVB,2008-09,83,Notre Dame,17,14
WVB,2008-09,84,Fla. Gulf Coast,20,8
WVB,2008-09,85,Alabama,16,13
WVB,2008-09,86,BYU,14,12
WVB,2008-09,87,UNLV,16,14
WVB,2008-09,88,Iowa,14,18
WVB,2008-09,89,Belmont,25,8
WVB,2008-09,90,Virginia Tech,20,11
WVB,2008-09,91,William & Mary,19,9
WVB,2008-09,92,Northeastern,19,11
WVB,2008-09,93,Oral Roberts,22,9
WVB,2008-09,94,Furman,21,14
WVB,2008-09,95,American,24,9
WVB,2008-09,96,UC Irvine,17,12
WVB,2008-09,97,Connecticut,21,11
WVB,2008-09,98,Illinois St.,16,15
WVB,2008-09,99,UALR,24,8
WVB,2008-09,100,TCU,20,12
WVB,2008-09,101,UNC Greensboro,23,10
WVB,2008-09,102,Hofstra,18,14
WVB,2008-09,103,Portland St.,20,9
WVB,2008-09,104,Coastal Caro.,27,9
WVB,2008-09,105,Eastern Wash.,18,11
WVB,2008-09,106,Missouri,13,17
WVB,2008-09,107,Tennessee Tech,19,13
WVB,2008-09,108,Mississippi,14,15
WVB,2008-09,109,Cal St. Fullerton,17,15
WVB,2008-09,110,Memphis,17,14
WVB,2008-09,111,VCU,19,13
WVB,2008-09,112,Kansas,13,16
WVB,2008-09,113,UCF,15,17
WVB,2008-09,114,Central Mich.,19,11
WVB,2008-09,115,Virginia,17,15
WVB,2008-09,116,Idaho,19,10
WVB,2008-09,117,Southern Ill.,17,12
WVB,2008-09,118,Siena,20,13
WVB,2008-09,119,Colorado,13,16
WVB,2008-09,120,Pacific,12,16
WVB,2008-09,121,Syracuse,17,15
WVB,2008-09,122,Delaware,19,16
WVB,2008-09,123,Ohio St.,12,20
WVB,2008-09,124,Xavier,16,15
WVB,2008-09,125,Loyola Marymount,13,17
WVB,2008-09,126,Butler,19,11
WVB,2008-09,127,Texas St.,23,14
WVB,2008-09,128,Northern Colo.,17,10
WVB,2008-09,129,Long Island,19,12
WVB,2008-09,130,Marshall,13,15
WVB,2008-09,131,South Fla.,17,14
WVB,2008-09,132,Morehead St.,23,8
WVB,2008-09,133,George Washington,19,11
WVB,2008-09,134,Washington St.,10,19
WVB,2008-09,135,High Point,26,7
WVB,2008-09,136,Temple,15,15
WVB,2008-09,137,SMU,14,17
WVB,2008-09,138,Lipscomb,21,11
WVB,2008-09,139,UC Santa Barbara,11,16
WVB,2008-09,140,Pittsburgh,17,14
WVB,2008-09,141,Northwestern,8,23
WVB,2008-09,142,Southern Miss.,17,13
WVB,2008-09,143,Northern Ill.,18,14
WVB,2008-09,144,Fairfield,20,13
WVB,2008-09,145,Weber St.,21,13
WVB,2008-09,146,Arkansas St.,21,12
WVB,2008-09,147,Wright St.,15,16
WVB,2008-09,148,Marquette,11,18
WVB,2008-09,149,Jacksonville,20,10
WVB,2008-09,150,Penn,13,13
WVB,2008-09,151,Villanova,14,16
WVB,2008-09,152,Stephen F. Austin,20,9
WVB,2008-09,153,Loyola (Ill.),19,11
WVB,2008-09,154,Montana,14,13
WVB,2008-09,155,Murray St.,18,13
WVB,2008-09,156,UTSA,19,12
WVB,2008-09,157,Central Ark.,24,7
WVB,2008-09,158,Chattanooga,17,16
WVB,2008-09,159,Austin Peay,22,11
WVB,2008-09,160,Cornell,10,15
WVB,2008-09,161,Lamar,17,12
WVB,2008-09,162,San Diego St.,9,17
WVB,2008-09,163,Binghamton-SUNY,16,15
WVB,2008-09,164,Colgate,15,14
WVB,2008-09,165,Mercer,18,11
WVB,2008-09,166,IPFW,16,15
WVB,2008-09,167,Georgetown,14,13
WVB,2008-09,168,Seton Hall,14,15
WVB,2008-09,169,Florida A&M,14,13
WVB,2008-09,170,Evansville,14,18
WVB,2008-09,171,Wyoming,5,20
WVB,2008-09,172,South Ala.,11,15
WVB,2008-09,173,Utah St.,11,17
WVB,2008-09,174,Towson,19,12
WVB,2008-09,175,Utah Valley,14,12
WVB,2008-09,176,Cleveland St.,11,19
WVB,2008-09,177,IUPUI,16,15
WVB,2008-09,178,Arkansas,7,23
WVB,2008-09,179,Gonzaga,10,21
WVB,2008-09,180,East Carolina,13,19
WVB,2008-09,181,Fla. Atlantic,12,17
WVB,2008-09,182,Northern Ariz.,15,10
WVB,2008-09,183,San Jose St.,13,18
WVB,2008-09,184,Fordham,18,16
WVB,2008-09,185,Nevada,12,17
WVB,2008-09,186,Elon,19,16
WVB,2008-09,187,UTEP,8,24
WVB,2008-09,188,Duquesne,15,14
WVB,2008-09,189,Rhode Island,14,14
WVB,2008-09,190,Ill.-Chicago,14,18
WVB,2008-09,191,UNC Asheville,18,14
WVB,2008-09,192,Winthrop,11,20
WVB,2008-09,193,Robert Morris,19,10
WVB,2008-09,194,UMBC,18,13
WVB,2008-09,195,South Dakota St.,10,17
WVB,2008-09,196,Troy,13,19
WVB,2008-09,197,Md.-East. Shore,25,9
WVB,2008-09,198,Maine,14,13
WVB,2008-09,199,Toledo,14,17
WVB,2008-09,200,Portland,8,24
WVB,2008-09,201,Maryland,6,26
WVB,2008-09,202,Southeast Mo. St.,13,14
WVB,2008-09,203,Ball St.,12,21
WVB,2008-09,204,Sam Houston St.,15,19
WVB,2008-09,205,Iona,19,12
WVB,2008-09,206,Texas Tech,5,26
WVB,2008-09,207,Youngstown St.,11,17
WVB,2008-09,208,Drake,12,20
WVB,2008-09,209,Cal St. Bakersfield,18,15
WVB,2008-09,210,Boston College,8,24
WVB,2008-09,211,Canisius,17,11
WVB,2008-09,212,La.-Lafayette,8,20
WVB,2008-09,213,Houston Baptist,24,7
WVB,2008-09,214,Tennessee St.,8,18
WVB,2008-09,215,Ga. Southern,16,18
WVB,2008-09,216,UC Davis,12,17
WVB,2008-09,217,Cal St. Northridge,9,21
WVB,2008-09,218,UC Riverside,8,23
WVB,2008-09,219,Sacred Heart,18,13
WVB,2008-09,220,McNeese St.,12,18
WVB,2008-09,221,Green Bay,9,18
WVB,2008-09,222,Wofford,16,18
WVB,2008-09,223,East Tenn. St.,12,20
