Sport,Season,Rank,Team,W,L
WVB,2007-08,1,Stanford,32,3
WVB,2007-08,2,Penn St.,34,2
WVB,2007-08,3,Nebraska,30,2
WVB,2007-08,4,Southern California,29,5
WVB,2007-08,5,Texas,27,4
WVB,2007-08,6,Wisconsin,26,5
WVB,2007-08,7,UCLA,23,11
WVB,2007-08,8,BYU,24,8
WVB,2007-08,9,St. John's (N.Y.),33,4
WVB,2007-08,10,Washington,27,4
WVB,2007-08,11,Florida,29,3
WVB,2007-08,12,Middle Tenn.,35,3
WVB,2007-08,13,California,26,8
WVB,2007-08,14,Dayton,33,2
WVB,2007-08,15,Cal Poly,23,8
WVB,2007-08,16,Hawaii,27,6
WVB,2007-08,17,Kansas St.,23,9
WVB,2007-08,18,UNLV,24,6
WVB,2007-08,19,Long Beach St.,26,7
WVB,2007-08,20,Purdue,19,14
WVB,2007-08,21,Michigan,24,11
WVB,2007-08,22,Clemson,29,4
WVB,2007-08,23,San Diego,21,8
WVB,2007-08,24,Ohio,26,6
WVB,2007-08,25,Louisville,22,8
WVB,2007-08,26,Oklahoma,22,10
WVB,2007-08,27,Colorado St.,23,8
WVB,2007-08,28,Duke,25,7
WVB,2007-08,29,Michigan St.,21,14
WVB,2007-08,30,LSU,25,8
WVB,2007-08,31,Minnesota,18,13
WVB,2007-08,32,Mississippi,25,8
WVB,2007-08,33,Iowa St.,19,14
WVB,2007-08,34,Xavier,24,11
WVB,2007-08,35,Oregon,22,11
WVB,2007-08,36,Western Ky.,27,9
WVB,2007-08,37,Tulane,28,6
WVB,2007-08,38,Wichita St.,27,6
WVB,2007-08,39,Utah,15,15
WVB,2007-08,40,Loyola Marymount,16,13
WVB,2007-08,41,Missouri St.,25,8
WVB,2007-08,42,New Mexico St.,26,6
WVB,2007-08,43,St. Louis,23,7
WVB,2007-08,44,UNI,22,11
WVB,2007-08,45,Milwaukee,26,3
WVB,2007-08,46,Miami (Ohio),20,11
WVB,2007-08,47,Pepperdine,18,11
WVB,2007-08,48,Alabama,15,15
WVB,2007-08,49,Kentucky,22,10
WVB,2007-08,50,Missouri,17,13
WVB,2007-08,51,Santa Clara,19,12
WVB,2007-08,52,Illinois St.,21,12
WVB,2007-08,53,Marshall,23,9
WVB,2007-08,54,Florida Int'l,19,8
WVB,2007-08,55,Sacramento St.,29,8
WVB,2007-08,56,Creighton,21,10
WVB,2007-08,57,Notre Dame,15,13
WVB,2007-08,58,Tulsa,27,9
WVB,2007-08,59,Illinois,16,14
WVB,2007-08,60,Arizona St.,15,16
WVB,2007-08,61,Northwestern,18,13
WVB,2007-08,62,Georgia Tech,22,10
WVB,2007-08,63,Arizona,14,17
WVB,2007-08,64,Indiana,15,17
WVB,2007-08,65,Stephen F. Austin,27,8
WVB,2007-08,66,Delaware,31,5
WVB,2007-08,67,TCU,22,12
WVB,2007-08,68,New Mexico,16,13
WVB,2007-08,69,Princeton,22,4
WVB,2007-08,70,Bowling Green,21,10
WVB,2007-08,71,UAB,24,10
WVB,2007-08,72,American,26,8
WVB,2007-08,73,Stony Brook,24,8
WVB,2007-08,74,Oregon St.,10,20
WVB,2007-08,75,Villanova,17,12
WVB,2007-08,76,Ohio St.,13,16
WVB,2007-08,77,Texas A&M,21,10
WVB,2007-08,78,Cincinnati,19,12
WVB,2007-08,79,Connecticut,19,11
WVB,2007-08,80,Fla. Gulf Coast,23,3
WVB,2007-08,81,Hofstra,19,12
WVB,2007-08,82,Syracuse,21,13
WVB,2007-08,83,Pacific,18,9
WVB,2007-08,84,Florida St.,16,14
WVB,2007-08,85,Denver,22,12
WVB,2007-08,86,Baylor,14,17
WVB,2007-08,87,Col. of Charleston,26,8
WVB,2007-08,88,Belmont,20,8
WVB,2007-08,89,Liberty,27,9
WVB,2007-08,90,Nevada,16,11
WVB,2007-08,91,Cleveland St.,23,9
WVB,2007-08,92,Albany (N.Y.),24,10
WVB,2007-08,93,Western Mich.,21,12
WVB,2007-08,94,Ark.-Little Rock,22,9
WVB,2007-08,95,Penn,17,9
WVB,2007-08,96,Kent St.,22,10
WVB,2007-08,97,Seton Hall,16,12
WVB,2007-08,98,Jacksonville St.,18,10
WVB,2007-08,99,San Francisco,17,13
WVB,2007-08,100,UC Irvine,21,11
WVB,2007-08,101,Texas St.,21,12
WVB,2007-08,102,Kansas,13,17
WVB,2007-08,103,Yale,16,10
WVB,2007-08,104,Memphis,23,12
WVB,2007-08,105,Valparaiso,21,12
WVB,2007-08,106,North Carolina,15,16
WVB,2007-08,107,Tennessee,11,18
WVB,2007-08,108,Washington St.,10,22
WVB,2007-08,109,Lamar,25,9
WVB,2007-08,110,Mississippi St.,12,17
WVB,2007-08,111,South Fla.,19,10
WVB,2007-08,112,Virginia,18,13
WVB,2007-08,113,Northeastern,19,13
WVB,2007-08,114,New Hampshire,19,9
WVB,2007-08,115,South Carolina,14,15
WVB,2007-08,116,St. Mary's (Cal.),15,13
WVB,2007-08,117,San Diego St.,13,16
WVB,2007-08,118,Eastern Mich.,20,14
WVB,2007-08,119,Maryland,18,13
WVB,2007-08,120,Long Island,23,14
WVB,2007-08,121,Pittsburgh,15,16
WVB,2007-08,122,Colgate,17,13
WVB,2007-08,123,James Madison,17,13
WVB,2007-08,124,Georgia,17,13
WVB,2007-08,125,Gonzaga,17,13
WVB,2007-08,126,UC Santa Barbara,14,18
WVB,2007-08,127,Siena,24,8
WVB,2007-08,128,Houston,13,15
WVB,2007-08,129,IPFW,21,11
WVB,2007-08,130,Texas-Arlington,19,11
WVB,2007-08,131,Fairfield,21,13
WVB,2007-08,132,Morehead St.,22,12
WVB,2007-08,133,Furman,20,9
WVB,2007-08,134,Wyoming,12,14
WVB,2007-08,134,Central Ark.,24,9
WVB,2007-08,136,Binghamton,16,18
WVB,2007-08,137,Winthrop,20,12
WVB,2007-08,138,SMU,16,15
WVB,2007-08,139,Army,24,5
WVB,2007-08,140,Arkansas,12,19
WVB,2007-08,141,Utah St.,17,13
WVB,2007-08,142,Cal St. Fullerton,15,15
WVB,2007-08,143,Texas Tech,7,22
WVB,2007-08,144,Virginia Tech,14,18
WVB,2007-08,145,Lipscomb,20,12
WVB,2007-08,146,Portland St.,21,8
WVB,2007-08,147,South Dakota St.,25,11
WVB,2007-08,148,Central Conn. St.,23,7
WVB,2007-08,149,Tennessee St.,20,14
WVB,2007-08,150,Colorado,6,22
WVB,2007-08,151,Wright St.,14,18
WVB,2007-08,152,Tennessee Tech,18,15
WVB,2007-08,153,Cal St. Northridge,13,18
WVB,2007-08,154,Utah Valley St.,21,10
WVB,2007-08,155,Appalachian St.,19,14
WVB,2007-08,156,Florida A&M,18,8
WVB,2007-08,157,North Dakota St.,20,8
WVB,2007-08,158,Iowa,9,22
WVB,2007-08,159,William & Mary,14,15
WVB,2007-08,160,Temple,16,20
WVB,2007-08,161,Oral Roberts,16,14
WVB,2007-08,162,Southeast Mo. St.,20,12
WVB,2007-08,163,Georgia St.,16,14
WVB,2007-08,164,Southern Ill.,15,16
WVB,2007-08,165,Md.-East. Shore,24,4
WVB,2007-08,166,Eastern Wash.,15,15
WVB,2007-08,167,Central Mich.,22,10
WVB,2007-08,168,Idaho,13,17
WVB,2007-08,169,McNeese St.,19,14
WVB,2007-08,170,West Virginia,16,14
WVB,2007-08,171,Charlotte,15,13
WVB,2007-08,172,Murray St.,16,15
WVB,2007-08,173,New Orleans,16,16
WVB,2007-08,174,Miami (Fla.),14,17
WVB,2007-08,175,Rhode Island,13,15
WVB,2007-08,176,Boston College,14,18
WVB,2007-08,177,East Caro.,16,17
WVB,2007-08,178,Rice,13,17
WVB,2007-08,179,San Jose St.,14,15
WVB,2007-08,180,UMBC,20,12
WVB,2007-08,181,George Mason,14,13
WVB,2007-08,182,Auburn,11,20
WVB,2007-08,183,Samford,16,13
WVB,2007-08,184,Marquette,10,16
WVB,2007-08,185,High Point,24,9
WVB,2007-08,186,Jacksonville,19,13
WVB,2007-08,187,Weber St.,16,13
WVB,2007-08,188,Chattanooga,19,14
WVB,2007-08,189,Butler,14,15
WVB,2007-08,190,Dartmouth,15,9
WVB,2007-08,191,East Tenn. St.,19,13
WVB,2007-08,192,Evansville,14,15
WVB,2007-08,193,Ill.-Chicago,15,16
WVB,2007-08,194,Coastal Caro.,15,17
WVB,2007-08,195,Portland,7,21
WVB,2007-08,196,VCU,12,21
WVB,2007-08,197,Troy,16,17
WVB,2007-08,198,Wake Forest,8,23
WVB,2007-08,199,Northern Ill.,14,18
WVB,2007-08,200,Cornell,9,16
WVB,2007-08,201,Elon,17,16
WVB,2007-08,202,Navy,21,12
WVB,2007-08,203,Presbyterian,20,13
WVB,2007-08,204,George Washington,13,17
WVB,2007-08,205,Robert Morris,18,11
WVB,2007-08,206,Sam Houston St.,11,19
WVB,2007-08,207,North Texas,12,21
WVB,2007-08,208,Youngstown St.,12,18
WVB,2007-08,209,UNC Greensboro,20,15
WVB,2007-08,210,Fordham,15,20
WVB,2007-08,211,Duquesne,10,19
WVB,2007-08,212,UTEP,9,20
WVB,2007-08,213,Northern Ariz.,12,15
WVB,2007-08,214,Gardner-Webb,14,18
