Sport,Season,Rank,Team,W,L
WVB,2018-19,1,Stanford,24,1
WVB,2018-19,2,Illinois,24,3
WVB,2018-19,3,Minnesota,22,2
WVB,2018-19,4,Texas,17,4
WVB,2018-19,5,BYU,25,0
WVB,2018-19,6,Wisconsin,18,6
WVB,2018-19,7,Southern California,19,8
WVB,2018-19,8,Kentucky,20,4
WVB,2018-19,9,Pittsburgh,26,1
WVB,2018-19,10,UCF,24,3
WVB,2018-19,11,Washington St.,19,7
WVB,2018-19,12,Nebraska,20,6
WVB,2018-19,13,Purdue,21,6
WVB,2018-19,14,Creighton,24,4
WVB,2018-19,15,Baylor,17,7
WVB,2018-19,16,UNI,21,8
WVB,2018-19,17,Penn St.,20,6
WVB,2018-19,18,Marquette,24,5
WVB,2018-19,19,Cal Poly,23,2
WVB,2018-19,20,Michigan,19,8
WVB,2018-19,21,Florida,21,5
WVB,2018-19,22,Washington,17,9
WVB,2018-19,23,Oregon,17,9
WVB,2018-19,24,Cincinnati,22,7
WVB,2018-19,25,South Carolina,18,6
WVB,2018-19,26,Texas St.,24,6
WVB,2018-19,27,Kansas,15,8
WVB,2018-19,28,Florida St.,17,8
WVB,2018-19,29,Missouri,22,5
WVB,2018-19,30,Illinois St.,24,5
WVB,2018-19,31,Syracuse,16,7
WVB,2018-19,32,Tennessee,21,5
WVB,2018-19,33,UCLA,12,11
WVB,2018-19,34,ETSU,26,5
WVB,2018-19,35,Dayton,21,7
WVB,2018-19,36,Louisville,20,7
WVB,2018-19,37,Rice,21,6
WVB,2018-19,38,Utah,15,12
WVB,2018-19,39,Duke,14,10
WVB,2018-19,40,Colorado St.,22,6
WVB,2018-19,41,Arizona,19,9
WVB,2018-19,42,San Diego,15,10
WVB,2018-19,43,Denver,26,1
WVB,2018-19,44,Saint Mary's (CA),17,8
WVB,2018-19,45,Pepperdine,17,8
WVB,2018-19,46,Yale,19,4
WVB,2018-19,47,SFA,29,2
WVB,2018-19,48,Princeton,19,6
WVB,2018-19,49,Maryland,17,11
WVB,2018-19,50,Colorado,15,12
WVB,2018-19,51,Alabama,18,10
WVB,2018-19,52,Kansas St.,13,11
WVB,2018-19,53,Western Ky.,20,9
WVB,2018-19,54,Tulsa,18,9
WVB,2018-19,55,Indiana,15,12
WVB,2018-19,56,James Madison,21,6
WVB,2018-19,57,Hawaii,16,8
WVB,2018-19,58,Northwestern,15,13
WVB,2018-19,59,Loyola Marymount,18,7
WVB,2018-19,60,VCU,18,8
WVB,2018-19,61,FGCU,24,6
WVB,2018-19,62,Notre Dame,15,11
WVB,2018-19,63,Col. of Charleston,20,10
WVB,2018-19,64,Oklahoma,15,10
WVB,2018-19,65,Wichita St.,12,14
WVB,2018-19,66,Austin Peay,25,4
WVB,2018-19,67,Tulane,23,7
WVB,2018-19,68,Iowa,14,13
WVB,2018-19,69,Texas Tech,16,10
WVB,2018-19,70,UC Irvine,16,11
WVB,2018-19,71,New Mexico St.,20,7
WVB,2018-19,72,Valparaiso,22,9
WVB,2018-19,73,Miami (OH),21,7
WVB,2018-19,74,Fla. Atlantic,21,6
WVB,2018-19,75,UTSA,19,7
WVB,2018-19,76,Portland,18,9
WVB,2018-19,77,Georgia,13,12
WVB,2018-19,78,Iowa St.,13,13
WVB,2018-19,79,High Point,19,9
WVB,2018-19,80,UTRGV,20,8
WVB,2018-19,81,Miami (FL),13,10
WVB,2018-19,82,Hofstra,23,7
WVB,2018-19,83,TCU,13,11
WVB,2018-19,84,Kennesaw St.,23,6
WVB,2018-19,85,Michigan St.,16,13
WVB,2018-19,86,UMKC,20,8
WVB,2018-19,87,Ohio St.,12,16
WVB,2018-19,88,Texas A&M,14,13
WVB,2018-19,89,Fresno St.,20,8
WVB,2018-19,90,Arizona St.,13,15
WVB,2018-19,91,LSU,11,14
WVB,2018-19,92,NC State,13,12
WVB,2018-19,93,California,14,13
WVB,2018-19,94,UC Santa Barbara,15,11
WVB,2018-19,95,South Fla.,19,9
WVB,2018-19,96,Georgia Tech,16,12
WVB,2018-19,97,Appalachian St.,21,7
WVB,2018-19,98,Wyoming,18,10
WVB,2018-19,99,Bradley,22,7
WVB,2018-19,100,Auburn,10,15
WVB,2018-19,101,Clemson,15,13
WVB,2018-19,102,Bowling Green,19,10
WVB,2018-19,103,St. John's (NY),22,9
WVB,2018-19,104,Navy,21,8
WVB,2018-19,105,Arkansas,11,13
WVB,2018-19,106,Radford,20,5
WVB,2018-19,107,Stony Brook,19,8
WVB,2018-19,108,Ball St.,21,8
WVB,2018-19,109,Missouri St.,16,13
WVB,2018-19,110,Little Rock,18,11
WVB,2018-19,111,Central Ark.,24,5
WVB,2018-19,112,Utah Valley,15,12
WVB,2018-19,113,Boise St.,17,10
WVB,2018-19,114,American,19,12
WVB,2018-19,115,Buffalo,18,10
WVB,2018-19,116,Lipscomb,17,11
WVB,2018-19,117,Arkansas St.,17,12
WVB,2018-19,118,Murray St.,19,9
WVB,2018-19,119,UNLV,19,9
WVB,2018-19,120,Villanova,15,13
WVB,2018-19,121,Northern Ariz.,21,8
WVB,2018-19,122,South Dakota,19,9
WVB,2018-19,123,SMU,11,14
WVB,2018-19,124,Coastal Caro.,12,12
WVB,2018-19,125,Pacific,12,14
WVB,2018-19,126,FIU,17,11
WVB,2018-19,127,California Baptist,19,10
WVB,2018-19,128,UC Davis,16,11
