Sport,Season,Rank,Team,W,L
WVB,2017-18,1,Florida,30,2
WVB,2017-18,2,Penn St.,33,2
WVB,2017-18,3,Nebraska,32,4
WVB,2017-18,4,Kentucky,29,4
WVB,2017-18,5,Stanford,30,4
WVB,2017-18,6,Texas,27,3
WVB,2017-18,7,Minnesota,28,6
WVB,2017-18,8,Washington,25,8
WVB,2017-18,9,Southern California,25,10
WVB,2017-18,10,Utah,24,10
WVB,2017-18,11,UCLA,21,11
WVB,2017-18,12,Michigan St.,24,9
WVB,2017-18,13,Wisconsin,22,10
WVB,2017-18,14,Creighton,26,7
WVB,2017-18,15,BYU,30,3
WVB,2017-18,16,Iowa St.,22,7
WVB,2017-18,17,Baylor,24,7
WVB,2017-18,18,Colorado,24,10
WVB,2017-18,19,Wichita St.,29,4
WVB,2017-18,20,Kansas,22,8
WVB,2017-18,21,San Diego,25,5
WVB,2017-18,22,Cal Poly,27,3
WVB,2017-18,23,Oregon,18,12
WVB,2017-18,24,Illinois,23,11
WVB,2017-18,25,Purdue,23,10
WVB,2017-18,26,Louisville,24,7
WVB,2017-18,27,Missouri,22,12
WVB,2017-18,28,Pittsburgh,26,7
WVB,2017-18,29,Western Ky.,31,4
WVB,2017-18,30,Colorado St.,29,4
WVB,2017-18,31,Michigan,21,12
WVB,2017-18,32,Miami (FL),22,6
WVB,2017-18,33,Marquette,22,10
WVB,2017-18,34,Oregon St.,21,12
WVB,2017-18,35,VCU,30,3
WVB,2017-18,36,Missouri St.,28,6
WVB,2017-18,37,UNI,27,9
WVB,2017-18,38,Washington St.,18,16
WVB,2017-18,39,LSU,20,10
WVB,2017-18,40,Hawaii,20,8
WVB,2017-18,41,NC State,21,12
WVB,2017-18,42,Kennesaw St.,21,5
WVB,2017-18,43,Notre Dame,22,10
WVB,2017-18,44,High Point,24,8
WVB,2017-18,45,Ohio St.,15,16
WVB,2017-18,46,Iowa,18,15
WVB,2017-18,47,Arkansas,19,11
WVB,2017-18,48,Florida St.,18,11
WVB,2017-18,49,Col. of Charleston,27,6
WVB,2017-18,50,Auburn,15,12
WVB,2017-18,51,North Texas,29,4
WVB,2017-18,51,Maryland,18,14
WVB,2017-18,53,Texas A&M,10,15
WVB,2017-18,54,James Madison,23,6
WVB,2017-18,55,Dayton,23,8
WVB,2017-18,56,Georgia,22,12
WVB,2017-18,57,Denver,23,6
WVB,2017-18,58,Butler,23,8
WVB,2017-18,59,Austin Peay,30,6
WVB,2017-18,60,Radford,25,5
WVB,2017-18,61,Ole Miss,22,14
WVB,2017-18,62,American,26,8
WVB,2017-18,63,West Virginia,21,13
WVB,2017-18,64,Princeton,18,8
WVB,2017-18,65,Alabama,18,14
WVB,2017-18,66,Miami (OH),23,9
WVB,2017-18,67,Towson,27,6
WVB,2017-18,68,Central Ark.,27,5
WVB,2017-18,69,TCU,15,17
WVB,2017-18,70,Texas St.,25,10
WVB,2017-18,71,North Dakota,30,8
WVB,2017-18,72,Cleveland St.,22,8
WVB,2017-18,73,Coastal Caro.,20,8
WVB,2017-18,73,Villanova,18,12
WVB,2017-18,75,UC Irvine,24,8
WVB,2017-18,76,North Carolina,14,14
WVB,2017-18,77,Temple,20,10
WVB,2017-18,78,Navy,23,8
WVB,2017-18,79,Rice,21,9
WVB,2017-18,80,Sacramento St.,26,10
WVB,2017-18,81,SMU,21,11
WVB,2017-18,82,ETSU,19,12
WVB,2017-18,83,Duke,19,12
WVB,2017-18,84,Yale,16,8
WVB,2017-18,85,Lipscomb,16,13
WVB,2017-18,86,UCF,20,14
WVB,2017-18,87,Texas Tech,19,15
WVB,2017-18,88,Tennessee,12,15
WVB,2017-18,89,Northwestern,14,18
WVB,2017-18,90,Arkansas St.,21,12
WVB,2017-18,91,Illinois St.,22,13
WVB,2017-18,92,SIUE,23,7
WVB,2017-18,93,Syracuse,22,14
WVB,2017-18,94,Santa Clara,15,15
