Sport,Season,Rank,Team,W,L
WVB,2019-20,1,Baylor,29,2
WVB,2019-20,2,Stanford,30,4
WVB,2019-20,3,Wisconsin,27,7
WVB,2019-20,4,Texas,23,4
WVB,2019-20,5,Pittsburgh,30,2
WVB,2019-20,6,Minnesota,27,6
WVB,2019-20,7,Nebraska,28,5
WVB,2019-20,8,Washington,27,7
WVB,2019-20,9,Kentucky,25,7
WVB,2019-20,10,Florida,27,5
WVB,2019-20,11,Penn St.,27,6
WVB,2019-20,12,Hawaii,26,4
WVB,2019-20,13,Texas A&M,23,8
WVB,2019-20,14,Purdue,24,8
WVB,2019-20,15,Louisville,22,10
WVB,2019-20,16,Marquette,28,6
WVB,2019-20,17,Utah,24,10
WVB,2019-20,18,Cincinnati,27,7
WVB,2019-20,19,Western Ky.,32,2
WVB,2019-20,20,Rice,27,4
WVB,2019-20,21,BYU,26,5
WVB,2019-20,22,Missouri,22,8
WVB,2019-20,23,Creighton,25,6
WVB,2019-20,24,UCF,25,8
WVB,2019-20,25,UCLA,19,12
WVB,2019-20,26,San Diego,25,6
WVB,2019-20,27,Colorado St.,29,2
WVB,2019-20,28,Southern California,18,14
WVB,2019-20,29,UC Santa Barbara,23,6
WVB,2019-20,30,Towson,29,3
WVB,2019-20,31,SFA,31,2
WVB,2019-20,32,Oklahoma,19,9
WVB,2019-20,33,Georgia,20,10
WVB,2019-20,34,Cal Poly,21,9
WVB,2019-20,35,Texas St.,24,9
WVB,2019-20,36,Notre Dame,19,10
WVB,2019-20,37,Florida St.,19,10
WVB,2019-20,38,South Dakota,31,3
WVB,2019-20,39,South Carolina,20,12
WVB,2019-20,40,Michigan,21,11
WVB,2019-20,41,Georgia Tech,26,8
WVB,2019-20,42,Dayton,22,9
WVB,2019-20,43,Green Bay,21,9
WVB,2019-20,44,UNI,24,11
WVB,2019-20,45,Wright St.,24,6
WVB,2019-20,46,Iowa St.,17,12
WVB,2019-20,47,California,20,10
WVB,2019-20,48,Washington St.,23,10
WVB,2019-20,49,Northern Ky.,19,13
WVB,2019-20,50,VCU,24,7
WVB,2019-20,51,Illinois,16,14
WVB,2019-20,52,Coastal Carolina,24,6
WVB,2019-20,53,Arizona St.,17,14
WVB,2019-20,54,American,24,8
WVB,2019-20,55,Samford,24,6
WVB,2019-20,56,Pepperdine,18,11
WVB,2019-20,57,Milwaukee,26,6
WVB,2019-20,58,James Madison,20,8
WVB,2019-20,59,New Mexico St.,27,4
WVB,2019-20,60,Villanova,22,9
WVB,2019-20,61,SMU,18,10
WVB,2019-20,62,Kennesaw St.,22,9
WVB,2019-20,63,Colgate,24,8
WVB,2019-20,64,St. John's (NY),22,12
WVB,2019-20,65,FGCU,27,5
WVB,2019-20,66,Ohio St.,15,17
WVB,2019-20,67,Wyoming,22,9
WVB,2019-20,68,Yale,15,8
WVB,2019-20,69,Tulane,22,11
WVB,2019-20,70,Colorado,13,17
WVB,2019-20,71,Tulsa,18,16
WVB,2019-20,72,Northern Colo.,26,8
WVB,2019-20,73,Grand Canyon,24,6
WVB,2019-20,74,Denver,23,9
WVB,2019-20,75,Princeton,17,8
WVB,2019-20,76,Winthrop,24,5
WVB,2019-20,77,Tennessee,15,13
WVB,2019-20,78,Illinois St.,22,12
WVB,2019-20,79,Bowling Green,20,13
WVB,2019-20,80,LSU,15,13
WVB,2019-20,81,North Carolina,15,13
WVB,2019-20,82,Weber St.,26,9
WVB,2019-20,83,Ole Miss,14,15
WVB,2019-20,84,Ball St.,20,12
WVB,2019-20,85,ETSU,25,6
WVB,2019-20,86,Army,22,10
WVB,2019-20,87,Fla. Atlantic,16,11
WVB,2019-20,88,Troy,23,10
WVB,2019-20,89,Arizona,15,17
WVB,2019-20,90,UTSA,16,14
WVB,2019-20,91,Texas Tech,17,13
WVB,2019-20,92,Marshall,18,10
WVB,2019-20,93,TCU,12,18
WVB,2019-20,94,Syracuse,12,13
WVB,2019-20,95,Boise St.,18,12
