Sport,Season,Rank,Team,W,L
WVB,2013-14,1,Penn St.,34,2
WVB,2013-14,2,Texas,27,3
WVB,2013-14,3,Washington,30,3
WVB,2013-14,4,Florida,28,4
WVB,2013-14,5,Missouri,35,1
WVB,2013-14,6,Stanford,27,6
WVB,2013-14,7,Southern California,29,6
WVB,2013-14,8,Nebraska,26,7
WVB,2013-14,9,Wisconsin,28,10
WVB,2013-14,10,Minnesota,29,7
WVB,2013-14,11,Marquette,26,6
WVB,2013-14,12,Kansas,25,8
WVB,2013-14,13,Kentucky,22,9
WVB,2013-14,14,Duke,28,5
WVB,2013-14,15,San Diego,26,4
WVB,2013-14,16,Illinois,18,15
WVB,2013-14,17,Florida St.,26,8
WVB,2013-14,18,Creighton,23,9
WVB,2013-14,19,Oklahoma,24,8
WVB,2013-14,20,Hawaii,25,5
WVB,2013-14,21,Purdue,23,12
WVB,2013-14,22,Michigan St.,23,12
WVB,2013-14,23,Colorado St.,28,2
WVB,2013-14,24,North Carolina,27,5
WVB,2013-14,25,BYU,24,7
WVB,2013-14,26,Arizona,21,13
WVB,2013-14,27,Iowa St.,18,10
WVB,2013-14,28,Utah,21,13
WVB,2013-14,29,Texas A&M,19,12
WVB,2013-14,30,American,34,3
WVB,2013-14,31,Oregon,20,12
WVB,2013-14,32,Cal St. Northridge,24,7
WVB,2013-14,33,Michigan,18,14
WVB,2013-14,34,LSU,19,13
WVB,2013-14,35,California,18,13
WVB,2013-14,36,Georgia,22,10
WVB,2013-14,37,Tulsa,24,7
WVB,2013-14,38,Wichita St.,28,7
WVB,2013-14,39,Ohio,27,6
WVB,2013-14,40,Louisville,23,8
WVB,2013-14,41,Alabama,24,10
WVB,2013-14,42,Butler,24,8
WVB,2013-14,43,Ohio St.,18,14
WVB,2013-14,44,Arkansas,16,14
WVB,2013-14,45,Yale,20,5
WVB,2013-14,46,Central Ark.,29,4
WVB,2013-14,47,Colorado,18,14
WVB,2013-14,48,UCLA,15,15
WVB,2013-14,49,UTSA,24,8
WVB,2013-14,50,Colgate,22,9
WVB,2013-14,51,Arizona St.,19,14
WVB,2013-14,52,VCU,26,8
WVB,2013-14,53,Miami (FL),19,12
WVB,2013-14,54,Tulane,28,4
WVB,2013-14,55,Western Ky.,27,6
WVB,2013-14,56,St. Mary's (CA),18,9
WVB,2013-14,57,North Carolina St.,20,12
WVB,2013-14,58,Kansas St.,18,11
WVB,2013-14,59,Northwestern,16,16
WVB,2013-14,60,Xavier,21,11
WVB,2013-14,61,UNI,23,8
WVB,2013-14,62,UC Santa Barbara,18,11
WVB,2013-14,63,Col. of Charleston,25,6
WVB,2013-14,64,Ball St.,24,8
WVB,2013-14,65,Auburn,19,11
WVB,2013-14,66,Virginia Tech,22,12
WVB,2013-14,67,Washington St.,18,15
WVB,2013-14,68,New Mexico,24,7
WVB,2013-14,69,Lipscomb,23,8
WVB,2013-14,70,Missouri St.,21,11
WVB,2013-14,71,Pepperdine,15,11
WVB,2013-14,72,Virginia,18,14
WVB,2013-14,73,Ga. Southern,28,6
WVB,2013-14,74,West Virginia,20,13
WVB,2013-14,75,Northern Ill.,19,13
WVB,2013-14,76,East Tenn. St.,22,9
WVB,2013-14,77,Milwaukee,18,11
WVB,2013-14,78,Northeastern,19,11
WVB,2013-14,79,Seton Hall,16,15
WVB,2013-14,80,Long Beach St.,18,11
WVB,2013-14,81,Utah St.,20,11
