Sport,Season,Rank,Team,W,L
WVB,2011-12,1,Illinois,32,5
WVB,2011-12,2,Texas,25,5
WVB,2011-12,3,Iowa St.,25,6
WVB,2011-12,4,Southern California,29,5
WVB,2011-12,5,UCLA,30,6
WVB,2011-12,6,Nebraska,25,5
WVB,2011-12,7,Florida St.,28,7
WVB,2011-12,8,Purdue,29,5
WVB,2011-12,9,UNI,33,2
WVB,2011-12,10,Hawaii,31,2
WVB,2011-12,11,Kentucky,28,6
WVB,2011-12,12,Minnesota,20,12
WVB,2011-12,13,Penn St.,25,8
WVB,2011-12,14,Tennessee,28,4
WVB,2011-12,15,Pepperdine,25,7
WVB,2011-12,16,Florida,27,6
WVB,2011-12,17,Northern Ill.,28,7
WVB,2011-12,18,Miami (FL),26,5
WVB,2011-12,19,Texas A&M,23,8
WVB,2011-12,20,Cincinnati,27,10
WVB,2011-12,21,Stanford,22,8
WVB,2011-12,22,Michigan,22,13
WVB,2011-12,23,Western Ky.,31,4
WVB,2011-12,24,Kansas St.,22,11
WVB,2011-12,25,Tulsa,28,7
WVB,2011-12,26,San Diego,28,5
WVB,2011-12,27,Colorado St.,24,6
WVB,2011-12,28,North Carolina,24,9
WVB,2011-12,29,Oklahoma,21,12
WVB,2011-12,30,Louisville,24,9
WVB,2011-12,31,Washington,24,8
WVB,2011-12,32,California,26,7
WVB,2011-12,33,Oregon,21,10
WVB,2011-12,34,Dayton,25,7
WVB,2011-12,35,Michigan St.,22,12
WVB,2011-12,36,Ball St.,25,8
WVB,2011-12,37,Missouri,21,13
WVB,2011-12,38,Marquette,24,11
WVB,2011-12,39,Western Mich.,24,9
WVB,2011-12,40,Ohio St.,21,15
WVB,2011-12,41,Long Beach St.,23,7
WVB,2011-12,42,North Dakota St.,26,9
WVB,2011-12,43,Duke,21,9
WVB,2011-12,44,Wichita St.,21,11
WVB,2011-12,45,Missouri St.,22,9
WVB,2011-12,46,Milwaukee,25,5
WVB,2011-12,47,Kansas,15,14
WVB,2011-12,48,Middle Tenn.,21,12
WVB,2011-12,49,Baylor,18,15
WVB,2011-12,50,Ohio,23,10
WVB,2011-12,51,Arizona,19,13
WVB,2011-12,52,North Dakota,26,5
WVB,2011-12,53,UC Santa Barbara,19,12
WVB,2011-12,54,Clemson,20,11
WVB,2011-12,55,St. Mary's (CA),17,12
WVB,2011-12,56,TCU,25,7
WVB,2011-12,57,BYU,21,9
WVB,2011-12,57,Wisconsin,16,16
WVB,2011-12,59,Notre Dame,17,13
WVB,2011-12,60,New Mexico St.,23,10
WVB,2011-12,61,Samford,29,5
WVB,2011-12,62,Houston,19,11
WVB,2011-12,63,Rice,18,13
WVB,2011-12,64,Furman,21,9
WVB,2011-12,65,Virginia Tech,18,13
WVB,2011-12,66,LSU,19,11
WVB,2011-12,67,Arkansas,18,13
WVB,2011-12,68,Delaware,21,13
WVB,2011-12,69,Texas St.,27,8
WVB,2011-12,70,Eastern Mich.,21,11
WVB,2011-12,71,Col. of Charleston,25,10
WVB,2011-12,72,Xavier,21,11
WVB,2011-12,73,UCF,20,11
WVB,2011-12,74,Creighton,17,14
WVB,2011-12,75,Sacred Heart,27,8
WVB,2011-12,76,Northeastern,21,6
WVB,2011-12,77,IPFW,21,9
WVB,2011-12,78,Northwestern,16,15
WVB,2011-12,79,Central Mich.,19,14
WVB,2011-12,80,UTSA,22,11
WVB,2011-12,81,Georgia Tech,15,16
WVB,2011-12,82,Saint Louis,15,13
WVB,2011-12,83,Wyoming,21,11
WVB,2011-12,84,UAB,23,9
WVB,2011-12,85,Albany (NY),21,9
WVB,2011-12,86,Morehead St.,26,8
WVB,2011-12,87,Oral Roberts,20,10
WVB,2011-12,88,Yale,18,7
WVB,2011-12,89,San Francisco,16,13
WVB,2011-12,90,Lipscomb,20,11
WVB,2011-12,91,Army,23,8
WVB,2011-12,92,Pacific,18,12
WVB,2011-12,93,FIU,20,10
WVB,2011-12,94,UC Davis,21,10
WVB,2011-12,95,Seton Hall,17,13
WVB,2011-12,96,SMU,15,17
WVB,2011-12,97,American,23,11
WVB,2011-12,98,Appalachian St.,21,11
WVB,2011-12,99,Northern Colo.,22,9
WVB,2011-12,100,Villanova,17,13
WVB,2011-12,101,San Diego St.,18,10
WVB,2011-12,102,Utah Valley,23,9
WVB,2011-12,103,James Madison,20,11
WVB,2011-12,104,Ole Miss,11,17
WVB,2011-12,105,Idaho,16,12
WVB,2011-12,106,Oregon St.,16,16
WVB,2011-12,107,Houston Baptist,22,9
WVB,2011-12,108,Cal Poly,12,17
WVB,2011-12,109,UTEP,19,14
WVB,2011-12,110,North Carolina St.,20,13
WVB,2011-12,111,Illinois St.,18,14
WVB,2011-12,112,Syracuse,19,12
WVB,2011-12,113,South Carolina,14,16
WVB,2011-12,114,Cleveland St.,21,8
WVB,2011-12,115,Texas Tech,15,17
WVB,2011-12,116,George Washington,20,10
WVB,2011-12,117,New Mexico,14,15
WVB,2011-12,118,Santa Clara,11,16
WVB,2011-12,119,Arkansas St.,21,10
WVB,2011-12,120,Auburn,11,19
WVB,2011-12,121,Towson,23,9
WVB,2011-12,122,Cal St. Northridge,16,13
WVB,2011-12,123,Georgia,11,19
WVB,2011-12,124,Belmont,21,9
WVB,2011-12,125,Pittsburgh,18,15
WVB,2011-12,126,Loyola Marymount,14,16
WVB,2011-12,127,Georgetown,14,13
WVB,2011-12,128,Ga. Southern,18,15
WVB,2011-12,129,Oakland,18,11
WVB,2011-12,130,Mississippi St.,12,17
WVB,2011-12,131,IUPUI,15,16
WVB,2011-12,132,Toledo,10,18
WVB,2011-12,133,Duquesne,19,13
WVB,2011-12,134,Cal St. Fullerton,13,16
WVB,2011-12,135,Fresno St.,14,15
WVB,2011-12,136,Sam Houston St.,18,13
WVB,2011-12,137,Memphis,20,13
