Sport,Season,Rank,Team,W,L
WSB,2018-19,177,Seton Hall,24,24
WSB,2018-19,178,UT Martin,29,27
WSB,2018-19,179,Lamar University,23,34
WSB,2018-19,180,Pittsburgh,13,41
WSB,2018-19,181,Houston Baptist,23,23
WSB,2018-19,182,Western Mich.,18,28
WSB,2018-19,183,Marist,35,22
WSB,2018-19,184,ETSU,22,27
WSB,2018-19,185,Tennessee Tech,18,27
WSB,2018-19,186,UMBC,30,24
WSB,2018-19,187,SIUE,16,28
WSB,2018-19,188,Florida A&M,26,27
WSB,2018-19,189,Colgate,25,27
WSB,2018-19,190,Cal Poly,11,40
WSB,2018-19,191,Columbia,24,21
WSB,2018-19,192,Charlotte,15,35
WSB,2018-19,193,Detroit Mercy,31,28
WSB,2018-19,194,Jacksonville,15,35
WSB,2018-19,195,Stetson,16,31
WSB,2018-19,196,Central Ark.,26,28
WSB,2018-19,197,Idaho St.,20,27
WSB,2018-19,198,Dayton,24,27
WSB,2018-19,199,Furman,13,38
WSB,2018-19,200,Bethune-Cookman,26,31
WSB,2018-19,201,Binghamton,19,29
WSB,2018-19,202,California Baptist,21,33
WSB,2018-19,203,Bowling Green,22,29
WSB,2018-19,204,Indiana St.,19,35
WSB,2018-19,205,Saint Louis,19,33
WSB,2018-19,206,UMKC,27,29
WSB,2018-19,207,La.-Monroe,14,42
WSB,2018-19,207,Portland St.,20,31
WSB,2018-19,209,Charleston So.,18,37
WSB,2018-19,210,Drexel,32,27
WSB,2018-19,211,Army West Point,26,30
WSB,2018-19,212,George Mason,22,26
WSB,2018-19,213,Penn,22,17
WSB,2018-19,214,Evansville,19,30
WSB,2018-19,215,Valparaiso,16,31
WSB,2018-19,216,Western Caro.,21,32
WSB,2018-19,217,Prairie View,30,17
WSB,2018-19,218,Texas Southern,25,27
WSB,2018-19,219,Montana,25,31
WSB,2018-19,220,Pacific,17,32
WSB,2018-19,221,Fairfield,26,24
WSB,2018-19,222,Utah Valley,15,31
WSB,2018-19,223,Eastern Ill.,16,39
WSB,2018-19,224,Butler,16,32
WSB,2018-19,225,Georgetown,14,35
WSB,2018-19,226,North Dakota,22,34
WSB,2018-19,227,Tennessee St.,13,29
WSB,2018-19,228,Georgia St.,8,46
WSB,2018-19,229,Abilene Christian,13,31
WSB,2018-19,230,Sacred Heart,28,27
WSB,2018-19,231,Siena,22,25
WSB,2018-19,232,Dartmouth,13,27
WSB,2018-19,233,Youngstown St.,25,29
WSB,2018-19,234,Northern Colo.,14,39
WSB,2018-19,235,Northern Ky.,22,33
WSB,2018-19,236,Hampton,23,25
WSB,2018-19,237,Saint Mary's (CA),14,37
WSB,2018-19,238,UC Santa Barbara,10,42
WSB,2018-19,239,Alabama St.,24,25
WSB,2018-19,240,Iona,19,27
WSB,2018-19,241,San Diego,20,29
WSB,2018-19,242,Santa Clara,16,34
WSB,2018-19,243,Bryant,13,32
WSB,2018-19,244,Mt. St. Mary's,26,28
WSB,2018-19,245,Princeton,14,27
WSB,2018-19,246,Manhattan,21,30
WSB,2018-19,247,Norfolk St.,25,20
WSB,2018-19,248,Wright St.,22,33
WSB,2018-19,249,Hartford,20,31
WSB,2018-19,250,A&M-Corpus Christi,8,43
WSB,2018-19,251,IUPUI,18,38
WSB,2018-19,252,Purdue Fort Wayne,10,39
WSB,2018-19,253,Maine,12,29
WSB,2018-19,254,Yale,16,27
WSB,2018-19,255,Oakland,18,33
WSB,2018-19,256,CSU Bakersfield,15,32
WSB,2018-19,257,Canisius,15,31
WSB,2018-19,258,Buffalo,10,32
WSB,2018-19,259,Rhode Island,17,29
WSB,2018-19,260,Akron,13,31
WSB,2018-19,261,Robert Morris,14,37
WSB,2018-19,262,Alabama A&M,23,19
WSB,2018-19,263,Incarnate Word,8,40
WSB,2018-19,264,Presbyterian,11,40
WSB,2018-19,265,N.C. Central,23,26
WSB,2018-19,266,Niagara,18,32
WSB,2018-19,267,Central Conn. St.,17,24
WSB,2018-19,268,Wagner,15,29
WSB,2018-19,269,Alcorn,14,24
WSB,2018-19,270,Holy Cross,14,35
WSB,2018-19,271,Cleveland St.,15,34
WSB,2018-19,272,Omaha,4,43
WSB,2018-19,273,Morgan St.,22,24
WSB,2018-19,274,Green Bay,12,29
WSB,2018-19,275,Mississippi Val.,9,30
WSB,2018-19,276,Quinnipiac,17,33
WSB,2018-19,277,Lafayette,8,40
WSB,2018-19,278,Jackson St.,12,35
WSB,2018-19,279,Brown,12,27
WSB,2018-19,280,Howard,19,29
WSB,2018-19,281,Fairleigh Dickinson,14,35
WSB,2018-19,282,La Salle,12,33
WSB,2018-19,283,Morehead St.,3,42
WSB,2018-19,284,Cornell,10,36
WSB,2018-19,285,N.C. A&T,9,31
WSB,2018-19,286,Delaware St.,10,32
WSB,2018-19,287,Rider,10,44
WSB,2018-19,288,Southern Utah,6,34
WSB,2018-19,289,Coppin St.,9,32
WSB,2018-19,290,Savannah St.,9,27
WSB,2018-19,291,St. Bonaventure,9,36
WSB,2018-19,292,Grambling,16,23
WSB,2018-19,293,Ark.-Pine Bluff,4,34
WSB,2018-19,294,UMES,8,31
WSB,2018-19,295,Southern U.,8,27
WSB,2018-19,296,Saint Peter's,9,47
WSB,2018-19,297,South Carolina St.,0,36
