Sport,Season,Rank,Team,W,L
WSB,2012-13,1,Oklahoma,57,4
WSB,2012-13,2,Texas,51,10
WSB,2012-13,3,Florida,58,9
WSB,2012-13,4,Tennessee,52,12
WSB,2012-13,5,Michigan,51,13
WSB,2012-13,6,Washington,45,17
WSB,2012-13,7,Oregon,50,11
WSB,2012-13,8,Arizona St.,50,12
WSB,2012-13,9,Alabama,45,15
WSB,2012-13,10,Missouri,38,14
WSB,2012-13,11,Nebraska,45,16
WSB,2012-13,12,Kentucky,41,21
WSB,2012-13,13,LSU,42,16
WSB,2012-13,14,La.-Lafayette,47,15
WSB,2012-13,15,South Ala.,48,9
WSB,2012-13,16,Florida St.,44,19
WSB,2012-13,17,Texas A&M,42,18
WSB,2012-13,18,Louisville,47,13
WSB,2012-13,19,Hofstra,46,13
WSB,2012-13,20,UCLA,40,20
WSB,2012-13,21,Hawaii,45,13
WSB,2012-13,22,California,38,19
WSB,2012-13,23,Wisconsin,44,13
WSB,2012-13,24,Baylor,42,17
WSB,2012-13,25,Stanford,39,21
WSB,2012-13,26,Western Ky.,43,18
WSB,2012-13,27,Arkansas,36,20
WSB,2012-13,28,Georgia,40,21
WSB,2012-13,29,UAB,40,19
WSB,2012-13,30,Tulsa,42,16
WSB,2012-13,31,Arizona,33,26
WSB,2012-13,32,Minnesota,36,19
WSB,2012-13,33,Virginia Tech,38,21
WSB,2012-13,34,North Carolina St.,35,20
WSB,2012-13,35,South Fla.,45,16
WSB,2012-13,36,Houston,41,20
WSB,2012-13,37,South Carolina,34,25
WSB,2012-13,38,Mississippi St.,33,24
WSB,2012-13,39,Iowa,30,24
WSB,2012-13,40,Oregon St.,34,24
WSB,2012-13,41,James Madison,42,17
WSB,2012-13,42,North Carolina,40,21
WSB,2012-13,43,USC Upstate,42,12
WSB,2012-13,44,Notre Dame,43,15
WSB,2012-13,45,Northwestern,31,22
WSB,2012-13,46,DePaul,32,21
WSB,2012-13,47,Illinois St.,28,20
WSB,2012-13,48,San Diego St.,36,20
WSB,2012-13,49,Lipscomb,35,24
WSB,2012-13,50,Kansas,34,16
WSB,2012-13,51,Georgia St.,36,19
WSB,2012-13,52,North Florida,42,15
WSB,2012-13,53,Oklahoma St.,30,26
WSB,2012-13,54,Long Beach St.,37,20
WSB,2012-13,55,FGCU,36,18
WSB,2012-13,56,Kennesaw St.,34,20
WSB,2012-13,57,San Jose St.,42,17
WSB,2012-13,58,Cal St. Fullerton,28,28
WSB,2012-13,59,Texas Tech,30,26
WSB,2012-13,60,Ohio St.,34,22
WSB,2012-13,61,Sam Houston St.,37,24
WSB,2012-13,62,North Dakota St.,33,16
WSB,2012-13,63,Northwestern St.,40,15
WSB,2012-13,64,Saint Joseph's,37,10
WSB,2012-13,65,Ball St.,37,17
WSB,2012-13,66,Auburn,30,23
WSB,2012-13,67,Eastern Ill.,36,14
WSB,2012-13,68,Utah,24,30
WSB,2012-13,69,Pacific,28,28
WSB,2012-13,69,Illinois,22,27
WSB,2012-13,71,Neb. Omaha,36,7
WSB,2012-13,72,Jacksonville,30,22
WSB,2012-13,73,Ga. Southern,33,30
WSB,2012-13,74,North Texas,29,24
WSB,2012-13,75,Syracuse,23,29
WSB,2012-13,76,Longwood,41,20
WSB,2012-13,77,SIU Edwardsville,35,13
WSB,2012-13,78,Ole Miss,25,31
WSB,2012-13,79,Fordham,36,23
WSB,2012-13,80,UCF,29,25
WSB,2012-13,81,McNeese St.,38,15
WSB,2012-13,82,FIU,27,28
WSB,2012-13,83,UT Martin,37,20
WSB,2012-13,84,New Mexico St.,37,20
WSB,2012-13,85,Stetson,31,22
WSB,2012-13,86,Marshall,36,22
WSB,2012-13,87,Creighton,29,18
WSB,2012-13,88,Central Ark.,37,21
WSB,2012-13,89,IPFW,34,16
WSB,2012-13,90,Georgia Tech,25,30
WSB,2012-13,91,Drake,29,20
WSB,2012-13,92,Maryland,31,26
WSB,2012-13,93,Eastern Ky.,36,20
WSB,2012-13,94,Appalachian St.,31,22
WSB,2012-13,95,Central Conn. St.,36,15
WSB,2012-13,96,Monmouth,31,16
WSB,2012-13,97,Col. of Charleston,37,20
WSB,2012-13,98,Albany (NY),37,15
WSB,2012-13,99,Colorado St.,25,24
WSB,2012-13,100,Central Mich.,33,20
WSB,2012-13,101,Purdue,23,32
WSB,2012-13,102,Coastal Caro.,37,22
WSB,2012-13,103,Iowa St.,21,34
WSB,2012-13,104,UNC Greensboro,38,19
WSB,2012-13,105,Michigan St.,24,25
WSB,2012-13,106,BYU,33,25
WSB,2012-13,107,Southern Ill.,25,27
WSB,2012-13,108,Virginia,21,28
WSB,2012-13,109,Nevada,30,23
WSB,2012-13,110,Penn,30,20
WSB,2012-13,111,Robert Morris,30,17
WSB,2012-13,112,UC Santa Barbara,31,24
WSB,2012-13,113,Campbell,39,21
WSB,2012-13,114,Murray St.,25,28
WSB,2012-13,115,Delaware,35,22
WSB,2012-13,116,Fresno St.,30,24
WSB,2012-13,117,UC Davis,25,27
WSB,2012-13,118,UNLV,21,31
WSB,2012-13,119,UNI,27,26
WSB,2012-13,120,Pittsburgh,19,29
WSB,2012-13,121,Kent St.,27,21
WSB,2012-13,122,Troy,21,32
WSB,2012-13,123,Fla. Atlantic,28,29
WSB,2012-13,124,Connecticut,26,27
WSB,2012-13,125,Stony Brook,35,25
WSB,2012-13,126,Saint Louis,28,23
WSB,2012-13,127,Penn St.,16,34
WSB,2012-13,128,Boise St.,25,26
WSB,2012-13,129,Utah Valley,35,20
WSB,2012-13,130,Lehigh,37,16
WSB,2012-13,131,Furman,27,27
WSB,2012-13,132,Northern Ill.,27,31
WSB,2012-13,133,Jacksonville St.,30,27
WSB,2012-13,134,Loyola Marymount,33,23
WSB,2012-13,135,Cal Poly,19,34
WSB,2012-13,136,Chattanooga,26,28
WSB,2012-13,137,Cal St. Northridge,25,31
WSB,2012-13,138,Binghamton,30,17
WSB,2012-13,139,Loyola Chicago,28,19
WSB,2012-13,140,Bowling Green,28,23
WSB,2012-13,141,Rutgers,30,26
WSB,2012-13,142,Southeastern La.,31,23
WSB,2012-13,143,New Mexico,21,35
WSB,2012-13,144,East Carolina,21,31
WSB,2012-13,145,South Dakota,29,20
WSB,2012-13,146,Stephen F. Austin,16,32
WSB,2012-13,147,Texas-Arlington,25,28
WSB,2012-13,148,Winthrop,28,29
WSB,2012-13,149,Lamar,24,35
WSB,2012-13,150,Indiana,19,35
