Sport,Season,Rank,Team,W,L
WBB,2020-21,1,South Carolina,26,5
WBB,2020-21,2,Stanford,31,2
WBB,2020-21,3,North Carolina State,22,3
WBB,2020-21,4,Texas A&M,25,3
WBB,2020-21,5,Connecticut,28,2
WBB,2020-21,6,Louisville,26,4
WBB,2020-21,7,Baylor,28,3
WBB,2020-21,8,Maryland,26,3
WBB,2020-21,9,Missouri State,22,3
WBB,2020-21,10,Arizona,21,6
WBB,2020-21,11,Lehigh,10,6
WBB,2020-21,12,Rice,23,4
WBB,2020-21,13,Gonzaga,23,4
WBB,2020-21,14,Georgia,21,7
WBB,2020-21,15,Kentucky,18,9
WBB,2020-21,16,West Virginia,22,7
WBB,2020-21,17,Michigan,16,6
WBB,2020-21,18,UC Davis,13,3
WBB,2020-21,19,South Florida,19,4
WBB,2020-21,20,Tennessee,17,8
WBB,2020-21,21,Bucknell,9,1
WBB,2020-21,22,Indiana,21,6
WBB,2020-21,23,Delaware,23,5
WBB,2020-21,24,UCF,16,5
WBB,2020-21,25,Georgia Tech,17,9
WBB,2020-21,26,Texas,21,10
WBB,2020-21,27,UCLA,17,6
WBB,2020-21,28,California Baptist,24,1
WBB,2020-21,29,Tennessee-Martin,22,6
WBB,2020-21,30,Iowa,20,10
WBB,2020-21,31,Arkansas,19,9
WBB,2020-21,32,South Dakota State,21,4
WBB,2020-21,33,Iowa State,17,11
WBB,2020-21,34,Syracuse,14,9
WBB,2020-21,35,BYU,19,6
WBB,2020-21,36,Oregon,15,9
WBB,2020-21,37,Saint Louis,14,5
WBB,2020-21,38,Idaho State,21,4
WBB,2020-21,39,Alabama,17,10
WBB,2020-21,40,Stephen F. Austin,22,3
WBB,2020-21,41,Jackson State,18,6
WBB,2020-21,42,Oklahoma State,19,9
WBB,2020-21,43,Marist,18,4
WBB,2020-21,44,FGCU,24,3
WBB,2020-21,45,Belmont,21,6
WBB,2020-21,46,New Mexico,14,5
WBB,2020-21,47,UMass,16,8
WBB,2020-21,48,Virginia Tech,15,10
WBB,2020-21,49,Villanova,17,7
WBB,2020-21,50,Ohio State,13,7
WBB,2020-21,51,Marquette,19,7
WBB,2020-21,52,Troy,20,6
WBB,2020-21,53,Northwestern,16,9
WBB,2020-21,54,Oregon State,11,8
WBB,2020-21,55,Boston University,12,3
WBB,2020-21,56,South Dakota,18,6
WBB,2020-21,57,Drake,18,12
WBB,2020-21,58,Mount Saint Mary's,17,7
WBB,2020-21,59,Rutgers,14,5
WBB,2020-21,60,Colorado State,13,6
