Sport,Season,Rank,Team,W,L
WBB,2011-12,1,Baylor,40,0
WBB,2011-12,2,Notre Dame,35,4
WBB,2011-12,3,Stanford,35,2
WBB,2011-12,4,Connecticut,33,5
WBB,2011-12,5,Tennessee,27,9
WBB,2011-12,6,Maryland,31,5
WBB,2011-12,7,Texas A&M,24,11
WBB,2011-12,8,Kentucky,28,7
WBB,2011-12,9,Delaware,31,2
WBB,2011-12,10,Duke,27,6
WBB,2011-12,11,St. John's (NY),24,10
WBB,2011-12,12,Miami (FL),26,6
WBB,2011-12,13,Georgia Tech,26,9
WBB,2011-12,14,Kansas St.,20,14
WBB,2011-12,15,St. Bonaventure,31,4
WBB,2011-12,16,Penn St.,26,7
WBB,2011-12,17,Rutgers,22,10
WBB,2011-12,18,Gonzaga,28,6
WBB,2011-12,19,DePaul,23,11
WBB,2011-12,20,Green Bay,31,2
WBB,2011-12,21,Purdue,25,9
WBB,2011-12,22,Oklahoma,21,13
WBB,2011-12,23,LSU,23,11
WBB,2011-12,24,South Carolina,25,10
WBB,2011-12,25,Georgetown,23,9
WBB,2011-12,26,California,25,10
WBB,2011-12,27,Arkansas,24,9
WBB,2011-12,28,Vanderbilt,23,10
WBB,2011-12,29,Georgia,22,9
WBB,2011-12,30,Kansas,21,13
WBB,2011-12,31,Louisville,23,10
WBB,2011-12,32,Oklahoma St.,22,12
WBB,2011-12,33,James Madison,29,8
WBB,2011-12,34,Florida,20,13
WBB,2011-12,35,Nebraska,24,9
WBB,2011-12,36,Princeton,24,5
WBB,2011-12,37,Ohio St.,25,7
WBB,2011-12,38,West Virginia,24,10
WBB,2011-12,39,Virginia,25,11
WBB,2011-12,40,Dayton,23,7
WBB,2011-12,41,Southern California,18,12
WBB,2011-12,42,Texas Tech,21,14
WBB,2011-12,43,Iowa St.,18,13
WBB,2011-12,44,BYU,26,7
WBB,2011-12,45,Middle Tenn.,26,7
WBB,2011-12,46,Villanova,19,15
WBB,2011-12,47,Marist,26,8
WBB,2011-12,48,Temple,23,10
WBB,2011-12,49,Iowa,19,12
WBB,2011-12,50,Texas,18,14
WBB,2011-12,51,UTEP,29,4
WBB,2011-12,52,Michigan,20,12
WBB,2011-12,53,Missouri St.,24,9
WBB,2011-12,54,St. Mary's (CA),22,11
WBB,2011-12,55,Richmond,23,9
WBB,2011-12,56,San Diego,26,9
WBB,2011-12,57,Arizona St.,20,12
WBB,2011-12,58,Saint Joseph's,22,11
WBB,2011-12,59,Michigan St.,20,12
WBB,2011-12,60,Drexel,19,14
WBB,2011-12,61,Syracuse,22,15
WBB,2011-12,62,Wake Forest,20,14
WBB,2011-12,63,Hampton,26,5
WBB,2011-12,64,UCLA,14,16
WBB,2011-12,65,Fla. Gulf Coast,29,3
WBB,2011-12,66,South Dakota St.,24,9
WBB,2011-12,67,Hofstra,19,12
WBB,2011-12,68,Idaho St.,24,8
WBB,2011-12,69,North Carolina St.,19,16
WBB,2011-12,70,Eastern Mich.,23,9
WBB,2011-12,71,Washington,20,14
WBB,2011-12,72,Toledo,24,10
WBB,2011-12,73,Creighton,20,13
WBB,2011-12,74,Fresno St.,28,6
WBB,2011-12,75,Chattanooga,22,10
