Sport,Season,Rank,Team,W,L
WBB,2018-19,1,Notre Dame,30,3
WBB,2018-19,2,Baylor,31,1
WBB,2018-19,3,Louisville,29,3
WBB,2018-19,4,Stanford,28,4
WBB,2018-19,5,Oregon,29,4
WBB,2018-19,6,UConn,31,2
WBB,2018-19,7,Iowa,26,6
WBB,2018-19,8,Mississippi St.,30,2
WBB,2018-19,9,NC State,26,5
WBB,2018-19,10,Syracuse,24,8
WBB,2018-19,11,Iowa St.,25,8
WBB,2018-19,12,Marquette,26,7
WBB,2018-19,13,Gonzaga,28,4
WBB,2018-19,14,Maryland,28,4
WBB,2018-19,15,UCF,26,6
WBB,2018-19,16,Texas A&M,24,7
WBB,2018-19,17,South Carolina,21,9
WBB,2018-19,18,DePaul,26,7
WBB,2018-19,19,Miami (FL),24,8
WBB,2018-19,20,Drake,27,6
WBB,2018-19,21,Florida St.,23,8
WBB,2018-19,22,Kentucky,24,7
WBB,2018-19,23,Arizona St.,20,10
WBB,2018-19,24,Oregon St.,24,7
WBB,2018-19,25,Buffalo,23,9
WBB,2018-19,26,BYU,25,6
WBB,2018-19,27,South Dakota St.,26,6
WBB,2018-19,28,Texas,23,9
WBB,2018-19,29,Rutgers,22,9
WBB,2018-19,30,Missouri,23,10
WBB,2018-19,31,Rice,28,3
WBB,2018-19,32,Central Mich.,25,7
WBB,2018-19,33,Kansas St.,21,11
WBB,2018-19,34,Ohio,27,5
WBB,2018-19,35,UCLA,20,12
WBB,2018-19,36,James Madison,25,5
WBB,2018-19,37,Bucknell,28,5
WBB,2018-19,38,North Carolina,18,14
WBB,2018-19,39,Boise St.,28,4
WBB,2018-19,40,South Dakota,28,5
WBB,2018-19,41,Quinnipiac,26,6
WBB,2018-19,42,California,19,12
WBB,2018-19,43,Michigan St.,20,11
WBB,2018-19,44,Princeton,22,9
WBB,2018-19,45,Miami (OH),23,8
WBB,2018-19,46,Michigan,21,11
WBB,2018-19,47,Belmont,26,6
WBB,2018-19,48,Indiana,20,12
WBB,2018-19,49,Saint Mary's (CA),20,11
WBB,2018-19,50,Auburn,22,9
WBB,2018-19,51,Clemson,19,12
WBB,2018-19,52,Missouri St.,23,9
WBB,2018-19,53,Southern California,17,13
WBB,2018-19,54,Maine,25,7
WBB,2018-19,55,New Mexico,24,6
WBB,2018-19,56,Villanova,18,12
WBB,2018-19,57,Penn,23,6
WBB,2018-19,58,TCU,20,10
WBB,2018-19,59,Wright St.,27,6
WBB,2018-19,60,Tennessee,19,12
WBB,2018-19,61,Little Rock,21,10
WBB,2018-19,62,Lamar University,24,6
WBB,2018-19,63,FGCU,28,4
WBB,2018-19,64,Wyoming,22,8
WBB,2018-19,65,Drexel,24,8
WBB,2018-19,66,Middle Tenn.,22,10
WBB,2018-19,67,Arkansas,20,14
WBB,2018-19,68,Georgia Tech,17,13
WBB,2018-19,69,Green Bay,22,9
WBB,2018-19,70,Georgetown,16,15
WBB,2018-19,71,American,22,10
WBB,2018-19,72,UC Davis,25,6
WBB,2018-19,73,Virginia Tech,20,11
WBB,2018-19,74,Butler,21,9
WBB,2018-19,75,Radford,26,6
WBB,2018-19,76,UT Arlington,23,7
WBB,2018-19,77,Cincinnati,21,10
WBB,2018-19,78,SFA,25,6
WBB,2018-19,79,Duke,15,15
WBB,2018-19,80,West Virginia,20,10
WBB,2018-19,81,Arizona,18,13
WBB,2018-19,82,Fordham,25,8
WBB,2018-19,83,Kent St.,19,12
WBB,2018-19,84,Idaho,20,11
WBB,2018-19,85,LSU,16,13
WBB,2018-19,86,Toledo,20,11
WBB,2018-19,87,UNI,20,12
WBB,2018-19,88,Utah,20,10
WBB,2018-19,89,Purdue,19,15
WBB,2018-19,90,Harvard,16,12
WBB,2018-19,91,VCU,23,9
WBB,2018-19,92,Troy,22,8
WBB,2018-19,93,Creighton,15,16
WBB,2018-19,94,Nebraska,14,16
WBB,2018-19,95,Western Ky.,18,14
WBB,2018-19,96,Northeastern,20,11
WBB,2018-19,97,Virginia,12,19
WBB,2018-19,98,South Alabama,24,10
WBB,2018-19,99,Pepperdine,20,11
WBB,2018-19,100,UAB,25,6
WBB,2018-19,101,Ohio St.,14,14
WBB,2018-19,102,Pacific,18,12
WBB,2018-19,103,Hartford,23,10
WBB,2018-19,104,Loyola Marymount,18,14
WBB,2018-19,105,Charlotte,18,12
WBB,2018-19,106,Portland St.,25,7
WBB,2018-19,107,Towson,20,12
WBB,2018-19,108,Minnesota,20,10
WBB,2018-19,109,Idaho St.,20,10
WBB,2018-19,110,Old Dominion,21,10
WBB,2018-19,111,Houston,15,15
WBB,2018-19,112,Georgia,18,12
WBB,2018-19,113,UT Martin,23,9
WBB,2018-19,114,High Point,22,8
WBB,2018-19,115,South Fla.,18,15
WBB,2018-19,116,Northwestern,16,14
WBB,2018-19,117,St. John's (NY),15,16
WBB,2018-19,118,Marist,23,10
WBB,2018-19,119,Dayton,17,13
WBB,2018-19,120,Fresno St.,19,12
WBB,2018-19,121,Providence,17,15
WBB,2018-19,122,Youngstown St.,22,9
WBB,2018-19,123,UNCW,18,12
WBB,2018-19,124,Abilene Christian,23,9
WBB,2018-19,125,New Mexico St.,26,6
WBB,2018-19,126,Northern Ill.,19,13
WBB,2018-19,127,Lehigh,21,10
WBB,2018-19,128,Pittsburgh,11,20
WBB,2018-19,129,Northern Colo.,21,10
WBB,2018-19,130,Appalachian St.,18,14
WBB,2018-19,131,Morehead St.,23,10
WBB,2018-19,132,Mercer,25,7
WBB,2018-19,132,Illinois St.,19,12
WBB,2018-19,134,Boston College,14,16
