Sport,Season,Rank,Team,W,L
WBB,2009-10,1,Connecticut,39,0
WBB,2009-10,2,Stanford,36,2
WBB,2009-10,3,Tennessee,32,3
WBB,2009-10,4,Nebraska,32,2
WBB,2009-10,5,Duke,30,6
WBB,2009-10,6,Oklahoma,27,11
WBB,2009-10,7,Texas A&M,26,8
WBB,2009-10,8,Notre Dame,29,6
WBB,2009-10,9,Xavier,30,4
WBB,2009-10,10,Baylor,27,10
WBB,2009-10,11,Ohio St.,31,5
WBB,2009-10,12,Florida St.,29,6
WBB,2009-10,13,West Virginia,29,6
WBB,2009-10,14,Oklahoma St.,24,11
WBB,2009-10,15,Kentucky,28,8
WBB,2009-10,16,Texas,22,11
WBB,2009-10,17,Michigan St.,23,10
WBB,2009-10,18,UCLA,25,9
WBB,2009-10,19,St. John's (NY),25,7
WBB,2009-10,20,Georgetown,26,7
WBB,2009-10,21,Iowa St.,25,8
WBB,2009-10,22,Virginia,21,10
WBB,2009-10,23,Vanderbilt,23,11
WBB,2009-10,24,Georgia,25,9
WBB,2009-10,25,Gonzaga,29,5
WBB,2009-10,26,LSU,21,10
WBB,2009-10,27,Middle Tenn.,25,6
WBB,2009-10,28,Temple,25,9
WBB,2009-10,29,Wisconsin,21,11
WBB,2009-10,30,Rutgers,19,15
WBB,2009-10,31,Southern California,19,12
WBB,2009-10,32,Dayton,25,8
WBB,2009-10,33,Mississippi St.,21,13
WBB,2009-10,34,Hartford,27,5
WBB,2009-10,35,DePaul,21,12
WBB,2009-10,36,California,24,13
WBB,2009-10,37,Georgia Tech,23,10
WBB,2009-10,38,Vermont,27,7
WBB,2009-10,39,North Carolina St.,20,14
WBB,2009-10,40,Iowa,20,14
WBB,2009-10,41,San Diego St.,23,11
WBB,2009-10,42,Fresno St.,27,7
WBB,2009-10,43,North Carolina,19,12
WBB,2009-10,44,James Madison,26,7
WBB,2009-10,45,Michigan,21,14
WBB,2009-10,46,Kansas,17,16
WBB,2009-10,47,Illinois St.,28,8
WBB,2009-10,48,TCU,22,9
WBB,2009-10,49,Tulane,26,7
WBB,2009-10,50,Boston College,17,15
WBB,2009-10,51,Maryland,21,13
WBB,2009-10,52,Princeton,26,3
WBB,2009-10,53,Marist,26,8
WBB,2009-10,54,Bowling Green,27,7
WBB,2009-10,55,South Carolina,14,15
WBB,2009-10,56,UALR,27,7
WBB,2009-10,57,Illinois,19,15
WBB,2009-10,58,Miami (FL),22,14
WBB,2009-10,59,Old Dominion,19,14
WBB,2009-10,60,Texas Tech,18,15
WBB,2009-10,61,Marquette,17,16
WBB,2009-10,62,Syracuse,25,11
WBB,2009-10,63,Arizona St.,18,14
WBB,2009-10,64,Green Bay,28,5
WBB,2009-10,65,Providence,19,15
WBB,2009-10,66,Utah,23,12
WBB,2009-10,67,Creighton,21,11
WBB,2009-10,68,Gardner-Webb,28,5
WBB,2009-10,69,Auburn,15,16
WBB,2009-10,70,Toledo,25,9
WBB,2009-10,71,Lehigh,29,4
WBB,2009-10,72,Liberty,27,6
WBB,2009-10,73,Purdue,15,17
WBB,2009-10,74,Chattanooga,24,9
WBB,2009-10,75,New Mexico,19,13
WBB,2009-10,76,St. Bonaventure,23,10
WBB,2009-10,77,Louisiana Tech,23,9
WBB,2009-10,78,SMU,20,11
WBB,2009-10,79,St. Mary's (CA),21,10
WBB,2009-10,80,Mississippi,17,15
WBB,2009-10,81,Richmond,20,13
WBB,2009-10,82,Northwestern,18,15
WBB,2009-10,83,East Carolina,23,11
WBB,2009-10,84,BYU,23,10
WBB,2009-10,85,East Tenn. St.,23,9
WBB,2009-10,86,Louisville,14,18
WBB,2009-10,87,Western Ky.,21,11
WBB,2009-10,88,Kansas St.,14,18
WBB,2009-10,89,Indiana,14,16
WBB,2009-10,89,Florida,15,17
WBB,2009-10,91,Missouri St.,22,11
WBB,2009-10,92,Minnesota,13,17
WBB,2009-10,93,Oregon,18,16
WBB,2009-10,94,Clemson,13,18
