Sport,Season,Rank,Team,W,L
WBB,2007-08,1,Tennessee,36,2
WBB,2007-08,2,Connecticut,36,2
WBB,2007-08,3,North Carolina,33,3
WBB,2007-08,4,Rutgers,27,7
WBB,2007-08,5,Stanford,35,4
WBB,2007-08,6,Maryland,33,4
WBB,2007-08,7,LSU,31,6
WBB,2007-08,8,Texas A&M,29,8
WBB,2007-08,9,Old Dominion,31,5
WBB,2007-08,10,Duke,25,10
WBB,2007-08,11,Louisville,26,10
WBB,2007-08,12,Baylor,25,7
WBB,2007-08,13,Notre Dame,25,9
WBB,2007-08,14,Oklahoma,22,9
WBB,2007-08,15,Vanderbilt,25,9
WBB,2007-08,16,Virginia,24,10
WBB,2007-08,17,Pittsburgh,24,11
WBB,2007-08,18,UTEP,28,4
WBB,2007-08,19,Oklahoma St.,27,8
WBB,2007-08,20,Kansas St.,22,10
WBB,2007-08,21,West Virginia,25,8
WBB,2007-08,22,California,27,7
WBB,2007-08,23,George Washington,27,7
WBB,2007-08,24,Texas,22,13
WBB,2007-08,25,Marist,32,3
WBB,2007-08,26,Nebraska,21,12
WBB,2007-08,27,Purdue,19,15
WBB,2007-08,28,Syracuse,22,9
WBB,2007-08,29,Iowa St.,21,13
WBB,2007-08,30,Western Ky.,26,8
WBB,2007-08,31,Liberty,28,4
WBB,2007-08,32,Georgia,23,10
WBB,2007-08,33,Utah,27,5
WBB,2007-08,34,Chattanooga,29,4
WBB,2007-08,35,Arizona St.,22,11
WBB,2007-08,36,DePaul,20,12
WBB,2007-08,37,Minnesota,20,12
WBB,2007-08,38,Gonzaga,25,9
WBB,2007-08,39,Florida,19,14
WBB,2007-08,40,Ohio St.,22,9
WBB,2007-08,41,Wyoming,24,7
WBB,2007-08,42,Michigan St.,23,14
WBB,2007-08,43,Xavier,24,9
WBB,2007-08,44,Hartford,28,6
WBB,2007-08,45,James Madison,24,10
WBB,2007-08,46,Kentucky,17,16
WBB,2007-08,47,Illinois St.,26,7
WBB,2007-08,48,SMU,24,9
WBB,2007-08,49,Georgia Tech,22,10
WBB,2007-08,50,Iowa,21,11
WBB,2007-08,51,VCU,26,8
WBB,2007-08,52,Middle Tenn.,22,12
WBB,2007-08,53,St. John's (N.Y.),18,15
WBB,2007-08,54,Kansas,17,16
WBB,2007-08,55,Temple,21,13
WBB,2007-08,56,Marquette,21,14
WBB,2007-08,57,Florida St.,19,14
WBB,2007-08,58,TCU,23,12
WBB,2007-08,59,Green Bay,26,6
WBB,2007-08,60,Miami (Ohio),23,11
WBB,2007-08,61,Auburn,20,12
WBB,2007-08,62,Drake,23,11
WBB,2007-08,63,North Carolina St.,21,13
WBB,2007-08,64,Illinois,20,15
WBB,2007-08,65,Bowling Green,26,8
WBB,2007-08,66,Dayton,25,9
WBB,2007-08,67,Michigan,19,14
WBB,2007-08,68,Montana,25,7
WBB,2007-08,69,Colorado,19,15
WBB,2007-08,70,Boston College,21,12
WBB,2007-08,71,Creighton,21,12
WBB,2007-08,72,Texas Tech,17,16
WBB,2007-08,73,Indiana,18,15
WBB,2007-08,74,Virginia Tech,15,15
WBB,2007-08,75,Wisconsin,16,14
WBB,2007-08,76,Boise St.,24,8
WBB,2007-08,77,Villanova,17,16
WBB,2007-08,78,South Fla.,16,16
WBB,2007-08,79,Western Caro.,25,9
WBB,2007-08,80,UC Santa Barbara,23,8
WBB,2007-08,81,Evansville,21,12
WBB,2007-08,82,South Dakota St.,23,7
WBB,2007-08,83,New Mexico St.,23,9
WBB,2007-08,84,New Mexico,20,13
WBB,2007-08,85,South Carolina,16,16
WBB,2007-08,86,Southern California,17,13
WBB,2007-08,87,Fairfield,22,9
WBB,2007-08,88,Murray St.,24,8
WBB,2007-08,89,Fresno St.,22,11
WBB,2007-08,90,Georgetown,15,14
WBB,2007-08,91,Robert Morris,23,10
WBB,2007-08,92,Long Island,24,8
WBB,2007-08,93,Santa Clara,20,11
WBB,2007-08,94,N.C. A&T,25,8
WBB,2007-08,95,UCLA,16,15
WBB,2007-08,96,San Diego St.,18,13
WBB,2007-08,97,Clemson,12,19
WBB,2007-08,98,Charlotte,18,14
WBB,2007-08,99,Penn St.,13,18
WBB,2007-08,100,Seton Hall,13,15
WBB,2007-08,101,Samford,23,9
WBB,2007-08,102,Wake Forest,15,15
WBB,2007-08,103,Arkansas St.,20,12
WBB,2007-08,104,Ark.-Little Rock,23,9
WBB,2007-08,105,Radford,23,12
WBB,2007-08,106,Southeast Mo. St.,23,9
WBB,2007-08,107,Arkansas,17,13
WBB,2007-08,108,Idaho St.,20,10
WBB,2007-08,108,Mississippi,13,16
WBB,2007-08,110,Missouri,10,21
WBB,2007-08,111,Vermont,24,9
WBB,2007-08,112,East Tenn. St.,21,12
WBB,2007-08,113,Richmond,14,17
WBB,2007-08,114,Davidson,19,11
WBB,2007-08,115,St. Peter's,19,12
WBB,2007-08,116,Mississippi St.,16,15
WBB,2007-08,117,Ohio,20,13
WBB,2007-08,118,Cincinnati,12,16
WBB,2007-08,119,St. Joseph's,17,14
WBB,2007-08,120,San Diego,19,13
WBB,2007-08,121,BYU,13,16
WBB,2007-08,122,Towson,22,10
WBB,2007-08,123,Portland St.,22,9
WBB,2007-08,124,Tulane,16,14
WBB,2007-08,125,Coppin St.,22,12
WBB,2007-08,126,Loyola Marymount,15,15
WBB,2007-08,127,St. Mary's (Cal.),15,17
WBB,2007-08,128,UTSA,23,10
WBB,2007-08,129,Butler,20,10
WBB,2007-08,130,Indiana St.,14,15
WBB,2007-08,131,Quinnipiac,25,6
WBB,2007-08,132,Boston U.,20,12
WBB,2007-08,133,Cleveland St.,19,14
WBB,2007-08,134,Houston,15,16
WBB,2007-08,135,Texas-Arlington,19,10
WBB,2007-08,136,Holy Cross,19,13
WBB,2007-08,137,Fla. Gulf Coast,22,9
WBB,2007-08,138,Marshall,17,16
WBB,2007-08,139,UAB,14,16
WBB,2007-08,140,St. Bonaventure,18,12
WBB,2007-08,141,Montana St.,18,13
WBB,2007-08,142,La.-Monroe,17,13
WBB,2007-08,143,Oregon,14,17
WBB,2007-08,144,Cornell,20,9
WBB,2007-08,145,Jacksonville,23,9
WBB,2007-08,146,UC Davis,19,12
WBB,2007-08,147,Providence,12,17
WBB,2007-08,148,Iona,20,14
WBB,2007-08,149,UNC Wilmington,17,14
WBB,2007-08,150,South Ala.,20,11
WBB,2007-08,151,Drexel,18,12
WBB,2007-08,152,Wright St.,16,16
WBB,2007-08,153,Ball St.,15,15
WBB,2007-08,154,Washington,13,18
WBB,2007-08,155,Louisiana Tech,16,15
WBB,2007-08,156,Ga. Southern,17,13
WBB,2007-08,157,Prairie View,22,12
WBB,2007-08,158,Oakland,20,10
WBB,2007-08,159,Eastern Mich.,17,12
WBB,2007-08,160,Texas St.,21,11
WBB,2007-08,161,Southern Miss.,21,14
WBB,2007-08,162,Pepperdine,10,18
WBB,2007-08,163,Eastern Ill.,19,13
WBB,2007-08,164,Delaware St.,18,14
WBB,2007-08,165,Rice,14,18
WBB,2007-08,166,Nevada,18,12
WBB,2007-08,167,Missouri St.,11,19
WBB,2007-08,168,Massachusetts,13,17
WBB,2007-08,169,Oral Roberts,19,14
WBB,2007-08,170,North Dakota St.,17,11
WBB,2007-08,171,Sacred Heart,19,11
WBB,2007-08,172,Milwaukee,17,14
WBB,2007-08,173,Northeastern,14,16
WBB,2007-08,174,Duquesne,15,15
WBB,2007-08,175,Siena,11,18
WBB,2007-08,176,Bucknell,16,16
WBB,2007-08,177,Valparaiso,14,16
WBB,2007-08,178,Coastal Caro.,16,12
WBB,2007-08,179,Harvard,18,11
WBB,2007-08,180,Manhattan,15,15
WBB,2007-08,181,Winthrop,20,12
WBB,2007-08,182,William & Mary,14,18
WBB,2007-08,183,San Francisco,14,16
WBB,2007-08,184,Florida Int'l,13,18
WBB,2007-08,185,Hampton,18,13
WBB,2007-08,186,Rhode Island,13,18
WBB,2007-08,187,Arizona,10,20
WBB,2007-08,188,High Point,15,15
WBB,2007-08,189,UNI,13,18
WBB,2007-08,190,Tulsa,11,20
WBB,2007-08,191,Alabama,8,22
WBB,2007-08,192,IUPUI,17,16
WBB,2007-08,193,UC Riverside,14,16
WBB,2007-08,194,East Carolina,13,17
WBB,2007-08,195,Canisius,13,18
WBB,2007-08,196,Utah Valley St.,16,12
WBB,2007-08,197,Bradley,12,18
WBB,2007-08,198,Buffalo,15,15
WBB,2007-08,199,Jackson St.,18,14
WBB,2007-08,200,Chicago St.,16,13
WBB,2007-08,201,American,18,14
WBB,2007-08,202,Army,18,12
WBB,2007-08,203,Lehigh,18,13
WBB,2007-08,204,Miami (Fla.),9,21
WBB,2007-08,205,Loyola (Md.),13,17
WBB,2007-08,206,Morgan St.,19,12
WBB,2007-08,207,New Orleans,13,17
WBB,2007-08,208,Oregon St.,12,19
WBB,2007-08,209,Portland,15,15
WBB,2007-08,210,Kennesaw St.,16,12
WBB,2007-08,211,Western Mich.,13,19
WBB,2007-08,212,Eastern Ky.,14,14
WBB,2007-08,213,Northern Colo.,14,16
WBB,2007-08,214,Southern Ill.,10,20
WBB,2007-08,215,Dartmouth,15,16
WBB,2007-08,216,Weber St.,12,16
WBB,2007-08,217,Northern Ill.,10,18
WBB,2007-08,218,North Texas,14,18
WBB,2007-08,219,Col. of Charleston,14,16
WBB,2007-08,220,Md.-East. Shore,17,13
WBB,2007-08,221,Denver,11,19
WBB,2007-08,222,Youngstown St.,14,17
WBB,2007-08,223,Lamar,19,13
WBB,2007-08,224,Delaware,7,24
WBB,2007-08,225,Toledo,14,16
WBB,2007-08,226,Hawaii,12,18
WBB,2007-08,227,Wichita St.,9,22
WBB,2007-08,228,George Mason,9,21
WBB,2007-08,229,La Salle,12,17
WBB,2007-08,230,Albany (N.Y.),13,18
WBB,2007-08,231,Morehead St.,11,19
WBB,2007-08,232,Troy,13,18
WBB,2007-08,233,Air Force,10,19
WBB,2007-08,234,Binghamton,11,19
WBB,2007-08,235,Stephen F. Austin,12,17
WBB,2007-08,236,Western Ill.,14,16
WBB,2007-08,237,Georgia St.,8,22
WBB,2007-08,238,Kent St.,9,21
WBB,2007-08,239,Alabama A&M,14,14
WBB,2007-08,240,Longwood,16,13
WBB,2007-08,241,Northern Ariz.,10,20
WBB,2007-08,242,St. Louis,10,20
WBB,2007-08,243,Fairleigh Dickinson,13,17
WBB,2007-08,244,Northwestern,5,26
WBB,2007-08,245,UNLV,8,22
WBB,2007-08,246,Lafayette,14,16
WBB,2007-08,247,Belmont,14,16
WBB,2007-08,248,Cal St. Bakersfield,12,17
WBB,2007-08,249,UNC Asheville,12,18
WBB,2007-08,250,Cal Poly,13,19
WBB,2007-08,251,Tennessee St.,13,17
WBB,2007-08,252,Ill.-Chicago,10,20
WBB,2007-08,253,Memphis,10,20
WBB,2007-08,254,IPFW,12,18
WBB,2007-08,255,Niagara,8,22
WBB,2007-08,256,Hofstra,5,25
WBB,2007-08,257,Yale,9,18
WBB,2007-08,258,Jacksonville St.,11,19
WBB,2007-08,259,Monmouth,11,20
WBB,2007-08,260,Utah St.,9,20
WBB,2007-08,261,Elon,12,20
WBB,2007-08,262,Akron,7,24
WBB,2007-08,263,Lipscomb,10,22
WBB,2007-08,264,Furman,10,20
WBB,2007-08,265,Cal St. Fullerton,11,19
WBB,2007-08,266,A&M-Corpus Christi,12,20
WBB,2007-08,267,NJIT,10,19
WBB,2007-08,268,Fla. Atlantic,6,22
WBB,2007-08,269,Ark.-Pine Bluff,12,19
WBB,2007-08,270,UCF,10,20
WBB,2007-08,271,North Fla.,13,16
WBB,2007-08,272,Loyola (Ill.),8,23
WBB,2007-08,273,UMBC,9,21
WBB,2007-08,274,Gardner-Webb,13,18
WBB,2007-08,275,Northwestern St.,15,15
WBB,2007-08,276,Sacramento St.,6,22
WBB,2007-08,277,Wofford,10,21
WBB,2007-08,278,Florida A&M,14,17
WBB,2007-08,279,Appalachian St.,8,22
WBB,2007-08,280,Southern U.,12,16
WBB,2007-08,281,Savannah St.,14,15
WBB,2007-08,282,UNC Greensboro,7,24
WBB,2007-08,283,Mt. St. Mary's,8,22
WBB,2007-08,284,St. Francis (N.Y.),10,20
WBB,2007-08,285,Campbell,12,18
WBB,2007-08,286,Rider,8,22
WBB,2007-08,287,La.-Lafayette,8,22
WBB,2007-08,288,Washington St.,5,25
WBB,2007-08,289,Central Mich.,6,23
WBB,2007-08,290,Stony Brook,8,23
WBB,2007-08,291,Detroit,6,24
WBB,2007-08,292,Alabama St.,12,18
WBB,2007-08,293,Tennessee Tech,8,22
WBB,2007-08,294,UMKC,11,20
WBB,2007-08,295,Pacific,14,16
WBB,2007-08,296,Columbia,10,18
WBB,2007-08,297,Stetson,9,21
WBB,2007-08,298,Mississippi Val.,14,16
WBB,2007-08,299,Maine,7,23
WBB,2007-08,300,Long Beach St.,9,20
WBB,2007-08,301,Tex.-Pan American,11,18
WBB,2007-08,302,Princeton,7,23
WBB,2007-08,303,McNeese St.,10,21
WBB,2007-08,304,Austin Peay,6,23
WBB,2007-08,305,Alcorn St.,12,18
WBB,2007-08,306,South Carolina St.,13,17
WBB,2007-08,307,Southern Utah,6,24
WBB,2007-08,308,New Hampshire,7,22
WBB,2007-08,309,Wagner,7,22
WBB,2007-08,310,Colorado St.,4,28
WBB,2007-08,311,St. Francis (Pa.),6,23
WBB,2007-08,312,Charleston So.,8,22
WBB,2007-08,313,Penn,7,22
WBB,2007-08,314,Texas Southern,8,20
WBB,2007-08,315,Navy,7,23
WBB,2007-08,316,Mercer,4,26
WBB,2007-08,317,Central Conn. St.,4,25
WBB,2007-08,318,Tenn.-Martin,5,25
WBB,2007-08,319,UC Irvine,7,24
WBB,2007-08,320,Southeastern La.,12,17
WBB,2007-08,321,S.C. Upstate,5,24
WBB,2007-08,322,Idaho,4,25
WBB,2007-08,323,Presbyterian,2,24
WBB,2007-08,324,Central Ark.,7,22
WBB,2007-08,325,Fordham,0,29
WBB,2007-08,326,Sam Houston St.,1,28
WBB,2007-08,327,Eastern Wash.,4,25
WBB,2007-08,328,Colgate,1,29
WBB,2007-08,329,Brown,2,26
WBB,2007-08,330,Norfolk St.,5,23
WBB,2007-08,331,Nicholls St.,6,21
WBB,2007-08,332,Howard,4,26
WBB,2007-08,333,San Jose St.,3,28
WBB,2007-08,334,Bethune-Cookman,6,24
WBB,2007-08,335,Centenary (La.),4,25
WBB,2007-08,336,Cal St. Northridge,1,26
WBB,2007-08,337,Winston-Salem,3,25
WBB,2007-08,338,Grambling,2,26
