Sport,Season,Rank,Team,W,L
MFB,2013-14,1,Florida State Seminoles,14,0
MFB,2013-14,2,Alabama Crimson Tide,11,2
MFB,2013-14,3,Oregon Ducks,11,2
MFB,2013-14,4,Baylor Bears,11,2
MFB,2013-14,5,Stanford Cardinal,11,3
MFB,2013-14,6,Oklahoma State Cowboys,10,3
MFB,2013-14,7,Ohio State Buckeyes,12,2
MFB,2013-14,8,Arizona State Sun Devils,10,4
MFB,2013-14,9,Missouri Tigers,12,2
MFB,2013-14,10,South Carolina Gamecocks,11,2
MFB,2013-14,11,Clemson Tigers,11,2
MFB,2013-14,12,Auburn Tigers,12,2
MFB,2013-14,13,Washington Huskies,9,4
MFB,2013-14,14,UCLA Bruins,10,3
MFB,2013-14,15,LSU Tigers,10,3
MFB,2013-14,16,Texas A&M Aggies,9,4
MFB,2013-14,17,Wisconsin Badgers,9,4
MFB,2013-14,18,Georgia Bulldogs,8,5
MFB,2013-14,19,Oklahoma Sooners,11,2
MFB,2013-14,20,Michigan State Spartans,13,1
MFB,2013-14,21,Louisville Cardinals,12,1
MFB,2013-14,22,USC Trojans,10,4
MFB,2013-14,23,Texas Longhorns,8,5
MFB,2013-14,24,Kansas State Wildcats,8,5
MFB,2013-14,25,Ole Miss Rebels,8,5
MFB,2013-14,26,Arizona Wildcats,8,5
MFB,2013-14,27,Oregon State Beavers,7,6
MFB,2013-14,50,Notre Dame Fighting Irish,9,4
MFB,2013-14,29,Georgia Tech Yellow Jackets,7,6
MFB,2013-14,30,BYU Cougars,8,5
MFB,2013-14,31,Mississippi State Bulldogs,7,6
MFB,2013-14,32,North Carolina Tar Heels,7,6
MFB,2013-14,33,Michigan Wolverines,7,6
MFB,2013-14,34,UCF Knights,12,1
MFB,2013-14,35,Miami Hurricanes,9,4
MFB,2013-14,36,Florida Gators,4,8
MFB,2013-14,37,Nebraska Cornhuskers,9,4
MFB,2013-14,38,Utah State Aggies,9,5
MFB,2013-14,39,Texas Tech Red Raiders,8,5
MFB,2013-14,40,Utah Utes,5,7
MFB,2013-14,41,Iowa Hawkeyes,8,5
MFB,2013-14,42,Virginia Tech Hokies,8,5
MFB,2013-14,43,Boise State Broncos,8,5
MFB,2013-14,44,TCU Horned Frogs,4,8
MFB,2013-14,45,Bowling Green Falcons,10,4
MFB,2013-14,46,Fresno State Bulldogs,11,2
MFB,2013-14,47,Marshall Thundering Herd,10,4
MFB,2013-14,48,Duke Blue Devils,10,4
MFB,2013-14,49,East Carolina Pirates,10,3
MFB,2013-14,50,Houston Cougars,8,5
MFB,2013-14,51,Vanderbilt Commodores,9,4
MFB,2013-14,52,Cincinnati Bearcats,9,4
MFB,2013-14,53,Northern Illinois Huskies,12,2
MFB,2013-14,54,Pittsburgh Panthers,7,6
MFB,2013-14,55,Penn State Nittany Lions,7,5
MFB,2013-14,56,Washington State Cougars,6,7
MFB,2013-14,57,Indiana Hoosiers,5,7
MFB,2013-14,58,Northwestern Wildcats,5,7
MFB,2013-14,59,Tennessee Volunteers,5,7
MFB,2013-14,60,Minnesota Golden Gophers,8,5
MFB,2013-14,61,Navy Midshipmen,9,4
MFB,2013-14,62,North Texas Mean Green,9,4
MFB,2013-14,63,Boston College Eagles,7,6
MFB,2013-14,64,Ball State Cardinals,10,3
MFB,2013-14,65,Toledo Rockets,7,5
MFB,2013-14,66,Colorado State Rams,8,6
MFB,2013-14,67,Maryland Terrapins,7,6
MFB,2013-14,68,Rice Owls,10,4
MFB,2013-14,69,West Virginia Mountaineers,4,8
MFB,2013-14,70,Syracuse Orange,7,6
MFB,2013-14,71,Arkansas Razorbacks,3,9
MFB,2013-14,72,Louisiana Ragin' Cajuns,9,4
MFB,2013-14,73,Buffalo Bulls,8,5
MFB,2013-14,74,Iowa State Cyclones,3,9
MFB,2013-14,75,Illinois Fighting Illini,4,8
MFB,2013-14,76,Florida Atlantic Owls,6,6
MFB,2013-14,77,San Diego State Aztecs,8,5
MFB,2013-14,78,San Jose State Spartans,6,6
MFB,2013-14,79,Wake Forest Demon Deacons,4,8
MFB,2013-14,80,Rutgers Scarlet Knights,6,7
MFB,2013-14,81,Kentucky Wildcats,2,10
MFB,2013-14,82,SMU Mustangs,5,7
MFB,2013-14,83,Western Kentucky Hilltoppers,8,4
MFB,2013-14,84,Middle Tennessee Blue Raiders,8,5
MFB,2013-14,85,UT San Antonio Roadrunners,7,5
MFB,2013-14,86,Arkansas State Red Wolves,8,5
MFB,2013-14,87,UNLV Rebels,7,6
MFB,2013-14,88,NC State Wolfpack,3,9
MFB,2013-14,89,South Alabama Jaguars,6,6
MFB,2013-14,90,Colorado Buffaloes,4,8
MFB,2013-14,91,Nevada Wolf Pack,4,8
MFB,2013-14,92,Virginia Cavaliers,2,10
MFB,2013-14,93,Tulane Green Wave,7,6
MFB,2013-14,94,Temple Owls,2,10
MFB,2013-14,95,Memphis Tigers,3,9
MFB,2013-14,96,Old Dominion Monarchs,8,4
MFB,2013-14,97,California Golden Bears,1,11
MFB,2013-14,98,Ohio Bobcats,7,6
MFB,2013-14,99,Connecticut Huskies,3,9
MFB,2013-14,100,Kent State Golden Flashes,4,8
MFB,2013-14,101,Hawai'i Rainbow Warriors,1,11
MFB,2013-14,102,Troy Trojans,6,6
MFB,2013-14,103,Tulsa Golden Hurricane,3,9
MFB,2013-14,104,Kansas Jayhawks,3,9
MFB,2013-14,105,Wyoming Cowboys,5,7
MFB,2013-14,106,Louisiana Monroe Warhawks,6,6
MFB,2013-14,107,South Florida Bulls,2,10
MFB,2013-14,108,Akron Zips,5,7
MFB,2013-14,109,Central Michigan Chippewas,6,6
MFB,2013-14,110,New Mexico Lobos,3,9
MFB,2013-14,111,Purdue Boilermakers,1,11
MFB,2013-14,112,Texas State Bobcats,6,6
MFB,2013-14,113,Army Black Knights,3,9
MFB,2013-14,114,Louisiana Tech Bulldogs,4,8
MFB,2013-14,115,Air Force Falcons,2,10
MFB,2013-14,116,UAB Blazers,2,10
MFB,2013-14,117,Western Michigan Broncos,1,11
MFB,2013-14,118,UTEP Miners,2,10
MFB,2013-14,119,Georgia State Panthers,0,12
MFB,2013-14,120,UMass Minutemen,1,11
MFB,2013-14,121,Southern Mississippi Golden Eagles,1,11
MFB,2013-14,122,New Mexico State Aggies,2,10
MFB,2013-14,123,Eastern Michigan Eagles,2,10
MFB,2013-14,124,Miami (OH) RedHawks,0,12
MFB,2013-14,125,Idaho Vandals,1,11
MFB,2013-14,126,Florida Intl Golden Panthers,1,11
