Sport,Season,Rank,Team,W,L
MFB,2011-12,55,Pittsburgh Panthers,6,7
MFB,2011-12,56,Texas Tech Red Raiders,5,7
MFB,2011-12,57,Louisiana Tech Bulldogs,8,5
MFB,2011-12,58,NC State Wolfpack,8,5
MFB,2011-12,59,UCF Knights,5,7
MFB,2011-12,60,Northwestern Wildcats,6,7
MFB,2011-12,61,Air Force Falcons,7,6
MFB,2011-12,62,Oregon State Beavers,3,9
MFB,2011-12,63,SMU Mustangs,8,5
MFB,2011-12,64,Washington State Cougars,4,8
MFB,2011-12,65,Louisville Cardinals,7,6
MFB,2011-12,66,Northern Illinois Huskies,11,3
MFB,2011-12,67,Virginia Cavaliers,8,5
MFB,2011-12,68,Purdue Boilermakers,7,6
MFB,2011-12,69,Wake Forest Demon Deacons,6,7
MFB,2011-12,70,San Diego State Aztecs,8,5
MFB,2011-12,71,Navy Midshipmen,5,7
MFB,2011-12,72,Arkansas State Red Wolves,10,3
MFB,2011-12,73,Western Michigan Broncos,7,6
MFB,2011-12,74,Iowa State Cyclones,6,7
MFB,2011-12,75,Boston College Eagles,4,8
MFB,2011-12,76,Utah State Aggies,7,6
MFB,2011-12,77,Connecticut Huskies,5,7
MFB,2011-12,78,Kentucky Wildcats,5,7
MFB,2011-12,79,Ohio Bobcats,10,4
MFB,2011-12,80,Syracuse Orange,5,7
MFB,2011-12,81,Hawai'i Rainbow Warriors,6,7
MFB,2011-12,82,Maryland Terrapins,2,10
MFB,2011-12,83,Florida Intl Golden Panthers,8,5
MFB,2011-12,84,Colorado Buffaloes,3,10
MFB,2011-12,85,Ole Miss Rebels,2,10
MFB,2011-12,86,Duke Blue Devils,3,9
MFB,2011-12,87,Miami (OH) RedHawks,4,8
MFB,2011-12,88,Wyoming Cowboys,8,5
MFB,2011-12,89,Minnesota Golden Gophers,3,9
MFB,2011-12,90,Louisiana Monroe Warhawks,4,8
MFB,2011-12,91,San Jose State Spartans,5,7
MFB,2011-12,92,Louisiana Ragin' Cajuns,9,4
MFB,2011-12,93,Marshall Thundering Herd,7,6
MFB,2011-12,94,East Carolina Pirates,5,7
MFB,2011-12,95,Fresno State Bulldogs,4,9
MFB,2011-12,96,Army Black Knights,3,9
MFB,2011-12,97,Western Kentucky Hilltoppers,7,5
MFB,2011-12,98,UTEP Miners,5,7
MFB,2011-12,99,Bowling Green Falcons,5,7
MFB,2011-12,100,Kansas Jayhawks,2,10
MFB,2011-12,101,Rice Owls,4,8
MFB,2011-12,102,Kent State Golden Flashes,5,7
MFB,2011-12,103,Ball State Cardinals,6,6
MFB,2011-12,104,North Texas Mean Green,5,7
MFB,2011-12,105,Indiana Hoosiers,1,11
MFB,2011-12,106,Central Michigan Chippewas,3,9
MFB,2011-12,107,Troy Trojans,3,9
MFB,2011-12,108,Buffalo Bulls,3,9
MFB,2011-12,109,Eastern Michigan Eagles,6,6
MFB,2011-12,110,UAB Blazers,3,9
MFB,2011-12,111,Colorado State Rams,3,9
MFB,2011-12,112,Idaho Vandals,2,10
MFB,2011-12,113,New Mexico State Aggies,4,9
MFB,2011-12,114,UNLV Rebels,2,10
MFB,2011-12,115,Tulane Green Wave,2,11
MFB,2011-12,116,Middle Tennessee Blue Raiders,2,10
MFB,2011-12,117,Florida Atlantic Owls,1,11
MFB,2011-12,118,Memphis Tigers,2,10
MFB,2011-12,119,New Mexico Lobos,1,11
MFB,2011-12,120,Akron Zips,1,11
