Sport,Season,Rank,Team,W,L
MFB,2017-18,1,Alabama Crimson Tide,13,1
MFB,2017-18,2,Ohio State Buckeyes,12,2
MFB,2017-18,3,Georgia Bulldogs,13,2
MFB,2017-18,4,Penn State Nittany Lions,11,2
MFB,2017-18,5,Clemson Tigers,12,2
MFB,2017-18,6,Oklahoma Sooners,12,2
MFB,2017-18,7,Wisconsin Badgers,13,1
MFB,2017-18,8,Washington Huskies,10,3
MFB,2017-18,9,Auburn Tigers,10,4
MFB,2017-18,50,Notre Dame Fighting Irish,10,3
MFB,2017-18,11,Oklahoma State Cowboys,10,3
MFB,2017-18,12,TCU Horned Frogs,11,3
MFB,2017-18,13,Stanford Cardinal,9,5
MFB,2017-18,14,LSU Tigers,9,4
MFB,2017-18,15,UCF Knights,13,0
MFB,2017-18,16,USC Trojans,11,3
MFB,2017-18,17,Miami Hurricanes,10,3
MFB,2017-18,18,Virginia Tech Hokies,9,4
MFB,2017-18,19,Mississippi State Bulldogs,9,4
MFB,2017-18,20,Florida State Seminoles,7,6
MFB,2017-18,21,NC State Wolfpack,9,4
MFB,2017-18,22,Louisville Cardinals,8,5
MFB,2017-18,23,Iowa Hawkeyes,8,5
MFB,2017-18,24,Michigan Wolverines,8,5
MFB,2017-18,25,Texas Longhorns,7,6
MFB,2017-18,26,Iowa State Cyclones,8,5
MFB,2017-18,27,Northwestern Wildcats,10,3
MFB,2017-18,28,Oregon Ducks,7,6
MFB,2017-18,29,Kansas State Wildcats,8,5
MFB,2017-18,30,Memphis Tigers,10,3
MFB,2017-18,31,Wake Forest Demon Deacons,8,5
MFB,2017-18,32,Michigan State Spartans,10,3
MFB,2017-18,33,Georgia Tech Yellow Jackets,5,6
MFB,2017-18,34,South Carolina Gamecocks,9,4
MFB,2017-18,35,Boston College Eagles,7,6
MFB,2017-18,36,Washington State Cougars,9,4
MFB,2017-18,37,Duke Blue Devils,7,6
MFB,2017-18,38,Utah Utes,7,6
MFB,2017-18,39,Missouri Tigers,7,6
MFB,2017-18,40,Texas A&M Aggies,7,6
MFB,2017-18,41,Boise State Broncos,11,3
MFB,2017-18,42,Texas Tech Red Raiders,6,7
MFB,2017-18,43,Arizona Wildcats,7,6
MFB,2017-18,44,South Florida Bulls,10,2
MFB,2017-18,45,UCLA Bruins,6,7
MFB,2017-18,46,West Virginia Mountaineers,7,6
MFB,2017-18,47,Arizona State Sun Devils,7,6
MFB,2017-18,48,Purdue Boilermakers,7,6
MFB,2017-18,49,Indiana Hoosiers,5,7
MFB,2017-18,50,Florida Gators,4,7
MFB,2017-18,51,San Diego State Aztecs,10,3
MFB,2017-18,52,Florida Atlantic Owls,11,3
MFB,2017-18,53,Ole Miss Rebels,6,6
MFB,2017-18,54,Navy Midshipmen,7,6
MFB,2017-18,55,California Golden Bears,5,7
MFB,2017-18,56,Houston Cougars,7,5
MFB,2017-18,57,Pittsburgh Panthers,5,7
MFB,2017-18,58,Kentucky Wildcats,7,6
MFB,2017-18,59,Toledo Rockets,11,3
MFB,2017-18,60,Fresno State Bulldogs,10,4
MFB,2017-18,61,Ohio Bobcats,9,4
MFB,2017-18,62,North Carolina Tar Heels,3,9
MFB,2017-18,63,Appalachian State Mountaineers,9,4
MFB,2017-18,64,Syracuse Orange,4,8
MFB,2017-18,65,Army Black Knights,10,3
MFB,2017-18,66,Minnesota Golden Gophers,5,7
MFB,2017-18,67,Colorado Buffaloes,5,7
MFB,2017-18,68,Troy Trojans,11,2
MFB,2017-18,69,Arkansas Razorbacks,4,8
MFB,2017-18,70,Nebraska Cornhuskers,4,8
MFB,2017-18,71,Colorado State Rams,7,6
MFB,2017-18,72,SMU Mustangs,7,6
MFB,2017-18,73,Tennessee Volunteers,4,8
MFB,2017-18,74,Northern Illinois Huskies,8,5
MFB,2017-18,75,Virginia Cavaliers,6,7
