Sport,Season,Rank,Team,W,L
MFB,2017-18,76,Vanderbilt Commodores,5,7
MFB,2017-18,77,Wyoming Cowboys,8,5
MFB,2017-18,78,Arkansas State Red Wolves,7,5
MFB,2017-18,79,Temple Owls,7,6
MFB,2017-18,80,Western Michigan Broncos,6,6
MFB,2017-18,81,Baylor Bears,1,11
MFB,2017-18,82,Marshall Thundering Herd,8,5
MFB,2017-18,83,Tulane Green Wave,5,7
MFB,2017-18,84,Maryland Terrapins,4,8
MFB,2017-18,85,Utah State Aggies,6,7
MFB,2017-18,86,Eastern Michigan Eagles,5,7
MFB,2017-18,87,Louisiana Tech Bulldogs,7,6
MFB,2017-18,88,Air Force Falcons,5,7
MFB,2017-18,89,Tulsa Golden Hurricane,2,10
MFB,2017-18,90,Southern Mississippi Golden Eagles,8,5
MFB,2017-18,91,Buffalo Bulls,6,6
MFB,2017-18,92,Central Michigan Chippewas,8,5
MFB,2017-18,93,BYU Cougars,4,9
MFB,2017-18,94,Rutgers Scarlet Knights,4,8
MFB,2017-18,95,UT San Antonio Roadrunners,6,5
MFB,2017-18,96,Miami (OH) RedHawks,5,7
MFB,2017-18,97,North Texas Mean Green,9,5
MFB,2017-18,98,Middle Tennessee Blue Raiders,7,6
MFB,2017-18,99,UMass Minutemen,4,8
MFB,2017-18,100,New Mexico State Aggies,7,6
MFB,2017-18,101,Nevada Wolf Pack,3,9
MFB,2017-18,102,UNLV Rebels,5,7
MFB,2017-18,103,Louisiana Monroe Warhawks,4,8
MFB,2017-18,104,Illinois Fighting Illini,2,10
MFB,2017-18,105,Akron Zips,7,7
MFB,2017-18,106,Cincinnati Bearcats,4,8
MFB,2017-18,107,UAB Blazers,8,5
MFB,2017-18,108,Oregon State Beavers,1,11
MFB,2017-18,109,Western Kentucky Hilltoppers,6,7
MFB,2017-18,110,Florida Intl Golden Panthers,8,5
MFB,2017-18,111,Idaho Vandals,4,8
MFB,2017-18,112,New Mexico Lobos,3,9
MFB,2017-18,113,Georgia State Panthers,7,5
MFB,2017-18,114,South Alabama Jaguars,4,8
MFB,2017-18,115,UConn Huskies,3,9
MFB,2017-18,116,East Carolina Pirates,3,9
MFB,2017-18,117,Bowling Green Falcons,2,10
MFB,2017-18,118,Georgia Southern Eagles,2,10
MFB,2017-18,119,Kansas Jayhawks,1,11
MFB,2017-18,120,Hawai'i Rainbow Warriors,3,9
MFB,2017-18,121,Louisiana Ragin' Cajuns,5,7
MFB,2017-18,122,Coastal Carolina Chanticleers,3,9
MFB,2017-18,123,Old Dominion Monarchs,5,7
MFB,2017-18,124,Rice Owls,1,11
MFB,2017-18,125,Kent State Golden Flashes,2,10
MFB,2017-18,126,San Jose State Spartans,2,11
MFB,2017-18,127,Charlotte 49ers,1,11
MFB,2017-18,128,Texas State Bobcats,2,10
MFB,2017-18,129,Ball State Cardinals,2,10
MFB,2017-18,130,UTEP Miners,0,12
