Sport,Season,Rank,Team,W,L
MFB,2016-17,1,Alabama Crimson Tide,14,1
MFB,2016-17,2,Clemson Tigers,14,1
MFB,2016-17,3,Michigan Wolverines,10,3
MFB,2016-17,4,Ohio State Buckeyes,11,2
MFB,2016-17,5,Washington Huskies,12,2
MFB,2016-17,6,LSU Tigers,8,4
MFB,2016-17,7,Oklahoma Sooners,11,2
MFB,2016-17,8,Florida State Seminoles,10,3
MFB,2016-17,9,Louisville Cardinals,9,4
MFB,2016-17,10,USC Trojans,10,3
MFB,2016-17,11,Auburn Tigers,8,5
MFB,2016-17,12,Wisconsin Badgers,11,3
MFB,2016-17,13,Penn State Nittany Lions,11,3
MFB,2016-17,14,Miami Hurricanes,9,4
MFB,2016-17,15,Oklahoma State Cowboys,10,3
MFB,2016-17,16,Texas A&M Aggies,8,5
MFB,2016-17,17,Tennessee Volunteers,9,4
MFB,2016-17,18,Stanford Cardinal,10,3
MFB,2016-17,19,Colorado Buffaloes,10,4
MFB,2016-17,20,Washington State Cougars,8,5
MFB,2016-17,21,North Carolina Tar Heels,8,5
MFB,2016-17,22,Florida Gators,9,4
MFB,2016-17,23,Virginia Tech Hokies,10,4
MFB,2016-17,24,West Virginia Mountaineers,10,3
MFB,2016-17,25,Pittsburgh Panthers,8,5
MFB,2016-17,26,Western Michigan Broncos,13,1
MFB,2016-17,27,Kansas State Wildcats,9,4
MFB,2016-17,28,Western Kentucky Hilltoppers,11,3
MFB,2016-17,29,Ole Miss Rebels,5,7
MFB,2016-17,30,Iowa Hawkeyes,8,5
MFB,2016-17,31,BYU Cougars,9,4
MFB,2016-17,50,Notre Dame Fighting Irish,4,8
MFB,2016-17,33,Utah Utes,9,4
MFB,2016-17,34,TCU Horned Frogs,6,7
MFB,2016-17,35,Boise State Broncos,10,3
MFB,2016-17,36,South Florida Bulls,11,2
MFB,2016-17,37,NC State Wolfpack,7,6
MFB,2016-17,38,Houston Cougars,9,4
MFB,2016-17,39,Baylor Bears,7,6
MFB,2016-17,40,Temple Owls,10,4
MFB,2016-17,41,Georgia Bulldogs,8,5
MFB,2016-17,42,Northwestern Wildcats,7,6
MFB,2016-17,43,UCLA Bruins,4,8
MFB,2016-17,44,Texas Longhorns,5,7
MFB,2016-17,45,San Diego State Aztecs,11,3
MFB,2016-17,46,Georgia Tech Yellow Jackets,9,4
MFB,2016-17,47,Minnesota Golden Gophers,9,4
MFB,2016-17,48,Nebraska Cornhuskers,9,4
MFB,2016-17,49,Tulsa Golden Hurricane,10,3
MFB,2016-17,50,Arkansas Razorbacks,7,6
MFB,2016-17,51,Mississippi State Bulldogs,6,7
MFB,2016-17,52,Memphis Tigers,8,5
MFB,2016-17,53,Texas Tech Red Raiders,5,7
MFB,2016-17,54,Appalachian State Mountaineers,10,3
MFB,2016-17,55,Vanderbilt Commodores,6,7
MFB,2016-17,56,Toledo Rockets,9,4
MFB,2016-17,57,Navy Midshipmen,9,5
MFB,2016-17,58,California Golden Bears,5,7
MFB,2016-17,59,Louisiana Tech Bulldogs,9,5
MFB,2016-17,60,Michigan State Spartans,3,9
MFB,2016-17,61,Oregon Ducks,4,8
MFB,2016-17,62,Kentucky Wildcats,7,6
MFB,2016-17,63,Wake Forest Demon Deacons,7,6
MFB,2016-17,64,Missouri Tigers,4,8
MFB,2016-17,65,Duke Blue Devils,4,8
MFB,2016-17,66,Iowa State Cyclones,3,9
MFB,2016-17,67,Indiana Hoosiers,6,7
MFB,2016-17,68,Air Force Falcons,10,3
MFB,2016-17,69,Troy Trojans,10,3
MFB,2016-17,70,Arizona State Sun Devils,5,7
MFB,2016-17,71,Oregon State Beavers,4,8
MFB,2016-17,72,South Carolina Gamecocks,6,7
MFB,2016-17,73,UCF Knights,6,7
MFB,2016-17,74,Colorado State Rams,7,6
MFB,2016-17,75,Boston College Eagles,7,6
MFB,2016-17,76,Wyoming Cowboys,8,6
MFB,2016-17,77,Army Black Knights,8,5
MFB,2016-17,78,Maryland Terrapins,6,7
MFB,2016-17,79,Arizona Wildcats,3,9
MFB,2016-17,80,Arkansas State Red Wolves,8,5
MFB,2016-17,81,Syracuse Orange,4,8
MFB,2016-17,82,Northern Illinois Huskies,5,7
MFB,2016-17,83,New Mexico Lobos,9,4
MFB,2016-17,84,Virginia Cavaliers,2,10
MFB,2016-17,85,Old Dominion Monarchs,10,3
MFB,2016-17,86,Middle Tennessee Blue Raiders,8,5
MFB,2016-17,87,Ohio Bobcats,8,6
MFB,2016-17,88,Utah State Aggies,3,9
MFB,2016-17,89,Southern Mississippi Golden Eagles,7,6
MFB,2016-17,90,Cincinnati Bearcats,4,8
MFB,2016-17,91,Central Michigan Chippewas,6,7
MFB,2016-17,92,SMU Mustangs,5,7
MFB,2016-17,93,Georgia Southern Eagles,5,7
MFB,2016-17,94,Illinois Fighting Illini,3,9
MFB,2016-17,95,Tulane Green Wave,4,8
MFB,2016-17,96,Idaho Vandals,9,4
MFB,2016-17,97,Miami (OH) RedHawks,6,7
MFB,2016-17,98,East Carolina Pirates,3,9
MFB,2016-17,99,Purdue Boilermakers,3,9
MFB,2016-17,100,Nevada Wolf Pack,5,7
MFB,2016-17,101,UT San Antonio Roadrunners,6,7
MFB,2016-17,102,San Jose State Spartans,4,8
MFB,2016-17,103,Ball State Cardinals,4,8
MFB,2016-17,104,Kansas Jayhawks,2,10
MFB,2016-17,105,Eastern Michigan Eagles,7,6
MFB,2016-17,106,Louisiana Ragin' Cajuns,6,7
MFB,2016-17,107,UNLV Rebels,4,8
MFB,2016-17,108,Akron Zips,5,7
MFB,2016-17,109,Kent State Golden Flashes,3,9
MFB,2016-17,110,Georgia State Panthers,3,9
MFB,2016-17,111,Hawai'i Rainbow Warriors,7,7
MFB,2016-17,112,Connecticut Huskies,3,9
MFB,2016-17,113,Rutgers Scarlet Knights,2,10
MFB,2016-17,114,South Alabama Jaguars,6,7
MFB,2016-17,115,Marshall Thundering Herd,3,9
MFB,2016-17,116,Bowling Green Falcons,4,8
MFB,2016-17,117,North Texas Mean Green,5,8
MFB,2016-17,118,UMass Minutemen,2,10
MFB,2016-17,119,Florida Atlantic Owls,3,9
