School,Year,Conf,Overall_W,Overall_L,Overall_T,Overall_Pct,Conf_W,Conf_L,Conf_T,Conf_Pct,SRS,SOS,AP_Pre,AP_High,AP_Post,Coach(es),Bowl,Notes,url_coach
Oklahoma State,1959,Ind,6,4,0.0,0.6,,,,,3.03,0.13,,,,Cliff Speegle (6-4),,,https://www.sports-reference.com
Oklahoma State,1958,Ind,8,3,0.0,0.727,,,,,9.08,3.35,,19.0,19.0,Cliff Speegle (8-3),Bluegrass Bowl-W,,https://www.sports-reference.com
Oklahoma State,1957,Ind,6,3,1.0,0.65,,,,,3.59,-2.81,,,,Cliff Speegle (6-3-1),,,https://www.sports-reference.com
Oklahoma State,1956,MVC,3,5,2.0,0.4,2.0,1.0,1.0,0.625,-0.37,0.43,,,,Cliff Speegle (3-5-2),,,https://www.sports-reference.com
Oklahoma State,1955,MVC,2,8,0.0,0.2,1.0,3.0,0.0,0.25,-3.5,2.61,,,,Cliff Speegle (2-8),,,https://www.sports-reference.com
Oklahoma State,1954,MVC,5,4,1.0,0.55,2.0,2.0,0.0,0.5,0.74,-2.26,,,,Jennings Whitworth (5-4-1),,,https://www.sports-reference.com
Oklahoma State,1953,MVC,7,3,0.0,0.7,3.0,1.0,0.0,0.75,8.18,4.08,,,,Jennings Whitworth (7-3),,,https://www.sports-reference.com
Oklahoma State,1952,MVC,3,7,0.0,0.3,2.0,2.0,0.0,0.5,1.88,4.88,,,,Jennings Whitworth (3-7),,,https://www.sports-reference.com
Oklahoma State,1951,MVC,3,7,0.0,0.3,3.0,2.0,0.0,0.6,-7.41,0.79,,,,Jennings Whitworth (3-7),,,https://www.sports-reference.com
Oklahoma State,1950,MVC,4,6,1.0,0.409,1.0,2.0,1.0,0.375,-1.08,5.01,,,,Jennings Whitworth (4-6-1),,,https://www.sports-reference.com
Oklahoma State,1949,MVC,4,4,2.0,0.5,2.0,1.0,1.0,0.625,2.55,1.05,,,,Jim Lookabaugh (4-4-2),,,https://www.sports-reference.com
Oklahoma State,1948,MVC,6,4,0.0,0.6,2.0,0.0,0.0,1.0,4.34,-2.27,,,,Jim Lookabaugh (6-4),Delta Bowl-L,,https://www.sports-reference.com
Oklahoma State,1947,MVC,3,7,0.0,0.3,0.0,2.0,0.0,0.0,-1.0,1.4,,,,Jim Lookabaugh (3-7),,,https://www.sports-reference.com
Oklahoma State,1946,MVC,3,7,1.0,0.318,1.0,1.0,0.0,0.5,1.12,5.03,,,,Jim Lookabaugh (3-7-1),,,https://www.sports-reference.com
Oklahoma State,1945,MVC,9,0,0.0,1.0,1.0,0.0,0.0,1.0,18.66,1.22,,5.0,5.0,Jim Lookabaugh (9-0),Sugar Bowl-W,,https://www.sports-reference.com
Oklahoma State,1944,MVC,8,1,0.0,0.889,1.0,0.0,0.0,1.0,17.6,5.71,,15.0,,Jim Lookabaugh (8-1),Cotton Bowl-W,,https://www.sports-reference.com
Oklahoma State,1943,MVC,3,4,0.0,0.429,0.0,1.0,0.0,0.0,-16.37,-8.51,,,,Jim Lookabaugh (3-4),,,https://www.sports-reference.com
Oklahoma State,1942,MVC,6,3,1.0,0.65,4.0,1.0,0.0,0.8,6.26,-0.94,,,,Jim Lookabaugh (6-3-1),,,https://www.sports-reference.com
Oklahoma State,1941,MVC,5,4,0.0,0.556,3.0,1.0,0.0,0.75,1.94,-1.39,,,,Jim Lookabaugh (5-4),,,https://www.sports-reference.com
Oklahoma State,1940,MVC,6,3,1.0,0.65,4.0,1.0,0.0,0.8,0.55,-4.65,,,,Jim Lookabaugh (6-3-1),,,https://www.sports-reference.com
Oklahoma State,1939,MVC,5,4,1.0,0.55,3.0,1.0,0.0,0.75,-0.35,-1.85,,,,Jim Lookabaugh (5-4-1),,,https://www.sports-reference.com
Oklahoma State,1938,MVC,2,8,0.0,0.2,0.0,4.0,0.0,0.0,-12.92,-2.62,,,,Ted Cox (2-8),,,https://www.sports-reference.com
Oklahoma State,1937,MVC,4,6,0.0,0.4,2.0,2.0,0.0,0.5,-7.78,-4.58,,,,Ted Cox (4-6),,,https://www.sports-reference.com
Oklahoma State,1936,MVC,1,9,0.0,0.1,1.0,2.0,0.0,0.333,-14.11,-0.21,,,,Ted Cox (1-9),,,https://www.sports-reference.com
Old Dominion,2021,CUSA,6,7,,0.462,5.0,3.0,0.0,0.625,-5.01,-4.39,,,,Ricky Rahne (6-7),Myrtle Beach Bowl-L,,https://www.sports-reference.com
Old Dominion,2020,CUSA,0,0,0.0,,,,,,,,,,,Ricky Rahne (0-0),,,https://www.sports-reference.com
Old Dominion,2019,CUSA,1,11,0.0,0.083,0.0,8.0,0.0,0.0,-17.12,-4.2,,,,Bobby Wilder (1-11),,,https://www.sports-reference.com
Old Dominion,2018,CUSA,4,8,0.0,0.333,2.0,6.0,0.0,0.25,-12.87,-6.79,,,,Bobby Wilder (4-8),,,https://www.sports-reference.com
Old Dominion,2017,CUSA,5,7,0.0,0.417,3.0,5.0,0.0,0.375,-13.95,-6.53,,,,Bobby Wilder (5-7),,,https://www.sports-reference.com
Old Dominion,2016,CUSA,10,3,0.0,0.769,7.0,1.0,0.0,0.875,1.11,-6.51,,,,Bobby Wilder (10-3),Popeyes Bahamas Bowl-W,,https://www.sports-reference.com
Old Dominion,2015,CUSA,5,7,0.0,0.417,3.0,5.0,0.0,0.375,-15.4,-6.9,,,,Bobby Wilder (5-7),,,https://www.sports-reference.com
Old Dominion,2014,CUSA,6,6,0.0,0.5,4.0,4.0,0.0,0.5,-6.1,-3.6,,,,Bobby Wilder (6-6),,,https://www.sports-reference.com
Ole Miss,2021,SEC,10,3,,0.769,6.0,2.0,0.0,0.75,11.43,4.05,,8.0,11.0,Lane Kiffin (10-3),Sugar Bowl-L,,https://www.sports-reference.com
Ole Miss,2020,SEC,5,5,0.0,0.5,4.0,5.0,0.0,0.444,8.07,7.57,,,,Lane Kiffin (5-5),Outback Bowl-W,,https://www.sports-reference.com
Ole Miss,2019,SEC,4,8,0.0,0.333,2.0,6.0,0.0,0.25,2.24,3.82,,,,Matt Luke (4-8),,,https://www.sports-reference.com
Ole Miss,2018,SEC,5,7,0.0,0.417,1.0,7.0,0.0,0.125,2.81,4.39,,,,Matt Luke (5-7),,,https://www.sports-reference.com
Ole Miss,2017,SEC,6,6,0.0,0.5,3.0,5.0,0.0,0.375,2.78,1.44,,,,Matt Luke (6-6),,,https://www.sports-reference.com
Ole Miss,2016,SEC,5,7,0.0,0.417,2.0,6.0,0.0,0.25,4.74,5.83,11.0,11.0,,Hugh Freeze (5-7),,record adjusted to 0-7-0 by NCAA,https://www.sports-reference.com
Ole Miss,2015,SEC,10,3,0.0,0.769,6.0,2.0,0.0,0.75,14.42,4.42,17.0,3.0,10.0,Hugh Freeze (10-3),Sugar Bowl-W,,https://www.sports-reference.com
Ole Miss,2014,SEC,9,4,0.0,0.692,5.0,3.0,0.0,0.625,16.8,8.11,18.0,3.0,17.0,Hugh Freeze (9-4),Peach Bowl-L,record adjusted to 1-4-0 by NCAA,https://www.sports-reference.com
Ole Miss,2013,SEC,8,5,0.0,0.615,3.0,5.0,0.0,0.375,10.42,5.89,,21.0,,Hugh Freeze (8-5),Music City Bowl-W,record adjusted to 1-5-0 by NCAA,https://www.sports-reference.com
Ole Miss,2012,SEC,7,6,0.0,0.538,3.0,5.0,0.0,0.375,8.43,5.2,,,,Hugh Freeze (7-6),BBVA Compass Bowl-W,record adjusted to 0-6-0 by NCAA,https://www.sports-reference.com
Ole Miss,2011,SEC,2,10,0.0,0.167,0.0,8.0,0.0,0.0,-6.71,5.79,,,,Houston Nutt (2-10),,record adjusted to 0-10-0 by NCAA,https://www.sports-reference.com
Ole Miss,2010,SEC,4,8,0.0,0.333,1.0,7.0,0.0,0.125,-1.83,2.09,,,,Houston Nutt (4-8),,record adjusted to 0-8-0 by NCAA,https://www.sports-reference.com
Ole Miss,2009,SEC,9,4,0.0,0.692,4.0,4.0,0.0,0.5,11.5,2.5,8.0,4.0,20.0,Houston Nutt (9-4),Cotton Bowl-W,,https://www.sports-reference.com
Ole Miss,2008,SEC,9,4,0.0,0.692,5.0,3.0,0.0,0.625,12.11,3.18,,14.0,14.0,Houston Nutt (9-4),Cotton Bowl-W,,https://www.sports-reference.com
Ole Miss,2007,SEC,3,9,0.0,0.25,0.0,8.0,0.0,0.0,-1.31,6.11,,,,Ed Orgeron (3-9),,,https://www.sports-reference.com
Ole Miss,2006,SEC,4,8,0.0,0.333,2.0,6.0,0.0,0.25,-1.74,4.59,,,,Ed Orgeron (4-8),,,https://www.sports-reference.com
Ole Miss,2005,SEC,3,8,0.0,0.273,1.0,7.0,0.0,0.125,-7.48,0.52,,,,Ed Orgeron (3-8),,,https://www.sports-reference.com
Ole Miss,2004,SEC,4,7,0.0,0.364,3.0,5.0,0.0,0.375,-2.17,2.93,,,,David Cutcliffe (4-7),,,https://www.sports-reference.com
Ole Miss,2003,SEC,10,3,0.0,0.769,7.0,1.0,0.0,0.875,10.99,2.53,,13.0,13.0,David Cutcliffe (10-3),Cotton Bowl-W,,https://www.sports-reference.com
Ole Miss,2002,SEC,7,6,0.0,0.538,3.0,5.0,0.0,0.375,4.44,3.13,,21.0,,David Cutcliffe (7-6),Independence Bowl-W,,https://www.sports-reference.com
Ole Miss,2001,SEC,7,4,0.0,0.636,4.0,4.0,0.0,0.5,5.64,-0.18,,,,David Cutcliffe (7-4),,,https://www.sports-reference.com
Ole Miss,2000,SEC,7,5,0.0,0.583,4.0,4.0,0.0,0.5,4.18,1.09,18.0,18.0,,David Cutcliffe (7-5),Music City Bowl-L,,https://www.sports-reference.com
Ole Miss,1999,SEC,8,4,0.0,0.667,4.0,4.0,0.0,0.5,10.79,3.37,,16.0,22.0,David Cutcliffe (8-4),Independence Bowl-W,,https://www.sports-reference.com
Ole Miss,1998,SEC,7,5,0.0,0.583,3.0,5.0,0.0,0.375,1.46,-0.04,,,,"Tommy Tuberville (6-5), David Cutcliffe (1-0)",Independence Bowl-W,,https://www.sports-reference.com
Ole Miss,1997,SEC,8,4,0.0,0.667,4.0,4.0,0.0,0.5,11.83,8.25,,22.0,22.0,Tommy Tuberville (8-4),Motor City Bowl-W,,https://www.sports-reference.com
Ole Miss,1996,SEC,5,6,0.0,0.455,2.0,6.0,0.0,0.25,-2.93,-0.21,,,,Tommy Tuberville (5-6),,,https://www.sports-reference.com
Ole Miss,1995,SEC,6,5,0.0,0.545,3.0,5.0,0.0,0.375,0.42,0.97,,,,Tommy Tuberville (6-5),,,https://www.sports-reference.com
Ole Miss,1994,SEC,4,7,0.0,0.364,2.0,6.0,0.0,0.25,2.05,3.78,,,,Joe Lee Dunn (4-7),,,https://www.sports-reference.com
Ole Miss,1993,SEC,5,6,0.0,0.455,3.0,5.0,0.0,0.375,3.98,0.07,,,,Billy Brewer (5-6),,record adjusted to 6-5-0 by NCAA,https://www.sports-reference.com
Ole Miss,1992,SEC,9,3,0.0,0.75,5.0,3.0,0.0,0.625,7.06,1.81,,16.0,16.0,Billy Brewer (9-3),Liberty Bowl-W,,https://www.sports-reference.com
Ole Miss,1991,SEC,5,6,0.0,0.455,1.0,6.0,0.0,0.143,0.88,-0.12,,23.0,,Billy Brewer (5-6),,,https://www.sports-reference.com
Ole Miss,1990,SEC,9,3,0.0,0.75,5.0,2.0,0.0,0.714,3.16,-1.18,,15.0,21.0,Billy Brewer (9-3),Gator Bowl-L,,https://www.sports-reference.com
Ole Miss,1989,SEC,8,4,0.0,0.667,4.0,3.0,0.0,0.571,4.82,3.49,,,,Billy Brewer (8-4),Liberty Bowl-W,,https://www.sports-reference.com
Ole Miss,1988,SEC,5,6,0.0,0.455,3.0,4.0,0.0,0.429,0.88,1.15,,,,Billy Brewer (5-6),,,https://www.sports-reference.com
Ole Miss,1987,SEC,3,8,0.0,0.273,1.0,5.0,0.0,0.167,-3.69,3.22,,,,Billy Brewer (3-8),,,https://www.sports-reference.com
Ole Miss,1986,SEC,8,3,1.0,0.708,4.0,2.0,0.0,0.667,5.23,-1.77,,20.0,,Billy Brewer (8-3-1),Independence Bowl-W,,https://www.sports-reference.com
Ole Miss,1985,SEC,4,6,1.0,0.409,2.0,4.0,0.0,0.333,0.65,4.83,,,,Billy Brewer (4-6-1),,,https://www.sports-reference.com
Ole Miss,1984,SEC,4,6,1.0,0.409,1.0,5.0,0.0,0.167,2.08,3.72,,,,Billy Brewer (4-6-1),,,https://www.sports-reference.com
Ole Miss,1983,SEC,6,6,0.0,0.5,4.0,2.0,0.0,0.667,2.25,6.75,,,,Billy Brewer (6-6),Independence Bowl-L,record adjusted to 7-5-0 by NCAA,https://www.sports-reference.com
Ole Miss,1982,SEC,4,7,0.0,0.364,0.0,6.0,0.0,0.0,2.22,6.67,,,,Steve Sloan (4-7),,,https://www.sports-reference.com
Ole Miss,1981,SEC,4,6,1.0,0.409,1.0,4.0,1.0,0.25,1.02,7.65,,,,Steve Sloan (4-6-1),,,https://www.sports-reference.com
Ole Miss,1980,SEC,3,8,0.0,0.273,2.0,4.0,0.0,0.333,4.7,8.79,,,,Steve Sloan (3-8),,,https://www.sports-reference.com
Ole Miss,1979,SEC,4,7,0.0,0.364,3.0,3.0,0.0,0.5,2.29,6.11,,,,Steve Sloan (4-7),,,https://www.sports-reference.com
Ole Miss,1978,SEC,5,6,0.0,0.455,2.0,4.0,0.0,0.333,2.48,6.11,,,,Steve Sloan (5-6),,,https://www.sports-reference.com
Ole Miss,1977,SEC,5,6,0.0,0.455,2.0,5.0,0.0,0.286,8.5,8.5,,,,Ken Cooper (5-6),,record adjusted to 6-5-0 by NCAA,https://www.sports-reference.com
Ole Miss,1976,SEC,5,6,0.0,0.455,3.0,4.0,0.0,0.429,6.52,7.42,,16.0,,Ken Cooper (5-6),,record adjusted to 6-5-0 by NCAA,https://www.sports-reference.com
Ole Miss,1975,SEC,6,5,0.0,0.545,5.0,1.0,0.0,0.833,9.53,8.35,,,,Ken Cooper (6-5),,,https://www.sports-reference.com
Ole Miss,1974,SEC,3,8,0.0,0.273,0.0,6.0,0.0,0.0,0.59,8.22,,,,Ken Cooper (3-8),,,https://www.sports-reference.com
Ole Miss,1973,SEC,6,5,0.0,0.545,4.0,3.0,0.0,0.571,8.45,6.82,,,,"Billy Kinard (1-2), John Vaught (5-3)",,,https://www.sports-reference.com
Ole Miss,1972,SEC,5,5,0.0,0.5,2.0,5.0,0.0,0.286,10.97,8.07,16.0,16.0,,Billy Kinard (5-5),,,https://www.sports-reference.com
Ole Miss,1971,SEC,10,2,0.0,0.833,4.0,2.0,0.0,0.667,16.57,6.07,,15.0,15.0,Billy Kinard (10-2),Peach Bowl-W,,https://www.sports-reference.com
Ole Miss,1970,SEC,7,4,0.0,0.636,4.0,3.0,0.0,0.571,11.19,6.1,5.0,4.0,20.0,John Vaught (7-4),Gator Bowl-L,,https://www.sports-reference.com
Ole Miss,1969,SEC,8,3,0.0,0.727,4.0,2.0,0.0,0.667,17.8,7.71,9.0,8.0,8.0,John Vaught (8-3),Sugar Bowl-W,,https://www.sports-reference.com
Ole Miss,1968,SEC,7,3,1.0,0.682,3.0,2.0,1.0,0.583,9.06,6.25,,13.0,,John Vaught (7-3-1),Liberty Bowl-W,,https://www.sports-reference.com
Ole Miss,1967,SEC,6,4,1.0,0.591,4.0,2.0,1.0,0.643,11.26,9.26,,,,John Vaught (6-4-1),Sun Bowl-L,,https://www.sports-reference.com
Ole Miss,1966,SEC,8,3,0.0,0.727,5.0,2.0,0.0,0.714,17.58,9.04,,,,John Vaught (8-3),Bluebonnet Bowl-L,,https://www.sports-reference.com
Ole Miss,1965,SEC,7,4,0.0,0.636,6.0,3.0,0.0,0.667,17.41,11.5,,,,John Vaught (7-4),Liberty Bowl-W,,https://www.sports-reference.com
Ole Miss,1964,SEC,5,5,1.0,0.5,2.0,4.0,1.0,0.357,8.56,3.38,1.0,1.0,,John Vaught (5-5-1),Bluebonnet Bowl-L,,https://www.sports-reference.com
Ole Miss,1963,SEC,7,1,2.0,0.8,5.0,1.0,1.0,0.786,18.54,4.54,2.0,2.0,7.0,John Vaught (7-1-2),Sugar Bowl-L,,https://www.sports-reference.com
Ole Miss,1962,SEC,10,0,0.0,1.0,6.0,0.0,0.0,1.0,18.68,3.08,6.0,2.0,3.0,John Vaught (10-0),Sugar Bowl-W,,https://www.sports-reference.com
Ole Miss,1961,SEC,9,2,0.0,0.818,5.0,1.0,0.0,0.833,21.98,6.17,9.0,1.0,5.0,John Vaught (9-2),Cotton Bowl-L,,https://www.sports-reference.com
Ole Miss,1960,SEC,10,0,1.0,0.955,5.0,0.0,1.0,0.917,21.64,6.1,2.0,1.0,2.0,John Vaught (10-0-1),Sugar Bowl-W,,https://www.sports-reference.com
Ole Miss,1959,SEC,10,1,0.0,0.909,6.0,1.0,0.0,0.857,24.12,4.67,8.0,2.0,2.0,John Vaught (10-1),Sugar Bowl-W,,https://www.sports-reference.com
Ole Miss,1958,SEC,9,2,0.0,0.818,4.0,2.0,0.0,0.667,14.5,2.5,6.0,6.0,11.0,John Vaught (9-2),Gator Bowl-W,,https://www.sports-reference.com
Ole Miss,1957,SEC,9,1,1.0,0.864,5.0,0.0,1.0,0.917,18.33,4.24,,5.0,7.0,John Vaught (9-1-1),Sugar Bowl-W,,https://www.sports-reference.com
Ole Miss,1956,SEC,7,3,0.0,0.7,4.0,2.0,0.0,0.667,14.62,5.42,13.0,6.0,,John Vaught (7-3),,,https://www.sports-reference.com
Ole Miss,1955,SEC,10,1,0.0,0.909,5.0,1.0,0.0,0.833,18.88,5.7,15.0,8.0,10.0,John Vaught (10-1),Cotton Bowl-W,,https://www.sports-reference.com
Ole Miss,1954,SEC,9,2,0.0,0.818,5.0,0.0,0.0,1.0,13.62,-0.38,10.0,5.0,6.0,John Vaught (9-2),Sugar Bowl-L,,https://www.sports-reference.com
Ole Miss,1953,SEC,7,2,1.0,0.75,4.0,1.0,1.0,0.75,13.64,2.84,,11.0,,John Vaught (7-2-1),,,https://www.sports-reference.com
Ole Miss,1952,SEC,8,1,2.0,0.818,4.0,1.0,2.0,0.714,14.27,5.54,,6.0,7.0,John Vaught (8-1-2),Sugar Bowl-L,,https://www.sports-reference.com
Ole Miss,1951,SEC,6,3,1.0,0.65,4.0,2.0,1.0,0.643,10.8,3.7,,,,John Vaught (6-3-1),,,https://www.sports-reference.com
Ole Miss,1950,SEC,5,5,0.0,0.5,1.0,5.0,0.0,0.167,3.17,3.07,,,,John Vaught (5-5),,,https://www.sports-reference.com
Ole Miss,1949,SEC,4,5,1.0,0.45,2.0,4.0,0.0,0.333,1.34,0.74,,,,John Vaught (4-5-1),,,https://www.sports-reference.com
Ole Miss,1948,SEC,8,1,0.0,0.889,6.0,1.0,0.0,0.857,21.94,8.05,,10.0,15.0,John Vaught (8-1),,,https://www.sports-reference.com
Ole Miss,1947,SEC,9,2,0.0,0.818,6.0,1.0,0.0,0.857,16.2,5.38,,12.0,13.0,John Vaught (9-2),Delta Bowl-W,,https://www.sports-reference.com
Ole Miss,1946,SEC,2,7,0.0,0.222,1.0,6.0,0.0,0.143,1.22,9.11,,,,Red Drew (2-7),,,https://www.sports-reference.com
Ole Miss,1945,SEC,4,5,0.0,0.444,3.0,3.0,0.0,0.5,-5.99,1.12,,,,Harry Mehre (4-5),,,https://www.sports-reference.com
Ole Miss,1944,SEC,2,6,0.0,0.25,2.0,3.0,0.0,0.4,-4.02,4.98,,,,Harry Mehre (2-6),,,https://www.sports-reference.com
Ole Miss,1942,SEC,2,7,0.0,0.222,0.0,5.0,0.0,0.0,-2.13,4.43,,,,Harry Mehre (2-7),,,https://www.sports-reference.com
Ole Miss,1941,SEC,6,2,1.0,0.722,2.0,1.0,1.0,0.625,12.26,4.82,,14.0,17.0,Harry Mehre (6-2-1),,,https://www.sports-reference.com
Ole Miss,1940,SEC,9,2,0.0,0.818,3.0,1.0,0.0,0.75,9.46,-1.72,,11.0,,Harry Mehre (9-2),,,https://www.sports-reference.com
Ole Miss,1939,SEC,7,2,0.0,0.778,2.0,2.0,0.0,0.5,10.62,-1.16,,14.0,,Harry Mehre (7-2),,,https://www.sports-reference.com
Ole Miss,1938,SEC,9,2,0.0,0.818,3.0,2.0,0.0,0.6,8.19,-2.27,,,,Harry Mehre (9-2),,,https://www.sports-reference.com
Ole Miss,1937,SEC,4,5,1.0,0.45,0.0,4.0,0.0,0.0,3.82,3.42,,,,Ed Walker (4-5-1),,,https://www.sports-reference.com
Ole Miss,1936,SEC,5,5,2.0,0.5,0.0,3.0,1.0,0.125,5.72,3.89,,,,Ed Walker (5-5-2),,,https://www.sports-reference.com
Oregon,2021,Pac-12,10,4,,0.714,7.0,3.0,0.0,0.7,6.22,1.93,11.0,3.0,22.0,"Mario Cristobal (10-3), Bryan McClendon (0-1)",Alamo Bowl-L,,https://www.sports-reference.com
Oregon,2020,Pac-12,4,3,0.0,0.571,4.0,2.0,0.0,0.667,0.81,-1.77,9.0,9.0,,Mario Cristobal (4-3),Fiesta Bowl-L,,https://www.sports-reference.com
Oregon,2019,Pac-12,12,2,0.0,0.857,8.0,1.0,0.0,0.889,17.02,3.6,11.0,5.0,5.0,Mario Cristobal (12-2),Rose Bowl-W,,https://www.sports-reference.com
Oregon,2018,Pac-12,9,4,0.0,0.692,5.0,4.0,0.0,0.556,6.67,-0.49,24.0,12.0,,Mario Cristobal (9-4),Redbox Bowl-W,,https://www.sports-reference.com
Oregon,2017,Pac-12,7,6,0.0,0.538,4.0,5.0,0.0,0.444,4.66,1.89,,24.0,,"Willie Taggart (7-5), Mario Cristobal (0-1)",Las Vegas Bowl-L,,https://www.sports-reference.com
Oregon,2016,Pac-12,4,8,0.0,0.333,2.0,7.0,0.0,0.222,0.7,5.12,24.0,22.0,,Mark Helfrich (4-8),,,https://www.sports-reference.com
Oregon,2015,Pac-12,9,4,0.0,0.692,7.0,2.0,0.0,0.778,11.05,4.74,7.0,7.0,19.0,Mark Helfrich (9-4),Alamo Bowl-L,,https://www.sports-reference.com
Oregon,2014,Pac-12,13,2,0.0,0.867,8.0,1.0,0.0,0.889,22.22,6.02,3.0,2.0,2.0,Mark Helfrich (13-2),"Rose Bowl-W, College Football Championship-L",,https://www.sports-reference.com
Oregon,2013,Pac-12,11,2,0.0,0.846,7.0,2.0,0.0,0.778,21.27,5.03,3.0,2.0,9.0,Mark Helfrich (11-2),Alamo Bowl-W,,https://www.sports-reference.com
Oregon,2012,Pac-12,12,1,0.0,0.923,8.0,1.0,0.0,0.889,23.43,4.05,5.0,1.0,2.0,Chip Kelly (12-1),Fiesta Bowl-W,,https://www.sports-reference.com
Oregon,2011,Pac-12,12,2,0.0,0.857,8.0,1.0,0.0,0.889,18.8,3.23,3.0,3.0,4.0,Chip Kelly (12-2),Rose Bowl-W,,https://www.sports-reference.com
Oregon,2010,Pac-10,12,1,0.0,0.923,9.0,0.0,0.0,1.0,21.54,3.92,11.0,1.0,3.0,Chip Kelly (12-1),BCS Championship-L,,https://www.sports-reference.com
Oregon,2009,Pac-10,10,3,0.0,0.769,8.0,1.0,0.0,0.889,15.48,5.33,16.0,7.0,11.0,Chip Kelly (10-3),Rose Bowl-L,,https://www.sports-reference.com
Oregon,2008,Pac-10,10,3,0.0,0.769,7.0,2.0,0.0,0.778,12.39,3.08,21.0,10.0,10.0,Mike Bellotti (10-3),Holiday Bowl-W,,https://www.sports-reference.com
Oregon,2007,Pac-10,9,4,0.0,0.692,5.0,4.0,0.0,0.556,17.82,6.97,,2.0,23.0,Mike Bellotti (9-4),Sun Bowl-W,,https://www.sports-reference.com
Oregon,2006,Pac-10,7,6,0.0,0.538,4.0,5.0,0.0,0.444,5.94,5.55,21.0,11.0,,Mike Bellotti (7-6),Las Vegas Bowl-L,,https://www.sports-reference.com
Oregon,2005,Pac-10,10,2,0.0,0.833,7.0,1.0,0.0,0.875,13.13,3.05,,6.0,12.0,Mike Bellotti (10-2),Holiday Bowl-L,,https://www.sports-reference.com
Oregon,2004,Pac-10,5,6,0.0,0.455,4.0,4.0,0.0,0.5,4.6,5.42,23.0,23.0,,Mike Bellotti (5-6),,,https://www.sports-reference.com
Oregon,2003,Pac-10,8,5,0.0,0.615,5.0,3.0,0.0,0.625,5.32,3.48,,10.0,,Mike Bellotti (8-5),Sun Bowl-L,,https://www.sports-reference.com
Oregon,2002,Pac-10,7,6,0.0,0.538,3.0,5.0,0.0,0.375,4.51,2.13,15.0,6.0,,Mike Bellotti (7-6),Seattle Bowl-L,,https://www.sports-reference.com
Oregon,2001,Pac-10,11,1,0.0,0.917,7.0,1.0,0.0,0.875,16.92,4.67,7.0,2.0,2.0,Mike Bellotti (11-1),Fiesta Bowl-W,,https://www.sports-reference.com
Oregon,2000,Pac-10,10,2,0.0,0.833,7.0,1.0,0.0,0.875,13.75,5.08,,5.0,7.0,Mike Bellotti (10-2),Holiday Bowl-W,,https://www.sports-reference.com
Oregon,1999,Pac-10,9,3,0.0,0.75,6.0,2.0,0.0,0.75,8.17,1.09,,19.0,19.0,Mike Bellotti (9-3),Sun Bowl-W,,https://www.sports-reference.com
Oregon,1998,Pac-10,8,4,0.0,0.667,5.0,3.0,0.0,0.625,11.56,3.81,,11.0,,Mike Bellotti (8-4),Aloha Classic-L,,https://www.sports-reference.com
Oregon,1997,Pac-10,7,5,0.0,0.583,3.0,5.0,0.0,0.375,9.29,6.62,,,,Mike Bellotti (7-5),Las Vegas Bowl-W,,https://www.sports-reference.com
Oregon,1996,Pac-10,6,5,0.0,0.545,3.0,5.0,0.0,0.375,4.46,3.55,,25.0,,Mike Bellotti (6-5),,,https://www.sports-reference.com
Oregon,1995,Pac-10,9,3,0.0,0.75,6.0,2.0,0.0,0.75,7.09,1.67,,10.0,18.0,Mike Bellotti (9-3),Cotton Bowl-L,,https://www.sports-reference.com
Oregon,1994,Pac-10,9,4,0.0,0.692,7.0,1.0,0.0,0.875,11.32,5.17,,11.0,11.0,Rich Brooks (9-4),Rose Bowl-L,,https://www.sports-reference.com
Oregon,1993,Pac-10,5,6,0.0,0.455,2.0,6.0,0.0,0.25,3.58,4.31,,,,Rich Brooks (5-6),,,https://www.sports-reference.com
Oregon,1992,Pac-10,6,6,0.0,0.5,4.0,4.0,0.0,0.5,6.3,5.71,,,,Rich Brooks (6-6),Independence Bowl-L,,https://www.sports-reference.com
Oregon,1991,Pac-10,3,8,0.0,0.273,1.0,7.0,0.0,0.125,-0.01,4.9,,,,Rich Brooks (3-8),,,https://www.sports-reference.com
Oregon,1990,Pac-10,8,4,0.0,0.667,4.0,3.0,0.0,0.571,9.64,2.64,,19.0,,Rich Brooks (8-4),Freedom Bowl-L,,https://www.sports-reference.com
Oregon,1989,Pac-10,8,4,0.0,0.667,5.0,3.0,0.0,0.625,9.94,2.36,,22.0,,Rich Brooks (8-4),Independence Bowl-W,,https://www.sports-reference.com
Oregon,1988,Pac-10,6,6,0.0,0.5,3.0,5.0,0.0,0.375,4.91,4.24,,18.0,,Rich Brooks (6-6),,,https://www.sports-reference.com
Oregon,1987,Pac-10,6,5,0.0,0.545,4.0,4.0,0.0,0.5,4.3,5.12,,16.0,,Rich Brooks (6-5),,,https://www.sports-reference.com
Oregon,1986,Pac-10,5,6,0.0,0.455,3.0,5.0,0.0,0.375,4.11,10.2,,,,Rich Brooks (5-6),,,https://www.sports-reference.com
Oregon,1985,Pac-10,5,6,0.0,0.455,3.0,4.0,0.0,0.429,2.15,1.43,,,,Rich Brooks (5-6),,,https://www.sports-reference.com
Oregon,1984,Pac-10,6,5,0.0,0.545,3.0,5.0,0.0,0.375,1.66,0.93,,,,Rich Brooks (6-5),,,https://www.sports-reference.com
Oregon,1983,Pac-10,4,6,1.0,0.409,3.0,3.0,1.0,0.5,-5.26,0.29,,,,Rich Brooks (4-6-1),,,https://www.sports-reference.com
