School,Year,Conf,Overall_W,Overall_L,Overall_T,Overall_Pct,Conf_W,Conf_L,Conf_T,Conf_Pct,SRS,SOS,AP_Pre,AP_High,AP_Post,Coach(es),Bowl,Notes,url_coach
Air Force,2021,MWC,10,3,,0.769,6.0,2.0,0.0,0.75,8.7,-1.84,,,,Troy Calhoun (10-3),First Responder Bowl-W,,https://www.sports-reference.com
Air Force,2020,MWC,3,3,0.0,0.5,2.0,2.0,0.0,0.5,0.85,-4.99,,,,Troy Calhoun (3-3),,,https://www.sports-reference.com
Air Force,2019,MWC,11,2,0.0,0.846,7.0,1.0,0.0,0.875,10.47,-2.22,,22.0,22.0,Troy Calhoun (11-2),Cheez-It Bowl-W,,https://www.sports-reference.com
Air Force,2018,MWC,5,7,0.0,0.417,3.0,5.0,0.0,0.375,-1.72,-3.8,,,,Troy Calhoun (5-7),,,https://www.sports-reference.com
Air Force,2017,MWC,5,7,0.0,0.417,4.0,4.0,0.0,0.5,-4.77,-1.02,,,,Troy Calhoun (5-7),,,https://www.sports-reference.com
Air Force,2016,MWC,10,3,0.0,0.769,5.0,3.0,0.0,0.625,4.09,-4.53,,,,Troy Calhoun (10-3),Arizona Bowl-W,,https://www.sports-reference.com
Air Force,2015,MWC,8,6,0.0,0.571,6.0,2.0,0.0,0.75,0.36,-3.14,,,,Troy Calhoun (8-6),Armed Forces Bowl-L,,https://www.sports-reference.com
Air Force,2014,MWC,10,3,0.0,0.769,5.0,3.0,0.0,0.625,2.2,-4.88,,,,Troy Calhoun (10-3),Famous Idaho Potato Bowl-W,,https://www.sports-reference.com
Air Force,2013,MWC,2,10,0.0,0.167,0.0,8.0,0.0,0.0,-14.88,-3.22,,,,Troy Calhoun (2-10),,,https://www.sports-reference.com
Air Force,2012,MWC,6,7,0.0,0.462,5.0,3.0,0.0,0.625,-7.35,-6.35,,,,Troy Calhoun (6-7),Armed Forces Bowl-L,,https://www.sports-reference.com
Air Force,2011,MWC,7,6,0.0,0.538,3.0,4.0,0.0,0.429,-0.38,-4.23,,,,Troy Calhoun (7-6),Military Bowl-L,,https://www.sports-reference.com
Air Force,2010,MWC,9,4,0.0,0.692,5.0,3.0,0.0,0.625,6.87,-1.05,,23.0,,Troy Calhoun (9-4),Independence Bowl-W,,https://www.sports-reference.com
Air Force,2009,MWC,8,5,0.0,0.615,5.0,3.0,0.0,0.625,6.57,-2.28,,,,Troy Calhoun (8-5),Armed Forces Bowl-W,,https://www.sports-reference.com
Air Force,2008,MWC,8,5,0.0,0.615,5.0,3.0,0.0,0.625,2.55,-2.53,,,,Troy Calhoun (8-5),Armed Forces Bowl-L,,https://www.sports-reference.com
Air Force,2007,MWC,9,4,0.0,0.692,6.0,2.0,0.0,0.75,5.36,-2.33,,,,Troy Calhoun (9-4),Armed Forces Bowl-L,,https://www.sports-reference.com
Air Force,2006,MWC,4,8,0.0,0.333,3.0,5.0,0.0,0.375,-2.94,0.81,,,,Fisher DeBerry (4-8),,,https://www.sports-reference.com
Air Force,2005,MWC,4,7,0.0,0.364,3.0,5.0,0.0,0.375,-4.38,-1.65,,,,Fisher DeBerry (4-7),,,https://www.sports-reference.com
Air Force,2004,MWC,5,6,0.0,0.455,3.0,4.0,0.0,0.429,0.52,1.16,,,,Fisher DeBerry (5-6),,,https://www.sports-reference.com
Air Force,2003,MWC,7,5,0.0,0.583,3.0,4.0,0.0,0.429,1.14,-2.94,,,,Fisher DeBerry (7-5),,,https://www.sports-reference.com
Air Force,2002,MWC,8,5,0.0,0.615,4.0,3.0,0.0,0.571,2.96,-3.27,,18.0,,Fisher DeBerry (8-5),San Francisco Bowl-L,,https://www.sports-reference.com
Air Force,2001,MWC,6,6,0.0,0.5,3.0,4.0,0.0,0.429,-6.3,-3.22,,,,Fisher DeBerry (6-6),,,https://www.sports-reference.com
Air Force,2000,MWC,9,3,0.0,0.75,5.0,2.0,0.0,0.714,2.84,-4.33,,,,Fisher DeBerry (9-3),Silicon Valley Bowl-W,,https://www.sports-reference.com
Air Force,1999,MWC,6,5,0.0,0.545,2.0,5.0,0.0,0.286,2.35,-1.56,,24.0,,Fisher DeBerry (6-5),,,https://www.sports-reference.com
Air Force,1998,WAC,12,1,0.0,0.923,7.0,1.0,0.0,0.875,12.59,-3.25,,13.0,13.0,Fisher DeBerry (12-1),Oahu Classic-W,,https://www.sports-reference.com
Air Force,1997,WAC,10,3,0.0,0.769,6.0,2.0,0.0,0.75,2.85,-4.38,,18.0,,Fisher DeBerry (10-3),Las Vegas Bowl-L,,https://www.sports-reference.com
Air Force,1996,WAC,6,5,0.0,0.545,5.0,3.0,0.0,0.625,5.24,-0.76,,,,Fisher DeBerry (6-5),,,https://www.sports-reference.com
Air Force,1995,WAC,8,5,0.0,0.615,6.0,2.0,0.0,0.75,4.21,0.74,,21.0,,Fisher DeBerry (8-5),Copper Bowl-L,,https://www.sports-reference.com
Air Force,1994,WAC,8,4,0.0,0.667,6.0,2.0,0.0,0.75,5.34,-0.08,,,,Fisher DeBerry (8-4),,,https://www.sports-reference.com
Air Force,1993,WAC,4,8,0.0,0.333,1.0,7.0,0.0,0.125,-7.94,-5.94,,,,Fisher DeBerry (4-8),,,https://www.sports-reference.com
Air Force,1992,WAC,7,5,0.0,0.583,4.0,4.0,0.0,0.5,-2.03,-2.28,,,,Fisher DeBerry (7-5),Liberty Bowl-L,,https://www.sports-reference.com
Air Force,1991,WAC,10,3,0.0,0.769,6.0,2.0,0.0,0.75,4.73,-3.89,,25.0,25.0,Fisher DeBerry (10-3),Liberty Bowl-W,,https://www.sports-reference.com
Air Force,1990,WAC,7,5,0.0,0.583,3.0,4.0,0.0,0.429,0.78,-0.22,,,,Fisher DeBerry (7-5),Liberty Bowl-W,,https://www.sports-reference.com
Air Force,1989,WAC,8,4,1.0,0.654,5.0,1.0,1.0,0.786,7.2,-0.41,,17.0,,Fisher DeBerry (8-4-1),Liberty Bowl-L,,https://www.sports-reference.com
Air Force,1988,WAC,5,7,0.0,0.417,3.0,5.0,0.0,0.375,-0.53,0.39,,,,Fisher DeBerry (5-7),,,https://www.sports-reference.com
Air Force,1987,WAC,9,4,0.0,0.692,6.0,2.0,0.0,0.75,4.91,-2.25,,,,Fisher DeBerry (9-4),Freedom Bowl-L,,https://www.sports-reference.com
Air Force,1986,WAC,6,5,0.0,0.545,5.0,2.0,0.0,0.714,-0.88,-1.7,,,,Fisher DeBerry (6-5),,,https://www.sports-reference.com
Air Force,1985,WAC,12,1,0.0,0.923,7.0,1.0,0.0,0.875,16.36,0.13,,4.0,8.0,Fisher DeBerry (12-1),Bluebonnet Bowl-W,,https://www.sports-reference.com
Air Force,1984,WAC,8,4,0.0,0.667,4.0,3.0,0.0,0.571,8.58,-0.09,,,,Fisher DeBerry (8-4),Independence Bowl-W,,https://www.sports-reference.com
Air Force,1983,WAC,10,2,0.0,0.833,5.0,2.0,0.0,0.714,8.43,-2.99,,13.0,13.0,Ken Hatfield (10-2),Independence Bowl-W,,https://www.sports-reference.com
Air Force,1982,WAC,8,5,0.0,0.615,4.0,3.0,0.0,0.571,3.32,1.17,,,,Ken Hatfield (8-5),Hall of Fame Classic-W,,https://www.sports-reference.com
Air Force,1981,WAC,4,7,0.0,0.364,2.0,3.0,0.0,0.4,-6.02,0.89,,,,Ken Hatfield (4-7),,,https://www.sports-reference.com
Air Force,1980,WAC,2,9,1.0,0.208,1.0,3.0,0.0,0.25,-7.01,2.49,,,,Ken Hatfield (2-9-1),,,https://www.sports-reference.com
Air Force,1979,Ind,2,9,0.0,0.182,,,,,-10.27,-0.45,,,,Ken Hatfield (2-9),,,https://www.sports-reference.com
Air Force,1978,Ind,3,8,0.0,0.273,,,,,-14.03,-4.21,,,,Bill Parcells (3-8),,,https://www.sports-reference.com
Air Force,1977,Ind,2,8,1.0,0.227,,,,,-6.24,6.85,,,,Ben Martin (2-8-1),,,https://www.sports-reference.com
Air Force,1976,Ind,4,7,0.0,0.364,,,,,-7.15,-0.06,,,,Ben Martin (4-7),,,https://www.sports-reference.com
Air Force,1975,Ind,2,8,1.0,0.227,,,,,-2.93,5.53,,,,Ben Martin (2-8-1),,,https://www.sports-reference.com
Air Force,1974,Ind,2,9,0.0,0.182,,,,,-7.01,-1.65,,,,Ben Martin (2-9),,,https://www.sports-reference.com
Air Force,1973,Ind,6,4,0.0,0.6,,,,,3.88,3.38,,,,Ben Martin (6-4),,,https://www.sports-reference.com
Air Force,1972,Ind,6,4,0.0,0.6,,,,,3.66,-2.24,,16.0,,Ben Martin (6-4),,,https://www.sports-reference.com
Air Force,1971,Ind,6,4,0.0,0.6,,,,,5.5,4.3,,18.0,,Ben Martin (6-4),,,https://www.sports-reference.com
Air Force,1970,Ind,9,3,0.0,0.75,,,,,15.2,5.03,,7.0,16.0,Ben Martin (9-3),Sugar Bowl-L,,https://www.sports-reference.com
Air Force,1969,Ind,6,4,0.0,0.6,,,,,12.13,6.23,,19.0,,Ben Martin (6-4),,,https://www.sports-reference.com
Air Force,1968,Ind,7,3,0.0,0.7,,,,,7.17,-1.04,,,,Ben Martin (7-3),,,https://www.sports-reference.com
Air Force,1967,Ind,2,6,2.0,0.3,,,,,-4.33,3.47,,,,Ben Martin (2-6-2),,,https://www.sports-reference.com
Air Force,1966,Ind,4,6,0.0,0.4,,,,,-0.33,3.77,,,,Ben Martin (4-6),,,https://www.sports-reference.com
Air Force,1965,Ind,3,6,1.0,0.35,,,,,1.44,2.94,,,,Ben Martin (3-6-1),,,https://www.sports-reference.com
Air Force,1964,Ind,4,5,1.0,0.45,,,,,5.6,9.0,,,,Ben Martin (4-5-1),,,https://www.sports-reference.com
Air Force,1963,Ind,7,4,0.0,0.636,,,,,8.97,2.88,,,,Ben Martin (7-4),Gator Bowl-L,,https://www.sports-reference.com
Air Force,1962,Ind,5,5,0.0,0.5,,,,,0.45,0.95,,,,Ben Martin (5-5),,,https://www.sports-reference.com
Air Force,1961,Ind,3,7,0.0,0.3,,,,,-9.71,-1.41,,,,Ben Martin (3-7),,,https://www.sports-reference.com
Air Force,1960,Ind,4,6,0.0,0.4,,,,,0.1,2.8,,,,Ben Martin (4-6),,,https://www.sports-reference.com
Air Force,1959,Ind,5,4,1.0,0.55,,,,,3.06,0.06,15.0,15.0,,Ben Martin (5-4-1),,,https://www.sports-reference.com
Air Force,1958,Ind,9,0,2.0,0.909,,,,,14.31,2.4,,6.0,6.0,Ben Martin (9-0-2),Cotton Bowl-T,,https://www.sports-reference.com
Air Force,1957,Ind,3,6,1.0,0.35,,,,,-11.67,-7.17,,,,Buck Shaw (3-6-1),,,https://www.sports-reference.com
Akron,2021,MAC,2,10,,0.167,1.0,7.0,0.0,0.125,-16.82,-4.41,,,,"Tom Arth (2-7), Oscar Rodriguez (0-3)",,,https://www.sports-reference.com
Akron,2020,MAC,1,5,0.0,0.167,1.0,5.0,0.0,0.167,-8.82,5.52,,,,Tom Arth (1-5),,,https://www.sports-reference.com
Akron,2019,MAC,0,12,0.0,0.0,0.0,8.0,0.0,0.0,-26.64,-7.06,,,,Tom Arth (0-12),,,https://www.sports-reference.com
Akron,2018,MAC,4,8,0.0,0.333,2.0,6.0,0.0,0.25,-11.66,-3.33,,,,Terry Bowden (4-8),,,https://www.sports-reference.com
Akron,2017,MAC,7,7,0.0,0.5,6.0,2.0,0.0,0.75,-4.82,-1.96,,,,Terry Bowden (7-7),Boca Raton Bowl-L,,https://www.sports-reference.com
Akron,2016,MAC,5,7,0.0,0.417,3.0,5.0,0.0,0.375,-6.52,-3.93,,,,Terry Bowden (5-7),,,https://www.sports-reference.com
Akron,2015,MAC,8,5,0.0,0.615,5.0,3.0,0.0,0.625,-0.37,-4.44,,,,Terry Bowden (8-5),Famous Idaho Potato Bowl-W,,https://www.sports-reference.com
Akron,2014,MAC,5,7,0.0,0.417,3.0,5.0,0.0,0.375,-9.23,-7.73,,,,Terry Bowden (5-7),,,https://www.sports-reference.com
Akron,2013,MAC,5,7,0.0,0.417,4.0,4.0,0.0,0.5,-9.86,-4.28,,,,Terry Bowden (5-7),,,https://www.sports-reference.com
Akron,2012,MAC,1,11,0.0,0.083,0.0,8.0,0.0,0.0,-15.31,-4.31,,,,Terry Bowden (1-11),,,https://www.sports-reference.com
Akron,2011,MAC,1,11,0.0,0.083,0.0,8.0,0.0,0.0,-19.11,-3.52,,,,Rob Ianello (1-11),,,https://www.sports-reference.com
Akron,2010,MAC,1,11,0.0,0.083,1.0,7.0,0.0,0.125,-21.54,-6.29,,,,Rob Ianello (1-11),,,https://www.sports-reference.com
Akron,2009,MAC,3,9,0.0,0.25,2.0,6.0,0.0,0.25,-14.65,-4.99,,,,J.D. Brookhart (3-9),,,https://www.sports-reference.com
Akron,2008,MAC,5,7,0.0,0.417,3.0,5.0,0.0,0.375,-6.87,-4.95,,,,J.D. Brookhart (5-7),,,https://www.sports-reference.com
Akron,2007,MAC,4,8,0.0,0.333,3.0,5.0,0.0,0.375,-12.52,-5.27,,,,J.D. Brookhart (4-8),,,https://www.sports-reference.com
Akron,2006,MAC,5,7,0.0,0.417,3.0,5.0,0.0,0.375,-9.7,-6.7,,,,J.D. Brookhart (5-7),,,https://www.sports-reference.com
Akron,2005,MAC,7,6,0.0,0.538,5.0,3.0,0.0,0.625,-5.5,-4.96,,,,J.D. Brookhart (7-6),Motor City Bowl-L,,https://www.sports-reference.com
Akron,2004,MAC,6,5,0.0,0.545,6.0,2.0,0.0,0.75,-9.06,-7.16,,,,J.D. Brookhart (6-5),,,https://www.sports-reference.com
Akron,2003,MAC,7,5,0.0,0.583,5.0,3.0,0.0,0.625,-5.96,-8.62,,,,Lee Owens (7-5),,,https://www.sports-reference.com
Akron,2002,MAC,4,8,0.0,0.333,3.0,5.0,0.0,0.375,-9.42,-4.92,,,,Lee Owens (4-8),,,https://www.sports-reference.com
Akron,2001,MAC,4,7,0.0,0.364,4.0,4.0,0.0,0.5,-9.08,-3.62,,,,Lee Owens (4-7),,,https://www.sports-reference.com
Akron,2000,MAC,6,5,0.0,0.545,5.0,3.0,0.0,0.625,-5.38,-7.65,,,,Lee Owens (6-5),,,https://www.sports-reference.com
Akron,1999,MAC,7,4,0.0,0.636,5.0,3.0,0.0,0.625,-7.63,-9.63,,,,Lee Owens (7-4),,,https://www.sports-reference.com
Akron,1998,MAC,4,7,0.0,0.364,3.0,6.0,0.0,0.333,-13.41,-10.5,,,,Lee Owens (4-7),,,https://www.sports-reference.com
Akron,1997,MAC,2,9,0.0,0.182,2.0,7.0,0.0,0.222,-13.11,-0.29,,,,Lee Owens (2-9),,,https://www.sports-reference.com
Akron,1996,MAC,4,7,0.0,0.364,3.0,5.0,0.0,0.375,-16.69,-10.6,,,,Lee Owens (4-7),,,https://www.sports-reference.com
Akron,1995,MAC,2,9,0.0,0.182,2.0,6.0,0.0,0.25,-18.58,-4.67,,,,Lee Owens (2-9),,,https://www.sports-reference.com
Akron,1994,MAC,1,10,0.0,0.091,1.0,8.0,0.0,0.111,-31.17,-13.71,,,,Gerry Faust (1-10),,,https://www.sports-reference.com
Akron,1993,MAC,5,6,0.0,0.455,4.0,4.0,0.0,0.5,-16.66,-14.57,,,,Gerry Faust (5-6),,,https://www.sports-reference.com
Akron,1992,MAC,7,3,1.0,0.682,5.0,3.0,0.0,0.625,-7.97,-11.51,,,,Gerry Faust (7-3-1),,,https://www.sports-reference.com
Akron,1991,Ind,5,6,0.0,0.455,,,,,-13.9,-9.27,,,,Gerry Faust (5-6),,,https://www.sports-reference.com
Akron,1990,Ind,3,7,1.0,0.318,,,,,-11.15,-9.15,,,,Gerry Faust (3-7-1),,,https://www.sports-reference.com
Akron,1989,Ind,6,4,1.0,0.591,,,,,-6.72,-10.18,,,,Gerry Faust (6-4-1),,,https://www.sports-reference.com
Akron,1988,Ind,5,6,0.0,0.455,,,,,-9.97,-9.7,,,,Gerry Faust (5-6),,,https://www.sports-reference.com
Akron,1987,Ind,4,7,0.0,0.364,,,,,-17.13,-11.03,,,,Gerry Faust (4-7),,,https://www.sports-reference.com
Akron,1975,Ind,7,4,0.0,0.636,,,,,-7.7,-10.24,,,,Jim Dennison (7-4),,,https://www.sports-reference.com
Alabama,2021,SEC,13,2,,0.867,8.0,1.0,0.0,0.889,19.62,5.69,1.0,1.0,2.0,Nick Saban (13-2),"Cotton Bowl-W, College Football Championship-L",,https://www.sports-reference.com
Alabama,2020,SEC,13,0,0.0,1.0,11.0,0.0,0.0,1.0,30.26,9.72,3.0,1.0,1.0,Nick Saban (13-0),"Rose Bowl-W, College Football Championship-W",,https://www.sports-reference.com
Alabama,2019,SEC,11,2,0.0,0.846,6.0,2.0,0.0,0.75,21.11,2.81,2.0,1.0,8.0,Nick Saban (11-2),Citrus Bowl-W,,https://www.sports-reference.com
Alabama,2018,SEC,14,1,0.0,0.933,8.0,0.0,0.0,1.0,25.29,6.63,1.0,1.0,2.0,Nick Saban (14-1),"Orange Bowl-W, College Football Championship-L",,https://www.sports-reference.com
Alabama,2017,SEC,13,1,0.0,0.929,7.0,1.0,0.0,0.875,21.25,5.46,1.0,1.0,1.0,Nick Saban (13-1),"Sugar Bowl-W, College Football Championship-W",,https://www.sports-reference.com
Alabama,2016,SEC,14,1,0.0,0.933,8.0,0.0,0.0,1.0,25.62,7.29,1.0,1.0,2.0,Nick Saban (14-1),"Peach Bowl-W, College Football Championship-L",,https://www.sports-reference.com
Alabama,2015,SEC,14,1,0.0,0.933,7.0,1.0,0.0,0.875,23.72,7.46,3.0,1.0,1.0,Nick Saban (14-1),"Cotton Bowl-W, College Football Championship-W",,https://www.sports-reference.com
Alabama,2014,SEC,12,2,0.0,0.857,7.0,1.0,0.0,0.875,20.34,7.27,2.0,1.0,4.0,Nick Saban (12-2),Sugar Bowl-L,,https://www.sports-reference.com
Alabama,2013,SEC,11,2,0.0,0.846,7.0,1.0,0.0,0.875,20.06,3.76,1.0,1.0,7.0,Nick Saban (11-2),Sugar Bowl-L,,https://www.sports-reference.com
Alabama,2012,SEC,13,1,0.0,0.929,7.0,1.0,0.0,0.875,24.51,5.51,2.0,1.0,1.0,Nick Saban (13-1),BCS Championship-W,,https://www.sports-reference.com
Alabama,2011,SEC,12,1,0.0,0.923,7.0,1.0,0.0,0.875,24.44,4.21,2.0,1.0,1.0,Nick Saban (12-1),BCS Championship-W,,https://www.sports-reference.com
Alabama,2010,SEC,10,3,0.0,0.769,5.0,3.0,0.0,0.625,18.31,4.69,1.0,1.0,10.0,Nick Saban (10-3),Capital One Bowl-W,,https://www.sports-reference.com
Alabama,2009,SEC,14,0,0.0,1.0,8.0,0.0,0.0,1.0,23.69,6.62,5.0,1.0,1.0,Nick Saban (14-0),BCS Championship-W,,https://www.sports-reference.com
Alabama,2008,SEC,12,2,0.0,0.857,8.0,0.0,0.0,1.0,16.15,2.93,24.0,1.0,6.0,Nick Saban (12-2),Sugar Bowl-L,,https://www.sports-reference.com
Alabama,2007,SEC,7,6,0.0,0.538,4.0,4.0,0.0,0.5,8.09,4.4,,16.0,,Nick Saban (7-6),Independence Bowl-W,record adjusted to 2-6-0 by NCAA,https://www.sports-reference.com
Alabama,2006,SEC,6,7,0.0,0.462,2.0,6.0,0.0,0.25,5.64,4.03,,,,"Mike Shula (6-6), Joe Kines (0-1)",Independence Bowl-L,record adjusted to 0-7-0 by NCAA,https://www.sports-reference.com
Alabama,2005,SEC,10,2,0.0,0.833,6.0,2.0,0.0,0.75,12.89,1.97,,4.0,8.0,Mike Shula (10-2),Cotton Bowl-W,record adjusted to 0-2-0 by NCAA,https://www.sports-reference.com
Alabama,2004,SEC,6,6,0.0,0.5,3.0,5.0,0.0,0.375,5.77,0.68,,,,Mike Shula (6-6),Music City Bowl-L,,https://www.sports-reference.com
Alabama,2003,SEC,4,9,0.0,0.308,2.0,6.0,0.0,0.25,5.27,7.27,,21.0,,Mike Shula (4-9),,,https://www.sports-reference.com
Alabama,2002,SEC,10,3,0.0,0.769,6.0,2.0,0.0,0.75,15.8,4.57,,9.0,11.0,Dennis Franchione (10-3),,,https://www.sports-reference.com
Alabama,2001,SEC,7,5,0.0,0.583,4.0,4.0,0.0,0.5,9.66,4.91,25.0,25.0,,Dennis Franchione (7-5),Independence Bowl-W,,https://www.sports-reference.com
Alabama,2000,SEC,3,8,0.0,0.273,3.0,5.0,0.0,0.375,1.04,4.86,3.0,3.0,,Mike DuBose (3-8),,,https://www.sports-reference.com
Alabama,1999,SEC,10,3,0.0,0.769,7.0,1.0,0.0,0.875,17.19,9.26,20.0,5.0,8.0,Mike DuBose (10-3),Orange Bowl-L,,https://www.sports-reference.com
Alabama,1998,SEC,7,5,0.0,0.583,4.0,4.0,0.0,0.5,5.38,6.05,,22.0,,Mike DuBose (7-5),Music City Bowl-L,,https://www.sports-reference.com
Alabama,1997,SEC,4,7,0.0,0.364,2.0,6.0,0.0,0.25,5.55,6.82,15.0,11.0,,Mike DuBose (4-7),,,https://www.sports-reference.com
Alabama,1996,SEC,10,3,0.0,0.769,6.0,2.0,0.0,0.75,12.51,4.2,15.0,7.0,11.0,Gene Stallings (10-3),Outback Bowl-W,,https://www.sports-reference.com
Alabama,1995,SEC,8,3,0.0,0.727,5.0,3.0,0.0,0.625,7.21,1.39,10.0,10.0,21.0,Gene Stallings (8-3),,,https://www.sports-reference.com
Alabama,1994,SEC,12,1,0.0,0.923,8.0,0.0,0.0,1.0,13.72,4.79,12.0,3.0,5.0,Gene Stallings (12-1),Citrus Bowl-W,,https://www.sports-reference.com
Alabama,1993,SEC,9,3,1.0,0.731,5.0,2.0,1.0,0.688,10.16,1.7,2.0,2.0,14.0,Gene Stallings (9-3-1),Gator Bowl-W,record adjusted to 1-12-0 by NCAA,https://www.sports-reference.com
Alabama,1992,SEC,13,0,0.0,1.0,8.0,0.0,0.0,1.0,18.97,2.74,9.0,1.0,1.0,Gene Stallings (13-0),Sugar Bowl-W,,https://www.sports-reference.com
Alabama,1991,SEC,11,1,0.0,0.917,6.0,1.0,0.0,0.857,12.08,1.74,22.0,5.0,5.0,Gene Stallings (11-1),Blockbuster Bowl-W,,https://www.sports-reference.com
Alabama,1990,SEC,7,5,0.0,0.583,5.0,2.0,0.0,0.714,7.38,1.38,12.0,12.0,,Gene Stallings (7-5),Fiesta Bowl-L,,https://www.sports-reference.com
Alabama,1989,SEC,10,2,0.0,0.833,6.0,1.0,0.0,0.857,15.97,4.97,16.0,2.0,9.0,Bill Curry (10-2),Sugar Bowl-L,,https://www.sports-reference.com
Alabama,1988,SEC,9,3,0.0,0.75,4.0,3.0,0.0,0.571,11.55,2.46,14.0,12.0,17.0,Bill Curry (9-3),Sun Bowl-W,,https://www.sports-reference.com
Alabama,1987,SEC,7,5,0.0,0.583,4.0,2.0,0.0,0.667,10.8,6.88,,11.0,,Bill Curry (7-5),Hall of Fame Bowl-L,,https://www.sports-reference.com
Alabama,1986,SEC,10,3,0.0,0.769,4.0,2.0,0.0,0.667,17.24,5.93,5.0,2.0,9.0,Ray Perkins (10-3),Sun Bowl-W,,https://www.sports-reference.com
Alabama,1985,SEC,9,2,1.0,0.792,4.0,1.0,1.0,0.75,17.95,7.62,,10.0,13.0,Ray Perkins (9-2-1),Aloha Bowl-W,,https://www.sports-reference.com
Alabama,1984,SEC,5,6,0.0,0.455,2.0,4.0,0.0,0.333,7.04,5.59,9.0,9.0,,Ray Perkins (5-6),,,https://www.sports-reference.com
Alabama,1983,SEC,8,4,0.0,0.667,4.0,2.0,0.0,0.667,17.16,7.99,13.0,3.0,15.0,Ray Perkins (8-4),Sun Bowl-W,,https://www.sports-reference.com
Alabama,1982,SEC,8,4,0.0,0.667,3.0,3.0,0.0,0.5,14.99,6.66,3.0,2.0,,Bear Bryant (8-4),Liberty Bowl-W,,https://www.sports-reference.com
Alabama,1981,SEC,9,2,1.0,0.792,6.0,0.0,0.0,1.0,17.07,5.98,4.0,2.0,7.0,Bear Bryant (9-2-1),Cotton Bowl-L,,https://www.sports-reference.com
Alabama,1980,SEC,10,2,0.0,0.833,5.0,1.0,0.0,0.833,23.8,7.39,2.0,1.0,6.0,Bear Bryant (10-2),Cotton Bowl-W,,https://www.sports-reference.com
Alabama,1979,SEC,12,0,0.0,1.0,6.0,0.0,0.0,1.0,22.7,4.04,2.0,1.0,1.0,Bear Bryant (12-0),Sugar Bowl-W,,https://www.sports-reference.com
Alabama,1978,SEC,11,1,0.0,0.917,6.0,0.0,0.0,1.0,25.99,11.83,1.0,1.0,1.0,Bear Bryant (11-1),Sugar Bowl-W,,https://www.sports-reference.com
Alabama,1977,SEC,11,1,0.0,0.917,7.0,0.0,0.0,1.0,24.48,8.15,6.0,2.0,2.0,Bear Bryant (11-1),Sugar Bowl-W,,https://www.sports-reference.com
Alabama,1976,SEC,9,3,0.0,0.75,5.0,2.0,0.0,0.714,18.41,7.33,6.0,6.0,11.0,Bear Bryant (9-3),Liberty Bowl-W,,https://www.sports-reference.com
Alabama,1975,SEC,11,1,0.0,0.917,6.0,0.0,0.0,1.0,23.05,5.89,2.0,2.0,3.0,Bear Bryant (11-1),Sugar Bowl-W,,https://www.sports-reference.com
Alabama,1974,SEC,11,1,0.0,0.917,6.0,0.0,0.0,1.0,22.55,7.55,4.0,2.0,5.0,Bear Bryant (11-1),Orange Bowl-L,,https://www.sports-reference.com
Alabama,1973,SEC,11,1,0.0,0.917,8.0,0.0,0.0,1.0,26.1,7.68,6.0,1.0,4.0,Bear Bryant (11-1),Sugar Bowl-L,,https://www.sports-reference.com
Alabama,1972,SEC,10,2,0.0,0.833,7.0,1.0,0.0,0.875,25.6,10.19,7.0,2.0,7.0,Bear Bryant (10-2),Cotton Bowl-L,,https://www.sports-reference.com
Alabama,1971,SEC,11,1,0.0,0.917,7.0,0.0,0.0,1.0,27.66,11.91,16.0,2.0,4.0,Bear Bryant (11-1),Orange Bowl-L,,https://www.sports-reference.com
Alabama,1970,SEC,6,5,1.0,0.542,3.0,4.0,0.0,0.429,14.45,10.62,16.0,16.0,,Bear Bryant (6-5-1),Bluebonnet Bowl-T,,https://www.sports-reference.com
Alabama,1969,SEC,6,5,0.0,0.545,2.0,4.0,0.0,0.333,9.03,7.39,13.0,13.0,,Bear Bryant (6-5),Liberty Bowl-L,,https://www.sports-reference.com
Alabama,1968,SEC,8,3,0.0,0.727,4.0,2.0,0.0,0.667,10.96,7.42,10.0,7.0,17.0,Bear Bryant (8-3),Gator Bowl-L,,https://www.sports-reference.com
Alabama,1967,SEC,8,2,1.0,0.773,5.0,1.0,0.0,0.833,16.13,8.59,2.0,2.0,8.0,Bear Bryant (8-2-1),Cotton Bowl-L,,https://www.sports-reference.com
Alabama,1966,SEC,11,0,0.0,1.0,6.0,0.0,0.0,1.0,23.75,3.85,1.0,1.0,3.0,Bear Bryant (11-0),Sugar Bowl-W,,https://www.sports-reference.com
Alabama,1965,SEC,9,1,1.0,0.864,6.0,1.0,1.0,0.813,24.39,11.02,5.0,1.0,1.0,Bear Bryant (9-1-1),Orange Bowl-W,,https://www.sports-reference.com
Alabama,1964,SEC,10,1,0.0,0.909,8.0,0.0,0.0,1.0,22.06,8.15,6.0,1.0,1.0,Bear Bryant (10-1),Orange Bowl-L,,https://www.sports-reference.com
Alabama,1963,SEC,9,2,0.0,0.818,7.0,2.0,0.0,0.778,18.34,7.61,3.0,2.0,8.0,Bear Bryant (9-2),Sugar Bowl-W,,https://www.sports-reference.com
Alabama,1962,SEC,10,1,0.0,0.909,6.0,1.0,0.0,0.857,22.47,5.11,3.0,1.0,5.0,Bear Bryant (10-1),Orange Bowl-W,,https://www.sports-reference.com
Alabama,1961,SEC,11,0,0.0,1.0,7.0,0.0,0.0,1.0,24.03,5.3,3.0,1.0,1.0,Bear Bryant (11-0),Sugar Bowl-W,,https://www.sports-reference.com
