Season,Team,MFB_Rank,MFB_W,MFB_L,MBA_Rank,MBA_W,MBA_L,MBB_Rank,MBB_W,MBB_L,WBB_Rank,WBB_W,WBB_L,WSB_Rank,WSB_W,WSB_L,WVB_Rank,WVB_W,WVB_L
2012-13,Syracuse,45,8,5,,,,10.0,30.0,10.0,38.0,24.0,8.0,75.0,23.0,29.0,195.0,12.0,18.0
2013-14,Syracuse,70,7,6,,,,20.0,28.0,6.0,26.0,22.0,9.0,100.0,24.0,25.0,167.0,16.0,16.0
2014-15,Syracuse,73,3,9,,,,67.0,18.0,13.0,32.0,22.0,10.0,126.0,20.0,26.0,201.0,9.0,21.0
2015-16,Syracuse,80,4,8,,,,40.0,23.0,14.0,12.0,25.0,7.0,88.0,27.0,26.0,57.0,23.0,8.0
2016-17,Syracuse,81,4,8,,,,86.0,19.0,15.0,31.0,21.0,10.0,72.0,31.0,19.0,223.0,7.0,23.0
2017-18,Syracuse,64,4,8,,,,33.0,23.0,14.0,38.0,22.0,8.0,94.0,30.0,20.0,93.0,22.0,14.0
2018-19,Syracuse,28,10,3,,,,50.0,20.0,14.0,10.0,24.0,8.0,131.0,21.0,32.0,31.0,16.0,7.0
2019-20,Syracuse,71,5,7,,,,61.0,18.0,14.0,100.0,16.0,15.0,146.0,10.0,10.0,94.0,12.0,13.0
2020-21,Syracuse,104,1,10,,,,37.0,18.0,10.0,34.0,14.0,9.0,88.0,20.0,24.0,74.0,7.0,9.0
2021-22,Syracuse,77,5,7,,,,115.0,16.0,17.0,190.0,11.0,18.0,119.0,19.0,17.0,42.0,17.0,13.0
2006-07,TCU,23,11,2,32.0,48.0,14.0,182.0,13.0,17.0,66.0,21.0,11.0,,,,127.0,17.0,15.0
2007-08,TCU,47,8,5,34.0,44.0,19.0,212.0,14.0,16.0,58.0,23.0,12.0,,,,67.0,22.0,12.0
2008-09,TCU,11,11,2,8.0,40.0,18.0,169.0,14.0,17.0,49.0,20.0,11.0,,,,100.0,20.0,12.0
2009-10,TCU,6,12,1,9.0,54.0,14.0,191.0,13.0,19.0,48.0,22.0,9.0,,,,34.0,27.0,7.0
2010-11,TCU,5,13,0,21.0,43.0,19.0,209.0,11.0,22.0,71.0,22.0,11.0,,,,123.0,15.0,16.0
2011-12,TCU,19,11,2,31.0,40.0,22.0,119.0,18.0,15.0,170.0,16.0,14.0,,,,56.0,25.0,7.0
2012-13,TCU,25,7,6,106.0,29.0,28.0,239.0,11.0,21.0,185.0,9.0,21.0,,,,70.0,15.0,14.0
2013-14,TCU,44,4,8,7.0,48.0,18.0,216.0,9.0,22.0,90.0,18.0,14.0,,,,92.0,16.0,15.0
2014-15,TCU,3,12,1,8.0,43.0,11.0,136.0,18.0,15.0,69.0,18.0,14.0,,,,95.0,17.0,15.0
2015-16,TCU,10,11,2,6.0,49.0,18.0,181.0,12.0,21.0,109.0,16.0,14.0,,,,52.0,19.0,10.0
2016-17,TCU,34,6,7,4.0,50.0,18.0,52.0,24.0,15.0,164.0,12.0,18.0,,,,21.0,15.0,13.0
2017-18,TCU,12,11,3,57.0,33.0,23.0,28.0,21.0,12.0,69.0,19.0,12.0,,,,69.0,15.0,17.0
2018-19,TCU,47,7,6,55.0,34.0,28.0,47.0,23.0,14.0,58.0,20.0,10.0,,,,83.0,13.0,11.0
2019-20,TCU,37,5,7,15.0,11.0,4.0,93.0,15.0,16.0,19.0,24.0,8.0,,,,93.0,12.0,18.0
2020-21,TCU,21,6,4,10.0,41.0,19.0,148.0,12.0,14.0,175.0,10.0,15.0,,,,225.0,4.0,17.0
2021-22,TCU,68,5,7,36.0,28.0,18.0,52.0,21.0,13.0,198.0,6.0,22.0,,,,130.0,8.0,18.0
2006-07,Temple,119,1,11,239.0,18.0,37.0,184.0,12.0,18.0,28.0,25.0,8.0,128.0,18.0,21.0,138.0,16.0,14.0
2007-08,Temple,114,4,8,173.0,27.0,29.0,51.0,21.0,13.0,55.0,21.0,13.0,203.0,15.0,24.0,160.0,16.0,20.0
2008-09,Temple,79,5,7,260.0,17.0,33.0,33.0,22.0,12.0,31.0,21.0,10.0,241.0,15.0,25.0,136.0,15.0,15.0
2009-10,Temple,74,9,4,266.0,14.0,37.0,11.0,29.0,6.0,28.0,25.0,9.0,206.0,19.0,30.0,87.0,14.0,12.0
2010-11,Temple,69,8,4,267.0,24.0,29.0,27.0,26.0,8.0,35.0,24.0,9.0,135.0,22.0,23.0,251.0,4.0,25.0
2011-12,Temple,49,9,4,255.0,19.0,34.0,22.0,24.0,8.0,48.0,23.0,10.0,134.0,27.0,22.0,246.0,8.0,20.0
2012-13,Temple,86,4,7,252.0,18.0,28.0,40.0,24.0,10.0,129.0,14.0,18.0,155.0,32.0,26.0,159.0,19.0,11.0
2013-14,Temple,94,2,10,221.0,15.0,32.0,175.0,9.0,22.0,102.0,14.0,16.0,231.0,15.0,30.0,183.0,18.0,12.0
2014-15,Temple,76,6,6,,,,33.0,26.0,11.0,98.0,20.0,17.0,,,,62.0,24.0,8.0
2015-16,Temple,51,10,4,,,,68.0,21.0,12.0,69.0,20.0,11.0,,,,72.0,24.0,8.0
2016-17,Temple,40,10,4,,,,134.0,16.0,16.0,18.0,24.0,7.0,,,,47.0,22.0,8.0
2017-18,Temple,79,7,6,,,,59.0,17.0,16.0,185.0,12.0,19.0,,,,77.0,20.0,10.0
2018-19,Temple,66,8,5,,,,57.0,23.0,10.0,165.0,11.0,19.0,,,,168.0,6.0,21.0
2019-20,Temple,85,8,5,,,,116.0,14.0,17.0,115.0,16.0,15.0,,,,121.0,12.0,15.0
2020-21,Temple,113,1,6,,,,229.0,5.0,11.0,143.0,11.0,11.0,,,,39.0,11.0,6.0
2021-22,Temple,125,3,9,,,,114.0,17.0,12.0,96.0,13.0,15.0,,,,245.0,7.0,24.0
2006-07,Tennessee,15,9,4,56.0,34.0,25.0,12.0,24.0,11.0,1.0,34.0,3.0,2.0,63.0,8.0,48.0,19.0,12.0
2007-08,Tennessee,20,10,4,95.0,27.0,29.0,3.0,31.0,5.0,1.0,36.0,2.0,8.0,50.0,16.0,107.0,11.0,18.0
2008-09,Tennessee,42,5,7,58.0,26.0,29.0,29.0,21.0,13.0,11.0,22.0,11.0,12.0,40.0,18.0,50.0,22.0,10.0
2009-10,Tennessee,24,7,6,45.0,30.0,26.0,9.0,28.0,9.0,3.0,32.0,3.0,12.0,49.0,15.0,17.0,24.0,8.0
2010-11,Tennessee,43,6,7,116.0,25.0,29.0,41.0,19.0,15.0,4.0,34.0,3.0,13.0,49.0,12.0,15.0,25.0,7.0
2011-12,Tennessee,42,5,7,121.0,24.0,31.0,90.0,19.0,15.0,5.0,27.0,9.0,5.0,52.0,14.0,14.0,28.0,4.0
2012-13,Tennessee,35,5,7,123.0,22.0,30.0,66.0,20.0,13.0,8.0,27.0,8.0,4.0,52.0,12.0,26.0,22.0,8.0
2013-14,Tennessee,59,5,7,53.0,31.0,23.0,37.0,24.0,13.0,5.0,27.0,5.0,12.0,46.0,12.0,184.0,9.0,23.0
2014-15,Tennessee,31,7,6,74.0,24.0,26.0,102.0,16.0,16.0,3.0,30.0,6.0,9.0,47.0,17.0,215.0,8.0,24.0
2015-16,Tennessee,9,9,4,88.0,29.0,28.0,142.0,15.0,19.0,28.0,19.0,13.0,15.0,43.0,16.0,110.0,21.0,12.0
2016-17,Tennessee,17,9,4,59.0,27.0,25.0,80.0,16.0,16.0,19.0,19.0,11.0,12.0,48.0,12.0,86.0,17.0,14.0
2017-18,Tennessee,73,4,8,75.0,29.0,27.0,10.0,26.0,9.0,9.0,24.0,7.0,10.0,48.0,14.0,88.0,12.0,15.0
2018-19,Tennessee,65,5,7,13.0,40.0,21.0,9.0,31.0,6.0,60.0,19.0,12.0,17.0,43.0,17.0,32.0,21.0,5.0
2019-20,Tennessee,33,8,5,93.0,15.0,2.0,63.0,17.0,14.0,66.0,21.0,10.0,21.0,14.0,8.0,77.0,15.0,13.0
2020-21,Tennessee,53,3,7,6.0,50.0,18.0,60.0,18.0,9.0,20.0,17.0,8.0,8.0,41.0,13.0,96.0,12.0,8.0
2021-22,Tennessee,26,7,6,1.0,42.0,6.0,5.0,27.0,8.0,10.0,25.0,9.0,12.0,27.0,12.0,28.0,20.0,10.0
2006-07,Texas,4,10,3,5.0,46.0,17.0,26.0,25.0,10.0,52.0,18.0,14.0,30.0,35.0,20.0,6.0,24.0,7.0
2007-08,Texas,11,10,3,19.0,39.0,22.0,6.0,31.0,7.0,24.0,22.0,13.0,39.0,29.0,23.0,5.0,27.0,4.0
2008-09,Texas,4,12,1,2.0,50.0,16.0,38.0,23.0,12.0,24.0,21.0,12.0,27.0,40.0,20.0,4.0,29.0,4.0
2009-10,Texas,2,13,1,6.0,50.0,13.0,35.0,24.0,10.0,16.0,22.0,11.0,14.0,43.0,15.0,1.0,29.0,2.0
2010-11,Texas,44,5,7,11.0,49.0,19.0,11.0,28.0,8.0,43.0,19.0,14.0,7.0,46.0,10.0,10.0,27.0,6.0
2011-12,Texas,21,8,5,52.0,30.0,22.0,57.0,20.0,14.0,50.0,18.0,14.0,8.0,47.0,13.0,2.0,25.0,5.0
2012-13,Texas,18,9,4,74.0,27.0,24.0,121.0,16.0,18.0,122.0,12.0,18.0,2.0,51.0,10.0,2.0,29.0,4.0
2013-14,Texas,23,8,5,3.0,46.0,21.0,41.0,24.0,11.0,24.0,21.0,11.0,26.0,35.0,23.0,2.0,27.0,3.0
2014-15,Texas,38,6,7,86.0,30.0,25.0,51.0,20.0,14.0,19.0,24.0,11.0,31.0,38.0,17.0,2.0,27.0,3.0
2015-16,Texas,50,5,7,128.0,25.0,32.0,34.0,20.0,13.0,7.0,28.0,4.0,30.0,38.0,16.0,2.0,30.0,3.0
2016-17,Texas,44,5,7,17.0,39.0,24.0,156.0,11.0,22.0,13.0,23.0,8.0,30.0,33.0,26.0,2.0,27.0,5.0
2017-18,Texas,25,7,6,19.0,42.0,23.0,52.0,19.0,15.0,12.0,26.0,6.0,37.0,33.0,26.0,6.0,27.0,3.0
2018-19,Texas,19,10,4,68.0,27.0,27.0,33.0,21.0,16.0,28.0,23.0,9.0,8.0,46.0,17.0,4.0,17.0,4.0
2019-20,Texas,20,8,5,34.0,14.0,3.0,70.0,19.0,12.0,44.0,20.0,12.0,3.0,24.0,3.0,4.0,23.0,4.0
2020-21,Texas,6,7,3,4.0,50.0,17.0,21.0,19.0,8.0,26.0,21.0,10.0,11.0,39.0,11.0,2.0,27.0,2.0
2021-22,Texas,24,5,7,16.0,34.0,17.0,45.0,22.0,12.0,8.0,29.0,7.0,15.0,30.0,12.0,4.0,27.0,2.0
2006-07,Texas A&M,30,9,4,6.0,48.0,19.0,15.0,27.0,7.0,23.0,25.0,7.0,7.0,46.0,14.0,50.0,12.0,16.0
2007-08,Texas A&M,37,7,6,18.0,46.0,19.0,41.0,25.0,11.0,8.0,29.0,8.0,5.0,57.0,10.0,77.0,21.0,10.0
2008-09,Texas A&M,81,4,8,18.0,37.0,24.0,32.0,24.0,10.0,8.0,27.0,8.0,34.0,32.0,22.0,57.0,16.0,14.0
2009-10,Texas A&M,52,6,7,20.0,43.0,21.0,13.0,24.0,10.0,7.0,26.0,8.0,17.0,44.0,16.0,33.0,20.0,11.0
2010-11,Texas A&M,19,9,4,9.0,47.0,22.0,34.0,24.0,9.0,3.0,33.0,5.0,14.0,44.0,15.0,110.0,13.0,17.0
2011-12,Texas A&M,11,7,6,16.0,43.0,18.0,166.0,14.0,18.0,7.0,24.0,11.0,10.0,41.0,18.0,19.0,23.0,8.0
2012-13,Texas A&M,3,11,2,32.0,34.0,29.0,105.0,18.0,15.0,11.0,25.0,10.0,17.0,42.0,18.0,17.0,25.0,6.0
2013-14,Texas A&M,16,9,4,31.0,36.0,26.0,147.0,18.0,16.0,14.0,24.0,8.0,22.0,37.0,22.0,29.0,19.0,12.0
2014-15,Texas A&M,23,8,5,6.0,45.0,11.0,68.0,21.0,12.0,34.0,23.0,10.0,21.0,40.0,20.0,22.0,21.0,9.0
2015-16,Texas A&M,21,8,5,4.0,49.0,16.0,18.0,28.0,9.0,19.0,21.0,9.0,17.0,39.0,20.0,9.0,24.0,7.0
2016-17,Texas A&M,16,8,5,33.0,41.0,23.0,93.0,16.0,15.0,22.0,21.0,11.0,10.0,47.0,13.0,32.0,21.0,9.0
2017-18,Texas A&M,40,7,6,17.0,40.0,22.0,25.0,22.0,13.0,16.0,24.0,9.0,14.0,44.0,18.0,53.0,10.0,15.0
2018-19,Texas A&M,13,9,4,18.0,39.0,23.0,80.0,14.0,18.0,16.0,24.0,7.0,50.0,28.0,27.0,88.0,14.0,13.0
2019-20,Texas A&M,19,8,5,13.0,15.0,3.0,113.0,16.0,14.0,20.0,22.0,8.0,49.0,16.0,8.0,13.0,23.0,8.0
2020-21,Texas A&M,8,9,1,91.0,29.0,27.0,205.0,8.0,10.0,4.0,25.0,3.0,40.0,31.0,21.0,177.0,9.0,9.0
2021-22,Texas A&M,14,8,4,24.0,30.0,16.0,58.0,26.0,13.0,81.0,14.0,15.0,32.0,24.0,14.0,67.0,14.0,14.0
2012-13,Texas St.,105,4,8,129.0,29.0,29.0,274.0,12.0,22.0,304.0,10.0,20.0,175.0,18.0,38.0,162.0,14.0,16.0
2013-14,Texas St.,112,6,6,93.0,30.0,28.0,307.0,8.0,23.0,195.0,16.0,15.0,110.0,26.0,30.0,100.0,24.0,13.0
2014-15,Texas St.,93,7,5,159.0,24.0,32.0,233.0,14.0,17.0,149.0,17.0,15.0,67.0,32.0,21.0,116.0,22.0,13.0
2015-16,Texas St.,110,3,9,151.0,31.0,28.0,241.0,15.0,16.0,246.0,12.0,19.0,42.0,40.0,22.0,105.0,19.0,12.0
2016-17,Texas St.,128,2,10,173.0,29.0,30.0,172.0,22.0,14.0,168.0,16.0,14.0,29.0,42.0,17.0,82.0,21.0,12.0
2017-18,Texas St.,128,2,10,118.0,30.0,28.0,247.0,15.0,18.0,127.0,23.0,9.0,28.0,43.0,16.0,70.0,25.0,10.0
2018-19,Texas St.,126,3,9,53.0,36.0,20.0,139.0,24.0,10.0,162.0,14.0,17.0,64.0,29.0,25.0,26.0,24.0,6.0
2019-20,Texas St.,120,3,9,115.0,14.0,4.0,120.0,19.0,11.0,247.0,11.0,17.0,76.0,15.0,8.0,35.0,24.0,9.0
2020-21,Texas St.,115,2,10,225.0,21.0,36.0,131.0,17.0,6.0,219.0,11.0,11.0,34.0,38.0,12.0,31.0,31.0,9.0
2021-22,Texas St.,119,4,8,38.0,38.0,11.0,93.0,18.0,8.0,195.0,12.0,14.0,68.0,23.0,17.0,51.0,20.0,12.0
2006-07,Texas Tech,25,8,5,84.0,28.0,27.0,62.0,21.0,13.0,65.0,15.0,16.0,43.0,24.0,27.0,99.0,12.0,17.0
2007-08,Texas Tech,15,9,4,71.0,25.0,30.0,92.0,16.0,15.0,72.0,17.0,16.0,95.0,23.0,36.0,143.0,7.0,22.0
2008-09,Texas Tech,7,11,2,92.0,25.0,32.0,119.0,14.0,19.0,54.0,16.0,15.0,176.0,15.0,42.0,206.0,5.0,26.0
2009-10,Texas Tech,16,9,4,60.0,28.0,29.0,66.0,19.0,16.0,60.0,18.0,15.0,44.0,38.0,18.0,215.0,2.0,27.0
2010-11,Texas Tech,50,8,5,50.0,33.0,25.0,169.0,13.0,19.0,31.0,22.0,11.0,31.0,42.0,16.0,182.0,4.0,25.0
2011-12,Texas Tech,56,5,7,70.0,29.0,26.0,241.0,8.0,23.0,42.0,21.0,14.0,27.0,41.0,17.0,115.0,15.0,17.0
2012-13,Texas Tech,30,8,5,102.0,26.0,30.0,214.0,11.0,20.0,52.0,21.0,11.0,59.0,30.0,26.0,96.0,14.0,18.0
2013-14,Texas Tech,39,8,5,12.0,45.0,21.0,130.0,14.0,18.0,257.0,6.0,24.0,52.0,35.0,19.0,209.0,10.0,22.0
2014-15,Texas Tech,64,4,8,77.0,31.0,24.0,185.0,13.0,19.0,132.0,15.0,16.0,79.0,25.0,26.0,137.0,14.0,14.0
2015-16,Texas Tech,42,7,6,14.0,47.0,20.0,50.0,19.0,13.0,141.0,13.0,18.0,73.0,23.0,32.0,169.0,14.0,16.0
2016-17,Texas Tech,53,5,7,7.0,45.0,17.0,122.0,18.0,14.0,104.0,14.0,17.0,135.0,19.0,36.0,152.0,10.0,21.0
2017-18,Texas Tech,42,6,7,8.0,45.0,20.0,18.0,27.0,10.0,252.0,7.0,23.0,72.0,31.0,28.0,87.0,19.0,15.0
2018-19,Texas Tech,34,5,7,8.0,46.0,20.0,7.0,31.0,7.0,140.0,14.0,17.0,19.0,42.0,16.0,69.0,16.0,10.0
2019-20,Texas Tech,56,4,8,44.0,16.0,3.0,22.0,18.0,13.0,131.0,19.0,12.0,77.0,16.0,9.0,91.0,17.0,13.0
2020-21,Texas Tech,70,4,6,14.0,39.0,17.0,44.0,18.0,11.0,197.0,9.0,15.0,79.0,21.0,26.0,140.0,9.0,13.0
2021-22,Texas Tech,50,7,6,47.0,32.0,16.0,17.0,27.0,10.0,133.0,11.0,19.0,60.0,20.0,20.0,43.0,17.0,13.0
2006-07,Toledo,94,5,7,222.0,26.0,28.0,95.0,19.0,13.0,195.0,11.0,19.0,205.0,10.0,32.0,171.0,11.0,21.0
2007-08,Toledo,103,5,7,213.0,18.0,31.0,184.0,11.0,19.0,225.0,14.0,16.0,199.0,16.0,27.0,281.0,4.0,24.0
2008-09,Toledo,106,3,9,210.0,24.0,30.0,318.0,7.0,25.0,149.0,18.0,13.0,244.0,8.0,38.0,199.0,14.0,17.0
2009-10,Toledo,102,5,7,133.0,34.0,22.0,323.0,4.0,28.0,70.0,25.0,9.0,222.0,12.0,39.0,138.0,17.0,12.0
2010-11,Toledo,89,8,5,212.0,26.0,29.0,338.0,4.0,28.0,39.0,29.0,8.0,254.0,8.0,43.0,100.0,13.0,17.0
2011-12,Toledo,41,9,4,175.0,30.0,27.0,242.0,19.0,17.0,72.0,24.0,10.0,204.0,18.0,38.0,132.0,10.0,18.0
2012-13,Toledo,78,9,4,180.0,25.0,33.0,193.0,15.0,13.0,50.0,29.0,4.0,257.0,17.0,36.0,223.0,8.0,21.0
2013-14,Toledo,65,7,5,200.0,22.0,32.0,43.0,27.0,7.0,198.0,16.0,16.0,234.0,19.0,34.0,106.0,19.0,12.0
2014-15,Toledo,68,9,4,154.0,25.0,33.0,76.0,20.0,13.0,134.0,19.0,14.0,211.0,24.0,32.0,277.0,1.0,28.0
2015-16,Toledo,43,10,2,203.0,19.0,38.0,184.0,17.0,15.0,117.0,17.0,13.0,189.0,21.0,33.0,291.0,6.0,23.0
2016-17,Toledo,56,9,4,229.0,17.0,41.0,164.0,17.0,17.0,44.0,25.0,8.0,175.0,24.0,34.0,145.0,16.0,14.0
2017-18,Toledo,59,11,3,217.0,22.0,33.0,75.0,23.0,11.0,85.0,17.0,14.0,120.0,35.0,23.0,226.0,12.0,16.0
2018-19,Toledo,72,7,6,252.0,17.0,36.0,67.0,25.0,8.0,86.0,20.0,11.0,117.0,29.0,28.0,262.0,9.0,18.0
2019-20,Toledo,108,6,6,151.0,3.0,13.0,137.0,16.0,15.0,132.0,16.0,17.0,134.0,9.0,9.0,251.0,9.0,19.0
2020-21,Toledo,80,4,2,175.0,23.0,33.0,76.0,21.0,9.0,207.0,12.0,12.0,148.0,31.0,22.0,222.0,6.0,14.0
2021-22,Toledo,65,7,6,147.0,28.0,19.0,66.0,25.0,8.0,52.0,29.0,6.0,233.0,9.0,26.0,138.0,20.0,13.0
2006-07,Troy,97,8,5,57.0,34.0,27.0,222.0,13.0,17.0,204.0,12.0,17.0,65.0,42.0,20.0,245.0,9.0,24.0
2007-08,Troy,54,8,4,74.0,32.0,26.0,250.0,12.0,19.0,232.0,13.0,18.0,87.0,33.0,23.0,197.0,16.0,17.0
2008-09,Troy,50,8,5,69.0,33.0,23.0,141.0,19.0,13.0,177.0,16.0,14.0,57.0,38.0,19.0,196.0,13.0,19.0
2009-10,Troy,71,9,4,63.0,36.0,25.0,113.0,20.0,13.0,251.0,12.0,17.0,80.0,27.0,29.0,180.0,12.0,18.0
2010-11,Troy,78,8,5,49.0,43.0,19.0,266.0,8.0,21.0,309.0,5.0,25.0,97.0,32.0,27.0,250.0,11.0,22.0
2011-12,Troy,107,3,9,146.0,28.0,30.0,259.0,10.0,18.0,338.0,2.0,26.0,65.0,31.0,24.0,169.0,16.0,15.0
2012-13,Troy,90,5,7,35.0,42.0,20.0,279.0,12.0,21.0,299.0,7.0,24.0,122.0,21.0,32.0,146.0,21.0,12.0
2013-14,Troy,102,6,6,193.0,25.0,32.0,287.0,11.0,20.0,250.0,12.0,18.0,96.0,22.0,30.0,217.0,13.0,21.0
2014-15,Troy,124,3,9,124.0,30.0,25.0,312.0,10.0,19.0,114.0,20.0,11.0,61.0,32.0,23.0,245.0,10.0,22.0
2015-16,Troy,96,4,8,93.0,32.0,26.0,295.0,9.0,22.0,119.0,20.0,12.0,72.0,31.0,25.0,174.0,14.0,18.0
2016-17,Troy,69,10,3,108.0,31.0,25.0,150.0,22.0,15.0,106.0,22.0,10.0,116.0,20.0,34.0,272.0,10.0,23.0
2017-18,Troy,68,11,2,41.0,42.0,21.0,197.0,16.0,17.0,172.0,18.0,13.0,98.0,34.0,26.0,271.0,11.0,22.0
2018-19,Troy,79,10,3,102.0,31.0,29.0,259.0,12.0,18.0,92.0,22.0,8.0,65.0,37.0,20.0,239.0,11.0,18.0
2019-20,Troy,101,5,7,111.0,9.0,8.0,274.0,7.0,22.0,40.0,24.0,5.0,26.0,15.0,6.0,88.0,23.0,10.0
2020-21,Troy,92,5,6,135.0,27.0,26.0,248.0,8.0,17.0,52.0,20.0,6.0,49.0,36.0,15.0,162.0,11.0,9.0
2021-22,Troy,98,5,7,84.0,29.0,17.0,150.0,17.0,12.0,77.0,22.0,9.0,71.0,25.0,13.0,134.0,18.0,13.0
2006-07,Tulane,107,4,8,101.0,34.0,26.0,144.0,17.0,13.0,68.0,26.0,7.0,,,,94.0,15.0,11.0
2007-08,Tulane,107,4,8,47.0,39.0,22.0,170.0,17.0,15.0,124.0,16.0,14.0,,,,37.0,28.0,6.0
2008-09,Tulane,116,2,10,66.0,34.0,25.0,188.0,14.0,17.0,122.0,18.0,14.0,,,,13.0,28.0,6.0
2009-10,Tulane,117,3,9,88.0,32.0,24.0,284.0,8.0,22.0,49.0,26.0,7.0,,,,38.0,18.0,10.0
2010-11,Tulane,111,4,8,77.0,31.0,26.0,235.0,13.0,17.0,74.0,23.0,11.0,,,,139.0,13.0,19.0
2011-12,Tulane,115,2,11,65.0,38.0,20.0,246.0,15.0,16.0,84.0,23.0,11.0,,,,211.0,9.0,22.0
2012-13,Tulane,120,2,10,126.0,30.0,28.0,173.0,20.0,15.0,83.0,24.0,9.0,,,,287.0,6.0,21.0
2013-14,Tulane,93,7,6,146.0,23.0,29.0,224.0,17.0,17.0,105.0,20.0,10.0,,,,54.0,28.0,4.0
2014-15,Tulane,100,3,9,43.0,34.0,23.0,214.0,15.0,16.0,51.0,22.0,11.0,,,,222.0,5.0,27.0
2015-16,Tulane,112,3,9,32.0,41.0,21.0,232.0,12.0,22.0,74.0,21.0,11.0,,,,237.0,10.0,22.0
2016-17,Tulane,95,4,8,82.0,27.0,31.0,292.0,6.0,25.0,74.0,16.0,14.0,,,,90.0,18.0,14.0
2017-18,Tulane,83,5,7,86.0,25.0,33.0,174.0,14.0,17.0,125.0,14.0,17.0,,,,184.0,14.0,19.0
2018-19,Tulane,85,7,6,98.0,32.0,26.0,296.0,4.0,27.0,170.0,15.0,15.0,,,,67.0,23.0,7.0
2019-20,Tulane,55,7,6,27.0,15.0,2.0,168.0,12.0,18.0,176.0,14.0,17.0,,,,69.0,22.0,11.0
2020-21,Tulane,63,6,6,83.0,31.0,24.0,188.0,10.0,13.0,65.0,18.0,9.0,,,,92.0,10.0,10.0
2021-22,Tulane,90,2,10,65.0,29.0,19.0,112.0,14.0,15.0,54.0,20.0,10.0,,,,136.0,18.0,14.0
2006-07,Tulsa,51,8,5,,,,118.0,20.0,11.0,172.0,11.0,19.0,75.0,30.0,28.0,73.0,27.0,7.0
2007-08,Tulsa,61,10,4,,,,80.0,25.0,14.0,190.0,11.0,20.0,55.0,34.0,25.0,58.0,27.0,9.0
2008-09,Tulsa,30,11,3,,,,56.0,25.0,11.0,253.0,7.0,22.0,46.0,40.0,17.0,79.0,22.0,11.0
2009-10,Tulsa,76,5,7,,,,69.0,23.0,12.0,146.0,12.0,16.0,64.0,31.0,21.0,62.0,26.0,7.0
2010-11,Tulsa,56,10,3,,,,84.0,19.0,13.0,276.0,5.0,20.0,27.0,46.0,15.0,23.0,31.0,3.0
2011-12,Tulsa,38,8,5,,,,121.0,17.0,14.0,170.0,13.0,15.0,31.0,42.0,14.0,25.0,28.0,7.0
2012-13,Tulsa,52,11,3,,,,124.0,17.0,16.0,96.0,17.0,17.0,30.0,42.0,16.0,49.0,26.0,10.0
2013-14,Tulsa,103,3,9,,,,79.0,21.0,13.0,208.0,12.0,16.0,23.0,53.0,9.0,37.0,24.0,7.0
2014-15,Tulsa,115,2,10,,,,50.0,23.0,11.0,116.0,18.0,14.0,73.0,36.0,18.0,51.0,22.0,9.0
2015-16,Tulsa,91,6,7,,,,70.0,20.0,12.0,194.0,12.0,19.0,41.0,35.0,21.0,109.0,15.0,17.0
2016-17,Tulsa,49,10,3,,,,139.0,15.0,17.0,144.0,10.0,21.0,25.0,41.0,17.0,75.0,19.0,13.0
2017-18,Tulsa,89,2,10,,,,89.0,19.0,12.0,197.0,10.0,21.0,49.0,34.0,25.0,141.0,15.0,17.0
2018-19,Tulsa,101,3,9,,,,93.0,18.0,14.0,155.0,13.0,18.0,30.0,37.0,20.0,54.0,18.0,9.0
2019-20,Tulsa,82,4,8,,,,78.0,21.0,10.0,259.0,9.0,21.0,69.0,13.0,11.0,71.0,18.0,16.0
2020-21,Tulsa,37,6,3,,,,163.0,9.0,12.0,239.0,5.0,14.0,96.0,25.0,16.0,241.0,2.0,8.0
2021-22,Tulsa,76,7,6,,,,241.0,11.0,20.0,129.0,16.0,11.0,121.0,14.0,24.0,148.0,14.0,16.0
2006-07,UAB,95,3,9,130.0,25.0,33.0,134.0,15.0,16.0,102.0,19.0,13.0,49.0,31.0,27.0,87.0,27.0,10.0
2007-08,UAB,116,2,10,152.0,26.0,34.0,49.0,23.0,11.0,139.0,14.0,16.0,113.0,24.0,35.0,71.0,24.0,10.0
2008-09,UAB,105,4,8,131.0,31.0,26.0,52.0,22.0,12.0,206.0,10.0,20.0,127.0,21.0,34.0,22.0,27.0,8.0
2009-10,UAB,90,5,7,111.0,28.0,25.0,48.0,25.0,9.0,136.0,17.0,15.0,43.0,37.0,22.0,130.0,17.0,16.0
2010-11,UAB,97,4,8,74.0,29.0,28.0,37.0,22.0,9.0,138.0,20.0,15.0,38.0,39.0,19.0,136.0,13.0,19.0
2011-12,UAB,110,3,9,105.0,32.0,30.0,115.0,15.0,16.0,117.0,19.0,11.0,44.0,37.0,22.0,84.0,23.0,9.0
2012-13,UAB,112,3,9,170.0,23.0,36.0,142.0,16.0,17.0,137.0,18.0,13.0,29.0,40.0,19.0,160.0,20.0,14.0
2013-14,UAB,116,2,10,78.0,35.0,21.0,153.0,18.0,13.0,143.0,16.0,15.0,40.0,32.0,27.0,118.0,21.0,14.0
2014-15,UAB,90,6,6,70.0,33.0,25.0,122.0,20.0,16.0,187.0,18.0,13.0,48.0,32.0,19.0,241.0,8.0,24.0
2017-18,UAB,107,8,5,201.0,21.0,33.0,150.0,20.0,13.0,72.0,26.0,6.0,131.0,26.0,32.0,250.0,11.0,19.0
