season,team,conf,win_pct_men,win_pct_avg_men,w_men,w_mba,w_mbb,w_mfb,l_men,l_mba,l_mbb,l_mfb,win_pct_women,win_pct_avg_women,w_women,w_wbb,w_wsb,w_wvb,l_women,l_wbb,l_wsb,l_wvb,diff_win_pct,diff_win_pct_avg,rpi_avg_men,rpi_mba,rpi_mbb,fpi_mfb,rpi_avg_women,rpi_wbb,rpi_wsb,rpi_wvb,diff_rpi_avg,rank_win_pct_men,rank_win_pct_women,rank_win_pct_avg_men,rank_win_pct_avg_women,rank_diff_win_pct,rank_diff_win_pct_avg,rank_diff_rpi_avg,rank_diff_win_pct_abs,rank_diff_win_pct_avg_abs,rank_diff_rpi_avg_abs
2007-08,San Jose St.,MWC,0.49,0.46,49.0,31.0,13.0,5,51.0,25.0,19.0,7,0.36,0.34,43.0,3.0,26.0,14.0,78.0,28.0,35.0,15.0,0.13,0.12,156.0,124.0,251.0,93,219.0,333.0,144.0,179.0,-63.0,1081.0,1411.0,1136.0,1417.0,196.0,227.0,1267.0,959.0,872.0,1170.0
2008-09,San Jose St.,MWC,0.58,0.54,60.0,41.0,13.0,6,43.0,20.0,17.0,6,0.29,0.28,34.0,2.0,19.0,13.0,83.0,28.0,37.0,18.0,0.29,0.26,125.0,80.0,193.0,101,239.0,337.0,197.0,183.0,-114.0,575.0,1468.0,751.0,1467.0,12.0,26.0,1456.0,1441.0,1401.0,1450.0
2009-10,San Jose St.,MWC,0.38,0.33,39.0,23.0,14.0,2,64.0,37.0,17.0,10,0.35,0.27,41.0,6.0,34.0,1.0,75.0,23.0,25.0,27.0,0.03,0.06,166.0,208.0,176.0,114,230.0,306.0,102.0,283.0,-64.0,1407.0,1418.0,1445.0,1469.0,503.0,418.0,1272.0,223.0,438.0,1178.0
2010-11,San Jose St.,MWC,0.5,0.39,53.0,35.0,17.0,1,54.0,26.0,16.0,12,0.26,0.23,29.0,2.0,19.0,8.0,84.0,27.0,35.0,22.0,0.24,0.16,130.0,124.0,153.0,113,254.0,336.0,205.0,221.0,-124.0,1034.0,1477.0,1357.0,1481.0,40.0,150.0,1471.0,1376.0,1087.0,1469.0
2011-12,San Jose St.,MWC,0.38,0.38,36.0,22.0,9.0,5,58.0,29.0,22.0,7,0.44,0.43,51.0,11.0,28.0,12.0,64.0,19.0,28.0,17.0,-0.06,-0.05,193.0,210.0,278.0,91,188.0,295.0,98.0,170.0,5.0,1407.0,1243.0,1377.0,1252.0,908.0,840.0,589.0,486.0,345.0,122.0
2012-13,San Jose St.,MWC,0.37,0.48,37.0,17.0,9.0,11,63.0,41.0,20.0,2,0.56,0.52,67.0,11.0,42.0,14.0,52.0,19.0,17.0,16.0,-0.19,-0.03,192.0,261.0,259.0,56,174.0,281.0,57.0,184.0,18.0,1423.0,770.0,1052.0,919.0,1353.0,746.0,446.0,1252.0,174.0,423.0
2013-14,San Jose St.,MWC,0.32,0.35,32.0,19.0,7.0,6,68.0,38.0,24.0,6,0.43,0.39,49.0,11.0,30.0,8.0,66.0,19.0,24.0,23.0,-0.11,-0.04,184.0,195.0,278.0,78,194.0,265.0,79.0,238.0,-10.0,1459.0,1267.0,1417.0,1351.0,1111.0,799.0,780.0,835.0,267.0,224.0
2014-15,San Jose St.,MWC,0.18,0.18,18.0,13.0,2.0,3,81.0,44.0,28.0,9,0.47,0.42,56.0,15.0,37.0,4.0,63.0,17.0,19.0,27.0,-0.29,-0.24,237.0,265.0,336.0,110,200.0,227.0,63.0,311.0,37.0,1486.0,1142.0,1485.0,1279.0,1457.0,1406.0,251.0,1441.0,1368.0,815.0
2015-16,San Jose St.,MWC,0.32,0.35,32.0,17.0,9.0,6,68.0,39.0,22.0,7,0.48,0.46,54.0,13.0,28.0,13.0,59.0,17.0,24.0,18.0,-0.16,-0.11,206.0,232.0,299.0,87,165.0,200.0,65.0,229.0,41.0,1459.0,1108.0,1417.0,1156.0,1273.0,1093.0,218.0,1119.0,814.0,882.0
2016-17,San Jose St.,MWC,0.39,0.38,37.0,19.0,14.0,4,59.0,35.0,16.0,8,0.51,0.47,60.0,11.0,37.0,12.0,58.0,21.0,19.0,18.0,-0.12,-0.08,172.0,222.0,191.0,102,150.0,203.0,53.0,195.0,21.0,1393.0,982.0,1377.0,1133.0,1147.0,966.0,403.0,905.0,590.0,500.0
2017-18,San Jose St.,MWC,0.33,0.25,33.0,27.0,4.0,2,67.0,30.0,26.0,11,0.52,0.49,56.0,7.0,32.0,17.0,52.0,23.0,17.0,12.0,-0.19,-0.24,191.0,133.0,314.0,126,157.0,277.0,55.0,140.0,34.0,1456.0,941.0,1480.0,1047.0,1353.0,1406.0,279.0,1252.0,1368.0,767.0
2018-19,San Jose St.,MWC,0.26,0.19,25.0,20.0,4.0,1,72.0,34.0,27.0,11,0.53,0.49,57.0,6.0,37.0,14.0,51.0,24.0,16.0,11.0,-0.27,-0.29,214.0,182.0,341.0,119,165.0,298.0,49.0,148.0,49.0,1482.0,895.0,1484.0,1047.0,1446.0,1455.0,165.0,1420.0,1439.0,1000.0
2019-20,San Jose St.,MWC,0.27,0.3,16.0,5.0,6.0,5,43.0,12.0,24.0,7,0.58,0.58,49.0,18.0,21.0,10.0,36.0,12.0,5.0,19.0,-0.31,-0.28,225.0,284.0,287.0,103,148.0,148.0,71.0,224.0,77.0,1481.0,675.0,1462.0,644.0,1468.0,1448.0,41.0,1458.0,1429.0,1298.0
2012-13,South Alabama,Sun Belt,0.58,0.47,62.0,43.0,17.0,2,44.0,20.0,13.0,11,0.67,0.61,78.0,17.0,48.0,13.0,39.0,13.0,9.0,17.0,-0.08,-0.15,99.0,18.0,160.0,118,133.0,171.0,15.0,212.0,-34.0,575.0,319.0,1096.0,524.0,993.0,1220.0,1052.0,637.0,1033.0,767.0
2013-14,South Alabama,Sun Belt,0.4,0.42,39.0,22.0,11.0,6,59.0,33.0,20.0,6,0.57,0.51,64.0,8.0,42.0,14.0,49.0,20.0,14.0,15.0,-0.17,-0.09,174.0,153.0,281.0,89,176.0,316.0,20.0,192.0,-2.0,1371.0,723.0,1267.0,960.0,1305.0,1009.0,686.0,1178.0,667.0,47.0
2014-15,South Alabama,Sun Belt,0.53,0.49,55.0,37.0,12.0,6,48.0,20.0,21.0,7,0.5,0.44,57.0,5.0,40.0,12.0,56.0,24.0,13.0,19.0,0.03,0.05,150.0,81.0,271.0,98,182.0,316.0,28.0,201.0,-32.0,877.0,1025.0,1016.0,1225.0,503.0,453.0,1037.0,223.0,345.0,734.0
2015-16,South Alabama,Sun Belt,0.56,0.5,61.0,42.0,14.0,5,48.0,22.0,19.0,7,0.56,0.54,61.0,15.0,33.0,13.0,48.0,15.0,18.0,15.0,0.0,-0.04,133.0,43.0,240.0,117,134.0,193.0,46.0,163.0,-1.0,691.0,770.0,965.0,837.0,642.0,799.0,668.0,1.0,267.0,15.0
2016-17,South Alabama,Sun Belt,0.57,0.52,60.0,40.0,14.0,6,46.0,21.0,18.0,7,0.53,0.51,62.0,11.0,35.0,16.0,54.0,20.0,20.0,14.0,0.03,0.01,125.0,32.0,229.0,114,167.0,246.0,56.0,198.0,-42.0,628.0,895.0,868.0,960.0,503.0,613.0,1113.0,223.0,33.0,896.0
2017-18,South Alabama,Sun Belt,0.5,0.44,50.0,32.0,14.0,4,51.0,25.0,18.0,8,0.57,0.59,65.0,19.0,29.0,17.0,49.0,12.0,27.0,10.0,-0.08,-0.14,145.0,51.0,271.0,114,127.0,179.0,68.0,133.0,19.0,1034.0,723.0,1205.0,605.0,993.0,1188.0,428.0,637.0,980.0,449.0
2018-19,South Alabama,Sun Belt,0.49,0.43,50.0,30.0,17.0,3,52.0,26.0,17.0,9,0.49,0.51,55.0,24.0,18.0,13.0,57.0,10.0,31.0,16.0,-0.0,-0.08,156.0,104.0,236.0,127,147.0,98.0,146.0,196.0,9.0,1081.0,1071.0,1237.0,960.0,642.0,966.0,557.0,1.0,590.0,205.0
2019-20,South Alabama,Sun Belt,0.47,0.41,27.0,8.0,17.0,2,31.0,10.0,11.0,10,0.49,0.48,42.0,14.0,8.0,20.0,44.0,17.0,16.0,11.0,-0.02,-0.07,151.0,163.0,169.0,122,160.0,211.0,140.0,129.0,-9.0,1168.0,1071.0,1303.0,1092.0,741.0,921.0,767.0,143.0,504.0,205.0
2020-21,South Alabama,Sun Belt,0.57,0.51,53.0,36.0,13.0,4,40.0,22.0,11.0,7,0.52,0.48,49.0,11.0,30.0,8.0,46.0,13.0,19.0,14.0,0.05,0.03,101.0,53.0,135.0,114,166.0,249.0,38.0,210.0,-65.0,628.0,941.0,918.0,1092.0,423.0,533.0,1274.0,406.0,174.0,1181.0
2021-22,South Alabama,Sun Belt,0.56,0.53,49.0,27.0,17.0,5,38.0,19.0,12.0,7,0.52,0.49,46.0,5.0,16.0,25.0,42.0,18.0,17.0,7.0,0.04,0.04,115.0,69.0,167.0,109,146.0,310.0,75.0,52.0,-31.0,691.0,941.0,807.0,1047.0,460.0,496.0,1023.0,317.0,267.0,709.0
2006-07,South Carolina,SEC,0.62,0.59,68.0,46.0,14.0,8,41.0,20.0,16.0,5,0.55,0.54,71.0,18.0,38.0,15.0,58.0,15.0,26.0,17.0,0.07,0.06,46.0,7.0,103.0,28,63.0,76.0,29.0,84.0,-17.0,371.0,804.0,496.0,837.0,357.0,418.0,867.0,564.0,438.0,403.0
2007-08,South Carolina,SEC,0.56,0.52,60.0,40.0,14.0,6,47.0,23.0,18.0,6,0.47,0.48,51.0,16.0,21.0,14.0,57.0,16.0,26.0,15.0,0.09,0.05,70.0,23.0,157.0,29,83.0,85.0,48.0,115.0,-13.0,691.0,1142.0,868.0,1092.0,301.0,453.0,825.0,710.0,345.0,313.0
2008-09,South Carolina,SEC,0.64,0.62,68.0,40.0,21.0,7,39.0,23.0,10.0,6,0.5,0.51,52.0,10.0,21.0,21.0,51.0,18.0,24.0,9.0,0.13,0.11,42.0,21.0,68.0,36,78.0,114.0,56.0,63.0,-36.0,287.0,1025.0,369.0,960.0,196.0,255.0,1073.0,959.0,814.0,801.0
2009-10,South Carolina,SEC,0.67,0.6,76.0,54.0,15.0,7,38.0,16.0,16.0,6,0.35,0.39,39.0,14.0,11.0,14.0,71.0,15.0,40.0,16.0,0.31,0.21,48.0,7.0,98.0,38,91.0,55.0,109.0,108.0,-43.0,174.0,1418.0,441.0,1351.0,10.0,64.0,1119.0,1458.0,1290.0,910.0
2010-11,South Carolina,SEC,0.69,0.64,78.0,55.0,14.0,9,35.0,14.0,16.0,5,0.43,0.41,51.0,18.0,26.0,7.0,68.0,15.0,30.0,23.0,0.26,0.22,53.0,5.0,140.0,15,99.0,57.0,82.0,157.0,-45.0,111.0,1267.0,279.0,1305.0,27.0,48.0,1139.0,1406.0,1312.0,954.0
2011-12,South Carolina,SEC,0.62,0.63,70.0,49.0,10.0,11,43.0,20.0,21.0,2,0.52,0.53,62.0,25.0,23.0,14.0,58.0,10.0,32.0,16.0,0.1,0.09,72.0,7.0,191.0,18,79.0,24.0,99.0,113.0,-7.0,371.0,941.0,315.0,880.0,277.0,303.0,744.0,775.0,667.0,164.0
2012-13,South Carolina,SEC,0.63,0.66,68.0,43.0,14.0,11,40.0,20.0,18.0,2,0.62,0.63,77.0,25.0,34.0,18.0,47.0,8.0,25.0,14.0,0.01,0.02,84.0,13.0,228.0,11,49.0,21.0,37.0,88.0,35.0,327.0,511.0,208.0,439.0,599.0,573.0,273.0,46.0,95.0,785.0
2013-14,South Carolina,SEC,0.63,0.66,69.0,44.0,14.0,11,40.0,18.0,20.0,2,0.62,0.63,75.0,27.0,36.0,12.0,45.0,4.0,22.0,19.0,0.01,0.03,55.0,15.0,139.0,10,56.0,6.0,34.0,129.0,-2.0,327.0,511.0,208.0,439.0,599.0,533.0,686.0,46.0,174.0,47.0
2014-15,South Carolina,SEC,0.54,0.54,56.0,32.0,17.0,7,47.0,25.0,16.0,6,0.7,0.7,89.0,34.0,38.0,17.0,39.0,3.0,22.0,14.0,-0.15,-0.16,64.0,63.0,97.0,33,48.0,4.0,32.0,108.0,16.0,819.0,215.0,751.0,215.0,1253.0,1252.0,465.0,1076.0,1087.0,380.0
2015-16,South Carolina,SEC,0.67,0.57,74.0,46.0,25.0,3,36.0,18.0,9.0,9,0.66,0.67,82.0,31.0,38.0,13.0,42.0,1.0,23.0,18.0,0.01,-0.1,50.0,13.0,73.0,64,60.0,4.0,24.0,153.0,-10.0,174.0,358.0,601.0,296.0,599.0,1049.0,780.0,46.0,747.0,224.0
2016-17,South Carolina,SEC,0.61,0.58,67.0,35.0,26.0,6,43.0,25.0,11.0,7,0.66,0.68,79.0,27.0,34.0,18.0,41.0,4.0,25.0,12.0,-0.05,-0.1,42.0,31.0,24.0,72,46.0,3.0,22.0,112.0,-3.0,420.0,358.0,550.0,261.0,865.0,1049.0,699.0,406.0,747.0,74.0
2017-18,South Carolina,SEC,0.58,0.6,63.0,37.0,17.0,9,46.0,26.0,16.0,4,0.68,0.65,87.0,26.0,49.0,12.0,41.0,6.0,17.0,18.0,-0.1,-0.05,51.0,28.0,90.0,34,59.0,11.0,9.0,156.0,-8.0,575.0,289.0,441.0,359.0,1075.0,840.0,758.0,775.0,345.0,187.0
2018-19,South Carolina,SEC,0.5,0.51,51.0,28.0,16.0,7,50.0,28.0,16.0,6,0.69,0.71,77.0,21.0,38.0,18.0,34.0,9.0,19.0,6.0,-0.19,-0.19,65.0,82.0,79.0,35,22.0,17.0,23.0,25.0,44.0,1034.0,252.0,918.0,179.0,1353.0,1321.0,186.0,1252.0,1218.0,936.0
2019-20,South Carolina,SEC,0.58,0.55,34.0,12.0,18.0,4,25.0,4.0,13.0,8,0.78,0.77,67.0,32.0,15.0,20.0,19.0,1.0,6.0,12.0,-0.2,-0.22,70.0,103.0,66.0,41,18.0,1.0,15.0,39.0,52.0,575.0,43.0,701.0,54.0,1378.0,1375.0,145.0,1300.0,1312.0,1037.0
2020-21,South Carolina,SEC,0.48,0.36,42.0,34.0,6.0,2,46.0,23.0,15.0,8,0.61,0.63,64.0,26.0,26.0,12.0,41.0,5.0,26.0,10.0,-0.13,-0.27,92.0,20.0,178.0,79,73.0,1.0,48.0,170.0,19.0,1122.0,550.0,1403.0,439.0,1182.0,1437.0,428.0,959.0,1412.0,449.0
2021-22,South Carolina,SEC,0.54,0.54,48.0,24.0,17.0,7,41.0,22.0,13.0,6,0.66,0.65,72.0,35.0,23.0,14.0,37.0,2.0,20.0,15.0,-0.12,-0.11,72.0,67.0,79.0,69,29.0,1.0,44.0,41.0,43.0,819.0,358.0,751.0,359.0,1147.0,1093.0,195.0,905.0,814.0,910.0
2006-07,South Florida,AAC,0.53,0.55,55.0,34.0,12.0,9,48.0,26.0,18.0,4,0.6,0.57,77.0,21.0,44.0,12.0,51.0,12.0,22.0,17.0,-0.07,-0.02,96.0,55.0,185.0,47,97.0,46.0,72.0,173.0,-1.0,877.0,595.0,701.0,691.0,954.0,707.0,668.0,564.0,95.0,15.0
2007-08,South Florida,AAC,0.51,0.54,52.0,31.0,12.0,9,50.0,27.0,19.0,4,0.63,0.61,79.0,16.0,44.0,19.0,46.0,16.0,20.0,10.0,-0.12,-0.08,95.0,65.0,202.0,17,73.0,78.0,31.0,111.0,21.0,970.0,467.0,751.0,524.0,1147.0,966.0,403.0,905.0,590.0,500.0
2008-09,South Florida,AAC,0.5,0.49,51.0,34.0,9.0,8,52.0,25.0,22.0,5,0.63,0.63,78.0,27.0,34.0,17.0,46.0,10.0,22.0,14.0,-0.13,-0.13,96.0,73.0,190.0,26,70.0,30.0,49.0,131.0,26.0,1034.0,467.0,1016.0,439.0,1182.0,1157.0,353.0,959.0,931.0,608.0
2009-10,South Florida,AAC,0.52,0.56,54.0,26.0,20.0,8,50.0,32.0,13.0,5,0.51,0.53,57.0,15.0,24.0,18.0,55.0,16.0,29.0,10.0,0.01,0.03,75.0,93.0,83.0,48,91.0,116.0,88.0,69.0,-16.0,931.0,982.0,648.0,880.0,599.0,533.0,855.0,46.0,174.0,380.0
2010-11,South Florida,AAC,0.43,0.46,43.0,25.0,10.0,8,57.0,29.0,23.0,5,0.49,0.45,55.0,12.0,33.0,10.0,58.0,19.0,21.0,18.0,-0.06,0.01,102.0,96.0,159.0,51,131.0,134.0,56.0,203.0,-29.0,1288.0,1071.0,1136.0,1188.0,908.0,613.0,996.0,486.0,33.0,664.0
2011-12,South Florida,AAC,0.6,0.55,65.0,38.0,22.0,5,43.0,22.0,14.0,7,0.64,0.58,81.0,19.0,50.0,12.0,46.0,16.0,14.0,16.0,-0.04,-0.03,51.0,71.0,39.0,44,82.0,78.0,15.0,154.0,-31.0,470.0,427.0,701.0,644.0,819.0,746.0,1023.0,317.0,174.0,709.0
2012-13,South Florida,AAC,0.5,0.42,51.0,36.0,12.0,3,50.0,22.0,19.0,9,0.67,0.65,84.0,22.0,45.0,17.0,42.0,11.0,16.0,15.0,-0.16,-0.23,97.0,72.0,150.0,68,71.0,51.0,35.0,126.0,26.0,1034.0,319.0,1267.0,359.0,1273.0,1386.0,353.0,1119.0,1339.0,608.0
2013-14,South Florida,AAC,0.4,0.34,41.0,27.0,12.0,2,61.0,31.0,20.0,10,0.64,0.62,79.0,19.0,43.0,17.0,44.0,12.0,17.0,15.0,-0.24,-0.28,159.0,142.0,227.0,107,74.0,57.0,30.0,135.0,85.0,1371.0,427.0,1432.0,475.0,1422.0,1448.0,27.0,1376.0,1429.0,1344.0
2014-15,South Florida,AAC,0.46,0.4,46.0,33.0,9.0,4,55.0,24.0,23.0,8,0.63,0.62,77.0,27.0,36.0,14.0,46.0,8.0,20.0,18.0,-0.17,-0.22,136.0,30.0,277.0,102,78.0,27.0,54.0,154.0,58.0,1206.0,467.0,1329.0,475.0,1305.0,1375.0,115.0,1178.0,1312.0,1116.0
2015-16,South Florida,AAC,0.39,0.43,40.0,24.0,8.0,8,63.0,33.0,25.0,5,0.63,0.6,79.0,23.0,45.0,11.0,46.0,9.0,16.0,21.0,-0.24,-0.17,153.0,169.0,230.0,59,65.0,21.0,22.0,151.0,88.0,1393.0,467.0,1237.0,562.0,1422.0,1280.0,23.0,1376.0,1131.0,1362.0
2016-17,South Florida,AAC,0.58,0.59,60.0,42.0,7.0,11,44.0,19.0,23.0,2,0.62,0.64,75.0,24.0,32.0,19.0,45.0,8.0,24.0,13.0,-0.05,-0.05,125.0,23.0,317.0,36,64.0,30.0,50.0,113.0,61.0,575.0,511.0,496.0,402.0,865.0,840.0,103.0,406.0,345.0,1151.0
2017-18,South Florida,AAC,0.55,0.59,56.0,36.0,10.0,10,46.0,22.0,22.0,2,0.62,0.61,77.0,26.0,39.0,12.0,48.0,7.0,23.0,18.0,-0.07,-0.02,116.0,29.0,276.0,44,82.0,14.0,46.0,187.0,34.0,753.0,511.0,496.0,524.0,954.0,707.0,279.0,564.0,95.0,767.0
2018-19,South Florida,AAC,0.55,0.55,57.0,26.0,24.0,7,47.0,27.0,14.0,6,0.64,0.64,78.0,18.0,41.0,19.0,43.0,15.0,19.0,9.0,-0.1,-0.08,98.0,117.0,83.0,94,81.0,115.0,32.0,95.0,17.0,753.0,427.0,701.0,402.0,1075.0,966.0,457.0,775.0,590.0,403.0
2019-20,South Florida,AAC,0.4,0.38,24.0,6.0,14.0,4,36.0,11.0,17.0,8,0.48,0.48,41.0,19.0,15.0,7.0,45.0,13.0,9.0,23.0,-0.08,-0.1,130.0,170.0,125.0,95,116.0,68.0,39.0,240.0,14.0,1371.0,1108.0,1377.0,1092.0,993.0,1049.0,489.0,637.0,747.0,332.0
2020-21,South Florida,AAC,0.44,0.33,40.0,31.0,8.0,1,51.0,30.0,13.0,8,0.65,0.63,54.0,19.0,29.0,6.0,29.0,4.0,17.0,8.0,-0.21,-0.29,117.0,77.0,166.0,109,54.0,19.0,66.0,77.0,63.0,1263.0,390.0,1445.0,439.0,1391.0,1455.0,95.0,1321.0,1439.0,1170.0
2021-22,South Florida,AAC,0.39,0.32,35.0,25.0,8.0,2,55.0,22.0,23.0,10,0.6,0.57,66.0,24.0,35.0,7.0,44.0,9.0,11.0,24.0,-0.21,-0.25,169.0,140.0,260.0,107,103.0,19.0,41.0,248.0,66.0,1393.0,595.0,1453.0,691.0,1391.0,1421.0,81.0,1321.0,1390.0,1197.0
2006-07,Southern Miss,C-USA,0.64,0.64,68.0,39.0,20.0,9,39.0,23.0,11.0,5,0.4,0.43,48.0,15.0,18.0,15.0,71.0,15.0,38.0,18.0,0.23,0.21,72.0,33.0,130.0,52,184.0,202.0,154.0,196.0,-112.0,287.0,1354.0,279.0,1252.0,47.0,64.0,1449.0,1365.0,1290.0,1442.0
2007-08,Southern Miss,C-USA,0.62,0.59,68.0,42.0,19.0,7,42.0,22.0,14.0,6,0.48,0.48,59.0,21.0,25.0,13.0,65.0,14.0,30.0,21.0,0.14,0.11,70.0,28.0,116.0,67,159.0,161.0,99.0,216.0,-88.0,371.0,1108.0,496.0,1092.0,178.0,255.0,1387.0,1027.0,814.0,1362.0
2008-09,Southern Miss,C-USA,0.56,0.54,62.0,40.0,15.0,7,49.0,26.0,17.0,6,0.54,0.56,63.0,20.0,26.0,17.0,53.0,12.0,28.0,13.0,0.02,-0.02,83.0,31.0,159.0,60,135.0,132.0,131.0,142.0,-52.0,691.0,850.0,751.0,739.0,559.0,707.0,1193.0,143.0,95.0,1037.0
2009-10,Southern Miss,C-USA,0.59,0.58,63.0,36.0,20.0,7,44.0,24.0,14.0,6,0.53,0.54,61.0,9.0,25.0,27.0,54.0,21.0,28.0,5.0,0.06,0.04,80.0,61.0,121.0,57,132.0,223.0,116.0,56.0,-52.0,522.0,895.0,550.0,837.0,391.0,496.0,1193.0,486.0,267.0,1037.0
2010-11,Southern Miss,C-USA,0.67,0.66,69.0,39.0,22.0,8,34.0,19.0,10.0,5,0.4,0.42,46.0,10.0,17.0,19.0,70.0,20.0,38.0,12.0,0.27,0.24,51.0,24.0,67.0,62,156.0,181.0,171.0,116.0,-105.0,174.0,1354.0,208.0,1279.0,21.0,32.0,1431.0,1420.0,1368.0,1421.0
2011-12,Southern Miss,C-USA,0.66,0.72,69.0,32.0,25.0,12,35.0,24.0,9.0,2,0.39,0.41,43.0,13.0,13.0,17.0,67.0,18.0,34.0,15.0,0.27,0.31,50.0,90.0,26.0,33,181.0,181.0,211.0,151.0,-131.0,207.0,1366.0,69.0,1305.0,21.0,10.0,1477.0,1420.0,1450.0,1476.0
2012-13,Southern Miss,C-USA,0.54,0.42,57.0,30.0,27.0,0,49.0,27.0,10.0,12,0.32,0.34,37.0,15.0,14.0,8.0,77.0,16.0,41.0,20.0,0.21,0.08,83.0,108.0,27.0,115,213.0,179.0,179.0,281.0,-130.0,819.0,1446.0,1267.0,1417.0,58.0,343.0,1476.0,1321.0,590.0,1475.0
2013-14,Southern Miss,C-USA,0.6,0.49,65.0,35.0,29.0,1,43.0,25.0,7.0,11,0.56,0.59,65.0,26.0,22.0,17.0,51.0,6.0,31.0,14.0,0.04,-0.1,71.0,64.0,29.0,121,126.0,30.0,168.0,179.0,-54.0,470.0,770.0,1016.0,605.0,460.0,1049.0,1207.0,317.0,747.0,1070.0
2014-15,Southern Miss,C-USA,0.51,0.41,48.0,36.0,9.0,3,47.0,18.0,20.0,9,0.52,0.55,64.0,26.0,18.0,20.0,59.0,11.0,34.0,14.0,-0.02,-0.14,152.0,53.0,283.0,120,153.0,71.0,217.0,170.0,-1.0,970.0,941.0,1303.0,785.0,741.0,1188.0,668.0,143.0,980.0,15.0
2015-16,Southern Miss,C-USA,0.56,0.53,58.0,41.0,8.0,9,46.0,20.0,21.0,5,0.55,0.56,68.0,14.0,30.0,24.0,55.0,16.0,28.0,11.0,0.0,-0.03,132.0,20.0,312.0,65,126.0,188.0,82.0,108.0,6.0,691.0,804.0,807.0,739.0,642.0,746.0,581.0,1.0,174.0,148.0
2016-17,Southern Miss,C-USA,0.6,0.53,66.0,50.0,9.0,7,44.0,16.0,22.0,6,0.62,0.65,73.0,23.0,27.0,23.0,44.0,10.0,26.0,8.0,-0.02,-0.12,144.0,11.0,331.0,89,103.0,102.0,105.0,102.0,41.0,470.0,511.0,807.0,359.0,741.0,1126.0,218.0,143.0,872.0,882.0
2017-18,Southern Miss,C-USA,0.62,0.6,68.0,44.0,16.0,8,41.0,18.0,18.0,5,0.46,0.49,54.0,15.0,19.0,20.0,63.0,15.0,36.0,12.0,0.16,0.11,111.0,38.0,204.0,90,173.0,217.0,179.0,122.0,-62.0,371.0,1173.0,441.0,1047.0,128.0,255.0,1261.0,1119.0,814.0,1159.0
2018-19,Southern Miss,C-USA,0.63,0.6,66.0,40.0,20.0,6,39.0,21.0,13.0,5,0.56,0.56,63.0,17.0,30.0,16.0,49.0,13.0,22.0,14.0,0.07,0.04,80.0,43.0,102.0,95,152.0,196.0,98.0,161.0,-72.0,327.0,770.0,441.0,739.0,357.0,496.0,1319.0,564.0,267.0,1259.0
2019-20,Southern Miss,C-USA,0.44,0.5,25.0,12.0,6.0,7,32.0,4.0,22.0,6,0.38,0.41,30.0,13.0,14.0,3.0,48.0,15.0,7.0,26.0,0.05,0.09,137.0,36.0,290.0,86,231.0,221.0,178.0,293.0,-93.0,1263.0,1383.0,965.0,1305.0,423.0,303.0,1404.0,406.0,667.0,1387.0
2020-21,Southern Miss,C-USA,0.52,0.41,49.0,40.0,6.0,3,45.0,21.0,17.0,7,0.41,0.41,37.0,6.0,22.0,9.0,53.0,12.0,31.0,10.0,0.11,-0.0,150.0,22.0,311.0,116,219.0,261.0,176.0,219.0,-69.0,931.0,1326.0,1303.0,1305.0,243.0,645.0,1302.0,835.0,1.0,1231.0
2021-22,Southern Miss,C-USA,0.48,0.39,44.0,36.0,5.0,3,47.0,12.0,26.0,9,0.54,0.52,52.0,16.0,25.0,11.0,45.0,12.0,16.0,17.0,-0.05,-0.14,148.0,15.0,312.0,116,168.0,179.0,81.0,243.0,-20.0,1122.0,850.0,1357.0,919.0,865.0,1188.0,902.0,406.0,980.0,475.0
2006-07,Stanford,Pac-12,0.47,0.39,47.0,28.0,18.0,1,52.0,28.0,13.0,11,0.76,0.79,94.0,29.0,35.0,30.0,30.0,5.0,21.0,4.0,-0.28,-0.4,80.0,81.0,69.0,91,14.0,17.0,21.0,3.0,67.0,1168.0,73.0,1357.0,34.0,1452.0,1481.0,77.0,1432.0,1479.0,1209.0
2007-08,Stanford,Pac-12,0.65,0.58,73.0,41.0,28.0,4,40.0,24.0,8.0,8,0.84,0.86,116.0,35.0,49.0,32.0,22.0,4.0,15.0,3.0,-0.19,-0.28,32.0,9.0,16.0,71,6.0,5.0,13.0,1.0,26.0,233.0,6.0,550.0,2.0,1353.0,1448.0,353.0,1252.0,1429.0,608.0
2008-09,Stanford,Pac-12,0.54,0.52,55.0,30.0,20.0,5,46.0,25.0,14.0,7,0.85,0.86,112.0,33.0,48.0,31.0,20.0,5.0,11.0,4.0,-0.3,-0.34,71.0,76.0,95.0,41,6.0,5.0,11.0,2.0,65.0,819.0,3.0,868.0,2.0,1463.0,1469.0,87.0,1452.0,1463.0,1181.0
2009-10,Stanford,Pac-12,0.52,0.54,53.0,31.0,14.0,8,48.0,25.0,18.0,5,0.77,0.78,96.0,36.0,37.0,23.0,29.0,2.0,19.0,8.0,-0.24,-0.25,73.0,37.0,160.0,21,10.0,2.0,20.0,8.0,63.0,931.0,56.0,751.0,42.0,1422.0,1421.0,95.0,1376.0,1390.0,1170.0
2010-11,Stanford,Pac-12,0.61,0.67,62.0,35.0,15.0,12,39.0,22.0,16.0,1,0.81,0.83,102.0,33.0,42.0,27.0,24.0,3.0,17.0,4.0,-0.2,-0.16,57.0,13.0,151.0,6,8.0,6.0,16.0,2.0,49.0,420.0,17.0,175.0,10.0,1378.0,1252.0,165.0,1300.0,1087.0,1000.0
