season,team,conf,win_pct_men,win_pct_avg_men,w_men,w_mba,w_mbb,w_mfb,l_men,l_mba,l_mbb,l_mfb,win_pct_women,win_pct_avg_women,w_women,w_wbb,w_wsb,w_wvb,l_women,l_wbb,l_wsb,l_wvb,diff_win_pct,diff_win_pct_avg,rpi_avg_men,rpi_mba,rpi_mbb,fpi_mfb,rpi_avg_women,rpi_wbb,rpi_wsb,rpi_wvb,diff_rpi_avg,rank_win_pct_men,rank_win_pct_women,rank_win_pct_avg_men,rank_win_pct_avg_women,rank_diff_win_pct,rank_diff_win_pct_avg,rank_diff_rpi_avg,rank_diff_win_pct_abs,rank_diff_win_pct_avg_abs,rank_diff_rpi_avg_abs
2006-07,Akron,MAC,0.59,0.56,54.0,23.0,26.0,5,38.0,24.0,7.0,7,0.33,0.33,34.0,10.0,17.0,7.0,68.0,19.0,25.0,24.0,0.25,0.24,119.0,202.0,68.0,88,237.0,262.0,195.0,255.0,-118.0,522.0,1440.0,648.0,1430.0,32.0,32.0,1462.0,1396.0,1368.0,1459.0
2007-08,Akron,MAC,0.55,0.51,53.0,25.0,24.0,4,43.0,24.0,11.0,8,0.31,0.3,37.0,7.0,20.0,10.0,82.0,24.0,38.0,20.0,0.24,0.21,109.0,169.0,57.0,101,231.0,262.0,209.0,221.0,-122.0,753.0,1456.0,918.0,1459.0,40.0,64.0,1467.0,1376.0,1290.0,1465.0
2008-09,Akron,MAC,0.47,0.47,47.0,19.0,23.0,5,53.0,33.0,13.0,7,0.49,0.45,57.0,11.0,35.0,11.0,60.0,19.0,24.0,17.0,-0.02,0.02,139.0,226.0,103.0,89,196.0,202.0,148.0,237.0,-56.0,1168.0,1071.0,1096.0,1188.0,741.0,573.0,1220.0,143.0,95.0,1090.0
2009-10,Akron,MAC,0.47,0.44,48.0,21.0,24.0,3,54.0,34.0,11.0,9,0.44,0.46,52.0,18.0,20.0,14.0,66.0,14.0,34.0,18.0,0.03,-0.02,150.0,245.0,96.0,108,193.0,161.0,224.0,193.0,-43.0,1168.0,1243.0,1205.0,1156.0,503.0,707.0,1119.0,223.0,95.0,910.0
2010-11,Akron,MAC,0.4,0.34,40.0,16.0,23.0,1,61.0,37.0,13.0,11,0.48,0.48,53.0,14.0,24.0,15.0,57.0,16.0,24.0,17.0,-0.09,-0.14,160.0,257.0,106.0,117,189.0,179.0,185.0,202.0,-29.0,1371.0,1108.0,1432.0,1092.0,1035.0,1188.0,996.0,710.0,980.0,664.0
2011-12,Akron,MAC,0.4,0.35,40.0,17.0,22.0,1,61.0,38.0,12.0,11,0.37,0.34,42.0,14.0,24.0,4.0,72.0,18.0,29.0,25.0,0.03,0.0,155.0,276.0,68.0,120,202.0,200.0,175.0,231.0,-47.0,1371.0,1401.0,1417.0,1417.0,503.0,645.0,1156.0,223.0,1.0,979.0
2012-13,Akron,MAC,0.43,0.39,42.0,15.0,26.0,1,55.0,37.0,7.0,11,0.55,0.57,62.0,23.0,23.0,16.0,51.0,10.0,28.0,13.0,-0.12,-0.18,137.0,246.0,48.0,116,159.0,109.0,199.0,169.0,-22.0,1288.0,804.0,1357.0,691.0,1147.0,1303.0,921.0,905.0,1176.0,519.0
2013-14,Akron,MAC,0.52,0.51,54.0,28.0,21.0,5,49.0,29.0,13.0,7,0.57,0.55,58.0,23.0,27.0,8.0,44.0,9.0,16.0,19.0,-0.04,-0.04,125.0,172.0,95.0,108,155.0,76.0,130.0,259.0,-30.0,931.0,723.0,918.0,785.0,819.0,799.0,1008.0,317.0,267.0,688.0
2014-15,Akron,MAC,0.51,0.5,54.0,28.0,21.0,5,51.0,30.0,14.0,7,0.49,0.49,55.0,22.0,25.0,8.0,58.0,9.0,26.0,23.0,0.03,0.01,137.0,181.0,124.0,105,176.0,95.0,167.0,266.0,-39.0,970.0,1071.0,965.0,1047.0,503.0,613.0,1091.0,223.0,33.0,849.0
2019-20,Akron,MAC,0.43,0.28,23.0,1.0,22.0,0,30.0,11.0,7.0,12,0.45,0.44,37.0,15.0,6.0,16.0,46.0,15.0,19.0,12.0,-0.01,-0.16,167.0,298.0,73.0,129,190.0,181.0,226.0,163.0,-23.0,1288.0,1204.0,1471.0,1225.0,687.0,1252.0,937.0,46.0,1087.0,547.0
2020-21,Akron,MAC,0.33,0.33,23.0,9.0,13.0,1,46.0,33.0,8.0,5,0.21,0.24,20.0,6.0,8.0,6.0,76.0,14.0,46.0,16.0,0.12,0.09,173.0,285.0,108.0,125,244.0,224.0,273.0,234.0,-71.0,1456.0,1484.0,1445.0,1480.0,224.0,303.0,1313.0,905.0,667.0,1247.0
2021-22,Akron,MAC,0.41,0.38,36.0,12.0,22.0,2,52.0,32.0,10.0,10,0.41,0.42,39.0,16.0,13.0,10.0,55.0,12.0,23.0,20.0,-0.01,-0.05,168.0,267.0,109.0,128,190.0,112.0,198.0,259.0,-22.0,1352.0,1326.0,1377.0,1279.0,687.0,840.0,921.0,46.0,345.0,519.0
2006-07,Alabama,SEC,0.56,0.54,57.0,31.0,20.0,6,45.0,26.0,12.0,7,0.66,0.58,82.0,10.0,55.0,17.0,43.0,20.0,10.0,13.0,-0.1,-0.04,49.0,61.0,47.0,40,75.0,153.0,8.0,65.0,-26.0,691.0,358.0,751.0,644.0,1075.0,799.0,970.0,775.0,267.0,608.0
2007-08,Alabama,SEC,0.54,0.54,59.0,35.0,17.0,7,50.0,28.0,16.0,6,0.64,0.55,81.0,8.0,58.0,15.0,45.0,22.0,8.0,15.0,-0.1,-0.01,70.0,49.0,124.0,38,80.0,191.0,2.0,48.0,-10.0,819.0,427.0,751.0,785.0,1075.0,677.0,780.0,775.0,33.0,224.0
2008-09,Alabama,SEC,0.64,0.69,67.0,37.0,18.0,12,37.0,21.0,14.0,2,0.67,0.61,83.0,13.0,54.0,16.0,41.0,17.0,11.0,13.0,-0.03,0.08,52.0,39.0,109.0,9,61.0,97.0,2.0,85.0,-9.0,287.0,319.0,123.0,524.0,781.0,343.0,767.0,223.0,590.0,205.0
2009-10,Alabama,SEC,0.65,0.72,73.0,42.0,17.0,14,40.0,25.0,15.0,0,0.59,0.5,72.0,12.0,52.0,8.0,51.0,18.0,11.0,22.0,0.06,0.22,39.0,11.0,104.0,3,110.0,164.0,1.0,164.0,-70.0,233.0,641.0,69.0,1005.0,391.0,48.0,1307.0,486.0,1312.0,1240.0
2010-11,Alabama,SEC,0.62,0.67,70.0,35.0,25.0,10,43.0,28.0,12.0,3,0.65,0.58,82.0,18.0,53.0,11.0,45.0,15.0,11.0,19.0,-0.03,0.09,32.0,33.0,60.0,3,81.0,94.0,3.0,147.0,-49.0,371.0,390.0,175.0,644.0,781.0,303.0,1172.0,223.0,667.0,1000.0
2011-12,Alabama,SEC,0.53,0.65,54.0,21.0,21.0,12,47.0,34.0,12.0,1,0.64,0.54,83.0,12.0,60.0,11.0,47.0,19.0,8.0,20.0,-0.1,0.11,56.0,127.0,40.0,1,104.0,162.0,1.0,150.0,-48.0,877.0,427.0,246.0,837.0,1075.0,255.0,1163.0,775.0,814.0,989.0
2012-13,Alabama,SEC,0.63,0.71,71.0,35.0,23.0,13,42.0,28.0,13.0,1,0.62,0.58,76.0,13.0,45.0,18.0,47.0,18.0,15.0,14.0,0.01,0.13,31.0,29.0,64.0,1,93.0,167.0,9.0,104.0,-62.0,327.0,511.0,86.0,644.0,599.0,209.0,1261.0,46.0,931.0,1159.0
2013-14,Alabama,SEC,0.58,0.62,61.0,37.0,13.0,11,45.0,24.0,19.0,2,0.7,0.66,91.0,14.0,53.0,24.0,39.0,16.0,13.0,10.0,-0.12,-0.04,51.0,24.0,128.0,2,40.0,77.0,2.0,41.0,11.0,575.0,215.0,369.0,321.0,1147.0,799.0,529.0,905.0,267.0,249.0
2014-15,Alabama,SEC,0.58,0.65,63.0,32.0,19.0,12,45.0,28.0,15.0,2,0.67,0.64,87.0,13.0,48.0,26.0,42.0,19.0,15.0,8.0,-0.09,0.01,44.0,44.0,86.0,2,79.0,200.0,6.0,31.0,-35.0,575.0,319.0,246.0,402.0,1035.0,613.0,1063.0,710.0,33.0,785.0
2015-16,Alabama,SEC,0.6,0.68,64.0,32.0,18.0,14,42.0,26.0,15.0,1,0.65,0.61,83.0,15.0,51.0,17.0,44.0,15.0,14.0,15.0,-0.05,0.07,48.0,65.0,79.0,1,86.0,160.0,6.0,93.0,-38.0,470.0,390.0,146.0,524.0,865.0,377.0,1086.0,406.0,504.0,836.0
2016-17,Alabama,SEC,0.51,0.62,52.0,19.0,19.0,14,50.0,34.0,15.0,1,0.67,0.65,85.0,19.0,46.0,20.0,42.0,13.0,18.0,11.0,-0.16,-0.04,86.0,175.0,82.0,1,67.0,132.0,14.0,54.0,19.0,970.0,319.0,369.0,359.0,1273.0,799.0,428.0,1119.0,267.0,449.0
2017-18,Alabama,SEC,0.57,0.66,60.0,27.0,20.0,13,46.0,29.0,16.0,1,0.6,0.59,71.0,17.0,36.0,18.0,47.0,13.0,20.0,14.0,-0.04,0.06,41.0,82.0,41.0,1,58.0,94.0,15.0,65.0,-17.0,628.0,595.0,208.0,605.0,819.0,418.0,867.0,317.0,438.0,403.0
2018-19,Alabama,SEC,0.59,0.67,62.0,30.0,18.0,14,43.0,26.0,16.0,1,0.71,0.65,92.0,14.0,60.0,18.0,37.0,17.0,10.0,10.0,-0.12,0.02,36.0,44.0,61.0,2,71.0,157.0,6.0,51.0,-36.0,522.0,190.0,175.0,359.0,1147.0,573.0,1073.0,905.0,95.0,801.0
2019-20,Alabama,SEC,0.7,0.77,43.0,16.0,16.0,11,18.0,1.0,15.0,2,0.54,0.55,44.0,18.0,14.0,12.0,37.0,12.0,8.0,17.0,0.16,0.22,21.0,3.0,55.0,4,76.0,71.0,13.0,143.0,-55.0,88.0,850.0,19.0,785.0,128.0,48.0,1213.0,1119.0,1312.0,1080.0
2020-21,Alabama,SEC,0.68,0.78,71.0,32.0,26.0,13,33.0,26.0,7.0,0,0.68,0.6,69.0,17.0,45.0,7.0,32.0,10.0,7.0,15.0,-0.0,0.18,14.0,36.0,4.0,1,79.0,39.0,2.0,197.0,-66.0,142.0,289.0,13.0,562.0,642.0,104.0,1283.0,1.0,1176.0,1197.0
2021-22,Alabama,SEC,0.6,0.66,58.0,26.0,19.0,13,38.0,22.0,14.0,2,0.62,0.59,65.0,20.0,35.0,10.0,40.0,14.0,6.0,20.0,-0.01,0.07,26.0,55.0,22.0,2,86.0,73.0,2.0,182.0,-59.0,470.0,511.0,208.0,605.0,687.0,377.0,1243.0,46.0,504.0,1129.0
2014-15,Appalachian St.,Sun Belt,0.38,0.44,36.0,17.0,12.0,7,58.0,36.0,17.0,5,0.45,0.48,49.0,14.0,14.0,21.0,61.0,16.0,35.0,10.0,-0.06,-0.04,188.0,231.0,243.0,89,158.0,174.0,193.0,107.0,30.0,1407.0,1204.0,1205.0,1092.0,908.0,799.0,315.0,486.0,267.0,688.0
2015-16,Appalachian St.,Sun Belt,0.39,0.49,38.0,18.0,9.0,11,60.0,36.0,22.0,2,0.37,0.42,43.0,10.0,11.0,22.0,73.0,20.0,45.0,8.0,0.02,0.07,187.0,241.0,262.0,57,194.0,259.0,243.0,80.0,-7.0,1393.0,1401.0,1016.0,1279.0,559.0,377.0,744.0,143.0,504.0,164.0
2016-17,Appalachian St.,Sun Belt,0.39,0.47,38.0,19.0,9.0,10,60.0,36.0,21.0,3,0.28,0.27,30.0,12.0,14.0,4.0,78.0,19.0,34.0,25.0,0.11,0.2,177.0,183.0,295.0,54,249.0,216.0,232.0,298.0,-71.0,1393.0,1473.0,1096.0,1469.0,243.0,74.0,1313.0,835.0,1263.0,1247.0
2017-18,Appalachian St.,Sun Belt,0.42,0.49,42.0,18.0,15.0,9,58.0,36.0,18.0,4,0.32,0.32,37.0,8.0,17.0,12.0,78.0,23.0,35.0,20.0,0.1,0.17,164.0,180.0,250.0,63,244.0,261.0,230.0,241.0,-80.0,1327.0,1446.0,1016.0,1441.0,277.0,128.0,1358.0,775.0,1131.0,1322.0
2018-19,Appalachian St.,Sun Belt,0.45,0.53,44.0,22.0,11.0,11,54.0,31.0,21.0,2,0.6,0.62,70.0,18.0,31.0,21.0,46.0,14.0,25.0,7.0,-0.15,-0.09,150.0,189.0,215.0,45,112.0,130.0,110.0,97.0,37.0,1231.0,595.0,807.0,475.0,1253.0,1009.0,251.0,1076.0,667.0,815.0
2019-20,Appalachian St.,Sun Belt,0.64,0.69,39.0,10.0,16.0,13,22.0,6.0,15.0,1,0.44,0.46,36.0,11.0,12.0,13.0,45.0,19.0,9.0,17.0,0.19,0.23,91.0,62.0,181.0,29,194.0,228.0,188.0,166.0,-103.0,287.0,1243.0,123.0,1156.0,79.0,39.0,1427.0,1252.0,1339.0,1417.0
2020-21,Appalachian St.,Sun Belt,0.48,0.56,43.0,21.0,13.0,9,46.0,31.0,12.0,3,0.48,0.4,43.0,15.0,27.0,1.0,46.0,12.0,19.0,15.0,0.0,0.16,119.0,169.0,150.0,39,179.0,156.0,109.0,271.0,-59.0,1122.0,1108.0,648.0,1333.0,642.0,150.0,1243.0,1.0,1087.0,1129.0
2021-22,Appalachian St.,Sun Belt,0.47,0.53,42.0,16.0,16.0,10,47.0,28.0,15.0,4,0.45,0.43,42.0,12.0,23.0,7.0,52.0,12.0,18.0,22.0,0.03,0.1,91.0,115.0,125.0,33,203.0,187.0,147.0,275.0,-112.0,1168.0,1204.0,807.0,1252.0,503.0,280.0,1449.0,223.0,747.0,1442.0
2006-07,Arizona,Pac-12,0.67,0.62,68.0,42.0,20.0,6,34.0,17.0,11.0,6,0.59,0.52,74.0,11.0,50.0,13.0,52.0,21.0,14.0,17.0,0.08,0.1,28.0,21.0,17.0,45,75.0,143.0,1.0,80.0,-47.0,174.0,641.0,369.0,919.0,326.0,280.0,1156.0,637.0,747.0,979.0
2007-08,Arizona,Pac-12,0.62,0.55,66.0,42.0,19.0,5,41.0,19.0,15.0,7,0.54,0.49,65.0,10.0,41.0,14.0,56.0,20.0,19.0,17.0,0.08,0.07,30.0,6.0,50.0,34,86.0,187.0,7.0,63.0,-56.0,371.0,850.0,701.0,1047.0,326.0,377.0,1220.0,637.0,504.0,1090.0
2008-09,Arizona,Pac-12,0.57,0.59,59.0,30.0,21.0,8,44.0,25.0,14.0,5,0.6,0.55,74.0,12.0,46.0,16.0,50.0,19.0,17.0,14.0,-0.02,0.04,42.0,61.0,49.0,17,71.0,130.0,7.0,77.0,-29.0,628.0,595.0,496.0,785.0,741.0,496.0,996.0,143.0,267.0,664.0
2009-10,Arizona,Pac-12,0.57,0.57,58.0,34.0,16.0,8,44.0,24.0,15.0,5,0.67,0.62,85.0,14.0,52.0,19.0,42.0,17.0,14.0,11.0,-0.1,-0.05,54.0,29.0,100.0,32,52.0,124.0,4.0,29.0,1.0,628.0,319.0,601.0,475.0,1075.0,840.0,640.0,775.0,345.0,15.0
2010-11,Arizona,Pac-12,0.68,0.66,76.0,39.0,30.0,7,35.0,21.0,8.0,6,0.67,0.66,84.0,21.0,43.0,20.0,42.0,12.0,18.0,12.0,0.02,0.0,20.0,19.0,13.0,29,38.0,67.0,8.0,38.0,-17.0,142.0,319.0,208.0,321.0,559.0,645.0,867.0,143.0,1.0,403.0
2011-12,Arizona,Pac-12,0.67,0.58,75.0,48.0,23.0,4,37.0,17.0,12.0,8,0.6,0.58,72.0,15.0,38.0,19.0,49.0,17.0,19.0,13.0,0.07,-0.0,44.0,4.0,79.0,50,72.0,154.0,11.0,51.0,-28.0,174.0,595.0,550.0,644.0,357.0,645.0,986.0,564.0,1.0,641.0
2012-13,Arizona,Pac-12,0.67,0.67,69.0,34.0,27.0,8,34.0,21.0,8.0,5,0.51,0.49,61.0,12.0,33.0,16.0,59.0,18.0,26.0,15.0,0.16,0.18,40.0,59.0,16.0,46,86.0,173.0,31.0,53.0,-45.0,174.0,982.0,175.0,1047.0,128.0,104.0,1139.0,1119.0,1176.0,954.0
2013-14,Arizona,Pac-12,0.59,0.63,63.0,22.0,33.0,8,43.0,33.0,5.0,5,0.56,0.51,70.0,5.0,44.0,21.0,54.0,25.0,16.0,13.0,0.03,0.12,75.0,198.0,2.0,26,99.0,256.0,14.0,26.0,-23.0,522.0,770.0,315.0,960.0,503.0,227.0,937.0,223.0,872.0,547.0
2014-15,Arizona,Pac-12,0.7,0.72,75.0,31.0,34.0,10,32.0,24.0,4.0,4,0.6,0.57,75.0,10.0,41.0,24.0,50.0,20.0,20.0,10.0,0.1,0.15,51.0,123.0,4.0,25,81.0,209.0,15.0,18.0,-30.0,88.0,595.0,69.0,691.0,277.0,166.0,1008.0,775.0,1033.0,688.0
2015-16,Arizona,Pac-12,0.68,0.65,81.0,49.0,25.0,7,39.0,24.0,9.0,6,0.57,0.55,72.0,13.0,40.0,19.0,54.0,19.0,21.0,14.0,0.1,0.1,31.0,12.0,28.0,54,65.0,127.0,19.0,50.0,-34.0,142.0,723.0,246.0,785.0,277.0,280.0,1052.0,775.0,747.0,767.0
2016-17,Arizona,Pac-12,0.68,0.59,73.0,38.0,32.0,3,35.0,21.0,5.0,9,0.68,0.63,86.0,14.0,52.0,20.0,40.0,16.0,9.0,15.0,-0.01,-0.04,37.0,28.0,5.0,79,53.0,130.0,5.0,23.0,-15.0,142.0,289.0,496.0,439.0,687.0,799.0,844.0,46.0,267.0,356.0
2017-18,Arizona,Pac-12,0.65,0.64,68.0,34.0,27.0,7,36.0,22.0,8.0,6,0.51,0.44,60.0,6.0,43.0,11.0,58.0,24.0,16.0,18.0,0.15,0.2,36.0,48.0,17.0,43,130.0,275.0,12.0,102.0,-94.0,233.0,982.0,279.0,1225.0,155.0,74.0,1410.0,1076.0,1263.0,1394.0
2018-19,Arizona,Pac-12,0.54,0.51,54.0,32.0,17.0,5,46.0,24.0,15.0,7,0.7,0.68,85.0,18.0,48.0,19.0,36.0,13.0,14.0,9.0,-0.16,-0.17,69.0,52.0,92.0,64,42.0,81.0,4.0,41.0,27.0,819.0,215.0,918.0,261.0,1273.0,1280.0,346.0,1119.0,1131.0,626.0
2019-20,Arizona,Pac-12,0.59,0.55,35.0,10.0,21.0,4,24.0,5.0,11.0,8,0.69,0.71,60.0,24.0,21.0,15.0,27.0,7.0,3.0,17.0,-0.1,-0.15,44.0,45.0,14.0,72,42.0,32.0,6.0,89.0,1.0,522.0,252.0,701.0,179.0,1075.0,1220.0,640.0,775.0,1033.0,15.0
2020-21,Arizona,Pac-12,0.66,0.46,62.0,45.0,17.0,0,32.0,18.0,9.0,5,0.69,0.66,67.0,21.0,36.0,10.0,30.0,6.0,13.0,11.0,-0.03,-0.21,55.0,8.0,59.0,98,57.0,10.0,10.0,152.0,-2.0,207.0,252.0,1136.0,321.0,781.0,1363.0,686.0,223.0,1290.0,47.0
2021-22,Arizona,Pac-12,0.68,0.55,67.0,33.0,33.0,1,32.0,17.0,4.0,11,0.61,0.61,60.0,21.0,22.0,17.0,39.0,8.0,15.0,16.0,0.07,-0.07,50.0,40.0,3.0,106,53.0,29.0,37.0,93.0,-3.0,142.0,550.0,701.0,524.0,357.0,921.0,699.0,564.0,504.0,74.0
2006-07,Arizona St.,Pac-12,0.6,0.52,64.0,49.0,8.0,7,43.0,15.0,22.0,6,0.73,0.71,101.0,31.0,54.0,16.0,37.0,5.0,17.0,15.0,-0.13,-0.19,88.0,4.0,223.0,37,17.0,16.0,4.0,32.0,71.0,470.0,139.0,868.0,179.0,1182.0,1321.0,61.0,959.0,1218.0,1247.0
2007-08,Arizona St.,Pac-12,0.73,0.73,80.0,49.0,21.0,10,29.0,13.0,13.0,3,0.76,0.69,103.0,22.0,66.0,15.0,32.0,11.0,5.0,16.0,-0.03,0.03,38.0,5.0,94.0,16,33.0,35.0,4.0,60.0,5.0,41.0,73.0,52.0,236.0,781.0,533.0,589.0,223.0,174.0,122.0
2008-09,Arizona St.,Pac-12,0.72,0.64,81.0,51.0,25.0,5,31.0,14.0,10.0,7,0.65,0.62,86.0,26.0,47.0,13.0,46.0,9.0,19.0,18.0,0.07,0.01,25.0,6.0,24.0,44,32.0,22.0,10.0,64.0,-7.0,56.0,390.0,279.0,475.0,357.0,613.0,744.0,564.0,33.0,164.0
2009-10,Arizona St.,Pac-12,0.73,0.61,78.0,52.0,22.0,4,29.0,10.0,11.0,8,0.61,0.57,75.0,18.0,44.0,13.0,48.0,14.0,17.0,17.0,0.12,0.04,43.0,1.0,71.0,58,56.0,63.0,16.0,89.0,-13.0,41.0,550.0,411.0,691.0,224.0,496.0,825.0,905.0,267.0,313.0
2010-11,Arizona St.,Pac-12,0.59,0.53,61.0,43.0,12.0,6,43.0,18.0,19.0,6,0.73,0.66,93.0,20.0,60.0,13.0,35.0,11.0,6.0,18.0,-0.14,-0.13,66.0,7.0,156.0,34,44.0,47.0,1.0,83.0,22.0,522.0,139.0,807.0,321.0,1222.0,1157.0,391.0,1027.0,931.0,519.0
2011-12,Arizona St.,Pac-12,0.52,0.48,52.0,36.0,10.0,6,48.0,20.0,21.0,7,0.65,0.58,82.0,20.0,53.0,9.0,45.0,12.0,11.0,22.0,-0.13,-0.11,93.0,15.0,240.0,24,67.0,57.0,3.0,142.0,26.0,931.0,390.0,1052.0,644.0,1182.0,1093.0,353.0,959.0,814.0,608.0
2012-13,Arizona St.,Pac-12,0.63,0.62,67.0,37.0,22.0,8,40.0,22.0,13.0,5,0.65,0.6,83.0,13.0,50.0,20.0,44.0,18.0,12.0,14.0,-0.03,0.02,45.0,20.0,94.0,22,69.0,158.0,8.0,42.0,-24.0,327.0,390.0,369.0,562.0,781.0,573.0,949.0,223.0,95.0,569.0
2013-14,Arizona St.,Pac-12,0.62,0.64,64.0,33.0,21.0,10,40.0,24.0,12.0,4,0.71,0.69,87.0,22.0,46.0,19.0,35.0,9.0,12.0,14.0,-0.1,-0.05,35.0,46.0,51.0,8,32.0,33.0,13.0,51.0,3.0,371.0,190.0,279.0,236.0,1075.0,840.0,611.0,775.0,345.0,74.0
2014-15,Arizona St.,Pac-12,0.61,0.64,62.0,34.0,18.0,10,40.0,21.0,16.0,3,0.67,0.68,85.0,29.0,36.0,20.0,42.0,6.0,22.0,14.0,-0.06,-0.04,49.0,34.0,90.0,24,23.0,13.0,20.0,36.0,26.0,420.0,319.0,279.0,261.0,908.0,799.0,353.0,486.0,267.0,608.0
2015-16,Arizona St.,Pac-12,0.55,0.51,57.0,36.0,15.0,6,47.0,23.0,17.0,7,0.62,0.65,75.0,25.0,31.0,19.0,45.0,6.0,26.0,13.0,-0.08,-0.13,61.0,38.0,109.0,37,30.0,11.0,38.0,40.0,32.0,753.0,511.0,918.0,359.0,993.0,1157.0,293.0,637.0,931.0,734.0
2016-17,Arizona St.,Pac-12,0.43,0.43,43.0,23.0,15.0,5,57.0,32.0,18.0,7,0.53,0.52,62.0,19.0,31.0,12.0,54.0,12.0,22.0,20.0,-0.1,-0.09,101.0,106.0,126.0,70,58.0,34.0,26.0,114.0,43.0,1288.0,895.0,1237.0,919.0,1075.0,1009.0,195.0,775.0,667.0,910.0
2017-18,Arizona St.,Pac-12,0.5,0.53,50.0,23.0,20.0,7,50.0,32.0,12.0,6,0.63,0.58,79.0,21.0,48.0,10.0,47.0,12.0,13.0,22.0,-0.13,-0.05,82.0,126.0,73.0,47,72.0,55.0,7.0,155.0,10.0,1034.0,467.0,807.0,644.0,1182.0,840.0,548.0,959.0,345.0,224.0
2018-19,Arizona St.,Pac-12,0.65,0.63,68.0,38.0,23.0,7,36.0,19.0,11.0,6,0.6,0.59,68.0,20.0,35.0,13.0,45.0,10.0,20.0,15.0,0.05,0.04,47.0,39.0,62.0,41,46.0,23.0,24.0,90.0,2.0,233.0,595.0,315.0,605.0,423.0,496.0,626.0,406.0,267.0,47.0
2019-20,Arizona St.,Pac-12,0.67,0.68,41.0,13.0,20.0,8,20.0,4.0,11.0,5,0.64,0.65,58.0,20.0,21.0,17.0,32.0,11.0,7.0,14.0,0.03,0.03,46.0,42.0,54.0,43,41.0,42.0,28.0,53.0,5.0,174.0,427.0,146.0,359.0,503.0,533.0,589.0,223.0,174.0,122.0
2020-21,Arizona St.,Pac-12,0.55,0.51,46.0,33.0,11.0,2,38.0,22.0,14.0,2,0.56,0.5,50.0,12.0,32.0,6.0,40.0,12.0,14.0,14.0,-0.01,0.01,70.0,40.0,147.0,23,125.0,137.0,13.0,226.0,-55.0,753.0,770.0,918.0,1005.0,687.0,613.0,1213.0,46.0,33.0,1080.0
2021-22,Arizona St.,Pac-12,0.49,0.52,45.0,23.0,14.0,8,47.0,25.0,17.0,5,0.61,0.59,56.0,12.0,30.0,14.0,36.0,14.0,5.0,17.0,-0.12,-0.07,80.0,94.0,107.0,39,72.0,119.0,13.0,85.0,8.0,1081.0,550.0,868.0,605.0,1147.0,921.0,563.0,905.0,504.0,187.0
2006-07,Arkansas,SEC,0.65,0.66,74.0,43.0,21.0,10,39.0,21.0,14.0,4,0.44,0.49,55.0,18.0,21.0,16.0,69.0,13.0,43.0,13.0,0.21,0.18,24.0,19.0,39.0,14,82.0,80.0,119.0,46.0,-58.0,233.0,1243.0,208.0,1047.0,58.0,104.0,1235.0,1321.0,1176.0,1116.0
2007-08,Arkansas,SEC,0.61,0.62,65.0,34.0,23.0,8,41.0,24.0,12.0,5,0.52,0.5,66.0,17.0,37.0,12.0,61.0,13.0,29.0,19.0,0.09,0.11,32.0,38.0,33.0,26,95.0,107.0,37.0,140.0,-62.0,420.0,941.0,369.0,1005.0,301.0,255.0,1261.0,710.0,814.0,1159.0
2008-09,Arkansas,SEC,0.56,0.5,60.0,41.0,14.0,5,47.0,24.0,16.0,7,0.44,0.43,52.0,18.0,27.0,7.0,66.0,14.0,29.0,23.0,0.12,0.08,73.0,7.0,149.0,62,98.0,78.0,38.0,178.0,-25.0,691.0,1243.0,965.0,1252.0,224.0,343.0,960.0,905.0,590.0,591.0
2009-10,Arkansas,SEC,0.6,0.57,65.0,43.0,14.0,8,44.0,21.0,18.0,5,0.45,0.44,53.0,12.0,28.0,13.0,65.0,18.0,29.0,18.0,0.15,0.14,61.0,14.0,155.0,15,101.0,113.0,48.0,141.0,-39.0,470.0,1204.0,601.0,1225.0,155.0,188.0,1091.0,1076.0,980.0,849.0
2010-11,Arkansas,SEC,0.64,0.67,68.0,40.0,18.0,10,38.0,22.0,13.0,3,0.42,0.45,49.0,22.0,13.0,14.0,68.0,12.0,39.0,17.0,0.22,0.22,51.0,14.0,131.0,9,100.0,53.0,118.0,129.0,-49.0,287.0,1295.0,175.0,1188.0,52.0,48.0,1172.0,1350.0,1312.0,1000.0
2011-12,Arkansas,SEC,0.66,0.7,75.0,46.0,18.0,11,38.0,22.0,14.0,2,0.59,0.61,71.0,24.0,29.0,18.0,50.0,9.0,28.0,13.0,0.08,0.09,46.0,9.0,116.0,12,45.0,27.0,42.0,67.0,0.0,207.0,641.0,106.0,524.0,326.0,303.0,654.0,637.0,667.0,1.0
2012-13,Arkansas,SEC,0.59,0.52,62.0,39.0,19.0,4,43.0,22.0,13.0,8,0.64,0.65,78.0,20.0,36.0,22.0,43.0,13.0,20.0,10.0,-0.05,-0.12,63.0,30.0,99.0,59,46.0,78.0,27.0,32.0,17.0,522.0,427.0,868.0,359.0,865.0,1126.0,457.0,406.0,872.0,403.0
2013-14,Arkansas,SEC,0.59,0.5,65.0,40.0,22.0,3,46.0,25.0,12.0,9,0.54,0.55,62.0,19.0,27.0,16.0,53.0,11.0,28.0,14.0,0.05,-0.05,56.0,29.0,67.0,71,65.0,74.0,77.0,44.0,-9.0,522.0,850.0,965.0,785.0,423.0,840.0,767.0,406.0,345.0,205.0
