Year,School,Conf,Rank,G,W,L,Opp_Fum,Opp_Int,Opp_TO,Fum,Int,TO,Margin,Margin/G
2021,Texas Tech,Big 12,92,13,7,6,5,10,15,8,11,19,-4,-0.3076923076923077
2021,Arkansas St.,Sun Belt,93,12,2,10,7,11,18,5,17,22,-4,-0.3333333333333333
2021,South Florida,AAC,93,12,2,10,7,10,17,9,12,21,-4,-0.3333333333333333
2021,TCU,Big 12,93,12,5,7,2,10,12,10,6,16,-4,-0.3333333333333333
2021,Texas,Big 12,93,12,5,7,7,7,14,8,10,18,-4,-0.3333333333333333
2021,West Virginia,Big 12,97,13,6,7,5,9,14,7,12,19,-5,-0.38461538461538464
2021,Akron,MAC,98,12,2,10,6,6,12,12,5,17,-5,-0.4166666666666667
2021,Charlotte,C-USA,98,12,5,7,7,8,15,10,10,20,-5,-0.4166666666666667
2021,Colorado St.,Mountain West,98,12,3,9,7,6,13,7,11,18,-5,-0.4166666666666667
2021,Nebraska,Big Ten,98,12,3,9,3,10,13,7,11,18,-5,-0.4166666666666667
2021,UNLV,Mountain West,98,12,2,10,7,9,16,7,14,21,-5,-0.4166666666666667
2021,Northern Illinois,MAC,103,14,9,5,8,3,11,9,8,17,-6,-0.42857142857142855
2021,Maryland,Big Ten,104,13,7,6,6,6,12,6,12,18,-6,-0.46153846153846156
2021,Tulsa,AAC,104,13,7,6,7,11,18,8,16,24,-6,-0.46153846153846156
2021,Northwestern,Big Ten,106,12,3,9,10,6,16,8,14,22,-6,-0.5
2021,Marshall,C-USA,107,13,7,6,8,10,18,10,15,25,-7,-0.5384615384615384
2021,Buffalo,MAC,108,12,4,8,8,3,11,7,11,18,-7,-0.5833333333333334
2021,Duke,ACC,108,12,3,9,6,8,14,12,9,21,-7,-0.5833333333333334
2021,Georgia Southern,Sun Belt,108,12,3,9,4,5,9,4,12,16,-7,-0.5833333333333334
2021,Miami (FL),FL ,108,12,7,5,3,8,11,8,10,18,-7,-0.5833333333333334
2021,New Mexico,Mountain West,108,12,3,9,4,9,13,12,8,20,-7,-0.5833333333333334
2021,Ohio,MAC,108,12,3,9,2,6,8,7,8,15,-7,-0.5833333333333334
2021,Southern Miss,C-USA,108,12,3,9,13,11,24,14,17,31,-7,-0.5833333333333334
2021,Syracuse,ACC,108,12,5,7,2,4,6,7,6,13,-7,-0.5833333333333334
2021,Florida,SEC,116,13,6,7,4,9,13,3,18,21,-8,-0.6153846153846154
2021,Old Dominion,C-USA,116,13,6,7,8,7,15,9,14,23,-8,-0.6153846153846154
2021,Texas St.,Sun Belt,118,12,4,8,8,3,11,7,12,19,-8,-0.6666666666666666
2021,Connecticut,FBS Independent,118,12,1,11,4,10,14,5,17,22,-8,-0.6666666666666666
2021,Washington,Pac-12,118,12,4,8,5,10,15,7,16,23,-8,-0.6666666666666666
2021,Liberty,FBS Independent,121,13,8,5,2,9,11,5,15,20,-9,-0.6923076923076923
2021,Tulane,AAC,122,12,2,10,5,10,15,11,13,24,-9,-0.75
2021,Massachusetts,FBS Independent,123,12,1,11,8,2,10,9,11,20,-10,-0.8333333333333334
2021,San Jose St.,Mountain West,123,12,5,7,7,6,13,13,10,23,-10,-0.8333333333333334
2021,Stanford,Pac-12,123,12,3,9,3,6,9,7,12,19,-10,-0.8333333333333334
2021,Kentucky,SEC,126,13,10,3,3,9,12,10,13,23,-11,-0.8461538461538461
2021,UTEP,C-USA,126,13,7,6,5,8,13,10,14,24,-11,-0.8461538461538461
2021,Indiana,Big Ten,128,12,2,10,4,5,9,7,15,22,-13,-1.0833333333333333
2021,Florida Intl,C-USA,129,12,1,11,5,3,8,10,12,22,-14,-1.1666666666666667
2021,Arizona,Pac-12,130,12,1,11,2,4,6,5,18,23,-17,-1.4166666666666667
