Year,School,Conf,Rank,G,W,L,Opp_Fum,Opp_Int,Opp_TO,Fum,Int,TO,Margin,Margin/G
2013,Houston,AAC,1,13,8,5,18,25,43,8,10,18,25,1.9230769230769231
2013,Louisville,AAC,2,13,12,1,11,16,27,6,4,10,17,1.3076923076923077
2013,Florida St.,ACC,3,14,14,0,9,26,35,5,13,18,17,1.2142857142857142
2013,Oklahoma St.,Big 12,4,13,10,3,12,21,33,5,13,18,15,1.1538461538461537
2013,Missouri,SEC,5,14,12,2,12,20,32,8,8,16,16,1.1428571428571428
2013,Buffalo,MAC,6,13,8,5,14,15,29,7,8,15,14,1.0769230769230769
2013,Arizona St.,Pac-12,7,14,10,4,12,21,33,6,12,18,15,1.0714285714285714
2013,South Carolina,SEC,8,13,11,2,12,18,30,13,4,17,13,1.0
2013,Baylor,Big 12,8,13,11,2,10,19,29,10,6,16,13,1.0
2013,Michigan St.,Big Ten,10,14,13,1,11,17,28,8,7,15,13,0.9285714285714286
2013,Northern Illinois,MAC,10,14,12,2,11,19,30,9,8,17,13,0.9285714285714286
2013,Navy,FBS Independent,12,13,9,4,9,13,22,6,4,10,12,0.9230769230769231
2013,Ball St.,MAC,12,13,10,3,18,13,31,11,8,19,12,0.9230769230769231
2013,Middle Tennessee,C-USA,12,13,8,5,18,15,33,6,15,21,12,0.9230769230769231
2013,North Texas,C-USA,15,13,9,4,16,18,34,9,14,23,11,0.8461538461538461
2013,Tulane,C-USA,15,13,7,6,16,19,35,8,16,24,11,0.8461538461538461
2013,Oregon,Pac-12,17,13,11,2,11,17,28,12,6,18,10,0.7692307692307693
2013,UCLA,Pac-12,17,13,10,3,12,14,26,7,9,16,10,0.7692307692307693
2013,Bowling Green,MAC,19,14,10,4,13,8,21,4,7,11,10,0.7142857142857143
2013,Utah St.,Mountain West,19,14,9,5,12,17,29,9,10,19,10,0.7142857142857143
2013,Oklahoma,Big 12,21,13,11,2,8,16,24,5,11,16,8,0.6153846153846154
2013,East Carolina,C-USA,21,13,10,3,6,18,24,6,10,16,8,0.6153846153846154
2013,Nevada,Mountain West,23,12,4,8,8,10,18,6,5,11,7,0.5833333333333334
2013,Mississippi St.,SEC,24,13,7,6,11,14,25,6,12,18,7,0.5384615384615384
2013,Virginia Tech,ACC,24,13,8,5,7,19,26,4,15,19,7,0.5384615384615384
2013,Arkansas St.,Sun Belt,24,13,8,5,12,9,21,7,7,14,7,0.5384615384615384
