Year,School,Conf,Rank,G,W,L,Opp_Fum,Opp_Int,Opp_TO,Fum,Int,TO,Margin,Margin/G
2016,Stanford,Pac-12,49,13,10,3,6,14,20,9,9,18,2,0.15384615384615385
2016,NC State,ACC,49,13,7,6,12,10,22,8,12,20,2,0.15384615384615385
2016,Florida,SEC,49,13,9,4,8,16,24,7,15,22,2,0.15384615384615385
2016,Western Kentucky,C-USA,52,14,11,3,7,14,21,11,8,19,2,0.14285714285714285
2016,Navy,AAC,52,14,9,5,11,7,18,9,7,16,2,0.14285714285714285
2016,Georgia Southern,Sun Belt,54,12,5,7,10,9,19,9,9,18,1,0.08333333333333333
2016,Oregon St.,Pac-12,54,12,4,8,13,7,20,8,11,19,1,0.08333333333333333
2016,New Mexico State,Sun Belt,54,12,3,9,10,13,23,7,15,22,1,0.08333333333333333
2016,Cincinnati,AAC,54,12,4,8,7,17,24,8,15,23,1,0.08333333333333333
2016,North Texas,C-USA,58,13,5,8,8,14,22,8,13,21,1,0.07692307692307693
2016,Louisiana,Sun Belt,58,13,6,7,8,10,18,4,13,17,1,0.07692307692307693
2016,Miami (FL),OH ,58,13,6,7,7,14,21,13,7,20,1,0.07692307692307693
2016,Eastern Michigan,MAC,58,13,7,6,13,11,24,6,17,23,1,0.07692307692307693
2016,Pittsburgh,ACC,58,13,8,5,10,9,19,9,9,18,1,0.07692307692307693
2016,Central Florida,AAC,58,13,6,7,11,15,26,16,9,25,1,0.07692307692307693
2016,Louisiana Tech,C-USA,64,14,9,5,9,9,18,8,9,17,1,0.07142857142857142
2016,Ohio,MAC,64,14,8,6,11,15,26,13,12,25,1,0.07142857142857142
2016,Penn State,Big Ten,64,14,11,3,11,10,21,12,8,20,1,0.07142857142857142
2016,Tulsa,AAC,67,13,10,3,11,10,21,9,12,21,0,0.0
2016,LSU,SEC,67,12,8,4,8,9,17,10,7,17,0,0.0
2016,Oklahoma,Big 12,67,13,11,2,8,9,17,9,8,17,0,0.0
2016,USC,Pac-12,67,13,10,3,6,14,20,9,11,20,0,0.0
2016,Clemson,ACC,71,15,14,1,7,20,27,11,17,28,-1,-0.06666666666666667
2016,Virginia Tech,ACC,72,14,10,4,9,16,25,18,8,26,-1,-0.07142857142857142
2016,Colorado St.,Mountain West,73,13,7,6,6,8,14,8,7,15,-1,-0.07692307692307693
2016,New Mexico,Mountain West,73,13,9,4,5,8,13,8,6,14,-1,-0.07692307692307693
2016,Syracuse,ACC,75,12,4,8,9,10,19,7,13,20,-1,-0.08333333333333333
2016,San Jose St.,Mountain West,75,12,4,8,9,10,19,5,15,20,-1,-0.08333333333333333
2016,Northern Illinois,MAC,75,12,5,7,2,14,16,4,13,17,-1,-0.08333333333333333
2016,Middle Tennessee,C-USA,78,13,8,5,8,11,19,6,15,21,-2,-0.15384615384615385
2016,South Alabama,Sun Belt,78,13,6,7,10,10,20,8,14,22,-2,-0.15384615384615385
2016,Tennessee,SEC,78,13,9,4,13,11,24,14,12,26,-2,-0.15384615384615385
2016,North Carolina,ACC,78,13,8,5,13,1,14,10,6,16,-2,-0.15384615384615385
2016,UCLA,Pac-12,82,12,4,8,8,15,23,9,16,25,-2,-0.16666666666666666
2016,Illinois,Big Ten,82,12,3,9,11,7,18,11,9,20,-2,-0.16666666666666666
2016,Army,FBS Independent,84,13,8,5,5,17,22,14,11,25,-3,-0.23076923076923078
2016,Texas,Big 12,85,12,5,7,10,10,20,11,12,23,-3,-0.25
2016,Oregon,Pac-12,85,12,4,8,3,9,12,9,6,15,-3,-0.25
2016,Ole Miss,SEC,85,12,5,7,8,8,16,5,14,19,-3,-0.25
2016,Missouri,SEC,85,12,4,8,5,15,20,13,10,23,-3,-0.25
2016,Iowa St.,Big 12,85,12,3,9,4,9,13,8,8,16,-3,-0.25
2016,Toledo,MAC,90,13,9,4,4,6,10,5,9,14,-4,-0.3076923076923077
2016,TCU,Big 12,90,13,6,7,8,8,16,6,14,20,-4,-0.3076923076923077
2016,Arkansas,SEC,90,13,7,6,11,10,21,10,15,25,-4,-0.3076923076923077
2016,Duke,ACC,93,12,4,8,9,10,19,14,9,23,-4,-0.3333333333333333
2016,Texas Tech,Big 12,93,12,5,7,8,5,13,6,11,17,-4,-0.3333333333333333
2016,Notre Dame,FBS Independent,93,12,4,8,6,8,14,9,9,18,-4,-0.3333333333333333
2016,Arizona St.,Pac-12,93,12,5,7,8,9,17,7,14,21,-4,-0.3333333333333333
2016,Baylor,Big 12,97,13,7,6,10,12,22,12,15,27,-5,-0.38461538461538464
2016,Michigan St.,Big Ten,98,12,3,9,5,8,13,7,11,18,-5,-0.4166666666666667
2016,Georgia St.,Sun Belt,98,12,3,9,7,11,18,8,15,23,-5,-0.4166666666666667
2016,Utah St.,Mountain West,98,12,3,9,3,7,10,6,9,15,-5,-0.4166666666666667
2016,UTEP,C-USA,98,12,4,8,5,6,11,8,8,16,-5,-0.4166666666666667
2016,Rutgers,Big Ten,98,12,2,10,6,8,14,12,7,19,-5,-0.4166666666666667
2016,Florida Atlantic,C-USA,98,12,3,9,5,10,15,7,13,20,-5,-0.4166666666666667
2016,Central Michigan,MAC,104,13,6,7,5,13,18,8,16,24,-6,-0.46153846153846156
2016,Indiana,Big Ten,104,13,6,7,10,13,23,11,18,29,-6,-0.46153846153846156
2016,Buffalo,MAC,106,12,2,10,8,5,13,8,11,19,-6,-0.5
2016,Maryland,Big Ten,107,13,6,7,7,5,12,10,9,19,-7,-0.5384615384615384
2016,Louisville,ACC,107,13,9,4,10,15,25,22,10,32,-7,-0.5384615384615384
2016,Houston,AAC,107,13,9,4,11,7,18,10,15,25,-7,-0.5384615384615384
2016,Kentucky,SEC,107,13,7,6,8,13,21,16,12,28,-7,-0.5384615384615384
2016,Hawaii,Mountain West,111,14,7,7,6,11,17,10,15,25,-8,-0.5714285714285714
2016,Rice,C-USA,112,12,3,9,6,5,11,8,10,18,-7,-0.5833333333333334
2016,Arizona,Pac-12,112,12,3,9,6,8,14,9,12,21,-7,-0.5833333333333334
2016,Connecticut,AAC,114,12,3,9,4,7,11,8,11,19,-8,-0.6666666666666666
2016,Akron,MAC,114,12,5,7,6,8,14,8,14,22,-8,-0.6666666666666666
2016,Boise St.,Mountain West,116,13,10,3,2,7,9,10,8,18,-9,-0.6923076923076923
2016,Florida Intl,C-USA,117,12,4,8,8,6,14,6,17,23,-9,-0.75
2016,Virginia,ACC,117,12,2,10,8,9,17,10,16,26,-9,-0.75
2016,Fresno St.,Mountain West,117,12,1,11,4,5,9,5,13,18,-9,-0.75
2016,Ball St.,MAC,120,12,4,8,7,7,14,9,15,24,-10,-0.8333333333333334
2016,Massachusetts,FBS Independent,120,12,2,10,11,4,15,10,15,25,-10,-0.8333333333333334
2016,UL Monroe,Sun Belt,122,12,4,8,7,6,13,8,16,24,-11,-0.9166666666666666
2016,Texas St.,Sun Belt,123,12,2,10,8,3,11,8,17,25,-14,-1.1666666666666667
2016,Kansas,Big 12,123,12,2,10,12,10,22,14,22,36,-14,-1.1666666666666667
2016,Southern Miss,C-USA,125,13,7,6,5,10,15,16,16,32,-17,-1.3076923076923077
2016,East Carolina,AAC,126,12,3,9,3,5,8,12,12,24,-16,-1.3333333333333333
2016,Bowling Green,MAC,126,12,4,8,8,9,17,8,25,33,-16,-1.3333333333333333
2016,Purdue,Big Ten,128,12,3,9,4,12,16,8,25,33,-17,-1.4166666666666667
