Year,School,Conf,Rank,G,W,L,Opp_Fum,Opp_Int,Opp_TO,Fum,Int,TO,Margin,Margin/G
2015,Virginia Tech,ACC,39,13,7,6,15,10,25,7,14,21,4,0.3076923076923077
2015,Marshall,C-USA,39,13,10,3,13,15,28,11,13,24,4,0.3076923076923077
2015,Tulsa,AAC,39,13,6,7,14,10,24,12,8,20,4,0.3076923076923077
2015,Georgia,SEC,39,13,10,3,10,12,22,10,8,18,4,0.3076923076923077
2015,California,Pac-12,39,13,8,5,12,15,27,9,14,23,4,0.3076923076923077
2015,Penn State,Big Ten,39,13,7,6,12,10,22,12,6,18,4,0.3076923076923077
2015,New Mexico,Mountain West,39,13,7,6,11,14,25,7,14,21,4,0.3076923076923077
2015,Boston College,ACC,46,12,3,9,10,13,23,11,9,20,3,0.25
2015,Florida Intl,C-USA,46,12,5,7,9,9,18,7,8,15,3,0.25
2015,Wisconsin,Big Ten,48,13,10,3,9,12,21,5,13,18,3,0.23076923076923078
2015,Ohio St.,Big Ten,48,13,12,1,9,12,21,9,9,18,3,0.23076923076923078
2015,Temple,AAC,50,14,10,4,6,16,22,11,8,19,3,0.21428571428571427
2015,Central Michigan,MAC,51,13,7,6,11,7,18,5,11,16,2,0.15384615384615385
2015,Arizona St.,Pac-12,51,13,6,7,6,15,21,10,9,19,2,0.15384615384615385
2015,BYU,FBS Independent,51,13,9,4,7,15,22,8,12,20,2,0.15384615384615385
2015,Texas Tech,Big 12,51,13,7,6,10,15,25,8,15,23,2,0.15384615384615385
2015,Auburn,SEC,51,13,7,6,5,14,19,5,12,17,2,0.15384615384615385
2015,Appalachian St.,Sun Belt,51,13,11,2,6,18,24,13,9,22,2,0.15384615384615385
2015,Northern Illinois,MAC,57,14,8,6,7,22,29,17,10,27,2,0.14285714285714285
2015,New Mexico State,Sun Belt,58,12,3,9,10,12,22,7,14,21,1,0.08333333333333333
2015,Ball St.,MAC,58,12,3,9,9,7,16,6,9,15,1,0.08333333333333333
2015,Tulane,AAC,58,12,3,9,8,8,16,5,10,15,1,0.08333333333333333
2015,Colorado,Pac-12,61,13,4,9,8,14,22,9,12,21,1,0.07692307692307693
2015,Louisiana Tech,C-USA,61,13,9,4,9,13,22,10,11,21,1,0.07692307692307693
2015,Northwestern,Big Ten,61,13,10,3,9,12,21,7,13,20,1,0.07692307692307693
2015,Western Michigan,MAC,61,13,8,5,8,10,18,8,9,17,1,0.07692307692307693
2015,Stanford,Pac-12,65,14,12,2,6,8,14,5,8,13,1,0.07142857142857142
2015,Buffalo,MAC,66,12,5,7,7,13,20,4,16,20,0,0.0
2015,UCLA,Pac-12,66,13,8,5,7,12,19,6,13,19,0,0.0
2015,Florida St.,ACC,66,13,10,3,7,8,15,6,9,15,0,0.0
2015,Troy,Sun Belt,66,12,4,8,13,6,19,8,11,19,0,0.0
2015,TCU,Big 12,66,13,11,2,12,7,19,4,15,19,0,0.0
2015,Ole Miss,SEC,66,13,10,3,8,15,23,9,14,23,0,0.0
2015,Baylor,Big 12,66,13,10,3,12,14,26,13,13,26,0,0.0
2015,Pittsburgh,ACC,66,13,8,5,6,10,16,7,9,16,0,0.0
2015,Southern Miss,C-USA,74,14,9,5,11,13,24,13,12,25,-1,-0.07142857142857142
2015,Washington St.,Pac-12,75,13,9,4,11,13,24,13,12,25,-1,-0.07692307692307693
2015,Duke,ACC,75,13,8,5,9,11,20,11,10,21,-1,-0.07692307692307693
2015,Louisville,ACC,75,13,8,5,9,17,26,12,15,27,-1,-0.07692307692307693
2015,Georgia St.,Sun Belt,75,13,6,7,7,15,22,11,12,23,-1,-0.07692307692307693
2015,Missouri,SEC,79,12,5,7,7,9,16,5,12,17,-1,-0.08333333333333333
2015,Old Dominion,C-USA,79,12,5,7,10,8,18,10,9,19,-1,-0.08333333333333333
2015,Massachusetts,MAC,79,12,3,9,5,13,18,6,13,19,-1,-0.08333333333333333
2015,UTSA,C-USA,79,12,3,9,8,14,22,12,11,23,-1,-0.08333333333333333
2015,Clemson,ACC,83,15,14,1,9,16,25,12,15,27,-2,-0.13333333333333333
2015,Utah St.,Mountain West,84,13,6,7,12,10,22,14,10,24,-2,-0.15384615384615385
2015,Florida Atlantic,C-USA,85,12,3,9,9,14,23,13,12,25,-2,-0.16666666666666666
2015,Rutgers,Big Ten,85,12,4,8,3,13,16,6,12,18,-2,-0.16666666666666666
2015,Kentucky,SEC,85,12,5,7,9,11,20,6,16,22,-2,-0.16666666666666666
2015,Kansas St.,Big 12,88,13,6,7,11,5,16,6,13,19,-3,-0.23076923076923078
2015,East Carolina,AAC,89,12,5,7,8,8,16,7,12,19,-3,-0.25
2015,Fresno St.,Mountain West,89,12,3,9,11,9,20,7,16,23,-3,-0.25
2015,Kent State,MAC,89,12,3,9,6,12,18,11,10,21,-3,-0.25
2015,Minnesota,Big Ten,92,13,6,7,8,10,18,11,11,22,-4,-0.3076923076923077
2015,Middle Tennessee,C-USA,92,13,7,6,8,17,25,19,10,29,-4,-0.3076923076923077
2015,Arizona,Pac-12,92,13,7,6,5,11,16,10,10,20,-4,-0.3076923076923077
2015,Michigan,Big Ten,92,13,10,3,2,10,12,6,10,16,-4,-0.3076923076923077
2015,Mississippi St.,SEC,92,13,9,4,1,13,14,13,5,18,-4,-0.3076923076923077
2015,Oregon St.,Pac-12,97,12,2,10,4,8,12,5,11,16,-4,-0.3333333333333333
2015,Air Force,Mountain West,98,14,8,6,7,11,18,11,12,23,-5,-0.35714285714285715
2015,San Jose St.,Mountain West,99,13,6,7,3,9,12,5,12,17,-5,-0.38461538461538464
2015,Purdue,Big Ten,100,12,2,10,9,12,21,10,16,26,-5,-0.4166666666666667
2015,South Alabama,Sun Belt,100,12,5,7,10,10,20,9,16,25,-5,-0.4166666666666667
2015,Texas A&M,SEC,102,13,8,5,7,11,18,9,15,24,-6,-0.46153846153846156
2015,Notre Dame,FBS Independent,102,13,10,3,5,9,14,10,10,20,-6,-0.46153846153846156
2015,Idaho,Sun Belt,104,12,4,8,11,6,17,8,15,23,-6,-0.5
2015,North Texas,C-USA,105,12,1,11,14,4,18,14,11,25,-7,-0.5833333333333334
2015,Kansas,Big 12,105,12,0,12,9,9,18,11,14,25,-7,-0.5833333333333334
2015,Texas St.,Sun Belt,105,12,3,9,11,3,14,9,12,21,-7,-0.5833333333333334
2015,Georgia Tech,ACC,105,12,3,9,8,9,17,14,10,24,-7,-0.5833333333333334
2015,Vanderbilt,SEC,109,12,4,8,11,6,17,9,16,25,-8,-0.6666666666666666
2015,Virginia,ACC,110,12,4,8,11,4,15,6,18,24,-9,-0.75
2015,Louisiana,Sun Belt,110,12,4,8,6,5,11,8,12,20,-9,-0.75
2015,SMU,AAC,112,12,2,10,5,10,15,17,8,25,-10,-0.8333333333333334
2015,Iowa St.,Big 12,113,12,3,9,8,5,13,12,12,24,-11,-0.9166666666666666
2015,UTEP,C-USA,113,12,5,7,7,5,12,13,10,23,-11,-0.9166666666666666
2015,Wyoming,Mountain West,113,12,2,10,5,5,10,10,11,21,-11,-0.9166666666666666
2015,Army,FBS Independent,113,12,2,10,5,6,11,13,9,22,-11,-0.9166666666666666
2015,Nebraska,Big Ten,117,13,6,7,5,10,15,6,21,27,-12,-0.9230769230769231
2015,Colorado St.,Mountain West,117,13,7,6,7,8,15,12,15,27,-12,-0.9230769230769231
2015,Rice,C-USA,119,12,5,7,8,2,10,13,9,22,-12,-1.0
2015,Eastern Michigan,MAC,120,12,1,11,8,4,12,11,14,25,-13,-1.0833333333333333
2015,Wake Forest,ACC,120,12,3,9,5,6,11,6,18,24,-13,-1.0833333333333333
2015,Miami (FL),OH ,122,12,3,9,7,10,17,12,19,31,-14,-1.1666666666666667
2015,UL Monroe,Sun Belt,123,13,2,11,9,5,14,11,19,30,-16,-1.2307692307692308
2015,Cincinnati,AAC,124,13,7,6,5,9,14,11,22,33,-19,-1.4615384615384615
2015,Maryland,Big Ten,125,12,3,9,9,9,18,7,29,36,-18,-1.5
2015,Central Florida,AAC,126,12,0,12,9,4,13,10,23,33,-20,-1.6666666666666667
2015,Hawaii,Mountain West,127,13,3,10,8,3,11,13,21,34,-23,-1.7692307692307692
