Year,School,Conf,Rank,G,W,L,Opp_Fum,Opp_Int,Opp_TO,Fum,Int,TO,Margin,Margin/G
2018,Georgia Southern,Sun Belt,1,13,10,3,12,15,27,5,0,5,22,1.6923076923076923
2018,Kansas,Big 12,2,12,3,9,11,16,27,7,4,11,16,1.3333333333333333
2018,Utah St.,Mountain West,3,13,11,2,10,22,32,12,6,18,14,1.0769230769230769
2018,Central Florida,AAC,3,13,12,1,14,14,28,7,7,14,14,1.0769230769230769
2018,Ohio,MAC,5,13,9,4,16,16,32,11,8,19,13,1.0
2018,Syracuse,ACC,5,13,10,3,13,18,31,6,12,18,13,1.0
2018,Florida,SEC,7,13,10,3,12,14,26,8,6,14,12,0.9230769230769231
2018,LSU,SEC,7,13,10,3,8,17,25,8,5,13,12,0.9230769230769231
2018,Fresno St.,Mountain West,9,14,12,2,7,19,26,8,6,14,12,0.8571428571428571
2018,Boise St.,Mountain West,10,13,10,3,17,7,24,5,8,13,11,0.8461538461538461
2018,Troy,Sun Belt,11,13,10,3,13,18,31,13,8,21,10,0.7692307692307693
2018,Arizona St.,Pac-12,11,13,7,6,9,12,21,4,7,11,10,0.7692307692307693
2018,Eastern Michigan,MAC,11,13,7,6,11,13,24,10,4,14,10,0.7692307692307693
2018,Army,FBS Independent,11,13,11,2,13,5,18,5,3,8,10,0.7692307692307693
2018,Maryland,Big Ten,15,12,5,7,5,18,23,9,5,14,9,0.75
2018,Auburn,SEC,16,13,8,5,8,14,22,8,5,13,9,0.6923076923076923
2018,Iowa,Big Ten,16,13,9,4,7,20,27,7,11,18,9,0.6923076923076923
2018,Florida Intl,C-USA,16,13,9,4,5,17,22,5,8,13,9,0.6923076923076923
2018,Texas,Big 12,19,14,10,4,8,12,20,5,6,11,9,0.6428571428571429
2018,Georgia Tech,ACC,20,13,7,6,13,12,25,13,4,17,8,0.6153846153846154
2018,Washington St.,Pac-12,20,13,11,2,11,12,23,5,10,15,8,0.6153846153846154
2018,Vanderbilt,SEC,20,13,6,7,9,13,22,8,6,14,8,0.6153846153846154
2018,SMU,AAC,23,12,5,7,11,11,22,7,8,15,7,0.5833333333333334
2018,West Virginia,Big 12,23,12,8,4,9,15,24,7,10,17,7,0.5833333333333334
2018,Boston College,ACC,23,12,7,5,8,18,26,10,9,19,7,0.5833333333333334
2018,Mississippi St.,SEC,26,13,8,5,7,13,20,3,10,13,7,0.5384615384615384
2018,Miami (FL),OH ,27,12,6,6,8,8,16,5,5,10,6,0.5
2018,Northwestern,Big Ten,27,14,9,5,14,12,26,3,16,19,7,0.5
2018,Clemson,ACC,29,15,15,0,12,12,24,9,8,17,7,0.4666666666666667
2018,Appalachian St.,Sun Belt,30,13,11,2,6,17,23,5,12,17,6,0.46153846153846156
2018,Temple,AAC,30,13,8,5,13,18,31,6,19,25,6,0.46153846153846156
2018,Ohio St.,Big Ten,32,14,13,1,12,11,23,9,8,17,6,0.42857142857142855
2018,Indiana,Big Ten,33,12,5,7,13,13,26,8,13,21,5,0.4166666666666667
2018,Alabama,SEC,34,15,14,1,7,14,21,7,8,15,6,0.4
2018,North Texas,C-USA,35,13,9,4,4,18,22,8,9,17,5,0.38461538461538464
2018,Oregon,Pac-12,35,13,9,4,6,17,23,10,8,18,5,0.38461538461538464
2018,Houston,AAC,35,13,8,5,10,14,24,10,9,19,5,0.38461538461538464
2018,Michigan,Big Ten,35,13,10,3,6,11,17,3,9,12,5,0.38461538461538464
2018,Middle Tennessee,C-USA,39,14,8,6,8,16,24,8,11,19,5,0.35714285714285715
2018,Wyoming,Mountain West,40,12,6,6,5,10,15,7,4,11,4,0.3333333333333333
2018,Notre Dame,FBS Independent,41,13,12,1,9,12,21,4,13,17,4,0.3076923076923077
2018,Arkansas St.,Sun Belt,41,13,8,5,8,12,20,6,10,16,4,0.3076923076923077
2018,Navy,AAC,41,13,3,10,12,9,21,12,5,17,4,0.3076923076923077
2018,Buffalo,MAC,44,14,10,4,10,14,24,7,13,20,4,0.2857142857142857
2018,Memphis,AAC,44,14,8,6,12,9,21,7,10,17,4,0.2857142857142857
2018,Louisiana Tech,C-USA,46,13,8,5,9,13,22,8,11,19,3,0.23076923076923078
2018,Virginia Tech,ACC,46,13,6,7,12,7,19,6,10,16,3,0.23076923076923078
