Year,School,Conf,Rank,G,W,L,Opp_Fum,Opp_Int,Opp_TO,Fum,Int,TO,Margin,Margin/G
2018,Toledo,MAC,46,13,7,6,9,12,21,7,11,18,3,0.23076923076923078
2018,Stanford,Pac-12,46,13,9,4,7,11,18,4,11,15,3,0.23076923076923078
2018,Georgia,SEC,50,14,11,3,9,8,17,8,6,14,3,0.21428571428571427
2018,Washington,Pac-12,50,14,10,4,9,11,20,5,12,17,3,0.21428571428571427
2018,Kansas St.,Big 12,52,12,5,7,8,11,19,10,7,17,2,0.16666666666666666
2018,Western Kentucky,C-USA,52,12,3,9,6,12,18,6,10,16,2,0.16666666666666666
2018,Virginia,ACC,54,13,8,5,4,17,21,10,9,19,2,0.15384615384615385
2018,Kentucky,SEC,54,13,10,3,11,9,20,8,10,18,2,0.15384615384615385
2018,Pittsburgh,ACC,56,14,7,7,9,9,18,10,6,16,2,0.14285714285714285
2018,Charlotte,C-USA,57,12,5,7,7,9,16,7,8,15,1,0.08333333333333333
2018,UNLV,Mountain West,57,12,4,8,10,10,20,7,12,19,1,0.08333333333333333
2018,Ole Miss,SEC,57,12,5,7,8,7,15,5,9,14,1,0.08333333333333333
2018,UCLA,Pac-12,57,12,3,9,7,11,18,7,10,17,1,0.08333333333333333
2018,UTSA,C-USA,57,12,3,9,10,9,19,8,10,18,1,0.08333333333333333
2018,San Jose St.,Mountain West,57,12,1,11,7,13,20,6,13,19,1,0.08333333333333333
2018,Missouri,SEC,63,13,8,5,6,10,16,7,8,15,1,0.07692307692307693
2018,BYU,FBS Independent,63,13,7,6,9,9,18,10,7,17,1,0.07692307692307693
2018,NC State,ACC,63,13,9,4,9,10,19,7,11,18,1,0.07692307692307693
2018,Michigan St.,Big Ten,63,13,7,6,9,14,23,8,14,22,1,0.07692307692307693
2018,Wisconsin,Big Ten,63,13,8,5,11,14,25,10,14,24,1,0.07692307692307693
2018,Western Michigan,MAC,63,13,7,6,11,9,20,10,9,19,1,0.07692307692307693
2018,UAB,C-USA,69,14,11,3,11,9,20,4,16,20,0,0.0
2018,Cincinnati,AAC,69,13,11,2,8,12,20,13,7,20,0,0.0
2018,Marshall,C-USA,69,13,9,4,12,12,24,11,13,24,0,0.0
2018,Northern Illinois,MAC,72,14,8,6,11,8,19,9,11,20,-1,-0.07142857142857142
2018,Tulane,AAC,73,13,7,6,6,12,18,12,7,19,-1,-0.07692307692307693
2018,South Florida,AAC,73,13,7,6,10,11,21,10,12,22,-1,-0.07692307692307693
2018,Penn State,Big Ten,73,13,9,4,7,13,20,13,8,21,-1,-0.07692307692307693
2018,Miami (FL),FL ,73,13,7,6,9,16,25,12,14,26,-1,-0.07692307692307693
2018,Air Force,Mountain West,77,12,5,7,7,7,14,10,5,15,-1,-0.08333333333333333
2018,Tennessee,SEC,77,12,5,7,6,9,15,11,5,16,-1,-0.08333333333333333
2018,Kent State,MAC,77,12,2,10,10,9,19,10,10,20,-1,-0.08333333333333333
2018,Southern Miss,C-USA,80,11,6,5,8,14,22,10,13,23,-1,-0.09090909090909091
2018,Oklahoma,Big 12,81,14,12,2,5,6,11,6,7,13,-2,-0.14285714285714285
2018,Louisiana,Sun Belt,81,14,7,7,7,8,15,3,14,17,-2,-0.14285714285714285
2018,Nebraska,Big Ten,83,12,4,8,9,11,20,11,11,22,-2,-0.16666666666666666
2018,California,Pac-12,84,13,7,6,7,21,28,11,20,31,-3,-0.23076923076923078
2018,Wake Forest,ACC,84,13,7,6,10,6,16,6,13,19,-3,-0.23076923076923078
2018,San Diego St.,Mountain West,84,13,7,6,5,10,15,11,7,18,-3,-0.23076923076923078
2018,Iowa St.,Big 12,84,13,8,5,8,8,16,10,9,19,-3,-0.23076923076923078
2018,Minnesota,Big Ten,88,13,7,6,10,11,21,11,14,25,-4,-0.3076923076923077
2018,Rice,C-USA,88,13,2,11,11,8,19,7,16,23,-4,-0.3076923076923077
2018,Illinois,Big Ten,90,12,4,8,5,15,20,10,14,24,-4,-0.3333333333333333
2018,Colorado,Pac-12,90,12,5,7,7,8,15,7,12,19,-4,-0.3333333333333333
2018,Ball St.,MAC,90,12,4,8,6,12,18,10,12,22,-4,-0.3333333333333333
2018,Arizona,Pac-12,90,12,5,7,8,7,15,9,10,19,-4,-0.3333333333333333
2018,New Mexico,Mountain West,90,12,3,9,13,9,22,9,17,26,-4,-0.3333333333333333
2018,Tulsa,AAC,90,12,3,9,11,9,20,14,10,24,-4,-0.3333333333333333
2018,Texas Tech,Big 12,90,12,5,7,6,12,18,7,15,22,-4,-0.3333333333333333
2018,South Alabama,Sun Belt,90,12,3,9,6,12,18,12,10,22,-4,-0.3333333333333333
2018,Massachusetts,FBS Independent,90,12,4,8,8,12,20,14,10,24,-4,-0.3333333333333333
2018,Utah,Pac-12,99,14,9,5,6,15,21,14,12,26,-5,-0.35714285714285715
2018,TCU,Big 12,100,13,7,6,9,12,21,11,15,26,-5,-0.38461538461538464
2018,South Carolina,SEC,100,13,7,6,10,6,16,7,14,21,-5,-0.38461538461538464
2018,Purdue,Big Ten,100,13,6,7,3,11,14,6,13,19,-5,-0.38461538461538464
2018,Akron,MAC,103,12,4,8,11,10,21,12,14,26,-5,-0.4166666666666667
2018,Texas St.,Sun Belt,103,12,3,9,12,6,18,11,12,23,-5,-0.4166666666666667
2018,Central Michigan,MAC,103,12,1,11,12,10,22,9,18,27,-5,-0.4166666666666667
2018,Nevada,Mountain West,106,13,8,5,11,11,22,11,17,28,-6,-0.46153846153846156
2018,Coastal Carolina,Sun Belt,107,12,5,7,8,4,12,11,7,18,-6,-0.5
2018,Old Dominion,C-USA,107,12,4,8,5,9,14,8,12,20,-6,-0.5
2018,Duke,ACC,109,13,8,5,9,4,13,10,10,20,-7,-0.5384615384615384
2018,Texas A&M,SEC,109,13,9,4,4,7,11,9,9,18,-7,-0.5384615384615384
2018,North Carolina,ACC,111,11,2,9,10,7,17,9,14,23,-6,-0.5454545454545454
2018,Florida Atlantic,C-USA,112,12,5,7,3,11,14,6,15,21,-7,-0.5833333333333334
2018,Hawaii,Mountain West,113,14,8,6,7,5,12,9,12,21,-9,-0.6428571428571429
2018,New Mexico State,FBS Independent,114,12,3,9,10,7,17,9,16,25,-8,-0.6666666666666666
2018,Bowling Green,MAC,114,12,3,9,8,6,14,9,13,22,-8,-0.6666666666666666
2018,Georgia St.,Sun Belt,114,12,2,10,4,6,10,12,6,18,-8,-0.6666666666666666
2018,Oklahoma St.,Big 12,117,13,7,6,8,5,13,9,13,22,-9,-0.6923076923076923
2018,Baylor,Big 12,117,13,7,6,3,7,10,6,13,19,-9,-0.6923076923076923
2018,Colorado St.,Mountain West,119,12,3,9,5,7,12,6,16,22,-10,-0.8333333333333334
2018,USC,Pac-12,119,12,5,7,6,4,10,10,10,20,-10,-0.8333333333333334
2018,Arkansas,SEC,119,12,2,10,11,5,16,8,18,26,-10,-0.8333333333333334
2018,Oregon St.,Pac-12,119,12,2,10,5,3,8,9,9,18,-10,-0.8333333333333334
2018,Florida St.,ACC,123,12,5,7,3,12,15,13,13,26,-11,-0.9166666666666666
2018,UL Monroe,Sun Belt,124,12,6,6,6,5,11,11,12,23,-12,-1.0
2018,Louisville,ACC,124,12,2,10,7,6,13,10,15,25,-12,-1.0
2018,Rutgers,Big Ten,126,12,1,11,6,9,15,7,22,29,-14,-1.1666666666666667
2018,East Carolina,AAC,126,12,3,9,6,5,11,10,15,25,-14,-1.1666666666666667
2018,UTEP,C-USA,128,12,1,11,6,5,11,9,19,28,-17,-1.4166666666666667
2018,Connecticut,AAC,128,12,1,11,6,5,11,11,17,28,-17,-1.4166666666666667
