Sport,Season,Rank,Team,W,L
MBB,2015-16,1,Kansas,33,5
MBB,2015-16,2,Villanova,35,5
MBB,2015-16,3,Virginia,29,8
MBB,2015-16,4,Oregon,31,7
MBB,2015-16,5,North Carolina,33,7
MBB,2015-16,6,Oklahoma,29,8
MBB,2015-16,7,Miami (FL),27,8
MBB,2015-16,8,Xavier,28,6
MBB,2015-16,9,Utah,27,9
MBB,2015-16,10,Kentucky,27,9
MBB,2015-16,11,West Virginia,26,9
MBB,2015-16,12,Michigan St.,29,6
MBB,2015-16,13,Maryland,27,9
MBB,2015-16,14,SMU,25,5
MBB,2015-16,15,Duke,25,11
MBB,2015-16,16,Louisville,23,8
MBB,2015-16,17,Purdue,26,9
MBB,2015-16,18,Texas A&M,28,9
MBB,2015-16,19,Indiana,27,8
MBB,2015-16,20,Iowa St.,23,12
MBB,2015-16,21,Saint Joseph's,28,8
MBB,2015-16,22,California,23,11
MBB,2015-16,23,Seton Hall,25,9
MBB,2015-16,24,Notre Dame,24,12
MBB,2015-16,25,Dayton,25,8
MBB,2015-16,26,Iowa,22,11
MBB,2015-16,27,Baylor,22,12
MBB,2015-16,28,Arizona,25,9
MBB,2015-16,29,St. Mary's (CA),29,6
MBB,2015-16,30,San Diego St.,28,10
MBB,2015-16,31,Valparaiso,30,7
MBB,2015-16,32,Providence,24,11
MBB,2015-16,33,UConn,25,11
MBB,2015-16,34,Texas,20,13
MBB,2015-16,35,George Washington,28,10
MBB,2015-16,36,Wisconsin,22,13
MBB,2015-16,37,Gonzaga,28,8
MBB,2015-16,38,VCU,25,11
MBB,2015-16,39,South Dakota St.,26,8
MBB,2015-16,40,Syracuse,23,14
MBB,2015-16,41,Wichita St.,26,9
MBB,2015-16,42,Little Rock,30,5
MBB,2015-16,43,Yale,23,7
MBB,2015-16,44,Akron,26,9
MBB,2015-16,45,Florida,21,15
MBB,2015-16,46,St. Bonaventure,22,9
MBB,2015-16,47,Princeton,22,7
MBB,2015-16,48,Oregon St.,19,13
MBB,2015-16,49,Colorado,22,12
MBB,2015-16,50,Texas Tech,19,13
MBB,2015-16,51,Georgia Tech,21,15
MBB,2015-16,52,UNCW,25,8
MBB,2015-16,53,Butler,22,11
MBB,2015-16,54,Pittsburgh,21,12
MBB,2015-16,55,Cincinnati,22,11
MBB,2015-16,56,Chattanooga,29,6
MBB,2015-16,57,Hofstra,24,10
MBB,2015-16,58,Michigan,23,13
MBB,2015-16,59,Georgia,20,14
MBB,2015-16,60,Monmouth,28,8
MBB,2015-16,61,Southern California,21,13
MBB,2015-16,62,SFA,28,6
MBB,2015-16,63,Stony Brook,26,7
MBB,2015-16,64,Fresno St.,25,10
MBB,2015-16,65,UC Irvine,28,10
MBB,2015-16,66,UNI,23,13
MBB,2015-16,67,BYU,26,11
MBB,2015-16,68,Temple,21,12
MBB,2015-16,69,Davidson,20,13
MBB,2015-16,70,Tulsa,20,12
MBB,2015-16,71,Vanderbilt,19,14
MBB,2015-16,72,William & Mary,20,11
MBB,2015-16,73,South Carolina,25,9
MBB,2015-16,74,IPFW,24,10
MBB,2015-16,75,Florida St.,20,14
MBB,2015-16,76,Hawaii,28,6
MBB,2015-16,77,Middle Tenn.,25,10
MBB,2015-16,78,Ohio St.,21,14
MBB,2015-16,79,Alabama,18,15
MBB,2015-16,80,Virginia Tech,20,15
MBB,2015-16,81,UAB,26,7
MBB,2015-16,82,Washington,19,15
MBB,2015-16,83,ETSU,24,12
MBB,2015-16,84,Long Beach St.,20,15
MBB,2015-16,85,Iona,22,11
MBB,2015-16,86,Ohio,23,12
MBB,2015-16,87,Stanford,15,15
MBB,2015-16,88,Grand Canyon,27,7
MBB,2015-16,89,Kansas St.,17,16
MBB,2015-16,90,Houston,22,10
MBB,2015-16,91,Buffalo,20,15
MBB,2015-16,92,Evansville,25,9
MBB,2015-16,93,A&M-Corpus Christi,25,8
MBB,2015-16,94,Creighton,20,15
MBB,2015-16,95,LSU,19,14
MBB,2015-16,96,Nevada,24,14
MBB,2015-16,97,Belmont,20,12
MBB,2015-16,98,Ole Miss,20,12
MBB,2015-16,99,UC Santa Barbara,19,14
MBB,2015-16,100,Morehead St.,23,14
MBB,2015-16,101,Boise St.,20,12
MBB,2015-16,102,Columbia,25,10
MBB,2015-16,103,Georgetown,15,18
MBB,2015-16,104,La.-Monroe,20,14
MBB,2015-16,105,Oakland,23,12
MBB,2015-16,106,James Madison,21,11
MBB,2015-16,107,UT Arlington,24,11
MBB,2015-16,108,Albany (NY),24,9
MBB,2015-16,109,Arizona St.,15,17
MBB,2015-16,110,UCLA,15,17
MBB,2015-16,111,Marquette,20,13
MBB,2015-16,112,New Mexico St.,23,11
MBB,2015-16,113,Weber St.,26,9
MBB,2015-16,114,Northeastern,18,15
MBB,2015-16,115,Green Bay,23,13
MBB,2015-16,116,Old Dominion,25,13
MBB,2015-16,117,Northwestern,20,12
MBB,2015-16,118,Illinois St.,18,14
MBB,2015-16,119,North Carolina St.,16,17
MBB,2015-16,120,Eastern Mich.,18,15
MBB,2015-16,121,Penn St.,16,16
MBB,2015-16,122,Rhode Island,17,15
MBB,2015-16,123,Siena,21,13
MBB,2015-16,124,CSU Bakersfield,24,9
MBB,2015-16,125,Richmond,16,16
MBB,2015-16,126,Vermont,23,14
MBB,2015-16,127,Clemson,17,14
MBB,2015-16,128,Kent St.,19,13
MBB,2015-16,129,Louisiana Tech,23,10
MBB,2015-16,130,Marshall,17,16
MBB,2015-16,131,Winthrop,23,9
MBB,2015-16,132,UNC Asheville,22,12
MBB,2015-16,133,North Dakota St.,20,13
MBB,2015-16,134,Arkansas,16,16
MBB,2015-16,135,Pepperdine,18,14
MBB,2015-16,136,Southern Ill.,22,10
MBB,2015-16,137,New Mexico,17,15
MBB,2015-16,138,Col. of Charleston,17,14
MBB,2015-16,139,Tennessee Tech,19,12
MBB,2015-16,140,Memphis,19,15
MBB,2015-16,141,Wright St.,22,13
MBB,2015-16,142,Tennessee,15,19
MBB,2015-16,143,Northern Ill.,21,13
MBB,2015-16,144,Coastal Caro.,21,12
MBB,2015-16,145,La.-Lafayette,19,15
MBB,2015-16,146,UNLV,18,15
MBB,2015-16,147,Utah St.,16,15
MBB,2015-16,147,Montana,21,12
MBB,2015-16,149,Omaha,18,14
MBB,2015-16,150,Fairfield,19,14
MBB,2015-16,151,Illinois,15,19
MBB,2015-16,152,High Point,21,11
MBB,2015-16,153,Mississippi St.,14,17
MBB,2015-16,154,Wake Forest,11,20
MBB,2015-16,155,Oral Roberts,14,17
MBB,2015-16,156,Towson,20,13
MBB,2015-16,157,Western Ky.,18,16
MBB,2015-16,158,Hampton,21,11
MBB,2015-16,159,Ball St.,21,14
MBB,2015-16,160,Tennessee St.,20,11
MBB,2015-16,161,Duquesne,17,17
MBB,2015-16,162,Elon,16,16
MBB,2015-16,163,New Hampshire,20,13
MBB,2015-16,164,Nebraska,16,18
MBB,2015-16,165,Lehigh,17,15
MBB,2015-16,166,Incarnate Word,17,12
MBB,2015-16,167,North Florida,22,12
MBB,2015-16,168,Wagner,23,11
MBB,2015-16,169,Central Mich.,17,16
MBB,2015-16,170,Indiana St.,15,17
MBB,2015-16,171,Murray St.,17,14
MBB,2015-16,171,Colorado St.,18,16
MBB,2015-16,173,Milwaukee,20,13
MBB,2015-16,174,Massachusetts,14,18
MBB,2015-16,175,Western Caro.,16,18
MBB,2015-16,176,Furman,19,16
MBB,2015-16,177,Georgia St.,16,14
MBB,2015-16,178,Bucknell,17,14
MBB,2015-16,179,Auburn,11,20
MBB,2015-16,180,Oklahoma St.,12,20
MBB,2015-16,181,TCU,12,21
MBB,2015-16,182,Texas Southern,18,15
MBB,2015-16,183,NJIT,20,15
MBB,2015-16,184,Toledo,17,15
MBB,2015-16,185,Boston U.,19,15
MBB,2015-16,186,Wyoming,13,18
MBB,2015-16,187,Harvard,14,16
MBB,2015-16,188,Fordham,17,14
MBB,2015-16,189,Austin Peay,18,18
MBB,2015-16,190,Radford,16,15
MBB,2015-16,191,IUPUI,13,19
MBB,2015-16,192,Sam Houston St.,18,16
MBB,2015-16,193,Mercer,19,15
MBB,2015-16,194,Denver,16,15
MBB,2015-16,195,Miami (OH),13,20
MBB,2015-16,196,FGCU,21,14
MBB,2015-16,197,Southern U.,22,13
MBB,2015-16,198,Detroit,16,15
MBB,2015-16,199,Idaho,21,13
MBB,2015-16,200,South Dakota,14,18
MBB,2015-16,201,DePaul,9,22
MBB,2015-16,202,Wofford,15,17
MBB,2015-16,203,George Mason,11,21
MBB,2015-16,204,UT Martin,20,15
MBB,2015-16,205,South Carolina St.,19,15
MBB,2015-16,206,Bowling Green,16,18
MBB,2015-16,207,Saint Louis,11,21
MBB,2015-16,208,Gardner-Webb,17,16
MBB,2015-16,209,Western Mich.,13,19
MBB,2015-16,210,Fairleigh Dickinson,18,15
MBB,2015-16,211,Jackson St.,20,16
MBB,2015-16,212,Army West Point,19,14
MBB,2015-16,213,Saint Peter's,14,16
MBB,2015-16,214,Navy,19,14
MBB,2015-16,215,UTEP,19,14
MBB,2015-16,216,Eastern Ky.,15,16
MBB,2015-16,217,Washington St.,9,22
MBB,2015-16,218,Norfolk St.,17,17
MBB,2015-16,219,UCF,12,18
MBB,2015-16,220,East Carolina,12,20
MBB,2015-16,221,North Dakota,17,16
MBB,2015-16,222,Air Force,14,18
MBB,2015-16,223,Loyola Marymount,14,17
MBB,2015-16,224,Missouri,10,21
MBB,2015-16,225,Canisius,14,19
MBB,2015-16,226,San Francisco,15,15
MBB,2015-16,227,American,12,19
MBB,2015-16,228,Eastern Wash.,18,16
MBB,2015-16,229,Manhattan,13,18
MBB,2015-16,230,South Fla.,8,25
MBB,2015-16,231,Charlotte,14,19
MBB,2015-16,232,Tulane,12,22
MBB,2015-16,233,UNCG,15,19
MBB,2015-16,234,Houston Baptist,17,17
MBB,2015-16,235,Missouri St.,13,19
MBB,2015-16,236,Holy Cross,15,20
MBB,2015-16,237,Loyola Chicago,15,17
MBB,2015-16,238,La Salle,9,22
MBB,2015-16,239,Colgate,13,17
MBB,2015-16,240,South Ala.,14,19
MBB,2015-16,241,Texas St.,15,16
MBB,2015-16,242,Cornell,10,18
MBB,2015-16,243,Cal Poly,10,20
MBB,2015-16,244,Ga. Southern,14,17
MBB,2015-16,245,St. John's (NY),8,24
MBB,2015-16,246,Rider,13,20
MBB,2015-16,247,Mt. St. Mary's,14,19
MBB,2015-16,248,Boston College,7,25
MBB,2015-16,249,Santa Clara,11,20
MBB,2015-16,250,Portland,12,20
MBB,2015-16,251,Drexel,6,25
MBB,2015-16,252,Alcorn,15,15
MBB,2015-16,253,Samford,14,19
MBB,2015-16,254,LIU Brooklyn,16,15
MBB,2015-16,255,UMass Lowell,11,18
MBB,2015-16,256,Sacred Heart,12,18
MBB,2015-16,257,Loyola Maryland,9,21
MBB,2015-16,258,Montana St.,14,17
MBB,2015-16,259,Kennesaw St.,11,20
MBB,2015-16,260,Liberty,13,19
MBB,2015-16,261,Idaho St.,16,15
MBB,2015-16,262,Appalachian St.,9,22
MBB,2015-16,263,Saint Francis (PA),13,17
MBB,2015-16,264,Minnesota,8,23
MBB,2015-16,265,Pacific,8,20
MBB,2015-16,266,Alabama St.,14,17
MBB,2015-16,267,Western Ill.,10,17
MBB,2015-16,268,UC Riverside,14,19
MBB,2015-16,269,FIU,13,19
MBB,2015-16,270,Lipscomb,12,21
MBB,2015-16,271,Eastern Ill.,13,17
MBB,2015-16,272,Youngstown St.,11,21
MBB,2015-16,273,St. Francis Brooklyn,15,17
MBB,2015-16,274,Utah Valley,12,18
MBB,2015-16,275,Delaware,7,23
MBB,2015-16,276,Sacramento St.,14,17
MBB,2015-16,277,Cleveland St.,9,23
MBB,2015-16,278,Rice,12,20
MBB,2015-16,279,UC Davis,11,19
MBB,2015-16,279,Penn,11,17
MBB,2015-16,281,Dartmouth,10,18
MBB,2015-16,282,CSUN,10,20
MBB,2015-16,283,Portland St.,13,18
MBB,2015-16,284,Arkansas St.,11,20
MBB,2015-16,285,Seattle,15,17
MBB,2015-16,286,Savannah St.,16,16
MBB,2015-16,287,Jacksonville,16,16
MBB,2015-16,288,UMKC,12,19
MBB,2015-16,289,Cal St. Fullerton,10,20
MBB,2015-16,290,Robert Morris,10,22
MBB,2015-16,291,Bethune-Cookman,14,18
MBB,2015-16,292,Hartford,10,23
MBB,2015-16,293,Rutgers,7,25
MBB,2015-16,294,North Texas,12,20
MBB,2015-16,295,Troy,9,22
MBB,2015-16,296,Northern Ky.,9,21
MBB,2015-16,297,Charleston So.,9,21
MBB,2015-16,298,Quinnipiac,9,21
MBB,2015-16,299,San Jose St.,9,22
MBB,2015-16,300,Stetson,12,22
MBB,2015-16,301,Fla. Atlantic,8,25
MBB,2015-16,302,San Diego,9,21
MBB,2015-16,303,Binghamton,8,22
MBB,2015-16,304,Bradley,5,27
MBB,2015-16,305,Northern Colo.,10,21
MBB,2015-16,306,SIUE,6,22
MBB,2015-16,307,UMES,10,22
MBB,2015-16,308,Campbell,12,18
MBB,2015-16,309,Brown,8,20
MBB,2015-16,310,Ark.-Pine Bluff,8,25
MBB,2015-16,311,Jacksonville St.,8,23
MBB,2015-16,312,Southern Miss.,8,21
MBB,2015-16,313,Presbyterian,11,20
MBB,2015-16,314,Maine,8,22
MBB,2015-16,315,N.C. Central,13,19
MBB,2015-16,316,Nicholls St.,11,23
MBB,2015-16,317,VMI,9,21
MBB,2015-16,318,Niagara,7,25
MBB,2015-16,319,Longwood,10,23
MBB,2015-16,320,Bryant,8,23
MBB,2015-16,321,Marist,7,23
MBB,2015-16,322,Drake,7,24
MBB,2015-16,323,USC Upstate,10,22
MBB,2015-16,324,The Citadel,10,22
MBB,2015-16,325,Abilene Christian,13,18
MBB,2015-16,326,Lafayette,6,24
MBB,2015-16,327,Coppin St.,9,22
MBB,2015-16,328,Howard,12,20
MBB,2015-16,329,Morgan St.,9,22
MBB,2015-16,330,Mississippi Val.,8,27
MBB,2015-16,331,Alabama A&M,11,18
MBB,2015-16,332,Southeastern La.,12,21
MBB,2015-16,333,Northern Ariz.,5,25
MBB,2015-16,334,Prairie View,7,24
MBB,2015-16,335,UTRGV,8,22
MBB,2015-16,336,Southern Utah,5,24
MBB,2015-16,337,Lamar,11,19
MBB,2015-16,338,UMBC,7,25
MBB,2015-16,339,Central Ark.,7,21
MBB,2015-16,340,N.C. A&T,10,22
MBB,2015-16,341,McNeese St.,9,20
MBB,2015-16,342,Southeast Mo. St.,5,24
MBB,2015-16,343,New Orleans,10,20
MBB,2015-16,344,Northwestern St.,8,20
MBB,2015-16,345,Delaware St.,7,25
MBB,2015-16,346,Ill.-Chicago,5,25
MBB,2015-16,347,UTSA,5,27
MBB,2015-16,348,Chicago St.,4,28
MBB,2015-16,349,Florida A&M,8,21
MBB,2015-16,350,Grambling,7,24
MBB,2015-16,351,Central Conn. St.,4,25
