Sport,Season,Rank,Team,W,L
MBB,2016-17,1,North Carolina,33,7
MBB,2016-17,2,Kentucky,32,6
MBB,2016-17,3,Villanova,32,4
MBB,2016-17,4,Kansas,31,5
MBB,2016-17,5,Arizona,32,5
MBB,2016-17,6,Gonzaga,37,2
MBB,2016-17,7,Oregon,33,6
MBB,2016-17,8,Florida,27,9
MBB,2016-17,9,Baylor,27,8
MBB,2016-17,10,Duke,28,9
MBB,2016-17,11,Louisville,25,9
MBB,2016-17,12,Cincinnati,30,6
MBB,2016-17,13,Butler,25,9
MBB,2016-17,14,UCLA,31,5
MBB,2016-17,15,Florida St.,26,9
MBB,2016-17,16,SMU,30,5
MBB,2016-17,17,Saint Mary's (CA),29,5
MBB,2016-17,18,Purdue,27,8
MBB,2016-17,19,Virginia,23,11
MBB,2016-17,20,West Virginia,28,9
MBB,2016-17,21,Iowa St.,24,11
MBB,2016-17,22,Notre Dame,26,10
MBB,2016-17,23,Michigan,26,12
MBB,2016-17,24,South Carolina,26,11
MBB,2016-17,25,Minnesota,24,10
MBB,2016-17,26,VCU,26,9
MBB,2016-17,27,Xavier,24,14
MBB,2016-17,28,Arkansas,26,10
MBB,2016-17,29,Wichita St.,31,5
MBB,2016-17,30,Wisconsin,27,10
MBB,2016-17,31,Rhode Island,25,10
MBB,2016-17,32,Creighton,25,10
MBB,2016-17,33,UNCW,29,6
MBB,2016-17,34,Middle Tenn.,31,5
MBB,2016-17,35,Nevada,28,7
MBB,2016-17,36,Dayton,24,8
MBB,2016-17,37,Southern California,26,10
MBB,2016-17,38,Maryland,24,9
MBB,2016-17,39,Illinois St.,28,7
MBB,2016-17,40,UT Arlington,27,9
MBB,2016-17,41,Oklahoma St.,20,13
MBB,2016-17,42,Vanderbilt,19,16
MBB,2016-17,43,Wake Forest,19,14
MBB,2016-17,44,Miami (FL),21,12
MBB,2016-17,45,Vermont,29,6
MBB,2016-17,46,Seton Hall,21,12
MBB,2016-17,47,Michigan St.,20,15
MBB,2016-17,48,Northwestern,24,12
MBB,2016-17,49,Princeton,23,7
MBB,2016-17,50,Virginia Tech,22,11
MBB,2016-17,51,Monmouth,27,7
MBB,2016-17,52,TCU,24,15
MBB,2016-17,53,Kansas St.,21,14
MBB,2016-17,54,Georgia,19,15
MBB,2016-17,55,Akron,27,9
MBB,2016-17,56,New Mexico St.,28,6
MBB,2016-17,57,ETSU,27,8
MBB,2016-17,58,Belmont,23,7
MBB,2016-17,59,CSU Bakersfield,25,10
MBB,2016-17,60,Illinois,20,15
MBB,2016-17,61,Providence,20,13
MBB,2016-17,62,Houston,21,11
MBB,2016-17,63,California,21,13
MBB,2016-17,64,UCF,24,12
MBB,2016-17,65,Col. of Charleston,25,10
MBB,2016-17,66,Bucknell,26,9
MBB,2016-17,67,Marquette,19,13
MBB,2016-17,68,Ole Miss,22,14
MBB,2016-17,69,Colorado St.,24,12
MBB,2016-17,70,Boise St.,20,12
MBB,2016-17,71,Winthrop,26,7
MBB,2016-17,72,Richmond,22,13
MBB,2016-17,73,BYU,22,12
MBB,2016-17,74,Pittsburgh,16,17
MBB,2016-17,75,Clemson,17,16
MBB,2016-17,76,UNC Asheville,23,10
MBB,2016-17,77,Fresno St.,20,13
MBB,2016-17,78,Valparaiso,24,9
MBB,2016-17,79,Georgia Tech,21,16
MBB,2016-17,80,Tennessee,16,16
MBB,2016-17,81,Indiana,18,16
MBB,2016-17,82,Alabama,19,15
MBB,2016-17,83,Iowa,19,15
MBB,2016-17,84,Iona,22,13
MBB,2016-17,85,Northern Ky.,24,11
MBB,2016-17,86,Syracuse,19,15
MBB,2016-17,87,New Mexico,17,14
MBB,2016-17,88,FGCU,26,8
