Sport,Season,Rank,Team,W,L
MBB,2010-11,1,Kansas,35,3
MBB,2010-11,2,Ohio St.,34,3
MBB,2010-11,3,San Diego St.,34,3
MBB,2010-11,4,Duke,32,5
MBB,2010-11,5,Kentucky,29,9
MBB,2010-11,6,Connecticut,32,9
MBB,2010-11,7,North Carolina,29,8
MBB,2010-11,8,BYU,32,5
MBB,2010-11,9,Florida,29,8
MBB,2010-11,10,Notre Dame,27,7
MBB,2010-11,11,Texas,28,8
MBB,2010-11,12,Pittsburgh,28,6
MBB,2010-11,13,Arizona,30,8
MBB,2010-11,14,Purdue,26,8
MBB,2010-11,15,Georgetown,21,11
MBB,2010-11,16,Wisconsin,25,9
MBB,2010-11,17,Louisville,25,10
MBB,2010-11,18,Utah St.,30,4
MBB,2010-11,19,Butler,28,10
MBB,2010-11,20,Syracuse,27,8
MBB,2010-11,21,West Virginia,21,12
MBB,2010-11,22,Kansas St.,23,11
MBB,2010-11,23,Old Dominion,27,7
MBB,2010-11,24,George Mason,27,7
MBB,2010-11,25,Xavier,24,8
MBB,2010-11,26,Vanderbilt,23,11
MBB,2010-11,27,Temple,26,8
MBB,2010-11,28,St. John's (NY),21,12
MBB,2010-11,29,UNLV,24,9
MBB,2010-11,30,Washington,24,11
MBB,2010-11,31,VCU,28,12
MBB,2010-11,32,Memphis,25,10
MBB,2010-11,33,Richmond,29,8
MBB,2010-11,34,Texas A&M,24,9
MBB,2010-11,35,Wichita St.,29,8
MBB,2010-11,36,Cincinnati,26,9
MBB,2010-11,37,UAB,22,9
MBB,2010-11,38,UCLA,23,11
MBB,2010-11,39,Missouri St.,26,9
MBB,2010-11,40,Harvard,23,7
MBB,2010-11,41,Tennessee,19,15
MBB,2010-11,42,Florida St.,23,11
MBB,2010-11,43,Cleveland St.,27,9
MBB,2010-11,44,Villanova,21,12
MBB,2010-11,45,Princeton,25,7
MBB,2010-11,46,Illinois,20,14
MBB,2010-11,47,Missouri,23,11
MBB,2010-11,48,Gonzaga,25,10
MBB,2010-11,49,Penn St.,19,15
MBB,2010-11,50,Marquette,22,15
MBB,2010-11,51,Michigan,21,14
MBB,2010-11,52,Georgia,21,12
MBB,2010-11,53,St. Mary's (CA),25,9
MBB,2010-11,54,Michigan St.,19,15
MBB,2010-11,55,Clemson,22,12
MBB,2010-11,56,Belmont,30,5
MBB,2010-11,57,Oakland,25,10
MBB,2010-11,58,Oklahoma St.,20,14
MBB,2010-11,59,Col. of Charleston,26,11
MBB,2010-11,60,Alabama,25,12
MBB,2010-11,61,Boston College,21,13
MBB,2010-11,62,Colorado St.,19,13
MBB,2010-11,63,Kent St.,25,12
MBB,2010-11,64,Colorado,24,14
MBB,2010-11,65,UTEP,25,10
MBB,2010-11,66,Virginia Tech,22,12
MBB,2010-11,67,Southern Miss.,22,10
MBB,2010-11,68,Iona,25,12
MBB,2010-11,69,Miami (FL),21,15
MBB,2010-11,70,Washington St.,22,13
MBB,2010-11,71,New Mexico,22,13
MBB,2010-11,72,Marshall,22,12
MBB,2010-11,73,Southern California,19,15
MBB,2010-11,74,UCF,21,12
MBB,2010-11,75,California,18,15
MBB,2010-11,76,Morehead St.,25,10
MBB,2010-11,77,Drexel,21,10
MBB,2010-11,78,Long Island,27,6
MBB,2010-11,79,Northwestern,20,14
MBB,2010-11,80,Dayton,22,14
MBB,2010-11,81,Valparaiso,23,12
MBB,2010-11,82,Bucknell,25,9
MBB,2010-11,83,Indiana St.,20,14
MBB,2010-11,84,Tulsa,19,13
MBB,2010-11,85,Ole Miss,20,14
MBB,2010-11,86,Minnesota,17,14
MBB,2010-11,87,Nebraska,19,13
MBB,2010-11,88,Hofstra,21,12
MBB,2010-11,89,East Tenn. St.,24,12
MBB,2010-11,90,James Madison,21,12
MBB,2010-11,91,Long Beach St.,22,12
MBB,2010-11,92,Vermont,23,9
MBB,2010-11,93,St. Peter's,20,14
MBB,2010-11,94,Milwaukee,19,14
MBB,2010-11,95,Baylor,18,13
MBB,2010-11,96,Fairfield,25,8
MBB,2010-11,97,Maryland,19,14
MBB,2010-11,98,Northern Colo.,21,11
MBB,2010-11,99,Rhode Island,20,14
MBB,2010-11,100,Coastal Caro.,28,6
MBB,2010-11,101,Robert Morris,18,14
MBB,2010-11,102,Duquesne,19,13
MBB,2010-11,103,Portland,20,12
MBB,2010-11,104,Seton Hall,13,18
MBB,2010-11,105,Wofford,21,13
MBB,2010-11,106,Akron,23,13
MBB,2010-11,107,Rider,23,11
MBB,2010-11,108,East Carolina,18,16
MBB,2010-11,109,UNI,20,14
MBB,2010-11,110,Boise St.,22,13
MBB,2010-11,111,San Francisco,19,15
MBB,2010-11,112,Furman,22,11
MBB,2010-11,113,Creighton,23,16
MBB,2010-11,114,Air Force,16,16
MBB,2010-11,115,Fla. Atlantic,21,11
MBB,2010-11,116,Murray St.,23,9
MBB,2010-11,117,Miami (OH),16,17
MBB,2010-11,118,Oregon,21,18
MBB,2010-11,119,IUPUI,19,14
MBB,2010-11,120,Santa Clara,24,14
MBB,2010-11,121,Mississippi St.,17,14
MBB,2010-11,122,Montana,21,11
MBB,2010-11,123,Utah,13,18
MBB,2010-11,124,Rutgers,15,17
MBB,2010-11,125,Boston U.,21,14
MBB,2010-11,126,North Carolina St.,15,16
MBB,2010-11,127,Wright St.,19,14
MBB,2010-11,128,American,22,9
MBB,2010-11,129,Evansville,16,16
MBB,2010-11,130,St. Bonaventure,16,15
MBB,2010-11,131,Arkansas,18,13
MBB,2010-11,132,Oklahoma,14,18
MBB,2010-11,133,Lipscomb,17,13
MBB,2010-11,134,Austin Peay,20,14
MBB,2010-11,135,Oral Roberts,19,16
MBB,2010-11,136,Jacksonville,20,12
MBB,2010-11,137,North Texas,22,11
MBB,2010-11,138,Virginia,16,15
MBB,2010-11,139,Buffalo,20,14
MBB,2010-11,140,South Carolina,14,16
MBB,2010-11,141,Iowa St.,16,16
MBB,2010-11,142,UNC Asheville,20,14
MBB,2010-11,143,Idaho,18,14
MBB,2010-11,144,Delaware,14,17
MBB,2010-11,145,Detroit,17,16
MBB,2010-11,146,New Mexico St.,16,17
MBB,2010-11,147,Central Conn. St.,19,12
MBB,2010-11,148,Ohio,19,16
MBB,2010-11,149,George Washington,17,14
MBB,2010-11,150,Hampton,24,9
MBB,2010-11,151,Stanford,15,16
MBB,2010-11,152,North Florida,15,19
MBB,2010-11,153,San Jose St.,17,16
MBB,2010-11,154,UC Santa Barbara,18,14
MBB,2010-11,154,Quinnipiac,22,10
MBB,2010-11,156,Arizona St.,12,19
MBB,2010-11,157,Providence,15,17
MBB,2010-11,158,Massachusetts,15,15
MBB,2010-11,159,South Fla.,10,23
MBB,2010-11,160,Yale,15,13
MBB,2010-11,161,Northern Ariz.,19,13
MBB,2010-11,162,Weber St.,18,14
MBB,2010-11,163,Hawaii,19,13
MBB,2010-11,164,McNeese St.,21,12
MBB,2010-11,165,Ball St.,19,13
MBB,2010-11,166,Georgia Tech,13,18
MBB,2010-11,167,St. Joseph's,11,22
MBB,2010-11,168,Green Bay,14,18
MBB,2010-11,169,Texas Tech,13,19
MBB,2010-11,170,Davidson,18,15
MBB,2010-11,171,Western Caro.,18,15
MBB,2010-11,172,La Salle,15,18
