Sport,Season,Rank,Team,W,L
MBB,2018-19,1,Virginia,35,3
MBB,2018-19,2,Gonzaga,33,4
MBB,2018-19,3,Duke,32,6
MBB,2018-19,4,Kentucky,30,7
MBB,2018-19,5,Michigan St.,32,7
MBB,2018-19,6,Houston,33,4
MBB,2018-19,7,Texas Tech,31,7
MBB,2018-19,8,North Carolina,29,7
MBB,2018-19,9,Tennessee,31,6
MBB,2018-19,10,Michigan,30,7
MBB,2018-19,11,Purdue,26,10
MBB,2018-19,12,Virginia Tech,26,9
MBB,2018-19,13,Auburn,30,10
MBB,2018-19,14,Wofford,30,5
MBB,2018-19,15,Florida St.,29,8
MBB,2018-19,16,LSU,28,7
MBB,2018-19,17,Kansas,26,10
MBB,2018-19,18,Buffalo,32,4
MBB,2018-19,19,Iowa St.,23,12
MBB,2018-19,20,Wisconsin,23,11
MBB,2018-19,21,Mississippi St.,23,11
MBB,2018-19,22,Louisville,20,14
MBB,2018-19,23,Kansas St.,25,9
MBB,2018-19,24,Cincinnati,28,7
MBB,2018-19,25,Maryland,23,11
MBB,2018-19,26,UCF,24,9
MBB,2018-19,27,Nevada,29,5
MBB,2018-19,28,Villanova,26,10
MBB,2018-19,29,Marquette,24,10
MBB,2018-19,30,Florida,20,16
MBB,2018-19,31,Utah St.,28,7
MBB,2018-19,32,Oklahoma,20,14
MBB,2018-19,33,Texas,21,16
MBB,2018-19,34,Baylor,20,14
MBB,2018-19,35,Saint Mary's (CA),22,12
MBB,2018-19,36,NC State,24,12
MBB,2018-19,37,Lipscomb,29,8
MBB,2018-19,38,VCU,25,8
MBB,2018-19,39,Belmont,27,6
MBB,2018-19,40,Iowa,23,12
MBB,2018-19,41,Oregon,25,13
MBB,2018-19,42,Ole Miss,20,13
MBB,2018-19,43,Murray St.,28,5
MBB,2018-19,44,Washington,27,9
MBB,2018-19,45,Clemson,20,14
MBB,2018-19,46,New Mexico St.,30,5
MBB,2018-19,47,TCU,23,14
MBB,2018-19,48,Memphis,22,14
MBB,2018-19,49,Penn St.,14,18
MBB,2018-19,50,Syracuse,20,14
MBB,2018-19,51,Nebraska,19,17
MBB,2018-19,52,Ohio St.,20,15
MBB,2018-19,53,Liberty,29,7
MBB,2018-19,54,Creighton,20,15
MBB,2018-19,55,Minnesota,22,14
MBB,2018-19,56,Indiana,19,16
MBB,2018-19,57,Temple,23,10
MBB,2018-19,58,Furman,25,8
MBB,2018-19,59,Seton Hall,20,14
MBB,2018-19,60,Arkansas,18,16
MBB,2018-19,61,Alabama,18,16
MBB,2018-19,62,Arizona St.,23,11
MBB,2018-19,63,Wichita St.,22,15
MBB,2018-19,64,Xavier,19,16
MBB,2018-19,65,Colorado,23,13
MBB,2018-19,66,Butler,16,17
MBB,2018-19,67,Toledo,25,8
