Sport,Season,Rank,Team,W,L
MBB,2013-14,1,Florida,36,3
MBB,2013-14,2,Arizona,33,5
MBB,2013-14,3,Wisconsin,30,8
MBB,2013-14,4,Kansas,25,10
MBB,2013-14,5,UConn,32,8
MBB,2013-14,6,Wichita St.,35,1
MBB,2013-14,7,Kentucky,29,11
MBB,2013-14,8,Villanova,29,5
MBB,2013-14,9,Iowa St.,28,8
MBB,2013-14,10,Virginia,30,7
MBB,2013-14,11,Michigan,28,9
MBB,2013-14,12,Michigan St.,29,9
MBB,2013-14,13,San Diego St.,31,5
MBB,2013-14,14,Duke,26,9
MBB,2013-14,15,UCLA,28,9
MBB,2013-14,16,Louisville,31,6
MBB,2013-14,17,Creighton,27,8
MBB,2013-14,18,New Mexico,27,7
MBB,2013-14,19,VCU,26,9
MBB,2013-14,20,Syracuse,28,6
MBB,2013-14,21,Gonzaga,29,7
MBB,2013-14,22,Cincinnati,27,7
MBB,2013-14,23,North Carolina,24,10
MBB,2013-14,24,Saint Louis,27,7
MBB,2013-14,25,Ohio St.,25,10
MBB,2013-14,26,Massachusetts,24,9
MBB,2013-14,27,Oregon,24,10
MBB,2013-14,28,Baylor,26,12
MBB,2013-14,29,Southern Miss.,29,7
MBB,2013-14,30,Memphis,24,10
MBB,2013-14,31,Oklahoma,23,10
MBB,2013-14,32,North Dakota St.,26,7
MBB,2013-14,33,Dayton,26,11
MBB,2013-14,34,Minnesota,25,13
MBB,2013-14,35,Saint Joseph's,24,10
MBB,2013-14,36,George Washington,24,9
MBB,2013-14,37,Tennessee,24,13
MBB,2013-14,38,BYU,23,12
MBB,2013-14,39,Pittsburgh,26,10
MBB,2013-14,40,Stanford,23,13
MBB,2013-14,41,Texas,24,11
MBB,2013-14,42,Colorado,23,12
MBB,2013-14,43,Toledo,27,7
MBB,2013-14,44,Harvard,27,5
MBB,2013-14,45,SMU,27,10
MBB,2013-14,46,Providence,23,12
MBB,2013-14,47,Stephen F. Austin,32,3
MBB,2013-14,48,Belmont,26,10
MBB,2013-14,49,Florida St.,22,14
MBB,2013-14,50,Missouri,23,12
MBB,2013-14,51,Arizona St.,21,12
MBB,2013-14,52,Oklahoma St.,21,13
MBB,2013-14,53,Nebraska,19,13
MBB,2013-14,54,Louisiana Tech,29,8
MBB,2013-14,55,North Carolina St.,22,14
MBB,2013-14,56,Xavier,21,13
MBB,2013-14,57,St. Mary's (CA),23,12
MBB,2013-14,58,Kansas St.,20,13
MBB,2013-14,59,California,21,14
MBB,2013-14,60,Iowa,20,13
MBB,2013-14,61,Manhattan,25,8
MBB,2013-14,62,Iona,22,11
MBB,2013-14,63,Illinois,20,15
MBB,2013-14,64,Middle Tenn.,24,9
MBB,2013-14,65,Clemson,23,13
MBB,2013-14,66,Delaware,25,10
MBB,2013-14,67,Arkansas,22,12
MBB,2013-14,68,LSU,20,14
MBB,2013-14,69,Green Bay,24,7
MBB,2013-14,70,Western Mich.,23,10
MBB,2013-14,71,Richmond,19,14
MBB,2013-14,72,Georgia,20,14
MBB,2013-14,73,Indiana St.,23,11
MBB,2013-14,74,Mercer,27,9
MBB,2013-14,75,Georgetown,18,15
MBB,2013-14,76,Maryland,17,15
MBB,2013-14,77,New Mexico St.,26,10
MBB,2013-14,78,Georgia St.,25,9
MBB,2013-14,79,Tulsa,21,13
MBB,2013-14,80,San Francisco,21,12
MBB,2013-14,81,Boise St.,21,13
MBB,2013-14,82,St. John's (NY),20,13
MBB,2013-14,83,Utah,21,12
MBB,2013-14,84,Towson,25,11
MBB,2013-14,85,Ohio,25,12
MBB,2013-14,86,St. Bonaventure,18,15
MBB,2013-14,87,Eastern Mich.,22,15
MBB,2013-14,88,Ole Miss,19,14
MBB,2013-14,89,La.-Lafayette,23,12
MBB,2013-14,90,Boston U.,24,11
MBB,2013-14,91,Cleveland St.,21,12
MBB,2013-14,92,Missouri St.,20,13
MBB,2013-14,93,Marquette,17,15
MBB,2013-14,94,Eastern Ky.,24,10
MBB,2013-14,95,Akron,21,13
MBB,2013-14,96,West Virginia,17,16
MBB,2013-14,97,Indiana,17,15
MBB,2013-14,98,La Salle,15,16
MBB,2013-14,99,N.C. Central,28,6
MBB,2013-14,100,Vermont,22,11
MBB,2013-14,101,Murray St.,23,11
MBB,2013-14,102,Washington,17,15
MBB,2013-14,103,Canisius,21,13
MBB,2013-14,104,Yale,19,14
MBB,2013-14,105,Quinnipiac,20,12
MBB,2013-14,106,Fresno St.,21,18
MBB,2013-14,107,UC Santa Barbara,21,9
MBB,2013-14,108,Buffalo,19,10
MBB,2013-14,109,UNLV,20,13
MBB,2013-14,110,UC Irvine,23,12
MBB,2013-14,111,UTEP,23,11
MBB,2013-14,112,UNI,16,15
MBB,2013-14,113,Oregon St.,16,16
MBB,2013-14,114,Miami (FL),17,16
MBB,2013-14,115,Penn St.,16,18
MBB,2013-14,116,IPFW,25,11
MBB,2013-14,117,Wake Forest,17,16
MBB,2013-14,118,Princeton,21,9
MBB,2013-14,119,William & Mary,20,12
MBB,2013-14,120,Robert Morris,22,14
MBB,2013-14,121,Utah St.,18,14
MBB,2013-14,122,Vanderbilt,15,16
MBB,2013-14,123,Pacific,18,16
MBB,2013-14,124,American,20,13
MBB,2013-14,125,Northwestern,14,19
MBB,2013-14,126,Sam Houston St.,24,11
MBB,2013-14,127,Columbia,21,13
MBB,2013-14,128,Alabama,13,19
MBB,2013-14,129,Western Ky.,20,12
MBB,2013-14,130,Texas Tech,14,18
MBB,2013-14,131,Davidson,20,13
MBB,2013-14,132,Holy Cross,20,14
MBB,2013-14,133,Illinois St.,18,16
MBB,2013-14,134,Milwaukee,21,14
MBB,2013-14,135,Drexel,16,14
MBB,2013-14,136,Seton Hall,17,17
MBB,2013-14,137,Nevada,15,17
MBB,2013-14,138,Houston,17,16
MBB,2013-14,139,South Carolina,14,20
MBB,2013-14,140,Purdue,15,17
MBB,2013-14,141,Wyoming,18,15
MBB,2013-14,142,Notre Dame,15,17
MBB,2013-14,143,South Dakota St.,19,13
MBB,2013-14,144,Morehead St.,20,14
MBB,2013-14,145,Denver,16,15
MBB,2013-14,146,San Diego,18,17
MBB,2013-14,147,Texas A&M,18,16
MBB,2013-14,148,FGCU,22,13
MBB,2013-14,149,Utah Valley,20,12
MBB,2013-14,150,Charlotte,17,14
MBB,2013-14,151,Weber St.,19,12
MBB,2013-14,152,Wofford,20,13
MBB,2013-14,153,UAB,18,13
MBB,2013-14,154,Butler,14,17
MBB,2013-14,155,Georgia Tech,16,17
MBB,2013-14,156,Rhode Island,14,18
MBB,2013-14,157,DePaul,12,21
MBB,2013-14,158,Pepperdine,15,16
MBB,2013-14,159,Northwestern St.,17,14
MBB,2013-14,160,Auburn,14,16
MBB,2013-14,161,Hawaii,20,11
MBB,2013-14,162,VMI,22,13
MBB,2013-14,163,Siena,20,18
MBB,2013-14,164,Old Dominion,18,18
MBB,2013-14,165,Elon,18,14
MBB,2013-14,166,Wright St.,21,15
MBB,2013-14,167,Miami (OH),13,18
MBB,2013-14,168,Long Beach St.,15,17
MBB,2013-14,169,Stony Brook,23,11
MBB,2013-14,170,Bucknell,16,14
MBB,2013-14,171,Albany (NY),19,15
MBB,2013-14,172,Winthrop,20,13
MBB,2013-14,173,High Point,16,15
MBB,2013-14,174,George Mason,11,20
MBB,2013-14,175,Temple,9,22
MBB,2013-14,176,USC Upstate,19,15
MBB,2013-14,177,Southern U.,19,13
MBB,2013-14,178,Portland,15,16
MBB,2013-14,179,Drake,15,16
MBB,2013-14,180,Bryant,18,14
MBB,2013-14,181,Southern California,11,21
MBB,2013-14,182,Loyola Marymount,13,19
MBB,2013-14,183,Cal Poly,14,20
MBB,2013-14,184,Colorado St.,16,16
MBB,2013-14,185,Arkansas St.,19,13
MBB,2013-14,186,St. Francis Brooklyn,18,14
MBB,2013-14,187,Oakland,13,20
MBB,2013-14,188,Montana,17,13
MBB,2013-14,189,Rutgers,12,21
MBB,2013-14,190,UALR,15,17
MBB,2013-14,191,Coastal Caro.,21,13
MBB,2013-14,192,Duquesne,13,17
MBB,2013-14,193,North Florida,16,16
MBB,2013-14,194,Oral Roberts,17,16
MBB,2013-14,195,Valparaiso,18,16
MBB,2013-14,196,Mt. St. Mary's,16,17
MBB,2013-14,197,North Texas,16,16
MBB,2013-14,198,Bowling Green,12,20
MBB,2013-14,199,Rider,14,17
MBB,2013-14,200,UNC Asheville,17,15
MBB,2013-14,201,Southern Ill.,14,19
MBB,2013-14,202,Santa Clara,14,19
MBB,2013-14,203,Lipscomb,15,15
MBB,2013-14,204,Texas-Arlington,15,17
MBB,2013-14,205,Omaha,17,15
MBB,2013-14,206,Boston College,8,24
MBB,2013-14,207,FIU,15,16
MBB,2013-14,208,East Tenn. St.,19,16
MBB,2013-14,209,UCF,13,18
MBB,2013-14,210,Evansville,14,19
MBB,2013-14,211,Tennessee Tech,17,16
MBB,2013-14,212,Kent St.,16,16
MBB,2013-14,213,Hampton,18,13
MBB,2013-14,214,North Dakota,17,17
MBB,2013-14,215,Wagner,19,12
MBB,2013-14,216,TCU,9,22
MBB,2013-14,217,Northern Ill.,15,17
MBB,2013-14,218,Northeastern,11,21
MBB,2013-14,219,Western Caro.,19,15
MBB,2013-14,220,Grand Canyon,15,15
MBB,2013-14,221,Washington St.,10,21
MBB,2013-14,222,Morgan St.,15,16
MBB,2013-14,223,East Carolina,17,17
MBB,2013-14,224,Tulane,17,17
MBB,2013-14,225,Fordham,10,21
MBB,2013-14,226,Northern Colo.,18,14
MBB,2013-14,227,South Fla.,12,20
MBB,2013-14,228,Norfolk St.,19,15
MBB,2013-14,229,Radford,22,13
MBB,2013-14,230,Eastern Wash.,15,16
MBB,2013-14,231,Saint Peter's,14,17
MBB,2013-14,232,Brown,15,14
MBB,2013-14,233,A&M-Corpus Christi,18,16
MBB,2013-14,234,Detroit,13,19
MBB,2013-14,235,Hartford,17,16
MBB,2013-14,236,James Madison,11,20
MBB,2013-14,237,Army,15,16
MBB,2013-14,238,Lehigh,14,18
MBB,2013-14,239,Mississippi St.,14,19
MBB,2013-14,240,Idaho,16,18
MBB,2013-14,241,Gardner-Webb,18,15
MBB,2013-14,242,Youngstown St.,15,17
MBB,2013-14,243,Col. of Charleston,14,18
MBB,2013-14,244,Virginia Tech,9,22
MBB,2013-14,245,Marist,12,19
MBB,2013-14,246,La.-Monroe,10,17
MBB,2013-14,247,Air Force,12,18
MBB,2013-14,248,Chattanooga,18,15
MBB,2013-14,249,Northern Ariz.,15,17
MBB,2013-14,250,Texas Southern,19,15
MBB,2013-14,251,CSUN,17,18
MBB,2013-14,252,Southeast Mo. St.,18,14
MBB,2013-14,253,Alabama St.,19,13
MBB,2013-14,254,UMKC,10,20
MBB,2013-14,255,Portland St.,17,15
MBB,2013-14,256,Lafayette,11,20
MBB,2013-14,257,New Orleans,11,15
MBB,2013-14,258,Colgate,13,18
MBB,2013-14,259,South Dakota,12,18
MBB,2013-14,260,Chicago St.,13,19
MBB,2013-14,261,Nicholls St.,14,15
MBB,2013-14,262,Dartmouth,12,16
MBB,2013-14,263,Coppin St.,12,20
MBB,2013-14,264,Bradley,12,20
MBB,2013-14,265,Ark.-Pine Bluff,13,18
MBB,2013-14,266,Sacramento St.,14,16
MBB,2013-14,267,Seattle,13,17
MBB,2013-14,268,Charleston So.,13,18
MBB,2013-14,269,Fairleigh Dickinson,10,21
MBB,2013-14,270,McNeese St.,11,20
MBB,2013-14,271,Fla. Atlantic,10,22
MBB,2013-14,272,Alabama A&M,14,16
MBB,2013-14,273,Loyola Maryland,11,19
MBB,2013-14,274,Savannah St.,13,19
MBB,2013-14,275,Marshall,11,22
MBB,2013-14,276,Hofstra,10,23
MBB,2013-14,277,Montana St.,14,17
MBB,2013-14,278,San Jose St.,7,24
MBB,2013-14,279,Bakersfield,13,19
MBB,2013-14,280,UNCW,9,23
MBB,2013-14,281,South Ala.,11,20
MBB,2013-14,282,Jacksonville,12,18
MBB,2013-14,283,Penn,8,20
MBB,2013-14,284,UMass Lowell,10,18
MBB,2013-14,285,Cal St. Fullerton,11,20
MBB,2013-14,286,Eastern Ill.,11,19
MBB,2013-14,287,Troy,11,20
MBB,2013-14,288,Fairfield,7,25
MBB,2013-14,289,Central Conn. St.,11,19
MBB,2013-14,290,Monmouth,11,21
MBB,2013-14,291,Western Ill.,10,20
MBB,2013-14,292,Loyola Chicago,10,22
MBB,2013-14,293,Idaho St.,11,18
MBB,2013-14,294,Central Mich.,10,21
MBB,2013-14,295,Saint Francis (PA),10,21
MBB,2013-14,296,Florida A&M,14,18
MBB,2013-14,297,Jackson St.,11,20
MBB,2013-14,298,Tennessee St.,5,25
MBB,2013-14,299,Austin Peay,12,18
MBB,2013-14,300,LIU Brooklyn,9,20
MBB,2013-14,301,Rice,7,23
MBB,2013-14,302,Niagara,7,26
MBB,2013-14,303,UNC Greensboro,14,18
MBB,2013-14,304,Ga. Southern,15,19
MBB,2013-14,305,Prairie View,11,23
MBB,2013-14,306,NJIT,13,16
MBB,2013-14,307,Texas St.,8,23
MBB,2013-14,308,UTSA,8,22
MBB,2013-14,309,Liberty,11,21
MBB,2013-14,310,Northern Ky.,9,21
MBB,2013-14,311,Ball St.,5,25
MBB,2013-14,312,Tex.-Pan American,9,23
MBB,2013-14,313,Samford,13,20
MBB,2013-14,314,Jacksonville St.,10,21
MBB,2013-14,315,Alcorn,12,19
MBB,2013-14,316,Campbell,12,20
MBB,2013-14,317,Ill.-Chicago,6,25
MBB,2013-14,318,SIUE,11,20
MBB,2013-14,319,Southeastern La.,12,18
MBB,2013-14,320,UC Riverside,10,21
MBB,2013-14,321,Navy,9,21
MBB,2013-14,322,IUPUI,6,26
MBB,2013-14,323,UC Davis,9,22
MBB,2013-14,324,Howard,8,25
MBB,2013-14,325,Kennesaw St.,6,25
MBB,2013-14,326,Binghamton,7,23
MBB,2013-14,327,UT Martin,8,23
MBB,2013-14,328,Central Ark.,8,21
