Sport,Season,Rank,Team,W,L
MBB,2006-07,274,Ball St.,9,22
MBB,2006-07,275,Mercer,13,17
MBB,2006-07,276,Kennesaw St.,13,18
MBB,2006-07,277,St. Bonaventure,7,22
MBB,2006-07,278,Texas Southern,14,17
MBB,2006-07,279,Portland,9,23
MBB,2006-07,280,Liberty,14,17
MBB,2006-07,281,St. Francis (N.Y.),9,22
MBB,2006-07,282,Norfolk St.,11,19
MBB,2006-07,283,Stetson,11,20
MBB,2006-07,284,Lafayette,9,21
MBB,2006-07,285,Stony Brook,9,20
MBB,2006-07,286,Montana St.,11,19
MBB,2006-07,287,Grambling,12,14
MBB,2006-07,288,Savannah St.,12,18
MBB,2006-07,289,Southern U.,10,21
MBB,2006-07,290,Centenary (La.),10,21
MBB,2006-07,291,Nicholls St.,8,22
MBB,2006-07,292,South Carolina St.,13,17
MBB,2006-07,293,Southeast Mo. St.,11,20
MBB,2006-07,294,Wofford,10,20
MBB,2006-07,295,VMI,14,19
MBB,2006-07,296,Tex.-Pan American,14,15
MBB,2006-07,297,Morehead St.,12,18
MBB,2006-07,298,Wagner,11,19
MBB,2006-07,299,Elon,7,23
MBB,2006-07,300,James Madison,7,23
MBB,2006-07,301,Northern Ill.,7,23
MBB,2006-07,302,Sacramento St.,10,19
MBB,2006-07,303,Morgan St.,13,18
MBB,2006-07,304,Winston-Salem,5,24
MBB,2006-07,305,Idaho,4,27
MBB,2006-07,306,Delaware,5,26
MBB,2006-07,307,Longwood,9,22
MBB,2006-07,308,Citadel,7,23
MBB,2006-07,309,Eastern Ill.,10,20
MBB,2006-07,310,Long Island,10,19
MBB,2006-07,311,Central Ark.,10,20
MBB,2006-07,312,East Caro.,6,24
MBB,2006-07,313,UC Davis,5,23
MBB,2006-07,314,Alabama St.,10,20
MBB,2006-07,315,Jacksonville St.,9,21
MBB,2006-07,316,UC Riverside,7,24
MBB,2006-07,317,Tenn.-Martin,8,23
MBB,2006-07,318,UTSA,7,22
MBB,2006-07,319,Radford,8,22
MBB,2006-07,320,Alcorn St.,11,19
MBB,2006-07,321,Bethune-Cookman,9,21
MBB,2006-07,322,St. Francis (Pa.),8,21
MBB,2006-07,323,Texas St.,9,20
MBB,2006-07,324,Howard,9,22
MBB,2006-07,325,Prairie View,8,22
MBB,2006-07,326,Iona,2,28
MBB,2006-07,327,Western Ill.,7,23
MBB,2006-07,328,St. Peter's,5,25
MBB,2006-07,329,South Dakota St.,6,24
MBB,2006-07,330,Charleston So.,8,22
MBB,2006-07,331,NJIT,5,24
MBB,2006-07,332,Md.-East. Shore,4,27
MBB,2006-07,333,North Fla.,3,26
MBB,2006-07,334,Alabama A&M,10,20
MBB,2006-07,335,Denver,4,25
MBB,2006-07,336,Northern Colo.,4,24
