Sport,Season,Rank,Team,W,L
MBB,2020-21,1,Gonzaga,31,1
MBB,2020-21,2,Baylor,28,2
MBB,2020-21,3,Houston,27,4
MBB,2020-21,4,Alabama,26,7
MBB,2020-21,5,Michigan,23,5
MBB,2020-21,6,USC,25,8
MBB,2020-21,7,Arkansas,25,7
MBB,2020-21,8,BYU,19,7
MBB,2020-21,9,Oklahoma State,21,9
MBB,2020-21,10,San Diego State,22,5
MBB,2020-21,11,Illinois,24,7
MBB,2020-21,12,Villanova,18,7
MBB,2020-21,13,UCLA,22,10
MBB,2020-21,14,Loyola-Chicago,24,5
MBB,2020-21,15,Kansas,20,9
MBB,2020-21,16,Saint Bonaventure,16,5
MBB,2020-21,17,LSU,19,10
MBB,2020-21,18,West Virginia,19,10
MBB,2020-21,19,Colgate,14,2
MBB,2020-21,20,Colorado,23,9
MBB,2020-21,21,Texas,19,8
MBB,2020-21,22,Ohio State,21,10
MBB,2020-21,23,VCU,19,7
MBB,2020-21,24,Florida State,18,7
MBB,2020-21,25,Wichita State,14,6
MBB,2020-21,26,Oregon,21,7
MBB,2020-21,27,UC Santa Barbara,20,5
MBB,2020-21,28,Louisiana Tech,23,8
MBB,2020-21,29,Virginia,18,7
MBB,2020-21,30,Missouri,16,10
MBB,2020-21,31,Clemson,16,8
MBB,2020-21,32,Saint Mary's College,14,10
MBB,2020-21,33,Memphis,20,8
MBB,2020-21,34,Creighton,22,9
MBB,2020-21,35,Drake,24,5
MBB,2020-21,36,Iowa,22,9
MBB,2020-21,37,Syracuse,18,10
MBB,2020-21,38,Navy,15,3
MBB,2020-21,39,Purdue,18,10
MBB,2020-21,40,Winthrop,23,2
MBB,2020-21,41,Colorado State,19,8
MBB,2020-21,42,North Carolina,18,11
MBB,2020-21,43,Western Kentucky,21,8
MBB,2020-21,44,Texas Tech,18,11
MBB,2020-21,45,Boise State,18,9
MBB,2020-21,46,Georgia State,14,6
MBB,2020-21,47,Morehead State,21,8
MBB,2020-21,48,North Texas,17,10
MBB,2020-21,49,Oregon State,19,13
MBB,2020-21,50,UNCG,21,9
MBB,2020-21,51,Georgia Tech,17,9
MBB,2020-21,52,Cleveland State,19,8
MBB,2020-21,53,Louisville,13,7
MBB,2020-21,54,Oklahoma,16,11
MBB,2020-21,55,Belmont,25,4
MBB,2020-21,56,Utah State,19,9
MBB,2020-21,57,Rutgers,16,12
MBB,2020-21,58,Florida,15,10
MBB,2020-21,59,Arizona,17,9
MBB,2020-21,60,Tennessee,18,9
MBB,2020-21,61,Connecticut,15,8
MBB,2020-21,62,Old Dominion,14,8
MBB,2020-21,63,Ohio,16,8
MBB,2020-21,64,SMU,11,6
MBB,2020-21,65,Maryland,16,14
MBB,2020-21,66,Abilene Christian,20,5
MBB,2020-21,67,Pepperdine,13,12
MBB,2020-21,68,Marshall,15,7
MBB,2020-21,69,Wisconsin,18,13
MBB,2020-21,70,Georgetown,13,13
MBB,2020-21,71,Virginia Tech,15,7
MBB,2020-21,72,Loyola-Marymount,13,9
MBB,2020-21,73,Stanford,14,13
MBB,2020-21,74,UCF,11,12
MBB,2020-21,75,Seton Hall,14,13
MBB,2020-21,76,Toledo,21,9
MBB,2020-21,77,UAB,20,7
MBB,2020-21,78,Siena,12,5
MBB,2020-21,79,UC Irvine,16,9
MBB,2020-21,80,Richmond,13,9
MBB,2020-21,81,Wright State,18,6
MBB,2020-21,82,Xavier,13,8
MBB,2020-21,83,Furman,13,9
MBB,2020-21,84,Wofford,13,9
MBB,2020-21,85,Southern Utah,15,4
MBB,2020-21,86,Auburn,13,14
MBB,2020-21,87,Cincinnati,12,11
MBB,2020-21,88,Dayton,14,10
MBB,2020-21,89,Nevada,15,10
MBB,2020-21,90,Chattanooga,16,8
MBB,2020-21,91,Missouri State,15,7
MBB,2020-21,92,Kent State,14,8
MBB,2020-21,93,Eastern Kentucky,20,7
MBB,2020-21,94,Northeastern,10,9
MBB,2020-21,95,Eastern Washington,15,8
MBB,2020-21,96,Iona,12,6
MBB,2020-21,97,Pacific,8,9
MBB,2020-21,98,Canisius,7,6
MBB,2020-21,99,Mercer,15,11
MBB,2020-21,100,Bryant,14,7
MBB,2020-21,101,Monmouth,12,8
MBB,2020-21,102,Jacksonville State,16,9
MBB,2020-21,103,Indiana State,14,10
MBB,2020-21,104,Mississippi State,18,15
MBB,2020-21,105,Ole Miss,16,12
MBB,2020-21,106,Michigan State,15,13
MBB,2020-21,107,Santa Clara,11,8
MBB,2020-21,108,Akron,13,8
MBB,2020-21,109,Coastal Carolina,14,8
MBB,2020-21,110,Saint Louis,14,7
MBB,2020-21,111,Texas Southern,16,9
MBB,2020-21,112,Buffalo,15,9
MBB,2020-21,113,Saint John's,16,11
MBB,2020-21,114,Louisiana,15,9
MBB,2020-21,115,East Tennessee State,11,12
MBB,2020-21,116,Sam Houston State,15,9
MBB,2020-21,117,Duke,13,11
MBB,2020-21,118,Weber State,14,6
MBB,2020-21,119,American,4,6
MBB,2020-21,120,Norfolk State,15,8
MBB,2020-21,121,Liberty,19,6
MBB,2020-21,122,North Carolina State,14,11
MBB,2020-21,123,Penn State,11,14
MBB,2020-21,124,Army,11,10
MBB,2020-21,125,Providence,13,13
MBB,2020-21,126,James Madison,10,7
MBB,2020-21,127,Wagner,13,7
MBB,2020-21,128,UMBC,14,6
MBB,2020-21,129,South Dakota State,15,7
MBB,2020-21,130,Oral Roberts,15,11
MBB,2020-21,131,Texas State,17,6
MBB,2020-21,132,Kentucky,9,16
MBB,2020-21,133,Indiana,12,15
MBB,2020-21,134,Drexel,12,8
MBB,2020-21,135,South Alabama,13,11
MBB,2020-21,136,Hartford,15,9
MBB,2020-21,137,Marquette,13,14
MBB,2020-21,138,Davidson,12,9
MBB,2020-21,139,Mount Saint Mary's,12,11
MBB,2020-21,140,Stephen F. Austin,13,5
MBB,2020-21,141,Hofstra,13,10
MBB,2020-21,142,Utah,12,13
MBB,2020-21,143,Prairie View A&M,16,5
MBB,2020-21,144,Georgia,13,12
MBB,2020-21,145,Grand Canyon,14,7
MBB,2020-21,146,Washington State,14,13
MBB,2020-21,147,Arizona State,11,14
MBB,2020-21,148,TCU,12,14
MBB,2020-21,149,Minnesota,14,15
MBB,2020-21,150,Appalachian State,13,12
MBB,2020-21,151,Nicholls,17,7
MBB,2020-21,152,UC Riverside,14,8
MBB,2020-21,153,Rice,12,13
MBB,2020-21,154,George Mason,12,9
MBB,2020-21,155,Notre Dame,11,15
MBB,2020-21,156,UTSA,11,11
MBB,2020-21,157,Bellarmine,12,8
MBB,2020-21,158,Bowling Green,13,12
MBB,2020-21,159,San Francisco,11,14
MBB,2020-21,160,Elon,9,9
MBB,2020-21,161,Marist,12,9
MBB,2020-21,162,Campbell,15,10
MBB,2020-21,163,Tulsa,9,12
MBB,2020-21,164,Oakland,12,18
MBB,2020-21,165,Saint Peter's,14,11
MBB,2020-21,166,South Florida,8,13
MBB,2020-21,167,Cal State Bakersfield,13,11
MBB,2020-21,168,Morgan State,12,7
MBB,2020-21,169,VMI,10,12
MBB,2020-21,170,New Mexico State,9,8
MBB,2020-21,171,Butler,10,15
MBB,2020-21,172,Wyoming,14,11
MBB,2020-21,173,Vermont,10,5
MBB,2020-21,174,Northern Kentucky,14,11
MBB,2020-21,175,Duquesne,9,9
MBB,2020-21,176,UTEP,9,12
MBB,2020-21,177,Milwaukee,10,12
MBB,2020-21,178,South Carolina,6,15
MBB,2020-21,179,Sacred Heart,9,9
MBB,2020-21,180,Kansas State,9,19
MBB,2020-21,181,North Dakota State,15,12
MBB,2020-21,182,Loyola-Maryland,6,11
MBB,2020-21,183,Niagara,9,11
MBB,2020-21,184,The Citadel,9,12
MBB,2020-21,185,Montana,10,13
MBB,2020-21,186,Fresno State,10,12
MBB,2020-21,187,UC Davis,9,8
MBB,2020-21,188,Tulane,10,13
MBB,2020-21,189,Pittsburgh,10,12
MBB,2020-21,190,UMass-Lowell,11,12
MBB,2020-21,191,UMass,8,7
MBB,2020-21,192,Bucknell,5,7
MBB,2020-21,193,Jackson State,12,6
MBB,2020-21,194,Radford,13,12
MBB,2020-21,195,Ball State,10,13
MBB,2020-21,196,Northwestern,8,15
MBB,2020-21,197,Miami (OH),11,11
MBB,2020-21,198,Rhode Island,10,15
MBB,2020-21,199,Coppin State,9,13
MBB,2020-21,200,Long Island,9,9
MBB,2020-21,201,William & Mary,7,10
