Sport,Season,Rank,Team,W,L
MBB,2014-15,1,Duke,35,4
MBB,2014-15,2,Wisconsin,36,4
MBB,2014-15,3,Kentucky,38,1
MBB,2014-15,4,Arizona,34,4
MBB,2014-15,5,Kansas,27,9
MBB,2014-15,6,Villanova,33,3
MBB,2014-15,7,Virginia,30,4
MBB,2014-15,8,Gonzaga,35,3
MBB,2014-15,9,North Carolina,26,12
MBB,2014-15,10,Notre Dame,32,6
MBB,2014-15,11,UNI,31,4
MBB,2014-15,12,Wichita St.,30,5
MBB,2014-15,13,Utah,26,9
MBB,2014-15,14,Maryland,28,7
MBB,2014-15,15,Michigan St.,27,12
MBB,2014-15,16,Iowa St.,25,9
MBB,2014-15,17,Baylor,24,10
MBB,2014-15,18,SMU,27,7
MBB,2014-15,19,Louisville,27,9
MBB,2014-15,20,Oklahoma,24,11
MBB,2014-15,21,VCU,26,10
MBB,2014-15,22,West Virginia,25,10
MBB,2014-15,23,Arkansas,27,9
MBB,2014-15,24,Georgetown,22,11
MBB,2014-15,25,Providence,22,12
MBB,2014-15,26,San Diego St.,27,9
MBB,2014-15,27,Oregon,26,10
MBB,2014-15,28,Xavier,23,14
MBB,2014-15,29,Dayton,27,9
MBB,2014-15,30,Butler,23,11
MBB,2014-15,31,Buffalo,23,10
MBB,2014-15,32,North Carolina St.,22,14
MBB,2014-15,33,Temple,26,11
MBB,2014-15,34,Stanford,24,13
MBB,2014-15,35,Stephen F. Austin,29,5
MBB,2014-15,36,Cincinnati,23,11
MBB,2014-15,37,Colorado St.,27,7
MBB,2014-15,38,Ohio St.,24,11
MBB,2014-15,39,UCLA,22,14
MBB,2014-15,40,Iowa,22,12
MBB,2014-15,41,Old Dominion,27,8
MBB,2014-15,42,Davidson,24,8
MBB,2014-15,43,Boise St.,25,9
MBB,2014-15,44,BYU,25,10
MBB,2014-15,45,Georgia,21,12
MBB,2014-15,46,Murray St.,29,6
MBB,2014-15,47,Miami (FL),25,13
MBB,2014-15,48,Louisiana Tech,27,9
MBB,2014-15,49,Wofford,28,7
MBB,2014-15,50,Tulsa,23,11
MBB,2014-15,51,Texas,20,14
MBB,2014-15,52,St. John's (NY),21,12
MBB,2014-15,53,Illinois St.,22,13
MBB,2014-15,54,Georgia St.,25,10
MBB,2014-15,55,Iona,26,9
MBB,2014-15,56,Oklahoma St.,18,14
MBB,2014-15,57,Valparaiso,28,6
MBB,2014-15,58,Ole Miss,21,13
MBB,2014-15,59,Harvard,22,8
MBB,2014-15,60,Green Bay,24,9
MBB,2014-15,61,Rhode Island,23,10
MBB,2014-15,62,Purdue,21,13
MBB,2014-15,63,Indiana,20,14
MBB,2014-15,64,Richmond,21,14
MBB,2014-15,65,LSU,22,11
MBB,2014-15,66,Yale,22,10
MBB,2014-15,67,Syracuse,18,13
MBB,2014-15,68,Texas A&M,21,12
MBB,2014-15,69,Florida,16,17
MBB,2014-15,70,Central Mich.,23,9
MBB,2014-15,71,UC Davis,25,7
MBB,2014-15,72,Wyoming,25,10
MBB,2014-15,73,Eastern Wash.,26,9
MBB,2014-15,74,Illinois,19,14
MBB,2014-15,75,UTEP,22,11
MBB,2014-15,76,Toledo,20,13
MBB,2014-15,77,St. Mary's (CA),21,10
MBB,2014-15,78,Pittsburgh,19,15
MBB,2014-15,79,Michigan,16,16
MBB,2014-15,80,George Washington,22,13
MBB,2014-15,81,UConn,20,15
MBB,2014-15,82,Evansville,24,12
MBB,2014-15,83,Massachusetts,17,15
MBB,2014-15,84,South Dakota St.,24,11
MBB,2014-15,85,Kent St.,23,12
MBB,2014-15,86,Alabama,19,15
MBB,2014-15,87,Loyola Chicago,24,13
MBB,2014-15,88,Vanderbilt,21,14
MBB,2014-15,89,Memphis,18,14
MBB,2014-15,90,Arizona St.,18,16
MBB,2014-15,91,High Point,23,10
MBB,2014-15,91,Northeastern,23,12
MBB,2014-15,93,California,18,15
MBB,2014-15,94,North Dakota St.,23,10
MBB,2014-15,95,Sam Houston St.,26,9
MBB,2014-15,96,UC Irvine,21,13
MBB,2014-15,97,South Carolina,17,16
MBB,2014-15,98,UC Santa Barbara,19,14
MBB,2014-15,99,William & Mary,20,13
MBB,2014-15,100,Belmont,22,11
MBB,2014-15,101,Minnesota,18,15
MBB,2014-15,102,Tennessee,16,16
MBB,2014-15,103,Seton Hall,16,15
MBB,2014-15,104,Albany (NY),24,9
MBB,2014-15,105,La Salle,17,16
MBB,2014-15,106,Clemson,16,15
MBB,2014-15,107,New Mexico St.,23,11
MBB,2014-15,108,Kansas St.,15,17
MBB,2014-15,109,Penn St.,18,16
MBB,2014-15,110,Florida St.,17,16
MBB,2014-15,111,Ga. Southern,22,9
MBB,2014-15,112,Stony Brook,23,12
MBB,2014-15,113,Chattanooga,22,10
MBB,2014-15,114,Western Ky.,20,12
MBB,2014-15,115,Texas Southern,22,13
MBB,2014-15,116,UNLV,18,15
MBB,2014-15,117,Long Beach St.,16,17
MBB,2014-15,118,Colorado,16,18
MBB,2014-15,119,Lafayette,20,13
MBB,2014-15,120,Washington,16,15
MBB,2014-15,121,Bowling Green,21,12
MBB,2014-15,122,UAB,20,16
MBB,2014-15,123,La.-Lafayette,22,14
MBB,2014-15,124,Akron,21,14
MBB,2014-15,125,La.-Monroe,24,14
MBB,2014-15,126,Northern Ariz.,23,15
MBB,2014-15,127,St. Bonaventure,18,13
MBB,2014-15,128,Cleveland St.,19,15
MBB,2014-15,129,N.C. Central,25,8
MBB,2014-15,130,Northwestern,15,17
MBB,2014-15,131,Coastal Caro.,24,10
MBB,2014-15,132,Auburn,15,20
MBB,2014-15,133,Oregon St.,17,14
MBB,2014-15,134,NJIT,21,12
MBB,2014-15,135,UT Martin,21,13
MBB,2014-15,136,TCU,18,15
MBB,2014-15,137,Western Mich.,20,14
MBB,2014-15,138,American,17,16
MBB,2014-15,139,Bucknell,19,15
MBB,2014-15,140,Rider,21,12
MBB,2014-15,141,Sacramento St.,21,12
MBB,2014-15,142,Eastern Ky.,21,12
MBB,2014-15,143,Wake Forest,13,19
MBB,2014-15,144,Montana,20,13
MBB,2014-15,145,Marquette,13,19
MBB,2014-15,146,Utah St.,18,13
MBB,2014-15,147,Georgia Tech,12,19
MBB,2014-15,148,Eastern Mich.,21,14
MBB,2014-15,149,Pepperdine,18,14
MBB,2014-15,150,Radford,22,12
MBB,2014-15,151,UNCW,18,14
MBB,2014-15,152,Middle Tenn.,19,17
MBB,2014-15,153,Robert Morris,20,15
MBB,2014-15,154,Gardner-Webb,20,15
MBB,2014-15,155,Nebraska,13,18
MBB,2014-15,156,Oral Roberts,19,15
MBB,2014-15,157,Creighton,14,19
MBB,2014-15,158,James Madison,19,14
MBB,2014-15,159,Hawaii,22,13
MBB,2014-15,160,FGCU,22,11
MBB,2014-15,161,Boston College,13,19
MBB,2014-15,162,Washington St.,13,18
MBB,2014-15,163,Charleston So.,19,12
MBB,2014-15,164,San Diego,15,16
MBB,2014-15,165,St. Francis Brooklyn,23,12
MBB,2014-15,166,Portland,17,16
MBB,2014-15,167,Norfolk St.,20,14
MBB,2014-15,168,North Florida,23,12
MBB,2014-15,169,Canisius,18,15
MBB,2014-15,170,Eastern Ill.,18,15
MBB,2014-15,171,Oakland,16,17
MBB,2014-15,172,Northwestern St.,19,13
MBB,2014-15,173,Incarnate Word,18,11
MBB,2014-15,174,Manhattan,19,14
MBB,2014-15,175,New Mexico,15,16
MBB,2014-15,176,Lehigh,16,14
MBB,2014-15,177,Indiana St.,15,16
MBB,2014-15,178,Monmouth,18,15
MBB,2014-15,179,Saint Joseph's,13,18
MBB,2014-15,180,Texas-Arlington,16,15
MBB,2014-15,181,Vermont,20,14
MBB,2014-15,182,Rutgers,10,22
MBB,2014-15,183,Hofstra,20,14
MBB,2014-15,184,Fresno St.,15,17
MBB,2014-15,185,Texas Tech,13,19
MBB,2014-15,186,San Francisco,14,18
MBB,2014-15,187,Mt. St. Mary's,15,15
MBB,2014-15,188,Northern Ill.,14,16
MBB,2014-15,189,Bryant,16,15
MBB,2014-15,190,Dartmouth,14,15
MBB,2014-15,191,UMES,18,15
MBB,2014-15,192,East Tenn. St.,16,14
MBB,2014-15,193,Saint Francis (PA),16,16
MBB,2014-15,194,Princeton,16,14
MBB,2014-15,195,Colgate,16,17
MBB,2014-15,196,New Hampshire,19,13
MBB,2014-15,197,DePaul,12,20
MBB,2014-15,198,Southern California,12,20
MBB,2014-15,199,Morehead St.,17,17
MBB,2014-15,200,Boston U.,13,17
MBB,2014-15,201,Columbia,13,15
MBB,2014-15,202,Holy Cross,14,16
MBB,2014-15,203,A&M-Corpus Christi,20,14
MBB,2014-15,204,Charlotte,14,18
MBB,2014-15,205,Cal Poly,13,16
MBB,2014-15,206,Winthrop,19,13
MBB,2014-15,207,USC Upstate,24,12
MBB,2014-15,208,Detroit,15,18
MBB,2014-15,209,Mercer,19,16
MBB,2014-15,210,Milwaukee,14,16
MBB,2014-15,211,Santa Clara,14,18
MBB,2014-15,212,South Dakota,17,16
MBB,2014-15,213,Delaware St.,18,18
MBB,2014-15,214,Tulane,15,16
MBB,2014-15,215,IPFW,16,15
MBB,2014-15,216,Mississippi St.,13,19
MBB,2014-15,217,FIU,16,17
MBB,2014-15,218,Missouri,9,23
MBB,2014-15,219,Western Caro.,15,17
MBB,2014-15,220,East Carolina,14,19
MBB,2014-15,221,Virginia Tech,11,22
MBB,2014-15,221,Portland St.,15,14
MBB,2014-15,223,Duquesne,12,19
MBB,2014-15,224,Lamar,15,15
MBB,2014-15,225,George Mason,9,22
MBB,2014-15,226,Hampton,17,18
MBB,2014-15,227,North Texas,14,17
MBB,2014-15,228,Southern U.,18,17
MBB,2014-15,229,Quinnipiac,15,15
MBB,2014-15,230,Cornell,13,17
MBB,2014-15,231,Miami (OH),13,19
MBB,2014-15,232,UTSA,14,16
MBB,2014-15,233,Texas St.,14,17
MBB,2014-15,234,Denver,12,18
MBB,2014-15,235,Army West Point,15,15
MBB,2014-15,236,Ohio,10,20
MBB,2014-15,237,Missouri St.,11,20
MBB,2014-15,238,Saint Peter's,16,18
MBB,2014-15,239,UC Riverside,14,17
MBB,2014-15,240,Fordham,10,21
MBB,2014-15,241,Northern Colo.,15,15
MBB,2014-15,242,Houston,13,19
MBB,2014-15,243,Appalachian St.,12,17
MBB,2014-15,244,Sacred Heart,15,17
MBB,2014-15,245,Rice,12,20
MBB,2014-15,246,Air Force,14,17
MBB,2014-15,247,Hartford,14,16
