Sport,Season,Rank,Team,W,L
MBB,2007-08,1,Memphis,38,2
MBB,2007-08,2,North Carolina,36,3
MBB,2007-08,3,Tennessee,31,5
MBB,2007-08,4,Kansas,37,3
MBB,2007-08,5,UCLA,35,4
MBB,2007-08,6,Texas,31,7
MBB,2007-08,7,Xavier,30,7
MBB,2007-08,8,Georgetown,28,6
MBB,2007-08,9,Duke,28,6
MBB,2007-08,10,Louisville,27,9
MBB,2007-08,11,Drake,28,5
MBB,2007-08,12,Wisconsin,31,5
MBB,2007-08,13,Butler,30,4
MBB,2007-08,14,Michigan St.,27,9
MBB,2007-08,15,Davidson,29,7
MBB,2007-08,16,Stanford,28,8
MBB,2007-08,17,Vanderbilt,26,8
MBB,2007-08,18,Pittsburgh,27,10
MBB,2007-08,19,Kent St.,28,7
MBB,2007-08,20,UNLV,27,8
MBB,2007-08,21,Washington St.,26,9
MBB,2007-08,22,Marquette,25,10
MBB,2007-08,23,Connecticut,24,9
MBB,2007-08,24,Dayton,23,11
MBB,2007-08,25,BYU,27,8
MBB,2007-08,26,Western Ky.,29,7
MBB,2007-08,27,Indiana,25,8
MBB,2007-08,28,West Virginia,26,11
MBB,2007-08,29,Gonzaga,25,8
MBB,2007-08,30,Notre Dame,25,8
MBB,2007-08,31,Massachusetts,25,11
MBB,2007-08,32,Clemson,24,10
MBB,2007-08,33,Arkansas,23,12
MBB,2007-08,34,Oklahoma,23,12
MBB,2007-08,35,Illinois St.,25,10
MBB,2007-08,36,Ohio St.,24,13
MBB,2007-08,37,St. Mary's (Cal.),25,7
MBB,2007-08,38,South Ala.,26,7
MBB,2007-08,39,Miami (Fla.),23,11
MBB,2007-08,40,Southern California,21,12
MBB,2007-08,41,Texas A&M,25,11
MBB,2007-08,42,Mississippi St.,23,11
MBB,2007-08,43,Oral Roberts,24,9
MBB,2007-08,44,Villanova,22,13
MBB,2007-08,45,Creighton,22,11
MBB,2007-08,46,Mississippi,24,11
MBB,2007-08,47,St. Joseph's,21,13
MBB,2007-08,47,Purdue,25,9
MBB,2007-08,49,UAB,23,11
MBB,2007-08,50,Arizona,19,15
MBB,2007-08,51,Temple,21,13
MBB,2007-08,52,Baylor,21,11
MBB,2007-08,53,Kansas St.,21,12
MBB,2007-08,54,VCU,24,8
MBB,2007-08,55,Siena,23,11
MBB,2007-08,56,Stephen F. Austin,26,6
MBB,2007-08,57,Akron,24,11
MBB,2007-08,58,Syracuse,21,14
MBB,2007-08,59,George Mason,23,11
MBB,2007-08,60,IUPUI,26,7
MBB,2007-08,61,Cleveland St.,21,13
MBB,2007-08,62,Belmont,25,9
MBB,2007-08,63,Virginia Tech,21,14
MBB,2007-08,64,Austin Peay,24,11
MBB,2007-08,65,Florida,24,12
MBB,2007-08,66,Cornell,22,6
MBB,2007-08,67,Houston,24,10
