Sport,Season,Rank,Team,W,L
MBB,2009-10,1,Kansas,33,3
MBB,2009-10,2,Duke,35,5
MBB,2009-10,3,Kentucky,35,3
MBB,2009-10,4,West Virginia,31,7
MBB,2009-10,5,Kansas St.,29,8
MBB,2009-10,6,Syracuse,30,5
MBB,2009-10,7,Butler,33,5
MBB,2009-10,8,Baylor,28,8
MBB,2009-10,9,Tennessee,28,9
MBB,2009-10,10,Purdue,29,6
MBB,2009-10,11,Temple,29,6
MBB,2009-10,12,UNI,30,5
MBB,2009-10,13,Texas A&M,24,10
MBB,2009-10,14,Georgetown,23,11
MBB,2009-10,14,New Mexico,30,5
MBB,2009-10,16,Villanova,25,8
MBB,2009-10,17,Xavier,26,9
MBB,2009-10,18,Pittsburgh,25,9
MBB,2009-10,19,Michigan St.,28,9
MBB,2009-10,20,Ohio St.,29,8
MBB,2009-10,21,Wisconsin,24,9
MBB,2009-10,22,California,24,11
MBB,2009-10,23,Maryland,24,9
MBB,2009-10,24,BYU,30,6
MBB,2009-10,25,San Diego St.,25,9
MBB,2009-10,26,Richmond,26,9
MBB,2009-10,27,Vanderbilt,24,9
MBB,2009-10,28,Old Dominion,27,9
MBB,2009-10,29,Georgia Tech,23,13
MBB,2009-10,30,St. Mary's (CA),28,6
MBB,2009-10,31,Wake Forest,20,11
MBB,2009-10,32,Siena,27,7
MBB,2009-10,33,Gonzaga,27,7
MBB,2009-10,34,Washington,26,10
MBB,2009-10,35,Texas,24,10
MBB,2009-10,36,Dayton,25,12
MBB,2009-10,37,Cornell,29,5
MBB,2009-10,38,Rhode Island,26,10
MBB,2009-10,39,Oklahoma St.,22,11
MBB,2009-10,40,Utah St.,27,8
MBB,2009-10,41,Clemson,21,11
MBB,2009-10,42,UTEP,26,7
MBB,2009-10,43,Missouri,23,11
MBB,2009-10,44,Florida St.,22,10
MBB,2009-10,45,Louisville,20,13
MBB,2009-10,46,VCU,27,9
MBB,2009-10,47,Kent St.,24,10
MBB,2009-10,48,UAB,25,9
MBB,2009-10,49,Wichita St.,25,10
MBB,2009-10,50,UNLV,25,9
MBB,2009-10,51,Murray St.,31,5
MBB,2009-10,52,Notre Dame,23,12
MBB,2009-10,53,Oakland,26,9
MBB,2009-10,54,Mississippi,24,11
MBB,2009-10,55,Marquette,22,12
MBB,2009-10,56,New Mexico St.,22,12
MBB,2009-10,57,Memphis,24,10
MBB,2009-10,58,Virginia Tech,25,9
MBB,2009-10,59,Florida,21,13
MBB,2009-10,60,William & Mary,22,11
MBB,2009-10,61,Mississippi St.,24,12
MBB,2009-10,62,Nevada,21,13
MBB,2009-10,63,Minnesota,21,14
MBB,2009-10,64,North Carolina,20,17
MBB,2009-10,65,Connecticut,18,16
MBB,2009-10,66,Texas Tech,19,16
MBB,2009-10,67,Illinois,21,15
MBB,2009-10,68,Cincinnati,19,16
MBB,2009-10,69,Tulsa,23,12
MBB,2009-10,70,Seton Hall,19,13
MBB,2009-10,71,Arizona St.,22,11
MBB,2009-10,72,Sam Houston St.,25,8
MBB,2009-10,73,Wofford,26,9
MBB,2009-10,74,Marshall,24,10
MBB,2009-10,75,Missouri St.,24,12
MBB,2009-10,76,Illinois St.,22,11
MBB,2009-10,77,Northeastern,20,13
MBB,2009-10,78,Wright St.,20,12
MBB,2009-10,79,Charlotte,19,12
MBB,2009-10,80,St. Louis,23,13
MBB,2009-10,81,Louisiana Tech,24,11
MBB,2009-10,82,Fairfield,23,11
MBB,2009-10,83,South Fla.,20,13
MBB,2009-10,84,Portland,21,11
MBB,2009-10,85,Col. of Charleston,22,12
MBB,2009-10,86,IUPUI,25,11
MBB,2009-10,87,St. John's (NY),17,16
MBB,2009-10,88,North Carolina St.,20,16
MBB,2009-10,89,Iona,21,10
MBB,2009-10,90,Morehead St.,24,11
MBB,2009-10,91,Indiana St.,17,15
MBB,2009-10,92,Ohio,22,15
MBB,2009-10,93,Appalachian St.,24,13
MBB,2009-10,94,Weber St.,20,11
MBB,2009-10,95,Miami (FL),20,13
MBB,2009-10,96,Akron,24,11
MBB,2009-10,97,UC Santa Barbara,20,10
MBB,2009-10,98,South Carolina,15,16
MBB,2009-10,99,Pacific,23,12
MBB,2009-10,100,Arizona,16,15
MBB,2009-10,101,Montana,22,10
MBB,2009-10,102,Morgan St.,27,10
MBB,2009-10,103,Green Bay,22,13
MBB,2009-10,104,Alabama,17,15
MBB,2009-10,105,Harvard,21,8
MBB,2009-10,106,Creighton,18,16
MBB,2009-10,107,North Texas,24,9
MBB,2009-10,108,Bradley,16,15
MBB,2009-10,109,Georgia,14,17
MBB,2009-10,110,Buffalo,18,12
MBB,2009-10,111,Princeton,22,9
MBB,2009-10,112,Long Beach St.,17,16
MBB,2009-10,113,Troy,20,13
MBB,2009-10,114,Northwestern,20,14
MBB,2009-10,115,Duquesne,16,16
MBB,2009-10,116,Southern California,16,14
MBB,2009-10,117,Vermont,25,10
MBB,2009-10,118,East Tenn. St.,20,15
MBB,2009-10,119,Boston U.,21,14
MBB,2009-10,120,Houston,19,16
MBB,2009-10,121,Southern Miss.,20,14
MBB,2009-10,122,Boston College,15,16
MBB,2009-10,123,Colorado,15,16
MBB,2009-10,124,Northern Colo.,25,8
MBB,2009-10,125,Iowa St.,15,17
MBB,2009-10,126,Western Caro.,22,12
MBB,2009-10,127,Virginia,15,16
MBB,2009-10,128,Oklahoma,13,18
MBB,2009-10,129,Milwaukee,20,14
MBB,2009-10,130,Oral Roberts,20,13
MBB,2009-10,131,Jacksonville,20,13
MBB,2009-10,132,Colorado St.,16,16
MBB,2009-10,133,Robert Morris,23,12
MBB,2009-10,134,Michigan,15,17
MBB,2009-10,135,Coastal Caro.,28,7
MBB,2009-10,136,Belmont,19,12
MBB,2009-10,137,Niagara,18,15
MBB,2009-10,138,Western Ky.,21,13
MBB,2009-10,139,UCLA,14,18
MBB,2009-10,140,Rider,17,16
MBB,2009-10,141,Oregon,16,16
MBB,2009-10,142,Lehigh,22,11
MBB,2009-10,143,Quinnipiac,23,10
MBB,2009-10,144,Miami (OH),14,18
MBB,2009-10,145,Drexel,16,16
