Sport,Season,Rank,Team,W,L
MBB,2021-22,1,Kansas,34,6
MBB,2021-22,2,Villanova,30,8
MBB,2021-22,3,Arizona,33,4
MBB,2021-22,4,Houston,32,6
MBB,2021-22,5,Tennessee,27,8
MBB,2021-22,6,Gonzaga,28,4
MBB,2021-22,7,Saint Mary's College,25,8
MBB,2021-22,8,Providence,27,6
MBB,2021-22,9,UCLA,27,8
MBB,2021-22,10,Auburn,28,6
MBB,2021-22,11,Duke,32,7
MBB,2021-22,12,Baylor,27,7
MBB,2021-22,13,Kentucky,26,8
MBB,2021-22,14,Purdue,29,8
MBB,2021-22,15,North Carolina,29,10
MBB,2021-22,16,Arkansas,28,9
MBB,2021-22,17,Texas Tech,27,10
MBB,2021-22,18,Colorado State,24,6
MBB,2021-22,19,Wisconsin,25,8
MBB,2021-22,20,San Diego State,23,9
MBB,2021-22,21,Boise State,26,8
MBB,2021-22,22,Alabama,19,14
MBB,2021-22,23,Murray State,28,3
MBB,2021-22,24,New Mexico State,24,7
MBB,2021-22,25,Illinois,23,10
MBB,2021-22,26,Memphis,22,11
MBB,2021-22,27,VCU,22,10
MBB,2021-22,28,Michigan State,23,13
MBB,2021-22,29,Connecticut,23,10
MBB,2021-22,30,San Francisco,23,10
MBB,2021-22,31,Iowa,26,10
MBB,2021-22,32,Iona,25,8
MBB,2021-22,33,Wyoming,24,9
MBB,2021-22,34,Creighton,23,12
MBB,2021-22,35,Miami (FL),26,11
MBB,2021-22,36,South Dakota State,28,5
MBB,2021-22,37,LSU,22,12
MBB,2021-22,38,North Texas,23,7
MBB,2021-22,39,Chattanooga,25,8
MBB,2021-22,40,Michigan,19,15
MBB,2021-22,41,Davidson,26,7
MBB,2021-22,42,USC,26,8
MBB,2021-22,43,Saint Bonaventure,23,10
MBB,2021-22,44,Xavier,23,13
MBB,2021-22,45,Texas,22,12
MBB,2021-22,46,Ohio State,20,12
MBB,2021-22,47,BYU,22,11
MBB,2021-22,48,Richmond,24,13
MBB,2021-22,49,UAB,25,8
MBB,2021-22,50,Loyola-Chicago,24,8
MBB,2021-22,51,Seton Hall,20,11
MBB,2021-22,52,TCU,21,13
MBB,2021-22,53,Notre Dame,23,11
MBB,2021-22,54,Vermont,27,6
MBB,2021-22,55,Marquette,19,13
MBB,2021-22,56,SMU,24,9
MBB,2021-22,57,Virginia Tech,23,13
MBB,2021-22,58,Texas A&M,26,13
MBB,2021-22,59,Saint Peter's,21,12
MBB,2021-22,60,Middle Tennessee,24,11
MBB,2021-22,61,Saint Louis,22,12
MBB,2021-22,62,Iowa State,22,13
MBB,2021-22,63,Dayton,24,11
MBB,2021-22,64,Towson,25,9
MBB,2021-22,65,Belmont,24,8
MBB,2021-22,66,Toledo,25,8
MBB,2021-22,67,Hofstra,19,11
MBB,2021-22,68,Indiana,21,14
MBB,2021-22,69,Wake Forest,25,10
MBB,2021-22,70,Washington State,22,15
MBB,2021-22,71,Montana State,25,8
MBB,2021-22,72,Furman,21,12
MBB,2021-22,73,Oklahoma,19,16
MBB,2021-22,74,Virginia,21,14
MBB,2021-22,75,Northern Iowa,19,12
MBB,2021-22,76,UNCW,25,9
MBB,2021-22,77,Oklahoma State,15,15
MBB,2021-22,78,Santa Clara,21,12
MBB,2021-22,79,South Carolina,17,13
MBB,2021-22,80,Louisiana Tech,21,10
MBB,2021-22,81,West Virginia,16,17
MBB,2021-22,82,Oregon,19,15
MBB,2021-22,83,Florida,20,14
MBB,2021-22,84,Vanderbilt,19,17
MBB,2021-22,85,Colorado,21,12
MBB,2021-22,86,Grand Canyon,21,8
MBB,2021-22,87,UNLV,17,14
MBB,2021-22,88,Missouri State,22,11
