school,year,conf_fb,g_fb,w_fb,l_fb,t_fb,win_pct_fb,g_conf_fb,w_conf_fb,l_conf_fb,t_conf_fb,win_pct_conf_fb,coach_fb
South Carolina,1965,ACC,10,5,5,0,0.5,6,4,2,0,0.667,Marvin Bass (5-5)
South Carolina,1964,ACC,10,3,5,2,0.4,6,2,3,1,0.417,Marvin Bass (3-5-2)
South Carolina,1963,ACC,10,1,8,1,0.15,7,1,5,1,0.214,Marvin Bass (1-8-1)
South Carolina,1962,ACC,10,4,5,1,0.45,7,3,4,0,0.429,Marvin Bass (4-5-1)
South Carolina,1961,ACC,10,4,6,0,0.4,7,3,4,0,0.429,Marvin Bass (4-6)
South Carolina,1960,ACC,10,3,6,1,0.35,7,3,3,1,0.5,Warren Giese (3-6-1)
South Carolina,1959,ACC,10,6,4,0,0.6,7,4,3,0,0.571,Warren Giese (6-4)
South Carolina,1958,ACC,10,7,3,0,0.7,7,5,2,0,0.714,Warren Giese (7-3)
South Carolina,1957,ACC,10,5,5,0,0.5,7,2,5,0,0.286,Warren Giese (5-5)
South Carolina,1956,ACC,10,7,3,0,0.7,7,5,2,0,0.714,Warren Giese (7-3)
South Carolina,1955,ACC,9,3,6,0,0.333,6,1,5,0,0.167,Rex Enright (3-6)
South Carolina,1954,ACC,10,6,4,0,0.6,6,3,3,0,0.5,Rex Enright (6-4)
South Carolina,1953,ACC,10,7,3,0,0.7,5,2,3,0,0.4,Rex Enright (7-3)
South Carolina,1952,Southern,10,5,5,0,0.5,6,2,4,0,0.333,Rex Enright (5-5)
South Carolina,1951,Southern,9,5,4,0,0.556,8,5,3,0,0.625,Rex Enright (5-4)
South Carolina,1950,Southern,9,3,4,2,0.444,7,2,4,1,0.357,Rex Enright (3-4-2)
South Carolina,1949,Southern,10,4,6,0,0.4,6,3,3,0,0.5,Rex Enright (4-6)
South Carolina,1948,Southern,8,3,5,0,0.375,4,1,3,0,0.25,Rex Enright (3-5)
South Carolina,1947,Southern,9,6,2,1,0.722,6,4,1,1,0.75,Rex Enright (6-2-1)
South Carolina,1946,Southern,8,5,3,0,0.625,6,4,2,0,0.667,Rex Enright (5-3)
South Carolina,1945,Southern,9,2,4,3,0.389,5,0,3,2,0.2,Johnnie McMillan (2-4-3)
South Florida,2021,American,12,2,10,0,0.167,8,1,7,0,0.125,Jeff Scott (2-10)
South Florida,2020,American,9,1,8,0,0.111,7,0,7,0,0,Jeff Scott (1-8)
South Florida,2019,American,12,4,8,0,0.333,8,2,6,0,0.25,Charlie Strong (4-8)
South Florida,2018,American,13,7,6,0,0.538,8,3,5,0,0.375,Charlie Strong (7-6)
South Florida,2017,American,12,10,2,0,0.833,8,6,2,0,0.75,Charlie Strong (10-2)
South Florida,2016,American,13,11,2,0,0.846,8,7,1,0,0.875,"Willie Taggart (10-2), TJ Weist (1-0)"
South Florida,2015,American,13,8,5,0,0.615,8,6,2,0,0.75,Willie Taggart (8-5)
South Florida,2014,American,12,4,8,0,0.333,8,3,5,0,0.375,Willie Taggart (4-8)
South Florida,2013,American,12,2,10,0,0.167,8,2,6,0,0.25,Willie Taggart (2-10)
South Florida,2012,Big East,12,3,9,0,0.25,7,1,6,0,0.143,Skip Holtz (3-9)
South Florida,2011,Big East,12,5,7,0,0.417,7,1,6,0,0.143,Skip Holtz (5-7)
South Florida,2010,Big East,13,8,5,0,0.615,7,3,4,0,0.429,Skip Holtz (8-5)
South Florida,2009,Big East,13,8,5,0,0.615,7,3,4,0,0.429,Jim Leavitt (8-5)
South Florida,2008,Big East,13,8,5,0,0.615,7,2,5,0,0.286,Jim Leavitt (8-5)
South Florida,2007,Big East,13,9,4,0,0.692,7,4,3,0,0.571,Jim Leavitt (9-4)
South Florida,2006,Big East,13,9,4,0,0.692,7,4,3,0,0.571,Jim Leavitt (9-4)
South Florida,2005,Big East,12,6,6,0,0.5,7,4,3,0,0.571,Jim Leavitt (6-6)
South Florida,2004,CUSA,11,4,7,0,0.364,8,3,5,0,0.375,Jim Leavitt (4-7)
South Florida,2003,CUSA,11,7,4,0,0.636,8,5,3,0,0.625,Jim Leavitt (7-4)
South Florida,2002,Ind,11,9,2,0,0.818,0,0,0,0,0,Jim Leavitt (9-2)
South Florida,2001,Ind,11,8,3,0,0.727,0,0,0,0,0,Jim Leavitt (8-3)
South Florida,2000,Ind,11,7,4,0,0.636,0,0,0,0,0,Jim Leavitt (7-4)
Southern Mississippi,2021,CUSA,12,3,9,0,0.25,8,2,6,0,0.25,Will Hall (3-9)
Southern Mississippi,2020,CUSA,10,3,7,0,0.3,6,2,4,0,0.333,"Jay Hopson (0-1), Scotty Walden (1-3), Tim Billings (2-3)"
Southern Mississippi,2019,CUSA,13,7,6,0,0.538,8,5,3,0,0.625,Jay Hopson (7-6)
Southern Mississippi,2018,CUSA,11,6,5,0,0.545,8,5,3,0,0.625,Jay Hopson (6-5)
Southern Mississippi,2017,CUSA,13,8,5,0,0.615,8,6,2,0,0.75,Jay Hopson (8-5)
Southern Mississippi,2016,CUSA,13,7,6,0,0.538,8,4,4,0,0.5,Jay Hopson (7-6)
Southern Mississippi,2015,CUSA,14,9,5,0,0.643,8,7,1,0,0.875,Todd Monken (9-5)
Southern Mississippi,2014,CUSA,12,3,9,0,0.25,8,1,7,0,0.125,Todd Monken (3-9)
Southern Mississippi,2013,CUSA,12,1,11,0,0.083,8,1,7,0,0.125,Todd Monken (1-11)
Southern Mississippi,2012,CUSA,12,0,12,0,0,8,0,8,0,0,Ellis Johnson (0-12)
Southern Mississippi,2011,CUSA,14,12,2,0,0.857,8,6,2,0,0.75,Larry Fedora (12-2)
Southern Mississippi,2010,CUSA,13,8,5,0,0.615,8,5,3,0,0.625,Larry Fedora (8-5)
Southern Mississippi,2009,CUSA,13,7,6,0,0.538,8,5,3,0,0.625,Larry Fedora (7-6)
Southern Mississippi,2008,CUSA,13,7,6,0,0.538,8,4,4,0,0.5,Larry Fedora (7-6)
Southern Mississippi,2007,CUSA,13,7,6,0,0.538,8,5,3,0,0.625,Jeff Bower (7-6)
Southern Mississippi,2006,CUSA,14,9,5,0,0.643,8,6,2,0,0.75,Jeff Bower (9-5)
Southern Mississippi,2005,CUSA,12,7,5,0,0.583,8,5,3,0,0.625,Jeff Bower (7-5)
Southern Mississippi,2004,CUSA,12,7,5,0,0.583,8,5,3,0,0.625,Jeff Bower (7-5)
Southern Mississippi,2003,CUSA,13,9,4,0,0.692,8,8,0,0,1,Jeff Bower (9-4)
Southern Mississippi,2002,CUSA,13,7,6,0,0.538,8,5,3,0,0.625,Jeff Bower (7-6)
Southern Mississippi,2001,CUSA,11,6,5,0,0.545,7,4,3,0,0.571,Jeff Bower (6-5)
Southern Mississippi,2000,CUSA,12,8,4,0,0.667,7,4,3,0,0.571,Jeff Bower (8-4)
Southern Mississippi,1999,CUSA,12,9,3,0,0.75,6,6,0,0,1,Jeff Bower (9-3)
Southern Mississippi,1998,CUSA,12,7,5,0,0.583,6,5,1,0,0.833,Jeff Bower (7-5)
Southern Mississippi,1997,CUSA,12,9,3,0,0.75,6,6,0,0,1,Jeff Bower (9-3)
Southern Mississippi,1996,CUSA,11,8,3,0,0.727,5,4,1,0,0.8,Jeff Bower (8-3)
Southern Mississippi,1995,Ind,11,6,5,0,0.545,0,0,0,0,0,Jeff Bower (6-5)
Southern Mississippi,1994,Ind,11,6,5,0,0.545,0,0,0,0,0,Jeff Bower (6-5)
Southern Mississippi,1993,Ind,11,2,8,1,0.227,0,0,0,0,0,Jeff Bower (2-8-1)
Southern Mississippi,1992,Ind,11,7,4,0,0.636,0,0,0,0,0,Jeff Bower (7-4)
Southern Mississippi,1991,Ind,11,4,7,0,0.364,0,0,0,0,0,Jeff Bower (4-7)
Southern Mississippi,1990,Ind,12,8,4,0,0.667,0,0,0,0,0,"Curley Hallman (8-3), Jeff Bower (0-1)"
Southern Mississippi,1989,Ind,11,5,6,0,0.455,0,0,0,0,0,Curley Hallman (5-6)
Southern Mississippi,1988,Ind,12,10,2,0,0.833,0,0,0,0,0,Curley Hallman (10-2)
Southern Mississippi,1987,Ind,11,6,5,0,0.545,0,0,0,0,0,Jim Carmody (6-5)
Southern Mississippi,1986,Ind,11,6,5,0,0.545,0,0,0,0,0,Jim Carmody (6-5)
Southern Mississippi,1985,Ind,11,7,4,0,0.636,0,0,0,0,0,Jim Carmody (7-4)
Southern Mississippi,1984,Ind,11,4,7,0,0.364,0,0,0,0,0,Jim Carmody (4-7)
Southern Mississippi,1983,Ind,11,7,4,0,0.636,0,0,0,0,0,Jim Carmody (7-4)
Southern Mississippi,1982,Ind,11,7,4,0,0.636,0,0,0,0,0,Jim Carmody (7-4)
Southern Mississippi,1981,Ind,12,9,2,1,0.792,0,0,0,0,0,Bobby Collins (9-2-1)
Southern Mississippi,1980,Ind,12,9,3,0,0.75,0,0,0,0,0,Bobby Collins (9-3)
Southern Mississippi,1979,Ind,11,6,4,1,0.591,0,0,0,0,0,Bobby Collins (6-4-1)
Southern Mississippi,1978,Ind,11,7,4,0,0.636,0,0,0,0,0,Bobby Collins (7-4)
Southern Mississippi,1977,Ind,12,6,6,0,0.5,0,0,0,0,0,Bobby Collins (6-6)
Southern Mississippi,1976,Ind,11,2,9,0,0.182,0,0,0,0,0,Bobby Collins (2-9)
Southern Mississippi,1975,Ind,11,7,4,0,0.636,0,0,0,0,0,Bobby Collins (7-4)
Southern Mississippi,1974,Ind,11,6,5,0,0.545,0,0,0,0,0,P.W. Underwood (6-5)
Southern Mississippi,1973,Ind,11,6,4,1,0.591,0,0,0,0,0,P.W. Underwood (6-4-1)
Southern Mississippi,1972,Ind,11,3,7,1,0.318,0,0,0,0,0,P.W. Underwood (3-7-1)
Southern Mississippi,1971,Ind,11,6,5,0,0.545,0,0,0,0,0,P.W. Underwood (6-5)
Southern Mississippi,1970,Ind,11,5,6,0,0.455,0,0,0,0,0,P.W. Underwood (5-6)
Southern Mississippi,1969,Ind,10,5,5,0,0.5,0,0,0,0,0,P.W. Underwood (5-5)
Southern Mississippi,1968,Ind,10,4,6,0,0.4,0,0,0,0,0,Pie Vann (4-6)
Southern Mississippi,1967,Ind,9,6,3,0,0.667,0,0,0,0,0,Pie Vann (6-3)
Southern Mississippi,1966,Ind,10,6,4,0,0.6,0,0,0,0,0,Pie Vann (6-4)
Southern Mississippi,1965,Ind,9,7,2,0,0.778,0,0,0,0,0,Pie Vann (7-2)
Southern Mississippi,1964,Ind,9,6,3,0,0.667,0,0,0,0,0,Pie Vann (6-3)
Southern Mississippi,1963,Ind,9,5,3,1,0.611,0,0,0,0,0,Pie Vann (5-3-1)
Stanford,2021,Pac-12,12,3,9,0,0.25,9,2,7,0,0.222,David Shaw (3-9)
Stanford,2020,Pac-12,6,4,2,0,0.667,6,4,2,0,0.667,David Shaw (4-2)
Stanford,2019,Pac-12,12,4,8,0,0.333,9,3,6,0,0.333,David Shaw (4-8)
Stanford,2018,Pac-12,13,9,4,0,0.692,9,6,3,0,0.667,David Shaw (9-4)
Stanford,2017,Pac-12,14,9,5,0,0.643,10,7,3,0,0.7,David Shaw (9-5)
Stanford,2016,Pac-12,13,10,3,0,0.769,9,6,3,0,0.667,David Shaw (10-3)
Stanford,2015,Pac-12,14,12,2,0,0.857,9,8,1,0,0.889,David Shaw (12-2)
Stanford,2014,Pac-12,13,8,5,0,0.615,9,5,4,0,0.556,David Shaw (8-5)
Stanford,2013,Pac-12,14,11,3,0,0.786,9,7,2,0,0.778,David Shaw (11-3)
Stanford,2012,Pac-12,14,12,2,0,0.857,9,8,1,0,0.889,David Shaw (12-2)
Stanford,2011,Pac-12,13,11,2,0,0.846,9,8,1,0,0.889,David Shaw (11-2)
Stanford,2010,Pac-10,13,12,1,0,0.923,9,8,1,0,0.889,Jim Harbaugh (12-1)
Stanford,2009,Pac-10,13,8,5,0,0.615,9,6,3,0,0.667,Jim Harbaugh (8-5)
Stanford,2008,Pac-10,12,5,7,0,0.417,9,4,5,0,0.444,Jim Harbaugh (5-7)
Stanford,2007,Pac-10,12,4,8,0,0.333,9,3,6,0,0.333,Jim Harbaugh (4-8)
Stanford,2006,Pac-10,12,1,11,0,0.083,9,1,8,0,0.111,Walt Harris (1-11)
Stanford,2005,Pac-10,11,5,6,0,0.455,8,4,4,0,0.5,Walt Harris (5-6)
Stanford,2004,Pac-10,11,4,7,0,0.364,8,2,6,0,0.25,Buddy Teevens (4-7)
Stanford,2003,Pac-10,11,4,7,0,0.364,8,2,6,0,0.25,Buddy Teevens (4-7)
Stanford,2002,Pac-10,11,2,9,0,0.182,8,1,7,0,0.125,Buddy Teevens (2-9)
Stanford,2001,Pac-10,12,9,3,0,0.75,8,6,2,0,0.75,Tyrone Willingham (9-3)
Stanford,2000,Pac-10,11,5,6,0,0.455,8,4,4,0,0.5,Tyrone Willingham (5-6)
Stanford,1999,Pac-10,12,8,4,0,0.667,8,7,1,0,0.875,Tyrone Willingham (8-4)
Stanford,1998,Pac-10,11,3,8,0,0.273,8,2,6,0,0.25,Tyrone Willingham (3-8)
Stanford,1997,Pac-10,11,5,6,0,0.455,8,3,5,0,0.375,Tyrone Willingham (5-6)
Stanford,1996,Pac-10,12,7,5,0,0.583,8,5,3,0,0.625,Tyrone Willingham (7-5)
Stanford,1995,Pac-10,12,7,4,1,0.625,8,5,3,0,0.625,Tyrone Willingham (7-4-1)
Stanford,1994,Pac-10,11,3,7,1,0.318,8,2,6,0,0.25,Bill Walsh (3-7-1)
Stanford,1993,Pac-10,11,4,7,0,0.364,8,2,6,0,0.25,Bill Walsh (4-7)
Stanford,1992,Pac-10,13,10,3,0,0.769,8,6,2,0,0.75,Bill Walsh (10-3)
Stanford,1991,Pac-10,12,8,4,0,0.667,8,6,2,0,0.75,Dennis Green (8-4)
Stanford,1990,Pac-10,11,5,6,0,0.455,8,4,4,0,0.5,Dennis Green (5-6)
Stanford,1989,Pac-10,11,3,8,0,0.273,8,3,5,0,0.375,Dennis Green (3-8)
Stanford,1988,Pac-10,11,3,6,2,0.364,8,1,5,2,0.25,Jack Elway (3-6-2)
Stanford,1987,Pac-10,11,5,6,0,0.455,8,4,4,0,0.5,Jack Elway (5-6)
Stanford,1986,Pac-10,12,8,4,0,0.667,8,5,3,0,0.625,Jack Elway (8-4)
Stanford,1985,Pac-10,11,4,7,0,0.364,8,3,5,0,0.375,Jack Elway (4-7)
Stanford,1984,Pac-10,11,5,6,0,0.455,8,3,5,0,0.375,Jack Elway (5-6)
Stanford,1983,Pac-10,11,1,10,0,0.091,8,1,7,0,0.125,Paul Wiggin (1-10)
Stanford,1982,Pac-10,11,5,6,0,0.455,8,3,5,0,0.375,Paul Wiggin (5-6)
Stanford,1981,Pac-10,11,4,7,0,0.364,8,4,4,0,0.5,Paul Wiggin (4-7)
Stanford,1980,Pac-10,11,6,5,0,0.545,7,3,4,0,0.429,Paul Wiggin (6-5)
Stanford,1979,Pac-10,11,5,5,1,0.5,7,3,3,1,0.5,Ron Dowhower (5-5-1)
Stanford,1978,Pac-10,12,8,4,0,0.667,7,4,3,0,0.571,Bill Walsh (8-4)
Stanford,1977,Pac-8,12,9,3,0,0.75,7,5,2,0,0.714,Bill Walsh (9-3)
Stanford,1976,Pac-8,11,6,5,0,0.545,7,5,2,0,0.714,Jack Christiansen (6-5)
Stanford,1975,Pac-8,11,6,4,1,0.591,7,5,2,0,0.714,Jack Christiansen (6-4-1)
Stanford,1974,Pac-8,11,5,4,2,0.545,7,5,1,1,0.786,Jack Christiansen (5-4-2)
Stanford,1973,Pac-8,11,7,4,0,0.636,7,5,2,0,0.714,Jack Christiansen (7-4)
Stanford,1972,Pac-8,11,6,5,0,0.545,7,2,5,0,0.286,Jack Christiansen (6-5)
Stanford,1971,Pac-8,12,9,3,0,0.75,7,6,1,0,0.857,John Ralston (9-3)
Stanford,1970,Pac-8,12,9,3,0,0.75,7,6,1,0,0.857,John Ralston (9-3)
Stanford,1969,Pac-8,10,7,2,1,0.75,7,5,1,1,0.786,John Ralston (7-2-1)
Stanford,1968,Pac-8,10,6,3,1,0.65,7,3,3,1,0.5,John Ralston (6-3-1)
Stanford,1967,AAWU,10,5,5,0,0.5,7,3,4,0,0.429,John Ralston (5-5)
Stanford,1966,AAWU,10,5,5,0,0.5,5,1,4,0,0.2,John Ralston (5-5)
Stanford,1965,AAWU,10,6,3,1,0.65,5,2,3,0,0.4,John Ralston (6-3-1)
Stanford,1964,AAWU,10,5,5,0,0.5,7,3,4,0,0.429,John Ralston (5-5)
Stanford,1963,AAWU,10,3,7,0,0.3,5,1,4,0,0.2,John Ralston (3-7)
Stanford,1962,AAWU,10,5,5,0,0.5,5,2,3,0,0.4,Jack Curtice (5-5)
Stanford,1961,AAWU,10,4,6,0,0.4,4,1,3,0,0.25,Jack Curtice (4-6)
Stanford,1960,AAWU,10,0,10,0,0,4,0,4,0,0,Jack Curtice (0-10)
Stanford,1959,AAWU,10,3,7,0,0.3,4,0,4,0,0,Jack Curtice (3-7)
Stanford,1958,PCC,10,2,8,0,0.2,7,2,5,0,0.286,Jack Curtice (2-8)
Stanford,1957,PCC,10,6,4,0,0.6,7,4,3,0,0.571,Chuck Taylor (6-4)
Stanford,1956,PCC,10,4,6,0,0.4,7,3,4,0,0.429,Chuck Taylor (4-6)
Stanford,1955,PCC,10,6,3,1,0.65,6,3,2,1,0.583,Chuck Taylor (6-3-1)
Stanford,1954,PCC,10,4,6,0,0.4,6,2,4,0,0.333,Chuck Taylor (4-6)
Stanford,1953,PCC,10,6,3,1,0.65,7,5,1,1,0.786,Chuck Taylor (6-3-1)
Stanford,1952,PCC,10,5,5,0,0.5,7,2,5,0,0.286,Chuck Taylor (5-5)
Stanford,1951,PCC,11,9,2,0,0.818,7,6,1,0,0.857,Chuck Taylor (9-2)
Stanford,1950,PCC,10,5,3,2,0.6,6,2,2,2,0.5,Marchy Schwartz (5-3-2)
Stanford,1949,PCC,11,7,3,1,0.682,6,4,2,0,0.667,Marchy Schwartz (7-3-1)
Stanford,1948,PCC,10,4,6,0,0.4,7,3,4,0,0.429,Marchy Schwartz (4-6)
Stanford,1947,PCC,9,0,9,0,0,7,0,7,0,0,Marchy Schwartz (0-9)
Stanford,1946,PCC,10,6,3,1,0.65,7,3,3,1,0.5,Marchy Schwartz (6-3-1)
Syracuse,2021,ACC,12,5,7,0,0.417,8,2,6,0,0.25,Dino Babers (5-7)
Syracuse,2020,ACC,11,1,10,0,0.091,10,1,9,0,0.1,Dino Babers (1-10)
Syracuse,2019,ACC,12,5,7,0,0.417,8,2,6,0,0.25,Dino Babers (5-7)
Syracuse,2018,ACC,13,10,3,0,0.769,8,6,2,0,0.75,Dino Babers (10-3)
Syracuse,2017,ACC,12,4,8,0,0.333,8,2,6,0,0.25,Dino Babers (4-8)
Syracuse,2016,ACC,12,4,8,0,0.333,8,2,6,0,0.25,Dino Babers (4-8)
Syracuse,2015,ACC,12,4,8,0,0.333,8,2,6,0,0.25,Scott Shafer (4-8)
Syracuse,2014,ACC,12,3,9,0,0.25,8,1,7,0,0.125,Scott Shafer (3-9)
Syracuse,2013,ACC,13,7,6,0,0.538,8,4,4,0,0.5,Scott Shafer (7-6)
Syracuse,2012,Big East,13,8,5,0,0.615,7,5,2,0,0.714,Doug Marrone (8-5)
Syracuse,2011,Big East,12,5,7,0,0.417,7,1,6,0,0.143,Doug Marrone (5-7)
Syracuse,2010,Big East,13,8,5,0,0.615,7,4,3,0,0.571,Doug Marrone (8-5)
Syracuse,2009,Big East,12,4,8,0,0.333,7,1,6,0,0.143,Doug Marrone (4-8)
Syracuse,2008,Big East,12,3,9,0,0.25,7,1,6,0,0.143,Greg Robinson (3-9)
Syracuse,2007,Big East,12,2,10,0,0.167,7,1,6,0,0.143,Greg Robinson (2-10)
Syracuse,2006,Big East,12,4,8,0,0.333,7,1,6,0,0.143,Greg Robinson (4-8)
Syracuse,2005,Big East,11,1,10,0,0.091,7,0,7,0,0,Greg Robinson (1-10)
Syracuse,2004,Big East,12,6,6,0,0.5,6,4,2,0,0.667,Paul Pasqualoni (6-6)
Syracuse,2003,Big East,12,6,6,0,0.5,7,2,5,0,0.286,Paul Pasqualoni (6-6)
Syracuse,2002,Big East,12,4,8,0,0.333,7,2,5,0,0.286,Paul Pasqualoni (4-8)
Syracuse,2001,Big East,13,10,3,0,0.769,7,6,1,0,0.857,Paul Pasqualoni (10-3)
Syracuse,2000,Big East,11,6,5,0,0.545,7,4,3,0,0.571,Paul Pasqualoni (6-5)
Syracuse,1999,Big East,12,7,5,0,0.583,7,3,4,0,0.429,Paul Pasqualoni (7-5)
Syracuse,1998,Big East,12,8,4,0,0.667,7,6,1,0,0.857,Paul Pasqualoni (8-4)
Syracuse,1997,Big East,13,9,4,0,0.692,7,6,1,0,0.857,Paul Pasqualoni (9-4)
Syracuse,1996,Big East,12,9,3,0,0.75,7,6,1,0,0.857,Paul Pasqualoni (9-3)
Syracuse,1995,Big East,12,9,3,0,0.75,7,5,2,0,0.714,Paul Pasqualoni (9-3)
Syracuse,1994,Big East,11,7,4,0,0.636,7,4,3,0,0.571,Paul Pasqualoni (7-4)
Syracuse,1993,Big East,11,6,4,1,0.591,7,3,4,0,0.429,Paul Pasqualoni (6-4-1)
Syracuse,1992,Big East,12,10,2,0,0.833,7,6,1,0,0.857,Paul Pasqualoni (10-2)
Syracuse,1991,Big East,12,10,2,0,0.833,5,5,0,0,1,Paul Pasqualoni (10-2)
Syracuse,1990,Ind,13,7,4,2,0.615,0,0,0,0,0,Dick MacPherson (7-4-2)
Syracuse,1989,Ind,12,8,4,0,0.667,0,0,0,0,0,Dick MacPherson (8-4)
Syracuse,1988,Ind,12,10,2,0,0.833,0,0,0,0,0,Dick MacPherson (10-2)
Syracuse,1987,Ind,12,11,0,1,0.958,0,0,0,0,0,Dick MacPherson (11-0-1)
Syracuse,1986,Ind,11,5,6,0,0.455,0,0,0,0,0,Dick MacPherson (5-6)
Syracuse,1985,Ind,12,7,5,0,0.583,0,0,0,0,0,Dick MacPherson (7-5)
Syracuse,1984,Ind,11,6,5,0,0.545,0,0,0,0,0,Dick MacPherson (6-5)
Syracuse,1983,Ind,11,6,5,0,0.545,0,0,0,0,0,Dick MacPherson (6-5)
Syracuse,1982,Ind,11,2,9,0,0.182,0,0,0,0,0,Dick MacPherson (2-9)
Syracuse,1981,Ind,11,4,6,1,0.409,0,0,0,0,0,Dick MacPherson (4-6-1)
Syracuse,1980,Ind,11,5,6,0,0.455,0,0,0,0,0,Frank Maloney (5-6)
Syracuse,1979,Ind,12,7,5,0,0.583,0,0,0,0,0,Frank Maloney (7-5)
Syracuse,1978,Ind,11,3,8,0,0.273,0,0,0,0,0,Frank Maloney (3-8)
Syracuse,1977,Ind,11,6,5,0,0.545,0,0,0,0,0,Frank Maloney (6-5)
Syracuse,1976,Ind,11,3,8,0,0.273,0,0,0,0,0,Frank Maloney (3-8)
Syracuse,1975,Ind,11,6,5,0,0.545,0,0,0,0,0,Frank Maloney (6-5)
Syracuse,1974,Ind,11,2,9,0,0.182,0,0,0,0,0,Frank Maloney (2-9)
Syracuse,1973,Ind,11,2,9,0,0.182,0,0,0,0,0,Ben Schwartzwalder (2-9)
Syracuse,1972,Ind,11,5,6,0,0.455,0,0,0,0,0,Ben Schwartzwalder (5-6)
Syracuse,1971,Ind,11,5,5,1,0.5,0,0,0,0,0,Ben Schwartzwalder (5-5-1)
Syracuse,1970,Ind,10,6,4,0,0.6,0,0,0,0,0,Ben Schwartzwalder (6-4)
Syracuse,1969,Ind,10,5,5,0,0.5,0,0,0,0,0,Ben Schwartzwalder (5-5)
Syracuse,1968,Ind,10,6,4,0,0.6,0,0,0,0,0,Ben Schwartzwalder (6-4)
Syracuse,1967,Ind,10,8,2,0,0.8,0,0,0,0,0,Ben Schwartzwalder (8-2)
Syracuse,1966,Ind,11,8,3,0,0.727,0,0,0,0,0,Ben Schwartzwalder (8-3)
Syracuse,1965,Ind,10,7,3,0,0.7,0,0,0,0,0,Ben Schwartzwalder (7-3)
Syracuse,1964,Ind,11,7,4,0,0.636,0,0,0,0,0,Ben Schwartzwalder (7-4)
Syracuse,1963,Ind,10,8,2,0,0.8,0,0,0,0,0,Ben Schwartzwalder (8-2)
Syracuse,1962,Ind,10,5,5,0,0.5,0,0,0,0,0,Ben Schwartzwalder (5-5)
Syracuse,1961,Ind,11,8,3,0,0.727,0,0,0,0,0,Ben Schwartzwalder (8-3)
Syracuse,1960,Ind,9,7,2,0,0.778,0,0,0,0,0,Ben Schwartzwalder (7-2)
Syracuse,1959,Ind,11,11,0,0,1,0,0,0,0,0,Ben Schwartzwalder (11-0)
Syracuse,1958,Ind,10,8,2,0,0.8,0,0,0,0,0,Ben Schwartzwalder (8-2)
Syracuse,1957,Ind,9,5,3,1,0.611,0,0,0,0,0,Ben Schwartzwalder (5-3-1)
Syracuse,1956,Ind,9,7,2,0,0.778,0,0,0,0,0,Ben Schwartzwalder (7-2)
Syracuse,1955,Ind,8,5,3,0,0.625,0,0,0,0,0,Ben Schwartzwalder (5-3)
Syracuse,1954,Ind,8,4,4,0,0.5,0,0,0,0,0,Ben Schwartzwalder (4-4)
Syracuse,1953,Ind,9,5,3,1,0.611,0,0,0,0,0,Ben Schwartzwalder (5-3-1)
Syracuse,1952,Ind,10,7,3,0,0.7,0,0,0,0,0,Ben Schwartzwalder (7-3)
Syracuse,1951,Ind,9,5,4,0,0.556,0,0,0,0,0,Ben Schwartzwalder (5-4)
Syracuse,1950,Ind,10,5,5,0,0.5,0,0,0,0,0,Ben Schwartzwalder (5-5)
Syracuse,1949,Ind,9,4,5,0,0.444,0,0,0,0,0,Ben Schwartzwalder (4-5)
Syracuse,1948,Ind,9,1,8,0,0.111,0,0,0,0,0,Reaves Baysinger (1-8)
Syracuse,1947,Ind,9,3,6,0,0.333,0,0,0,0,0,Reaves Baysinger (3-6)
Syracuse,1946,Ind,9,4,5,0,0.444,0,0,0,0,0,Biggie Munn (4-5)
Syracuse,1945,Ind,7,1,6,0,0.143,0,0,0,0,0,Ossie Solem (1-6)
Temple,2021,American,12,3,9,0,0.25,8,1,7,0,0.125,Rod Carey (3-9)
Temple,2020,American,7,1,6,0,0.143,7,1,6,0,0.143,Rod Carey (1-6)
Temple,2019,American,13,8,5,0,0.615,8,5,3,0,0.625,Rod Carey (8-5)
Temple,2018,American,13,8,5,0,0.615,8,7,1,0,0.875,"Geoff Collins (8-4), Ed Foley (0-1)"
Temple,2017,American,13,7,6,0,0.538,8,4,4,0,0.5,Geoff Collins (7-6)
Temple,2016,American,14,10,4,0,0.714,8,7,1,0,0.875,"Matt Rhule (10-3), Ed Foley (0-1)"
Temple,2015,American,14,10,4,0,0.714,8,7,1,0,0.875,Matt Rhule (10-4)
Temple,2014,American,12,6,6,0,0.5,8,4,4,0,0.5,Matt Rhule (6-6)
Temple,2013,American,12,2,10,0,0.167,8,1,7,0,0.125,Matt Rhule (2-10)
Temple,2012,Big East,11,4,7,0,0.364,7,2,5,0,0.286,Steve Addazio (4-7)
Temple,2011,MAC,13,9,4,0,0.692,8,5,3,0,0.625,Steve Addazio (9-4)
Temple,2010,MAC,12,8,4,0,0.667,8,5,3,0,0.625,Al Golden (8-4)
Temple,2009,MAC,13,9,4,0,0.692,8,7,1,0,0.875,Al Golden (9-4)
Temple,2008,MAC,12,5,7,0,0.417,8,4,4,0,0.5,Al Golden (5-7)
Temple,2007,MAC,12,4,8,0,0.333,8,4,4,0,0.5,Al Golden (4-8)
Temple,2006,Ind,12,1,11,0,0.083,0,0,0,0,0,Al Golden (1-11)
Temple,2005,Ind,11,0,11,0,0,0,0,0,0,0,Bobby Wallace (0-11)
Temple,2004,Big East,11,2,9,0,0.182,6,1,5,0,0.167,Bobby Wallace (2-9)
