Sport,Season,Rank,Team,W,L
MBA,2013-14,154,Lipscomb,33,28
MBA,2013-14,155,San Francisco,25,29
MBA,2013-14,156,La.-Monroe,23,36
MBA,2013-14,156,UALR,25,29
MBA,2013-14,158,Boston College,22,33
MBA,2013-14,159,Pittsburgh,22,30
MBA,2013-14,160,Lamar,31,25
MBA,2013-14,161,Delaware,26,27
MBA,2013-14,162,Bradley,24,27
MBA,2013-14,163,Cincinnati,22,31
MBA,2013-14,164,Utah Valley,28,30
MBA,2013-14,165,Jacksonville,21,33
MBA,2013-14,166,Stephen F. Austin,20,35
MBA,2013-14,167,Alabama St.,37,20
MBA,2013-14,168,Charlotte,19,31
MBA,2013-14,169,Appalachian St.,21,34
MBA,2013-14,170,Georgia St.,25,31
MBA,2013-14,171,Buffalo,26,26
MBA,2013-14,172,Akron,28,29
MBA,2013-14,173,Hawaii,22,31
MBA,2013-14,174,Santa Clara,26,30
MBA,2013-14,175,Dartmouth,18,21
MBA,2013-14,176,Stetson,26,34
MBA,2013-14,177,Omaha,31,20
MBA,2013-14,178,Furman,26,33
MBA,2013-14,179,Richmond,24,28
MBA,2013-14,180,Notre Dame,22,31
MBA,2013-14,181,CSUN,18,38
MBA,2013-14,182,Siena,27,33
MBA,2013-14,183,North Florida,22,31
MBA,2013-14,184,Morehead St.,29,28
MBA,2013-14,185,Utah,16,36
MBA,2013-14,186,UC Davis,23,31
MBA,2013-14,187,East Tenn. St.,27,30
MBA,2013-14,188,Wofford,32,28
MBA,2013-14,189,BYU,22,31
MBA,2013-14,190,Western Mich.,24,31
MBA,2013-14,191,Coastal Caro.,24,33
MBA,2013-14,192,Citadel,24,34
MBA,2013-14,193,Troy,25,32
MBA,2013-14,194,Northeastern,26,29
MBA,2013-14,195,San Jose St.,19,38
MBA,2013-14,196,Belmont,24,30
MBA,2013-14,197,Bethune-Cookman,27,33
MBA,2013-14,198,Arizona,22,33
MBA,2013-14,199,Winthrop,27,33
MBA,2013-14,200,Toledo,22,32
MBA,2013-14,201,Houston Baptist,23,28
MBA,2013-14,202,Southern Ill.,26,31
MBA,2013-14,203,Monmouth,24,25
MBA,2013-14,204,Wagner,19,35
MBA,2013-14,205,James Madison,17,36
MBA,2013-14,206,Purdue,13,37
MBA,2013-14,207,LIU Brooklyn,25,25
MBA,2013-14,208,UNC Greensboro,21,28
MBA,2013-14,209,Charleston So.,30,26
MBA,2013-14,210,Valparaiso,25,28
MBA,2013-14,211,Cornell,18,21
MBA,2013-14,212,Eastern Ky.,24,31
MBA,2013-14,213,Gardner-Webb,24,31
MBA,2013-14,214,Tex.-Pan American,27,30
MBA,2013-14,215,Holy Cross,13,31
MBA,2013-14,216,Dayton,24,30
MBA,2013-14,217,Florida A&M,26,26
MBA,2013-14,218,UMass Lowell,20,22
MBA,2013-14,219,Seattle,26,27
MBA,2013-14,220,Northern Ill.,17,36
MBA,2013-14,221,Temple,15,32
MBA,2013-14,222,Princeton,14,26
MBA,2013-14,223,Air Force,20,34
MBA,2013-14,224,Murray St.,23,29
MBA,2013-14,225,Massachusetts,15,31
MBA,2013-14,226,Longwood,22,33
MBA,2013-14,227,Northwestern,19,33
MBA,2013-14,228,Hofstra,20,24
MBA,2013-14,229,Marshall,20,31
MBA,2013-14,230,Lehigh,25,24
MBA,2013-14,231,Fordham,24,30
MBA,2013-14,232,Georgetown,19,29
MBA,2013-14,233,Penn St.,18,32
MBA,2013-14,234,Western Ill.,21,32
MBA,2013-14,235,Yale,19,22
MBA,2013-14,236,Austin Peay,23,33
MBA,2013-14,237,Maine,24,29
MBA,2013-14,238,Quinnipiac,18,31
MBA,2013-14,239,Presbyterian,19,34
MBA,2013-14,240,Lafayette,15,26
MBA,2013-14,241,South Dakota St.,28,29
MBA,2013-14,242,Mt. St. Mary's,17,24
MBA,2013-14,243,Louisiana Tech,15,35
MBA,2013-14,244,Bakersfield,26,33
MBA,2013-14,245,SIUE,21,33
MBA,2013-14,246,Brown,13,24
MBA,2013-14,247,La Salle,14,34
MBA,2013-14,248,North Dakota St.,25,26
MBA,2013-14,249,Butler,20,30
MBA,2013-14,250,Delaware St.,30,17
MBA,2013-14,251,Jackson St.,32,25
MBA,2013-14,252,UMBC,17,29
MBA,2013-14,253,Savannah St.,22,31
MBA,2013-14,254,Ill.-Chicago,24,27
MBA,2013-14,255,Norfolk St.,23,26
MBA,2013-14,256,Fairleigh Dickinson,15,32
MBA,2013-14,257,Villanova,16,34
MBA,2013-14,258,Niagara,20,31
MBA,2013-14,259,Oakland,12,33
MBA,2013-14,260,St. Mary's (CA),16,39
MBA,2013-14,261,Youngstown St.,17,38
MBA,2013-14,262,New Mexico St.,23,31
MBA,2013-14,263,Northern Ky.,14,37
MBA,2013-14,264,USC Upstate,17,38
MBA,2013-14,265,Eastern Mich.,19,34
MBA,2013-14,266,Navy,23,28
MBA,2013-14,267,Marist,17,32
MBA,2013-14,268,George Washington,20,30
MBA,2013-14,269,Incarnate Word,18,32
MBA,2013-14,270,Portland,11,41
MBA,2013-14,271,UNC Asheville,13,40
MBA,2013-14,272,North Dakota,10,29
MBA,2013-14,273,Rhode Island,13,40
MBA,2013-14,274,Albany (NY),12,33
MBA,2013-14,275,Harvard,11,28
MBA,2013-14,276,Manhattan,17,33
MBA,2013-14,277,N.C. A&T,17,32
MBA,2013-14,278,New Orleans,11,38
MBA,2013-14,279,IPFW,19,36
MBA,2013-14,280,Ark.-Pine Bluff,22,28
MBA,2013-14,281,Milwaukee,21,29
MBA,2013-14,282,Texas Southern,23,29
MBA,2013-14,283,St. Bonaventure,12,30
MBA,2013-14,284,Iona,13,31
MBA,2013-14,285,Rider,16,33
MBA,2013-14,286,N.C. Central,19,33
MBA,2013-14,287,Abilene Christian,18,36
MBA,2013-14,288,Saint Peter's,11,41
MBA,2013-14,289,Alabama A&M,21,32
MBA,2013-14,290,UT Martin,9,42
MBA,2013-14,291,Alcorn,11,42
MBA,2013-14,292,Chicago St.,17,37
MBA,2013-14,293,NJIT,20,25
MBA,2013-14,294,Ohio,11,40
MBA,2013-14,295,UMES,13,35
MBA,2013-14,296,Prairie View,21,30
MBA,2013-14,297,Northern Colo.,10,43
MBA,2013-14,298,Coppin St.,12,34
MBA,2013-14,299,Grambling,16,32
MBA,2013-14,300,Mississippi Val.,4,38
MBA,2013-14,301,Southern U.,10,26
MBA,2013-14,302,NYIT,4,46
