Sport,Season,Rank,Team,W,L
MBA,2018-19,1,Vanderbilt,59,12
MBA,2018-19,2,UCLA,52,11
MBA,2018-19,3,Mississippi St.,52,15
MBA,2018-19,4,Georgia,46,17
MBA,2018-19,5,Louisville,51,18
MBA,2018-19,6,Oklahoma St.,40,21
MBA,2018-19,7,East Carolina,47,18
MBA,2018-19,8,Texas Tech,46,20
MBA,2018-19,9,Arkansas,46,20
MBA,2018-19,10,Stanford,45,14
MBA,2018-19,11,Auburn,38,28
MBA,2018-19,12,Georgia Tech,43,19
MBA,2018-19,13,Tennessee,40,21
MBA,2018-19,14,North Carolina,46,19
MBA,2018-19,15,West Virginia,38,22
MBA,2018-19,16,Miami (FL),41,20
MBA,2018-19,17,Ole Miss,41,27
MBA,2018-19,18,Texas A&M,39,23
MBA,2018-19,19,Michigan,50,22
MBA,2018-19,20,Creighton,41,13
MBA,2018-19,21,LSU,40,26
MBA,2018-19,22,NC State,42,19
MBA,2018-19,23,Illinois St.,36,26
MBA,2018-19,24,Indiana St.,43,18
MBA,2018-19,25,UC Santa Barbara,45,11
MBA,2018-19,26,DBU,43,20
MBA,2018-19,27,UConn,39,25
MBA,2018-19,28,Fresno St.,40,16
MBA,2018-19,29,Oregon St.,36,20
MBA,2018-19,30,Florida,34,26
MBA,2018-19,31,Missouri,34,22
MBA,2018-19,32,Florida St.,42,23
MBA,2018-19,33,Baylor,35,19
MBA,2018-19,34,Duke,35,27
MBA,2018-19,35,Illinois,36,21
MBA,2018-19,36,California,32,20
MBA,2018-19,37,Fla. Atlantic,41,21
MBA,2018-19,38,Indiana,37,23
MBA,2018-19,39,Arizona St.,38,19
MBA,2018-19,40,Nebraska,32,24
MBA,2018-19,41,Clemson,35,26
MBA,2018-19,42,Liberty,43,21
MBA,2018-19,43,Southern Miss.,40,21
MBA,2018-19,44,Alabama,30,26
MBA,2018-19,45,Houston,32,24
MBA,2018-19,46,Oklahoma,33,23
MBA,2018-19,47,BYU,36,17
MBA,2018-19,48,UCF,36,22
MBA,2018-19,49,Virginia,32,24
MBA,2018-19,50,Kentucky,26,29
MBA,2018-19,51,Campbell,37,21
MBA,2018-19,52,Arizona,32,24
MBA,2018-19,53,Texas St.,36,20
MBA,2018-19,54,Wake Forest,31,26
MBA,2018-19,55,TCU,34,28
MBA,2018-19,56,Boston College,31,27
MBA,2018-19,57,LMU (CA),34,25
MBA,2018-19,58,UC Irvine,37,17
MBA,2018-19,59,VCU,39,19
MBA,2018-19,60,Coastal Caro.,36,26
MBA,2018-19,61,Louisiana Tech,34,24
MBA,2018-19,62,Central Mich.,47,14
MBA,2018-19,63,Saint Mary's (CA),35,22
MBA,2018-19,64,Minnesota,29,27
MBA,2018-19,65,Virginia Tech,26,27
MBA,2018-19,66,Xavier,27,31
MBA,2018-19,67,Pepperdine,24,25
MBA,2018-19,68,Texas,27,27
MBA,2018-19,69,Kansas,32,26
MBA,2018-19,70,Oregon,27,29
MBA,2018-19,71,Ga. Southern,35,24
MBA,2018-19,72,Samford,41,19
MBA,2018-19,73,Maryland,29,29
MBA,2018-19,74,Washington,28,24
MBA,2018-19,75,Gonzaga,31,24
