Sport,Season,Rank,Team,W,L
MBA,2021-22,1,Tennessee,42,6
MBA,2021-22,2,Oregon State,38,9
MBA,2021-22,3,Oklahoma State,34,13
MBA,2021-22,4,Vanderbilt,31,15
MBA,2021-22,5,Georgia Southern,32,15
MBA,2021-22,6,Dallas Baptist,30,17
MBA,2021-22,7,Miami (FL),35,12
MBA,2021-22,8,Virginia Tech,33,10
MBA,2021-22,9,Georgia,32,16
MBA,2021-22,10,Auburn,32,16
MBA,2021-22,11,Notre Dame,28,10
MBA,2021-22,12,Florida,29,18
MBA,2021-22,13,Louisville,33,13
MBA,2021-22,14,Virginia,34,12
MBA,2021-22,15,Southern Miss,36,12
MBA,2021-22,16,Texas,34,17
MBA,2021-22,17,LSU,32,15
MBA,2021-22,18,Clemson,31,17
MBA,2021-22,19,Oregon,28,19
MBA,2021-22,20,Arkansas,36,12
MBA,2021-22,21,Wofford,35,13
MBA,2021-22,22,Maryland,37,10
MBA,2021-22,23,Wake Forest,33,14
MBA,2021-22,24,Texas A&M,30,16
MBA,2021-22,25,Florida State,28,17
MBA,2021-22,26,Gonzaga,29,13
MBA,2021-22,27,North Carolina,27,18
MBA,2021-22,28,Stanford,29,14
MBA,2021-22,29,Georgia Tech,27,21
MBA,2021-22,30,UC Santa Barbara,33,11
MBA,2021-22,31,North Carolina State,30,15
MBA,2021-22,32,Oklahoma,29,17
MBA,2021-22,33,Mercer,35,12
MBA,2021-22,34,Grand Canyon,33,16
MBA,2021-22,35,Connecticut,40,8
MBA,2021-22,36,TCU,28,18
MBA,2021-22,37,East Carolina,30,18
MBA,2021-22,38,Texas State,38,11
MBA,2021-22,39,West Virginia,27,18
MBA,2021-22,40,Arizona,33,17
MBA,2021-22,41,Old Dominion,31,13
MBA,2021-22,42,Penn,28,12
MBA,2021-22,43,Rutgers,37,11
MBA,2021-22,44,Liberty,30,16
MBA,2021-22,45,Coastal Carolina,29,15
MBA,2021-22,46,Kennesaw State,27,21
MBA,2021-22,47,Texas Tech,32,16
MBA,2021-22,48,San Diego,30,16
MBA,2021-22,49,Southeast Missouri,30,16
MBA,2021-22,50,Louisiana Tech,33,17
MBA,2021-22,51,Middle Tennessee,25,20
MBA,2021-22,52,Columbia,26,13
MBA,2021-22,53,Louisiana,28,17
MBA,2021-22,54,UTSA,32,16
MBA,2021-22,55,Alabama,26,22
MBA,2021-22,56,Ole Miss,27,19
MBA,2021-22,57,Missouri,25,20
MBA,2021-22,58,Kentucky,26,21
MBA,2021-22,59,Pittsburgh,26,19
MBA,2021-22,60,Charleston,31,15
MBA,2021-22,61,UC Irvine,26,19
MBA,2021-22,62,Campbell,30,14
MBA,2021-22,63,UCLA,30,17
MBA,2021-22,64,Nevada,25,21
MBA,2021-22,65,Tulane,29,19
MBA,2021-22,66,BYU,27,18
MBA,2021-22,67,South Carolina,24,22
MBA,2021-22,68,Belmont,31,16
MBA,2021-22,69,South Alabama,27,19
MBA,2021-22,70,Iowa,27,15
MBA,2021-22,71,Ball State,32,14
MBA,2021-22,72,Evansville,27,18
MBA,2021-22,73,Baylor,23,22
MBA,2021-22,74,Xavier,25,23
MBA,2021-22,75,Davidson,37,9
