Sport,Season,Rank,Team,W,L
MBA,2014-15,1,Miami (FL),44,14
MBA,2014-15,2,Dallas Baptist,43,13
MBA,2014-15,3,Florida,44,16
MBA,2014-15,4,UCLA,42,14
MBA,2014-15,5,LSU,48,10
MBA,2014-15,6,Texas A&M,45,11
MBA,2014-15,7,Missouri St.,45,10
MBA,2014-15,8,TCU,43,11
MBA,2014-15,9,Florida St.,41,19
MBA,2014-15,10,Vanderbilt,42,19
MBA,2014-15,11,Oklahoma St.,37,18
MBA,2014-15,12,Louisville,43,16
MBA,2014-15,13,Illinois,47,8
MBA,2014-15,14,Houston,42,18
MBA,2014-15,15,Radford,43,14
MBA,2014-15,16,Col. of Charleston,43,13
MBA,2014-15,17,Fla. Atlantic,40,17
MBA,2014-15,18,Coastal Caro.,38,19
MBA,2014-15,19,Bradley,35,19
MBA,2014-15,20,UC Santa Barbara,40,15
MBA,2014-15,21,Virginia,34,22
MBA,2014-15,22,Auburn,35,24
MBA,2014-15,23,Southern California,37,19
MBA,2014-15,24,East Carolina,40,20
MBA,2014-15,25,Cal St. Fullerton,34,22
MBA,2014-15,26,North Carolina St.,34,21
MBA,2014-15,27,UNCW,39,16
MBA,2014-15,28,North Carolina,34,24
MBA,2014-15,29,Iowa,39,16
MBA,2014-15,30,South Fla.,33,24
MBA,2014-15,31,Ole Miss,30,26
MBA,2014-15,32,Indiana,34,22
MBA,2014-15,33,Rice,35,20
MBA,2014-15,34,Arizona St.,34,21
MBA,2014-15,35,Arkansas,35,22
MBA,2014-15,36,Oregon St.,38,16
MBA,2014-15,37,Oral Roberts,41,14
MBA,2014-15,37,Georgia Tech,32,23
MBA,2014-15,39,California,34,19
MBA,2014-15,40,Notre Dame,36,21
MBA,2014-15,41,Ohio St.,35,20
MBA,2014-15,42,Maryland,39,21
MBA,2014-15,43,Tulane,34,23
MBA,2014-15,44,Alabama,32,28
MBA,2014-15,45,North Florida,45,16
MBA,2014-15,46,Wright St.,41,15
MBA,2014-15,47,UC Irvine,33,23
MBA,2014-15,48,Nebraska,34,23
MBA,2014-15,49,La.-Lafayette,39,21
MBA,2014-15,50,UConn,35,25
MBA,2014-15,51,Michigan St.,34,23
MBA,2014-15,52,Southeastern La.,42,17
MBA,2014-15,53,Southern Miss.,36,18
MBA,2014-15,54,Stony Brook,34,14
MBA,2014-15,55,Nevada,41,15
MBA,2014-15,56,Clemson,32,27
MBA,2014-15,57,Missouri,30,28
MBA,2014-15,58,UCF,31,27
MBA,2014-15,59,Kentucky,30,25
MBA,2014-15,60,Duke,31,22
MBA,2014-15,61,Michigan,37,23
MBA,2014-15,62,Oregon,37,23
MBA,2014-15,63,South Carolina,32,25
MBA,2014-15,64,Liberty,33,23
MBA,2014-15,65,Columbia,31,15
MBA,2014-15,66,CSUN,33,24
MBA,2014-15,67,St. John's (NY),39,14
MBA,2014-15,68,Fresno St.,31,28
MBA,2014-15,69,Creighton,32,19
MBA,2014-15,70,UAB,33,25
MBA,2014-15,71,Lipscomb,39,18
MBA,2014-15,72,Memphis,37,21
MBA,2014-15,73,Virginia Tech,27,27
MBA,2014-15,74,Tennessee,24,26
MBA,2014-15,75,UTSA,33,25
MBA,2014-15,76,San Diego St.,40,21
MBA,2014-15,77,Texas Tech,31,24
MBA,2014-15,78,High Point,29,26
MBA,2014-15,79,Winthrop,40,19
MBA,2014-15,80,Boston College,27,27
MBA,2014-15,81,South Ala.,37,20
MBA,2014-15,82,Nicholls St.,34,19
MBA,2014-15,83,Middle Tenn.,32,27
MBA,2014-15,84,Oklahoma,34,27
MBA,2014-15,85,San Diego,33,22
MBA,2014-15,86,Texas,30,25
MBA,2014-15,87,Long Beach St.,28,26
MBA,2014-15,88,Wake Forest,27,26
MBA,2014-15,89,Indiana St.,28,26
MBA,2014-15,90,New Mexico,32,27
MBA,2014-15,90,Washington,29,25
MBA,2014-15,92,Kansas St.,27,30
MBA,2014-15,93,Campbell,32,25
MBA,2014-15,94,VCU,37,22
MBA,2014-15,95,Northwestern St.,31,23
MBA,2014-15,96,Georgia,26,28
MBA,2014-15,97,Milwaukee,39,20
MBA,2014-15,98,Saint Louis,35,21
MBA,2014-15,99,Central Mich.,35,22
MBA,2014-15,100,Evansville,29,24
MBA,2014-15,101,Kennesaw St.,28,28
MBA,2014-15,102,Stanford,24,32
MBA,2014-15,103,Central Ark.,29,24
MBA,2014-15,104,West Virginia,27,27
MBA,2014-15,105,Samford,32,26
MBA,2014-15,106,Rider,28,22
MBA,2014-15,107,Mercer,35,21
MBA,2014-15,108,Loyola Marymount,33,21
MBA,2014-15,109,Southeast Mo. St.,36,23
MBA,2014-15,110,Old Dominion,27,29
MBA,2014-15,111,Wichita St.,26,33
MBA,2014-15,112,Morehead St.,38,20
MBA,2014-15,113,Pepperdine,30,27
MBA,2014-15,114,Western Ky.,24,28
MBA,2014-15,114,Cal Poly,27,27
MBA,2014-15,116,FGCU,30,26
MBA,2014-15,117,Kent St.,31,22
MBA,2014-15,118,McNeese St.,32,25
MBA,2014-15,119,Grand Canyon,32,22
MBA,2014-15,120,BYU,28,25
MBA,2014-15,121,Baylor,23,32
MBA,2014-15,122,Ohio,36,19
MBA,2014-15,123,Arizona,31,24
MBA,2014-15,124,Troy,30,25
MBA,2014-15,125,Rhode Island,26,25
MBA,2014-15,126,Bakersfield,36,22
MBA,2014-15,127,Ga. Southern,30,27
MBA,2014-15,128,Dartmouth,21,22
MBA,2014-15,129,Arkansas St.,27,30
MBA,2014-15,130,Gonzaga,24,28
MBA,2014-15,131,Kansas,23,32
MBA,2014-15,132,Mississippi St.,24,30
MBA,2014-15,133,Houston Baptist,28,25
MBA,2014-15,134,Davidson,28,22
MBA,2014-15,135,Illinois St.,27,27
MBA,2014-15,136,Elon,25,29
MBA,2014-15,137,Stetson,29,30
MBA,2014-15,138,Washington St.,29,27
MBA,2014-15,139,UC Davis,30,26
MBA,2014-15,140,Presbyterian,27,28
MBA,2014-15,141,FIU,29,29
MBA,2014-15,142,Louisiana Tech,25,27
MBA,2014-15,143,Sam Houston St.,31,28
MBA,2014-15,144,UMBC,34,20
MBA,2014-15,145,Ball St.,33,25
MBA,2014-15,146,Texas-Arlington,24,32
MBA,2014-15,147,Minnesota,21,30
MBA,2014-15,148,Delaware,26,24
MBA,2014-15,149,Northwestern,18,36
MBA,2014-15,150,Wofford,39,22
MBA,2014-15,151,Utah,16,36
MBA,2014-15,152,Jacksonville,26,30
MBA,2014-15,153,Citadel,28,30
MBA,2014-15,154,Toledo,25,33
MBA,2014-15,155,Charlotte,19,29
MBA,2014-15,156,Ill.-Chicago,29,22
MBA,2014-15,157,Alabama St.,31,19
MBA,2014-15,158,Georgia St.,30,27
MBA,2014-15,159,Texas St.,24,32
MBA,2014-15,160,Pittsburgh,20,32
MBA,2014-15,161,San Francisco,23,31
MBA,2014-15,162,Belmont,29,29
MBA,2014-15,163,Bryant,29,25
MBA,2014-15,164,Penn,22,15
MBA,2014-15,165,South Dakota St.,33,23
MBA,2014-15,166,Purdue,20,34
MBA,2014-15,167,Penn St.,18,30
MBA,2014-15,168,Seton Hall,25,25
MBA,2014-15,169,Santa Clara,26,28
MBA,2014-15,170,William & Mary,22,30
MBA,2014-15,171,Texas Southern,31,17
MBA,2014-15,172,Monmouth,22,24
MBA,2014-15,173,Georgetown,25,28
MBA,2014-15,174,St. Mary's (CA),28,27
MBA,2014-15,175,UNLV,25,31
MBA,2014-15,176,Binghamton,17,24
MBA,2014-15,177,Jacksonville St.,30,27
MBA,2014-15,178,Rutgers,19,35
MBA,2014-15,179,Longwood,22,34
MBA,2014-15,180,Richmond,28,25
MBA,2014-15,181,Akron,28,30
MBA,2014-15,182,Holy Cross,24,26
MBA,2014-15,183,Air Force,23,29
MBA,2014-15,184,Marshall,20,32
MBA,2014-15,185,UNCG,23,27
MBA,2014-15,186,Ark.-Pine Bluff,24,16
MBA,2014-15,187,VMI,21,30
MBA,2014-15,188,La Salle,24,27
MBA,2014-15,189,George Washington,32,22
MBA,2014-15,190,Northeastern,25,30
MBA,2014-15,191,IPFW,28,26
MBA,2014-15,192,UNC Asheville,21,34
MBA,2014-15,193,Charleston So.,23,30
MBA,2014-15,194,Canisius,34,28
MBA,2014-15,195,Tennessee Tech,26,29
MBA,2014-15,196,Sacramento St.,33,27
MBA,2014-15,197,Fordham,22,32
MBA,2014-15,198,Cincinnati,15,41
MBA,2014-15,199,A&M-Corpus Christi,26,27
MBA,2014-15,200,Hawaii,21,32
MBA,2014-15,201,Furman,25,33
MBA,2014-15,202,Quinnipiac,29,27
MBA,2014-15,203,Wagner,27,23
MBA,2014-15,204,Hartford,23,31
MBA,2014-15,205,Eastern Mich.,20,35
MBA,2014-15,206,Bowling Green,25,29
MBA,2014-15,207,Saint Joseph's,21,28
MBA,2014-15,208,SIUE,20,30
MBA,2014-15,209,Northern Ky.,17,34
MBA,2014-15,210,Maine,24,28
MBA,2014-15,211,UMass Lowell,17,26
MBA,2014-15,212,Butler,23,30
MBA,2014-15,213,Hofstra,19,29
MBA,2014-15,214,Austin Peay,25,26
MBA,2014-15,215,Abilene Christian,17,38
MBA,2014-15,216,UALR,16,33
MBA,2014-15,217,La.-Monroe,25,29
MBA,2014-15,218,Harvard,18,24
MBA,2014-15,219,Navy,37,20
MBA,2014-15,220,Sacred Heart,23,30
MBA,2014-15,221,Valparaiso,22,31
MBA,2014-15,222,Bucknell,24,22
MBA,2014-15,223,Western Caro.,21,30
MBA,2014-15,224,Western Mich.,22,30
MBA,2014-15,225,Siena,23,28
MBA,2014-15,226,George Mason,23,27
MBA,2014-15,227,James Madison,18,33
MBA,2014-15,228,Alabama A&M,26,31
MBA,2014-15,229,Florida A&M,23,23
MBA,2014-15,230,Incarnate Word,21,33
MBA,2014-15,231,Appalachian St.,17,36
MBA,2014-15,232,North Dakota,24,27
MBA,2014-15,233,Seattle,31,27
MBA,2014-15,234,Xavier,15,38
MBA,2014-15,235,Western Ill.,17,33
MBA,2014-15,236,Northern Ill.,22,33
MBA,2014-15,236,Southern Ill.,12,46
MBA,2014-15,238,Oakland,10,39
MBA,2014-15,239,Lehigh,25,29
MBA,2014-15,240,Stephen F. Austin,17,34
MBA,2014-15,241,Lafayette,14,27
MBA,2014-15,242,Jackson St.,32,25
MBA,2014-15,243,Massachusetts,16,27
MBA,2014-15,244,Youngstown St.,16,34
MBA,2014-15,245,Villanova,22,28
MBA,2014-15,246,Gardner-Webb,22,31
MBA,2014-15,247,Marist,19,27
MBA,2014-15,248,UC Riverside,15,40
MBA,2014-15,249,Omaha,21,31
MBA,2014-15,250,Lamar,21,31
MBA,2014-15,251,Towson,17,35
MBA,2014-15,252,East Tenn. St.,21,35
MBA,2014-15,253,Albany (NY),14,28
MBA,2014-15,254,Fairfield,17,32
MBA,2014-15,255,North Dakota St.,20,31
MBA,2014-15,256,Southern U.,20,23
MBA,2014-15,257,NJIT,24,23
MBA,2014-15,258,Utah Valley,19,35
MBA,2014-15,259,Brown,11,28
MBA,2014-15,260,Bethune-Cookman,19,40
MBA,2014-15,261,Norfolk St.,27,16
MBA,2014-15,262,Yale,15,23
MBA,2014-15,263,USC Upstate,15,38
MBA,2014-15,264,Eastern Ky.,21,29
MBA,2014-15,265,San Jose St.,13,44
MBA,2014-15,266,Pacific,14,37
MBA,2014-15,267,Princeton,7,32
MBA,2014-15,268,Army West Point,21,26
MBA,2014-15,269,Iona,20,33
MBA,2014-15,270,Tex.-Pan American,21,30
MBA,2014-15,271,New Orleans,14,40
MBA,2014-15,272,Eastern Ill.,13,36
MBA,2014-15,273,Manhattan,18,34
MBA,2014-15,274,Portland,12,42
MBA,2014-15,275,Fairleigh Dickinson,21,26
MBA,2014-15,276,Buffalo,16,35
MBA,2014-15,277,NYIT,14,30
MBA,2014-15,278,UT Martin,17,35
MBA,2014-15,279,Cornell,13,27
MBA,2014-15,280,Miami (OH),13,39
MBA,2014-15,281,Murray St.,16,40
MBA,2014-15,282,N.C. Central,19,30
MBA,2014-15,283,UMES,16,33
MBA,2014-15,284,LIU Brooklyn,16,35
MBA,2014-15,285,St. Bonaventure,16,29
MBA,2014-15,286,Savannah St.,21,33
MBA,2014-15,287,Central Conn. St.,17,31
MBA,2014-15,288,New Mexico St.,11,38
MBA,2014-15,289,Dayton,16,38
MBA,2014-15,290,Northern Colo.,16,32
MBA,2014-15,291,Alcorn,16,40
MBA,2014-15,292,Saint Peter's,10,38
MBA,2014-15,293,Chicago St.,13,40
MBA,2014-15,294,Grambling,11,39
MBA,2014-15,295,Niagara,13,32
MBA,2014-15,296,Mt. St. Mary's,12,31
MBA,2014-15,297,Delaware St.,16,29
MBA,2014-15,298,N.C. A&T,10,36
MBA,2014-15,299,Mississippi Val.,7,36
MBA,2014-15,300,Prairie View,15,36
MBA,2014-15,301,Coppin St.,3,38
