Sport,Season,Rank,Team,W,L
MBA,2007-08,93,Washington,33,22
MBA,2007-08,94,Cal Poly,24,32
MBA,2007-08,95,Tennessee,27,29
MBA,2007-08,96,La.-Monroe,34,24
MBA,2007-08,97,La.-Lafayette,30,29
MBA,2007-08,98,Gonzaga,30,23
MBA,2007-08,99,Western Caro.,29,28
MBA,2007-08,99,Notre Dame,33,21
MBA,2007-08,101,South Ala.,32,26
MBA,2007-08,102,West Virginia,35,21
MBA,2007-08,103,Texas St.,30,27
MBA,2007-08,104,Southeastern La.,32,27
MBA,2007-08,105,Kansas,30,27
MBA,2007-08,106,Towson,30,28
MBA,2007-08,107,Old Dominion,25,27
MBA,2007-08,108,Liberty,35,26
MBA,2007-08,109,Winthrop,26,34
MBA,2007-08,110,North Fla.,29,26
MBA,2007-08,111,Duquesne,26,29
MBA,2007-08,112,Southern Ill.,34,23
MBA,2007-08,113,Illinois,31,25
MBA,2007-08,114,Purdue,32,26
MBA,2007-08,115,Lamar,35,23
MBA,2007-08,116,Rutgers,23,29
MBA,2007-08,117,Nevada,34,26
MBA,2007-08,118,Bowling Green,32,20
MBA,2007-08,119,Kennesaw St.,30,26
MBA,2007-08,120,Furman,33,24
MBA,2007-08,121,Georgia St.,33,23
MBA,2007-08,122,Citadel,28,28
MBA,2007-08,123,UC Riverside,21,33
MBA,2007-08,124,San Jose St.,31,25
MBA,2007-08,125,Northern Ill.,28,26
MBA,2007-08,126,Samford,33,23
MBA,2007-08,127,Mississippi St.,23,33
MBA,2007-08,128,Monmouth,37,16
MBA,2007-08,129,Indiana,31,30
MBA,2007-08,130,Middle Tenn.,27,29
MBA,2007-08,131,Jacksonville,27,29
MBA,2007-08,132,Bethune-Cookman,36,22
MBA,2007-08,133,Manhattan,31,20
MBA,2007-08,134,Texas-Arlington,26,31
MBA,2007-08,135,Stony Brook,34,26
MBA,2007-08,136,Lipscomb,33,30
MBA,2007-08,137,Le Moyne,33,21
MBA,2007-08,138,Ohio St.,30,26
MBA,2007-08,139,Villanova,30,28
MBA,2007-08,140,Northwestern St.,28,28
MBA,2007-08,141,Cal St. Northridge,24,32
MBA,2007-08,142,Stetson,26,33
MBA,2007-08,143,Northeastern,25,26
MBA,2007-08,144,Connecticut,27,28
MBA,2007-08,145,UNI,30,24
MBA,2007-08,146,Hawaii,29,31
MBA,2007-08,147,Xavier,27,31
MBA,2007-08,148,Indiana St.,18,32
MBA,2007-08,149,Michigan St.,24,29
MBA,2007-08,150,Ball St.,28,25
MBA,2007-08,151,Bucknell,30,24
MBA,2007-08,152,UAB,26,34
MBA,2007-08,153,Penn St.,27,31
MBA,2007-08,154,Siena,30,26
MBA,2007-08,155,Seton Hall,31,25
MBA,2007-08,156,VCU,15,30
MBA,2007-08,157,Central Ark.,27,27
MBA,2007-08,158,Columbia,22,30
MBA,2007-08,159,St. Bonaventure,29,24
MBA,2007-08,160,Ill.-Chicago,35,22
MBA,2007-08,161,A&M-Corpus Christi,24,33
MBA,2007-08,162,VMI,29,26
MBA,2007-08,163,Rhode Island,31,27
MBA,2007-08,164,Florida Int'l,20,36
MBA,2007-08,165,Lafayette,25,23
MBA,2007-08,166,Eastern Mich.,25,34
MBA,2007-08,167,High Point,20,33
MBA,2007-08,168,New Mexico St.,28,33
MBA,2007-08,169,Akron,25,24
MBA,2007-08,170,Dartmouth,25,17
MBA,2007-08,171,Utah,26,28
MBA,2007-08,172,Portland,21,33
MBA,2007-08,173,Temple,27,29
MBA,2007-08,174,Stephen F. Austin,25,29
MBA,2007-08,175,Sacramento St.,24,34
MBA,2007-08,176,Northwestern,21,28
MBA,2007-08,177,UNLV,22,37
MBA,2007-08,178,Memphis,17,38
MBA,2007-08,179,Fordham,29,24
MBA,2007-08,180,Wright St.,30,23
MBA,2007-08,181,Gardner-Webb,29,30
MBA,2007-08,182,Eastern Ill.,27,30
MBA,2007-08,183,Rider,29,28
MBA,2007-08,184,Ohio,29,30
MBA,2007-08,185,Delaware,22,31
MBA,2007-08,186,Army,25,25
MBA,2007-08,187,Northern Colo.,21,33
MBA,2007-08,188,Massachusetts,18,27
MBA,2007-08,189,Longwood,23,26
MBA,2007-08,190,Princeton,20,22
MBA,2007-08,191,Iowa,22,33
MBA,2007-08,192,Mercer,24,33
MBA,2007-08,193,Binghamton,29,27
MBA,2007-08,194,Pacific,14,41
MBA,2007-08,195,Tennessee Tech,35,23
MBA,2007-08,196,Southern U.,28,18
MBA,2007-08,197,Bradley,26,28
MBA,2007-08,198,N.C. A&T,29,30
MBA,2007-08,199,Louisiana Tech,23,31
MBA,2007-08,200,Centenary (La.),30,26
MBA,2007-08,201,Western Mich.,29,23
MBA,2007-08,202,Central Mich.,29,27
MBA,2007-08,203,St. Louis,24,29
MBA,2007-08,204,Dayton,31,25
MBA,2007-08,205,Vermont,27,24
MBA,2007-08,205,Campbell,21,37
MBA,2007-08,207,Southeast Mo. St.,26,26
MBA,2007-08,208,Navy,32,25
MBA,2007-08,209,Wofford,24,35
MBA,2007-08,210,Illinois St.,22,30
MBA,2007-08,211,S.C. Upstate,25,29
MBA,2007-08,212,Radford,24,32
MBA,2007-08,213,Toledo,18,31
MBA,2007-08,214,Richmond,20,31
MBA,2007-08,215,Eastern Ky.,26,27
MBA,2007-08,216,Lehigh,23,27
MBA,2007-08,217,Arkansas St.,20,34
MBA,2007-08,218,Holy Cross,21,28
MBA,2007-08,219,UNC Asheville,24,35
MBA,2007-08,220,Pittsburgh,19,34
MBA,2007-08,221,BYU,22,36
MBA,2007-08,222,Western Ill.,21,33
MBA,2007-08,223,Minnesota,20,35
MBA,2007-08,224,Belmont,25,33
MBA,2007-08,225,Miami (Ohio),18,36
MBA,2007-08,226,Central Conn. St.,25,24
MBA,2007-08,227,Austin Peay,27,29
MBA,2007-08,228,Ark.-Little Rock,16,32
MBA,2007-08,229,Jackson St.,37,22
MBA,2007-08,230,Niagara,22,28
MBA,2007-08,231,UMBC,21,29
MBA,2007-08,232,Brown,20,24
MBA,2007-08,233,Youngstown St.,23,33
MBA,2007-08,234,Southern Utah,31,28
MBA,2007-08,235,South Dakota St.,22,27
MBA,2007-08,236,Hofstra,19,36
MBA,2007-08,237,Utah Valley St.,17,36
MBA,2007-08,238,George Washington,26,29
MBA,2007-08,239,Cleveland St.,22,31
MBA,2007-08,240,Marist,19,28
MBA,2007-08,241,Mt. St. Mary's,21,34
MBA,2007-08,242,Murray St.,21,30
MBA,2007-08,243,Oakland,15,30
MBA,2007-08,244,NYIT,19,32
MBA,2007-08,245,Harvard,10,30
MBA,2007-08,246,Wagner,27,28
MBA,2007-08,247,Tex.-Pan American,21,35
MBA,2007-08,248,Albany (N.Y.),17,37
MBA,2007-08,249,Georgetown,18,32
MBA,2007-08,250,Alcorn St.,29,16
MBA,2007-08,251,North Dakota St.,15,30
MBA,2007-08,252,Yale,20,24
MBA,2007-08,253,Davidson,12,38
MBA,2007-08,254,Fairfield,14,36
MBA,2007-08,255,Milwaukee,25,36
MBA,2007-08,256,Valparaiso,21,35
MBA,2007-08,257,East Tenn. St.,18,38
MBA,2007-08,258,McNeese St.,13,42
MBA,2007-08,259,Morehead St.,18,33
MBA,2007-08,260,La Salle,16,36
MBA,2007-08,261,Buffalo,14,38
MBA,2007-08,262,Norfolk St.,25,24
MBA,2007-08,263,Maine,20,28
MBA,2007-08,264,Charleston So.,18,35
MBA,2007-08,265,Prairie View,25,26
MBA,2007-08,266,St. Joseph's,18,34
MBA,2007-08,267,Mississippi Val.,18,26
MBA,2007-08,268,Hartford,18,31
MBA,2007-08,269,IPFW,14,36
MBA,2007-08,270,Nicholls St.,10,44
MBA,2007-08,271,Cornell,12,27
MBA,2007-08,272,Presbyterian,13,40
MBA,2007-08,273,Air Force,18,33
MBA,2007-08,274,Penn,15,23
MBA,2007-08,275,Butler,12,34
MBA,2007-08,276,St. Peter's,20,30
MBA,2007-08,277,Evansville,14,42
MBA,2007-08,278,Quinnipiac,16,36
MBA,2007-08,279,Grambling,21,28
MBA,2007-08,280,Alabama St.,13,22
MBA,2007-08,281,Fairleigh Dickinson,15,38
MBA,2007-08,282,Sacred Heart,12,41
MBA,2007-08,283,Long Island,16,31
MBA,2007-08,284,Hawaii Hilo,17,27
MBA,2007-08,285,Delaware St.,16,33
MBA,2007-08,286,Savannah St.,20,25
MBA,2007-08,287,Iona,4,44
MBA,2007-08,288,Tenn.-Martin,10,41
MBA,2007-08,289,Florida A&M,20,22
MBA,2007-08,290,Ark.-Pine Bluff,10,33
MBA,2007-08,291,Texas Southern,16,34
MBA,2007-08,292,Chicago St.,8,42
MBA,2007-08,293,NJIT,5,47
MBA,2007-08,294,Md.-East. Shore,6,50
MBA,2007-08,295,Alabama A&M,7,39
MBA,2007-08,296,Coppin St.,4,52
