Sport,Season,Rank,Team,W,L
MBA,2011-12,1,UCLA,48,16
MBA,2011-12,2,Florida,47,20
MBA,2011-12,3,Florida St.,50,17
MBA,2011-12,4,Arizona,48,17
MBA,2011-12,5,Baylor,49,17
MBA,2011-12,6,Oregon,46,19
MBA,2011-12,7,South Carolina,49,20
MBA,2011-12,8,North Carolina,46,16
MBA,2011-12,9,Arkansas,46,22
MBA,2011-12,10,LSU,47,18
MBA,2011-12,11,Stanford,41,18
MBA,2011-12,12,Purdue,45,14
MBA,2011-12,13,North Carolina St.,43,20
MBA,2011-12,14,Virginia,39,19
MBA,2011-12,15,Arizona St.,36,20
MBA,2011-12,16,Texas A&M,43,18
MBA,2011-12,17,Miami (FL),36,23
MBA,2011-12,18,Kentucky,45,18
MBA,2011-12,19,Rice,41,19
MBA,2011-12,20,Cal St. Fullerton,36,21
MBA,2011-12,21,UCF,45,17
MBA,2011-12,22,Mississippi St.,40,24
MBA,2011-12,23,Dallas Baptist,41,19
MBA,2011-12,24,Oklahoma,42,25
MBA,2011-12,25,Vanderbilt,35,28
MBA,2011-12,26,Ole Miss,37,26
MBA,2011-12,27,Oregon St.,40,20
MBA,2011-12,28,Georgia Tech,38,26
MBA,2011-12,29,Pepperdine,36,23
MBA,2011-12,30,Clemson,35,28
MBA,2011-12,31,TCU,40,22
MBA,2011-12,32,Maryland,32,24
MBA,2011-12,33,Appalachian St.,41,18
MBA,2011-12,34,St. John's (NY),40,23
MBA,2011-12,35,East Carolina,36,24
MBA,2011-12,36,San Diego,40,17
MBA,2011-12,37,Missouri St.,40,22
MBA,2011-12,38,Virginia Tech,34,21
MBA,2011-12,39,Wake Forest,33,24
MBA,2011-12,40,New Mexico St.,35,24
MBA,2011-12,41,Coastal Caro.,42,19
MBA,2011-12,42,Louisville,41,22
MBA,2011-12,43,UNC Wilmington,39,23
MBA,2011-12,44,Samford,41,23
MBA,2011-12,45,Kent St.,47,20
MBA,2011-12,46,Wichita St.,35,25
MBA,2011-12,47,Gonzaga,34,22
MBA,2011-12,48,Col. of Charleston,38,22
MBA,2011-12,49,Stony Brook,52,15
MBA,2011-12,50,Sam Houston St.,40,22
MBA,2011-12,51,Michigan St.,37,23
MBA,2011-12,52,Texas,30,22
MBA,2011-12,53,Auburn,31,28
MBA,2011-12,54,Indiana St.,41,19
MBA,2011-12,55,Washington,30,25
MBA,2011-12,56,Elon,33,26
MBA,2011-12,57,Georgia,31,26
MBA,2011-12,58,Illinois St.,33,19
MBA,2011-12,59,California,29,25
MBA,2011-12,60,Texas-Arlington,36,25
MBA,2011-12,61,Stetson,35,23
MBA,2011-12,62,Southeastern La.,39,21
MBA,2011-12,63,New Mexico,37,24
MBA,2011-12,64,Liberty,41,19
MBA,2011-12,65,Tulane,38,20
MBA,2011-12,66,Cal Poly,36,20
MBA,2011-12,67,Belmont,39,24
MBA,2011-12,68,Utah Valley,47,12
MBA,2011-12,69,Long Beach St.,28,27
MBA,2011-12,70,Texas Tech,29,26
MBA,2011-12,71,South Fla.,38,22
MBA,2011-12,72,Ohio St.,33,27
MBA,2011-12,73,Texas St.,32,24
MBA,2011-12,74,Missouri,33,28
MBA,2011-12,75,Nevada,32,25
MBA,2011-12,76,Kennesaw St.,34,25
MBA,2011-12,77,Connecticut,31,27
MBA,2011-12,78,Memphis,31,28
MBA,2011-12,79,Indiana,32,28
MBA,2011-12,80,Washington St.,28,28
MBA,2011-12,81,Mercer,38,21
MBA,2011-12,82,Fla. Atlantic,32,22
MBA,2011-12,83,Fresno St.,31,28
MBA,2011-12,84,Illinois,28,25
MBA,2011-12,85,Evansville,32,27
MBA,2011-12,86,Ga. Southern,33,27
MBA,2011-12,87,Oral Roberts,38,25
MBA,2011-12,88,Hawaii,30,25
MBA,2011-12,89,UC Irvine,31,25
MBA,2011-12,90,Southern Miss.,32,24
MBA,2011-12,91,Western Caro.,32,24
MBA,2011-12,92,S.C. Upstate,33,20
MBA,2011-12,93,Nebraska,35,23
MBA,2011-12,94,Fla. Gulf Coast,26,31
MBA,2011-12,95,Campbell,41,18
MBA,2011-12,96,Notre Dame,31,27
MBA,2011-12,97,Boston College,22,33
MBA,2011-12,98,VCU,34,25
MBA,2011-12,99,Southern California,23,32
MBA,2011-12,100,Oklahoma St.,32,25
